year,avait_VERB eu_VERB,avait_VERB tu_VERB
1928,2.065371154458262e-05,3.6563331917705e-08
1929,2.2210628230823204e-05,7.798284684668033e-09
1930,2.101876089000143e-05,1.8906487042613662e-08
1931,1.942218113981653e-05,7.983749661377715e-09
1932,2.0293773559387773e-05,2.082311922890767e-08
1933,2.0468249203986488e-05,3.0970788156281515e-08
1934,1.9508408513502218e-05,1.4377896206951846e-08
1935,1.903076918097213e-05,1.555876938397205e-08
1936,1.8475640899850987e-05,2.7886843501079284e-08
1937,1.9093171431450173e-05,8.813782592653752e-09
1938,1.8222608559881337e-05,6.482607339819424e-09
1939,1.7468864825787023e-05,1.5294050470515685e-08
1940,1.6457230231026188e-05,1.5214697057785997e-08
1941,1.832587986427825e-05,3.836953554881006e-08
1942,1.785330277925823e-05,1.2136847082899749e-08
1943,1.9782644812949002e-05,3.193558839598154e-08
1944,1.941407026606612e-05,1.2852744646352221e-08
1945,2.2148849893710576e-05,6.535512131478072e-09
1946,2.0050565581186675e-05,2.645009899993056e-08
1947,2.0133158614044078e-05,1.907339353124371e-08
1948,1.877248905657325e-05,1.956939832403748e-08
1949,1.657110988162458e-05,2.8469324453439526e-08
1950,1.7519631001050584e-05,2.1270723182809093e-08
1951,1.8837630705093034e-05,2.6653504292539765e-08
1952,1.7800683053792454e-05,2.1089607726842985e-08
1953,1.742451058817096e-05,1.400597604561682e-08
1954,1.8830700355465524e-05,1.9545072893478732e-08
1955,1.706021976133343e-05,1.9709776921672528e-08
1956,1.691901525191497e-05,1.9186511934776718e-08
1957,1.7681561075733043e-05,8.835037590415595e-09
1958,1.7187239791383035e-05,1.9026160202884057e-08
1959,1.7050095266313292e-05,1.0851047171911432e-08
1960,1.6639067325741053e-05,1.591791587429725e-08
1961,1.6955593309830874e-05,1.737039845295385e-08
1962,1.7227925127372146e-05,2.72704117065814e-08
1963,1.7407261111657135e-05,1.2285501505004959e-08
1964,1.7325317458016798e-05,1.52099203787337e-08
1965,1.6064277588156983e-05,1.3680108601477059e-08
1966,1.793164665286895e-05,1.4401594028434772e-08
1967,1.717482336971443e-05,1.824224149515885e-08
1968,1.8051448932965286e-05,2.2457078391324714e-08
1969,1.6517464246135205e-05,1.635032773061873e-08
1970,1.5500461813644506e-05,1.241655775419126e-08
1971,1.4559649571310729e-05,1.3873672877195986e-08
1972,1.403197802574141e-05,1.333838212103089e-08
1973,1.4892817489453591e-05,1.929621262775072e-08
1974,1.3709518498217221e-05,7.313243344242437e-09
1975,1.3733825653616805e-05,9.138368284311582e-09
1976,1.3873014722776134e-05,1.199840671262109e-08
1977,1.3232162018539384e-05,1.3516598507123945e-08
1978,1.4269894563767593e-05,1.4257419245211622e-08
1979,1.4595992070098873e-05,1.9896709724243067e-08
1980,1.3802408830088098e-05,1.819248218737357e-08
1981,1.3654963368026074e-05,1.138598904049104e-08
1982,1.415310543961823e-05,1.1173503899897241e-08
1983,1.3958111594547518e-05,1.2630632539867293e-08
1984,1.3392809705692343e-05,1.449752107252067e-08
1985,1.3799690350424498e-05,1.5640450379272863e-08
1986,1.4522839592245873e-05,1.6784559520033326e-08
1987,1.3368634427024517e-05,1.649920555735207e-08
1988,1.4025938980921637e-05,1.7390005657702545e-08
1989,1.4312473467725795e-05,1.3720305780395847e-08
1990,1.3683742508874275e-05,1.8525414091641323e-08
1991,1.356049961032113e-05,2.1687421636329418e-08
1992,1.3857509657100309e-05,9.91789939064347e-09
1993,1.4095620826992672e-05,1.4955859883869493e-08
1994,1.3236900485935621e-05,1.7934750518033837e-08
1995,1.376163800159702e-05,1.138714633697191e-08
1996,1.2775655704899691e-05,2.5089033073300016e-08
1997,1.306752619711915e-05,1.965906726297817e-08
1998,1.3680239135283045e-05,2.1456582288692516e-08
1999,1.3005878827243578e-05,1.828080442578539e-08
2000,1.2805664482584689e-05,2.0322945104567225e-08
2001,1.2753269402310252e-05,2.3658544096027967e-08
2002,1.3196677173255011e-05,1.840113100781693e-08
2003,1.424170932295965e-05,2.20846910758965e-08
2004,1.3923985534347594e-05,2.290491477041634e-08
2005,1.3809847587253898e-05,1.5312748513629515e-08
2006,1.4437733625527471e-05,2.7178073125355695e-08
2007,1.759168844728265e-05,2.3966876483427768e-08
2008,1.853902176662814e-05,3.618823640749724e-08
2009,2.097432479786221e-05,4.815874277142029e-08
2010,2.5815055778366514e-05,3.920748170571642e-08
2011,2.6378140319138765e-05,4.703485600998647e-08
2012,3.250414374633692e-05,4.731911218414098e-08
2013,3.497004945529625e-05,5.80137999861563e-08
2014,4.000616536359303e-05,6.474681413237704e-08
2015,3.739916792255826e-05,6.184245648910291e-08
2016,3.8078065699664876e-05,5.592618279592898e-08
2017,3.402615766390227e-05,6.23871591332037e-08
2018,3.747799200937152e-05,6.505295857550664e-08
2019,3.65041232726071e-05,6.300939475734069e-08
