year,dont_PRON elle_PRON,dont_PRON tel_ADJ
1860,4.540795271168463e-05,1.785101666484934e-08
1861,4.432298374013044e-05,2.8295781717702084e-08
1862,4.61241215816699e-05,1.7620147119146168e-08
1863,4.37908383901231e-05,2.5472567166673343e-08
1864,4.492899824981578e-05,4.315255086595471e-08
1865,4.486563921091147e-05,2.8241066374334878e-08
1866,4.245247328071855e-05,2.1895258328630263e-08
1867,4.292893936508335e-05,7.4248015735634e-08
1868,4.2718056647572666e-05,3.2603168165223906e-08
1869,4.3012081732740626e-05,3.857980113153303e-08
1870,4.106840424356051e-05,2.0642576092910758e-08
1871,4.050598363392055e-05,6.372706451429622e-08
1872,4.09277890867088e-05,3.265563108811875e-08
1873,4.071680086781271e-05,3.711322821287055e-08
1874,3.912950705853291e-05,1.1949218503559678e-08
1875,4.01880060962867e-05,4.119499646959568e-08
1876,4.0465372876496986e-05,5.8041742079240066e-08
1877,3.941892646253109e-05,2.1646855863366454e-08
1878,3.829869092442095e-05,4.7104890654736664e-08
1879,3.995804217993282e-05,2.6881031178760395e-08
1880,3.901601303368807e-05,2.1178893305773272e-08
1881,3.7558806070592254e-05,2.3009274485730202e-08
1882,3.9032503991620615e-05,3.4608002685843076e-08
1883,3.6951703805243596e-05,3.4124428616166824e-08
1884,3.7024296034360304e-05,4.2250861476134105e-08
1885,3.550642941263504e-05,4.189663282971878e-08
1886,3.571282286429778e-05,4.71102867272144e-08
1887,3.598416878958233e-05,3.525619218791576e-08
1888,3.645282777142711e-05,2.282621380800265e-08
1889,3.53385039488785e-05,4.1349903057152915e-08
1890,3.672226011985913e-05,4.1948073459252555e-08
1891,3.6075536627322435e-05,6.055509049751606e-08
1892,3.416151230339892e-05,4.5133290438315044e-08
1893,3.487387948553078e-05,3.818218274886931e-08
1894,3.507562723825686e-05,2.9617234886814003e-08
1895,3.4915789001388475e-05,1.3842813118003505e-08
1896,3.445044421823695e-05,3.53821747456351e-08
1897,3.3423777495045215e-05,3.029891004757701e-08
1898,3.4348478948231786e-05,4.922768870319061e-08
1899,3.467615897534415e-05,2.984892333302014e-08
1900,3.363075666129589e-05,3.4780054392058446e-08
1901,3.378560359124094e-05,1.7883964531506535e-08
1902,3.1462153856409714e-05,2.5042448115186744e-08
1903,3.3596388675505295e-05,3.618147581541109e-08
1904,3.331300104036927e-05,5.0521476779863406e-08
1905,3.332921551191248e-05,3.354493538498815e-08
1906,3.231319351471029e-05,2.8293015652547382e-08
1907,3.245699917897582e-05,2.314279556880905e-08
1908,3.37569581461139e-05,2.89771957540097e-08
1909,3.371112688910216e-05,4.785855567401853e-08
1910,3.288736843387596e-05,3.20649036211762e-08
1911,3.288736115791835e-05,3.1390208543591314e-08
1912,3.389926496311091e-05,3.542406545875565e-08
1913,3.3238608011743054e-05,4.613601195524453e-08
1914,3.302298136986792e-05,2.9465672568562695e-08
1915,3.238884892198257e-05,6.008188424555527e-08
1916,3.3192023693118244e-05,5.7134801778602196e-08
1917,3.262620884925127e-05,1.7546279096336548e-08
1918,3.3215153962373734e-05,6.432370547315713e-08
1919,3.434619429754093e-05,3.775217966017763e-08
1920,3.408942939131521e-05,6.815008202210038e-08
1921,3.284452031948604e-05,6.361107512953268e-08
1922,3.2720407034503296e-05,2.4347187377316004e-08
1923,3.265359555371106e-05,3.3971033097657255e-08
1924,3.139110413030721e-05,4.640984840875717e-08
1925,3.092797487624921e-05,4.8391983309414854e-08
1926,3.150456177536398e-05,3.78968714187522e-08
1927,3.51356684404891e-05,3.902228784546935e-08
1928,3.057265712413937e-05,2.742249805010033e-08
1929,3.0925766623113304e-05,3.4535258208734376e-08
1930,2.9875400286982767e-05,2.941009036305786e-08
1931,2.812788989103865e-05,3.649714219733369e-08
1932,2.8556169127114117e-05,3.726242447932293e-08
1933,2.798153400362935e-05,3.211785326584504e-08
1934,2.8052472771378234e-05,3.714289675826876e-08
1935,2.791362931020558e-05,4.308582290946106e-08
1936,2.742610377026722e-05,3.273672888326473e-08
1937,2.70406853815075e-05,4.280980192561401e-08
1938,2.7143973056809045e-05,6.093650739558143e-08
1939,2.86503454844933e-05,5.352917487044806e-08
1940,2.499774745956529e-05,5.0715658339584024e-08
1941,2.572529592725914e-05,3.541803028639379e-08
1942,2.737769318628125e-05,3.944475324146879e-08
1943,2.8939448384335265e-05,4.645176332473966e-08
1944,2.9256059860927053e-05,5.7837350908584995e-08
1945,2.8375015972414985e-05,5.44626010956506e-08
1946,2.858977131836582e-05,4.037120149291695e-08
1947,2.9700850063818507e-05,5.364391952866754e-08
1948,2.7982065148535185e-05,4.240036233227329e-08
1949,2.7077272534370422e-05,4.417653798327592e-08
1950,2.729990956140682e-05,5.9558025622408195e-08
1951,2.804695031954907e-05,5.863770979885885e-08
1952,2.5214734705514275e-05,3.268889103846817e-08
1953,2.6803127184393816e-05,4.955960619668076e-08
1954,2.809897341649048e-05,3.518113089739927e-08
1955,2.5635848942329176e-05,3.660387193349379e-08
1956,2.5842486138571985e-05,5.145473380707699e-08
1957,2.5728513719514012e-05,2.2971098467827744e-08
1958,2.640582897583954e-05,4.1361218450219894e-08
1959,2.5347269911435433e-05,6.82065790513775e-08
1960,2.564860915299505e-05,3.737250153790228e-08
1961,2.629252958286088e-05,4.7247482370949e-08
1962,2.4865543309715576e-05,3.107558654846798e-08
1963,2.5117384211625904e-05,3.103705381590771e-08
1964,2.539144225011114e-05,3.5895412642261704e-08
1965,2.6038718715426512e-05,3.8851507788706385e-08
1966,2.7058933483203873e-05,3.7665710106438155e-08
1967,2.6406383767607622e-05,7.050380190776195e-08
1968,2.646342181833461e-05,4.491415717122749e-08
1969,2.664558451215271e-05,3.133812853661766e-08
1970,2.5356910555274226e-05,3.724967445606353e-08
1971,2.5187910068780184e-05,4.675941789322735e-08
1972,2.5039220417966135e-05,4.052815893995643e-08
1973,2.4068442144198343e-05,3.914374846480939e-08
1974,2.2190068193594925e-05,2.812785832029263e-08
1975,2.2300473574432544e-05,3.198428810691212e-08
1976,2.246558688057121e-05,3.5423868227635325e-08
1977,2.2392889150069095e-05,4.0549793745014995e-08
1978,2.4323751858901232e-05,4.2772258068701774e-08
1979,2.4779010345810093e-05,3.101546042216796e-08
1980,2.353822856093757e-05,4.946081233470068e-08
1981,2.3897926439531147e-05,3.858585273519566e-08
1982,2.513852268748451e-05,3.3520510811513304e-08
1983,2.3874421458458528e-05,3.915495838668903e-08
1984,2.391859015915543e-05,4.4072465898992164e-08
1985,2.4031553039094433e-05,3.9702683807263384e-08
1986,2.4344804842257872e-05,4.316029422746226e-08
1987,2.4008177206269465e-05,3.8498147614252076e-08
1988,2.4166110961232334e-05,2.878345739532051e-08
1989,2.4260243662865832e-05,4.116091645300912e-08
1990,2.4595210561528802e-05,4.086488303300939e-08
1991,2.4610533728264272e-05,2.7548886116779414e-08
1992,2.4309872969752178e-05,4.1324582866764104e-08
1993,2.5372894015163183e-05,2.991171987876129e-08
1994,2.486389348632656e-05,3.850696467244674e-08
1995,2.4973640393000096e-05,4.825981392286849e-08
1996,2.4965724151115865e-05,3.576521812043154e-08
1997,2.490755832695868e-05,3.500272982570607e-08
1998,2.5750758140929975e-05,3.385371916131419e-08
1999,2.5846773496596143e-05,3.747565005540743e-08
2000,2.550087810959667e-05,4.5063920595111995e-08
2001,2.5225703211617656e-05,3.724029848384269e-08
2002,2.565730937931221e-05,2.059174164514843e-08
2003,2.576366750872694e-05,3.041853668950267e-08
2004,2.6076364520122297e-05,3.435737278012496e-08
2005,2.5731722416821867e-05,2.1617998058331978e-08
2006,2.6711517421063036e-05,3.253132874192488e-08
2007,2.8844535336247645e-05,3.23552832581786e-08
2008,2.896549085562583e-05,2.5544637599628217e-08
2009,3.0295665055746213e-05,2.956279376853388e-08
2010,3.171035132254474e-05,2.739800031292816e-08
2011,3.019102405232843e-05,2.256143447065817e-08
2012,3.247146378271282e-05,2.0085090535193473e-08
2013,3.416203981032595e-05,1.7292575871241667e-08
2014,3.727467264980078e-05,2.4469530401916018e-08
2015,3.672267121146433e-05,2.0392493027543424e-08
2016,3.8211252103792503e-05,1.947059607987356e-08
2017,3.343498974572867e-05,1.4590545660553289e-08
2018,3.549464963725768e-05,1.6005094138904497e-08
2019,3.446920163696632e-05,1.5561025412669238e-08
