year,grand_ADJ an_NOUN,grand_ADJ temps_NOUN
2000,4.418031274155965e-09,8.787464373938292e-07
2001,3.943090687297257e-09,8.722992390630679e-07
2002,5.25746568502683e-09,8.499569723596778e-07
2003,3.7502307925763034e-09,9.0172212452444e-07
2004,1.761916529341434e-09,9.113512824399095e-07
2005,3.1526246058177776e-09,8.831852902346782e-07
2006,2.470733950765691e-09,9.438203818490365e-07
2007,1.5977917877663117e-09,1.1975449778489633e-06
2008,6.3861594623570994e-09,1.1908059018850281e-06
2009,9.53638501499654e-10,1.288365641727296e-06
2010,0.0,1.5758574027913141e-06
2011,3.82397197240536e-10,1.5697405473247272e-06
2012,6.808505426114664e-10,1.7143816197773276e-06
2013,8.367375126105969e-10,1.7964753888932705e-06
2014,1.5158116567492996e-09,1.8295846198057575e-06
2015,6.649726186358507e-10,1.7739252973214548e-06
2016,2.0713400439298368e-10,1.8103512209322048e-06
2017,0.0,1.770235659392938e-06
2018,5.162933414126769e-10,1.9022828521286783e-06
2019,5.1019755087367e-10,1.7509980452246054e-06
