year,fut_VERB aux_ADP,fut_VERB tôt_ADV
1962,2.06747785114203e-07,2.219684702708946e-08
1963,2.256652607002252e-07,2.7804029301137234e-08
1964,2.4396712205998483e-07,2.6769461314302134e-08
1965,2.7086613840765494e-07,2.954903344232207e-08
1966,2.9135532031432376e-07,2.3818021332999706e-08
1967,2.558844300892815e-07,1.9721342781053863e-08
1968,2.631969664435019e-07,1.527081394669949e-08
1969,2.1664185112513223e-07,1.4987801222332564e-08
1970,2.52010124768276e-07,1.241655755990223e-08
1971,2.1118813720022445e-07,2.3122789016838396e-08
1972,1.898154380342021e-07,2.1546616935097518e-08
1973,1.7752516612290492e-07,1.929621262775072e-08
1974,1.406392868830153e-07,1.406392957647995e-08
1975,1.9019229569039453e-07,2.9128548462153958e-08
1976,1.7483392866779468e-07,1.5997875024709174e-08
1977,1.798295272692485e-07,1.5279633558407113e-08
1978,2.0198010020067159e-07,2.1386128423728223e-08
1979,1.7263320728488907e-07,1.1118749476679568e-08
1980,1.637323379100053e-07,2.21720881654619e-08
1981,2.04315256269183e-07,1.771153890217647e-08
1982,1.6325731166944024e-07,2.296775925003658e-08
1983,1.7556578768562758e-07,1.6419821946556112e-08
1984,1.4729481279118772e-07,1.1598016769198694e-08
1985,1.6302162464398862e-07,1.6843562988810845e-08
1986,1.7503897709048033e-07,1.558566253834215e-08
1987,1.3504904927685857e-07,2.4443266966045485e-08
1988,1.5231246663915954e-07,1.9788627625416666e-08
1989,1.542162380019363e-07,1.4817929994137558e-08
1990,1.6999790375393786e-07,3.0512445903241314e-08
1991,1.6119028600769525e-07,1.934283488935762e-08
1992,2.0276594625556754e-07,1.4876849085965205e-08
1993,1.606370148010683e-07,2.1048988330107932e-08
1994,1.5191788804713724e-07,1.8989736005892155e-08
1995,1.615890283801491e-07,2.3858783393393423e-08
1996,1.5960895893840643e-07,1.6014276127407356e-08
1997,1.5103917405667744e-07,1.8220598363427598e-08
1998,1.568714509403435e-07,2.2410207023426665e-08
1999,1.4670345649392402e-07,1.96518641359944e-08
2000,1.5330569169691444e-07,1.4579503826439577e-08
2001,1.498374473385411e-07,1.5772362971233633e-08
2002,1.6035271244163596e-07,1.6648641576466616e-08
2003,1.595931422571084e-07,1.6250998768896352e-08
2004,1.5152481580571475e-07,1.497629043001325e-08
2005,1.396162332412132e-07,1.261049931144953e-08
2006,1.4412614746106556e-07,1.317724773741702e-08
2007,1.4619794796999486e-07,1.3181781888249589e-08
2008,1.3666381448729226e-07,1.8732734474724566e-08
2009,1.4638351331086596e-07,1.3350939020995156e-08
2010,1.445480677375599e-07,1.7005655550406118e-08
2011,1.521940902193819e-07,1.0707121411712706e-08
2012,1.6748923314935382e-07,1.5319137958158535e-08
2013,1.6483728870753112e-07,1.4782362889320666e-08
2014,1.7908232052832318e-07,1.515811653973742e-08
2015,2.1301289621078467e-07,1.8175917659846164e-08
2016,2.185263809906246e-07,2.38204105329487e-08
2017,1.388617505426737e-07,1.2578056818313144e-08
2018,1.6263240354419395e-07,1.161660012627408e-08
2019,1.9693625574745965e-07,1.581612352197226e-08
