year,dont_PRON elles_PRON,dont_PRON telle_ADJ
1860,1.2160662663518451e-05,1.8308735638683515e-09
1861,1.162013450084487e-05,1.6034276129062164e-08
1862,1.1357765288266819e-05,1.355395884417021e-08
1863,1.1042607184208464e-05,1.2986014041871385e-08
1864,1.1532759344845545e-05,2.3973639073915365e-08
1865,1.1464931048976723e-05,6.118897832863013e-09
1866,1.087367218133295e-05,1.751620715140234e-08
1867,1.128133044403512e-05,2.038180824115443e-08
1868,1.1850263945234474e-05,2.5687345917013715e-08
1869,1.1399110007914715e-05,1.2208797528501236e-08
1870,1.1476125109766144e-05,2.408300403544672e-08
1871,1.0758190910564736e-05,1.4869648623516696e-08
1872,1.0615499377308879e-05,2.9027228620748247e-08
1873,1.0992100214934908e-05,2.454261860407314e-08
1874,1.0818224836839363e-05,1.3144139998644278e-08
1875,1.0565371667325962e-05,7.437985338754061e-09
1876,1.0943286724796053e-05,1.5719638923883394e-08
1877,1.0868577192013618e-05,1.2369632429454214e-08
1878,1.0013412975240499e-05,9.662541877730746e-09
1879,1.0324759387003724e-05,1.588424503040642e-08
1880,1.0164584637095686e-05,1.0268554007097919e-08
1881,1.0310246580047533e-05,7.669758161910067e-09
1882,9.887240594252944e-06,1.3310770263785798e-08
1883,1.0162761100218631e-05,2.5277355764075082e-09
1884,9.905185834213626e-06,1.7824582698722224e-08
1885,9.79865581030026e-06,1.353583467533781e-08
1886,9.441417205380276e-06,1.097088819790315e-08
1887,9.180321285384707e-06,1.3710741875172516e-08
1888,9.718260116642341e-06,1.014498351992188e-08
1889,9.690913429949433e-06,1.2530273485467092e-09
1890,9.402922842127737e-06,4.5880703680722945e-09
1891,9.6237972684321e-06,5.736798147637501e-09
1892,9.298711120209191e-06,1.56712811616444e-08
1893,9.354635039926507e-06,1.970693297437265e-08
1894,9.894047252601013e-06,8.822155450616265e-09
1895,9.511818461760413e-06,9.027921521465032e-09
1896,9.520163985143881e-06,1.7691086817706037e-08
1897,9.471323210163973e-06,2.330685422435863e-09
1898,9.533196134725586e-06,1.0185038590293516e-08
1899,9.079047231352888e-06,7.185851913504848e-09
1900,9.526620488031767e-06,5.191053142894475e-10
1901,9.387405043526087e-06,1.397184767881754e-08
1902,8.439305020147003e-06,6.874397495693074e-09
1903,9.574050636729226e-06,1.3500550899436803e-08
1904,9.141162081505172e-06,1.827372564378038e-08
1905,9.662488992034923e-06,7.2250627702885595e-09
1906,9.547606168780476e-06,1.0288369267641428e-08
1907,9.570317160978448e-06,8.742833568220476e-09
1908,9.244216926163062e-06,8.349361202419914e-09
1909,8.999609235615935e-06,8.251475058784763e-09
1910,9.003290870168712e-06,8.550641084070776e-09
1911,9.058469004230574e-06,1.0640748282497725e-08
1912,9.28683493839344e-06,1.40654377034366e-08
1913,8.672509466123302e-06,9.545381374209683e-09
1914,8.695052201801445e-06,4.018046340092951e-09
1915,8.83439315657597e-06,2.3561523843085297e-09
1916,9.320664503320586e-06,2.197492410260793e-09
1917,9.31597787712235e-06,0.0
1918,8.875523235474247e-06,1.2635013924011673e-08
1919,9.202323781209998e-06,2.762354567309444e-09
1920,9.131354090641253e-06,3.028892692213958e-09
1921,8.660193998366594e-06,5.300923255902035e-09
1922,8.740639714233112e-06,4.426761179843197e-09
1923,8.310164048452862e-06,3.1847844361720945e-09
1924,7.956710760481656e-06,1.0313299547703991e-08
1925,8.046266884775832e-06,2.1996355847875293e-09
1926,8.660549610794988e-06,1.114613823460786e-08
1927,8.23035770736169e-06,5.574612327308159e-09
1928,7.893108886491973e-06,1.3711249802206282e-08
1929,8.37758580018999e-06,6.684243825105796e-09
1930,8.142393198795617e-06,1.05036033204442e-08
1931,7.768187970214058e-06,7.983749661377715e-09
1932,7.487555194529705e-06,9.863582839386709e-09
1933,7.402018127322663e-06,6.882397318719313e-09
1934,7.2812063081073575e-06,1.3179738189705859e-08
1935,7.305440703930799e-06,5.98414207075848e-09
1936,7.080833256623009e-06,4.849885826274658e-09
1937,7.140422894735821e-06,8.813782592653752e-09
1938,7.334421752602793e-06,1.0372171566075394e-08
1939,7.382438070635544e-06,3.058810094103137e-09
1940,6.991153441049391e-06,5.0715658339584024e-09
1941,7.1869089879328385e-06,2.9515025978810172e-09
1942,7.2365951382380445e-06,2.1239483061208375e-08
1943,7.748734788037837e-06,8.709705845433291e-09
1944,7.984767762536649e-06,1.2852744646352221e-08
1945,7.348094186454546e-06,6.535512131478072e-09
1946,7.243150776048424e-06,1.1136883415474585e-08
1947,7.516109235439217e-06,7.152522574216391e-09
1948,7.303734037122922e-06,5.435944139264848e-09
1949,7.374536835413892e-06,2.945102384188658e-09
1950,7.215029199869605e-06,2.5524867552917385e-08
1951,7.027996161923511e-06,1.0661401761424827e-09
1952,6.582066816918086e-06,6.326882129314981e-09
1953,7.084868684614776e-06,4.3095309543161875e-09
1954,6.9717270889668725e-06,3.9090144454689835e-09
1955,6.455421043938259e-06,2.815682353940474e-09
1956,6.4780638240335975e-06,1.1337483840634377e-08
1957,6.27110966888722e-06,7.068030161150318e-09
1958,6.53259075988899e-06,2.4816730892496253e-09
1959,6.588135875063017e-06,6.975672928177801e-09
1960,6.308339379756944e-06,3.460416619915918e-09
1961,6.496528840216342e-06,9.032606829162404e-09
1962,6.33434592600679e-06,3.170978146727066e-09
1963,6.285650215431815e-06,1.939815863494232e-09
1964,6.448397925851168e-06,6.083968440151466e-09
1965,6.857017524453113e-06,7.1136563306595235e-09
1966,7.10995618646848e-06,7.200797291773142e-09
1967,6.752094577677781e-06,9.367637332502454e-09
1968,6.892526926094433e-06,1.7067380397861598e-08
1969,7.309505235753022e-06,6.8126366770115965e-09
1970,6.89072976456373e-06,9.657322941336588e-09
1971,6.521140221593669e-06,4.624557625731995e-09
1972,6.385493634297745e-06,4.6171320100540925e-09
1973,6.304899670794839e-06,6.064523994098181e-09
1974,6.512161689897766e-06,7.313243399753588e-09
1975,6.069019036658574e-06,7.996072248772634e-09
1976,6.134042450867128e-06,3.4281160132820787e-09
1977,6.443303391279187e-06,2.3507127355770763e-09
1978,6.345739620883251e-06,1.7821774056514528e-09
1979,6.320131433312781e-06,8.192762579461998e-09
1980,6.2923249970481265e-06,7.95921106799824e-09
1981,6.082648269511992e-06,1.2651099057237047e-09
1982,6.7934906837763265e-06,3.7245013739806154e-09
1983,6.54077302897349e-06,5.68378455412244e-09
1984,6.560418114531785e-06,3.479405208395292e-09
1985,6.525677235913463e-06,3.0077789148208467e-09
1986,6.137154286989244e-06,3.5966913891627428e-09
1987,6.243421466933796e-06,9.166225112267057e-09
1988,6.205833415151574e-06,0.0
1989,6.364575256156968e-06,3.841685414229801e-09
1990,6.576521627721377e-06,5.9935161278446e-09
1991,6.430027497117408e-06,5.8614650910726596e-09
1992,6.459307769546285e-06,6.61193322315512e-09
1993,6.6354164118820336e-06,4.4313659408601325e-09
1994,6.46020271233283e-06,2.1099705871385765e-09
1995,6.51236359772156e-06,3.2534704930142766e-09
1996,6.582935384358279e-06,9.60856594289794e-09
1997,6.7866935751226265e-06,2.3974471297094624e-09
1998,6.733552254445385e-06,2.3840645013706308e-09
1999,6.7748660512734205e-06,6.398281460207045e-09
2000,6.68492339173099e-06,4.418031274155965e-09
2001,6.797450168960495e-06,5.695575205910686e-09
2002,6.733499503752682e-06,2.1906108038649563e-09
2003,6.796251454943558e-06,7.083768793769707e-09
2004,6.863545877422439e-06,5.726228824443069e-09
2005,6.723647857143078e-06,5.854874363109275e-09
2006,6.840638889116235e-06,3.7061009261485367e-09
2007,6.451883109548362e-06,3.1955835755326234e-09
2008,6.11410905548837e-06,2.554463751636149e-09
2009,6.0813526943093166e-06,4.291373478793048e-09
2010,5.686974418495083e-06,1.8895172648747405e-09
2011,5.100414000480669e-06,4.971163480860241e-09
2012,4.889187948720064e-06,1.3617010852229328e-09
2013,5.2165005399729125e-06,0.0
2014,4.897370672551915e-06,8.661780737106994e-10
2015,5.212055384617997e-06,4.211493376260478e-09
2016,5.518464149645297e-06,4.142680115615249e-09
2017,4.548980086838128e-06,2.0124890642847504e-09
2018,4.755061581818154e-06,5.162933414126769e-10
2019,4.70478653369355e-06,7.65296326310505e-10
