year,est_VERB aux_ADP,est_VERB tôt_ADV
1867,3.4454960768925957e-06,2.91168689159349e-08
1868,3.233641564293066e-06,3.6061081232219294e-08
1869,3.1117783692025114e-06,4.199826619810665e-08
1870,2.99661382996419e-06,5.5620272831902184e-08
1871,3.1959123134583933e-06,3.292564798584863e-08
1872,3.2867289974092273e-06,2.116568786902917e-08
1873,3.126490128124715e-06,1.7958013742713774e-08
1874,3.011800572494394e-06,2.2703515512034755e-08
1875,3.2355235362047097e-06,3.3757011408397375e-08
1876,3.3186574910359923e-06,3.869449471949338e-08
1877,3.3002177133312216e-06,2.6594708657512456e-08
1878,3.1264362405636348e-06,3.925407554561389e-08
1879,3.2330549402104225e-06,4.643087336830831e-08
1880,3.209564965800382e-06,2.888030792291829e-08
1881,3.2150232982530724e-06,1.8825771164188154e-08
1882,3.426857801969163e-06,3.128031167420886e-08
1883,3.648154461188824e-06,2.5277355319985872e-08
1884,3.0618671189586166e-06,3.630933420595284e-08
1885,3.2408656807092484e-06,2.8360796378024133e-08
1886,3.388068535059574e-06,2.3232470169887165e-08
1887,3.2651153105689446e-06,2.6768590899450828e-08
1888,3.2514672057004645e-06,3.4239320712003973e-08
1889,3.5786461012321524e-06,2.944614330147033e-08
1890,3.429910520935664e-06,2.2284913470116408e-08
1891,3.3400913252989994e-06,5.290602800300803e-08
1892,3.2213883969234303e-06,2.3193495124473884e-08
1893,3.3877449823194183e-06,3.3255449949365357e-08
1894,3.5943980947195087e-06,3.969969597505951e-08
1895,3.545565732565592e-06,2.4074457982692365e-08
1896,3.22744404002151e-06,2.94851449922362e-08
1897,2.975702500407351e-06,2.505486840220783e-08
1898,3.221301540179411e-06,3.451596342074481e-08
1899,3.184990646332153e-06,2.04520400615138e-08
1900,3.207551799278008e-06,3.633737222230593e-08
1901,3.1805514026927995e-06,3.409130755471779e-08
1902,2.986925665027229e-06,4.959386856739911e-08
1903,3.3616370274103247e-06,5.0762071879262294e-08
1904,3.131794073851779e-06,5.213386344848914e-08
1905,3.177995495207142e-06,4.1286071450485906e-08
1906,2.9393870590865845e-06,3.600929332492342e-08
1907,3.257991238569957e-06,4.371417006154843e-08
1908,3.281790213804925e-06,4.518478036175111e-08
1909,3.1944211968948366e-06,3.685659066832159e-08
1910,3.1097613373276545e-06,4.702852507421085e-08
1911,2.9788775464112405e-06,4.256299490634774e-08
1912,3.142843752357294e-06,3.854971808436858e-08
1913,3.0874005005898653e-06,4.719660751106858e-08
1914,3.2767165976110846e-06,5.49132970206756e-08
1915,3.5907762594433734e-06,8.246533234057551e-09
1916,3.45116177413729e-06,5.16410700868164e-08
1917,3.7790298392792465e-06,4.934890895924582e-08
1918,3.8088824112492148e-06,2.756730310693456e-08
1919,3.213539002899779e-06,4.9722380879302364e-08
1920,3.3090652777900686e-06,4.770506123463747e-08
1921,3.2161458420887357e-06,4.4679211441689404e-08
1922,3.274327809776878e-06,5.090775445637519e-08
1923,3.14019735014881e-06,5.4141334970836397e-08
1924,3.385340505701606e-06,2.9650736976805092e-08
1925,3.1245822356140707e-06,6.488924952918751e-08
1926,3.060729568460374e-06,3.4553028882555736e-08
1927,3.1139784368861e-06,5.9090890403012963e-08
1928,2.7239682367508067e-06,4.913197670930458e-08
1929,3.133796326437732e-06,4.3447585085232276e-08
1930,3.0040305318834726e-06,4.411513643276521e-08
1931,3.0714625154359965e-06,5.360517718600022e-08
1932,2.972226411657175e-06,3.1782654730250215e-08
1933,2.9250188617879758e-06,3.0970788600370724e-08
1934,3.2062707759905607e-06,6.350237669039416e-08
1935,2.8843564905400854e-06,4.188899538348778e-08
1936,2.6468251235201024e-06,2.7886843056990074e-08
1937,2.6151751626457553e-06,4.910535977842301e-08
1938,2.8536437639559153e-06,4.148868626430158e-08
1939,2.759046765277162e-06,5.047036566452334e-08
1940,2.6752509256766643e-06,6.593035806190528e-08
1941,3.282070792920422e-06,5.017554371988808e-08
1942,2.891603799071163e-06,5.158160121254696e-08
1943,3.1413005672220606e-06,7.548411673496958e-08
1944,3.081445584030007e-06,7.711646787811333e-08
1945,3.269934495619964e-06,5.664110602765504e-08
1946,3.1044062325236155e-06,4.1763314584386535e-08
1947,3.1983697681425838e-06,5.4836007734593295e-08
1948,2.986507524838089e-06,6.958008214041911e-08
1949,2.7899936867470387e-06,7.362756093698408e-08
1950,2.955566969831125e-06,4.892266147749069e-08
1951,2.983060312544694e-06,6.929911222641749e-08
1952,2.6425277610542253e-06,5.5887461769543734e-08
1953,2.8626059247471858e-06,5.171437322815109e-08
1954,2.835012764990097e-06,5.0817188679275205e-08
1955,2.793156909319805e-06,6.382213513234092e-08
1956,2.878848817999824e-06,4.186147961604547e-08
1957,2.718541054491652e-06,4.240818185508033e-08
1958,2.5734948394529056e-06,4.6324561964183886e-08
1959,2.884053174057044e-06,5.348016074435691e-08
1960,2.8126266897743335e-06,5.536666591865469e-08
1961,2.9758966775261797e-06,5.489045662443459e-08
1962,2.8716378892568173e-06,5.834600003140622e-08
1963,2.8411836865416262e-06,6.918676831446646e-08
1964,2.7797650545835495e-06,6.449006662023749e-08
1965,2.7797980237664888e-06,5.2531618166540284e-08
1966,2.7429498459241586e-06,6.092982118843793e-08
1967,2.7945141027885256e-06,6.162919419239188e-08
1968,2.9930795335531e-06,6.871866276014771e-08
1969,2.6755494673125213e-06,5.995120488933026e-08
1970,2.7486578346724855e-06,6.070317226658517e-08
1971,2.7598332508205203e-06,5.652237078379585e-08
1972,2.831327947205864e-06,4.6684338173008655e-08
1973,2.800156153170974e-06,5.072147502005464e-08
1974,2.5461338282184443e-06,6.581918654546826e-08
1975,2.550747012719512e-06,7.482039166006871e-08
1976,2.665360398168559e-06,4.685092136469393e-08
1977,2.615755647639162e-06,5.5241748952994385e-08
1978,2.7748501452151686e-06,4.3366316759829715e-08
1979,2.783783656923333e-06,5.208256226296726e-08
1980,2.6811171665030997e-06,6.026260024327712e-08
1981,2.735167527134763e-06,6.072527725109467e-08
1982,2.685986146389041e-06,5.897127053344775e-08
1983,2.815999323502183e-06,7.704685600629091e-08
1984,2.7046576178690884e-06,8.756502722917503e-08
1985,2.749110080912942e-06,6.436646771135202e-08
1986,2.8665629088209243e-06,6.893658621720533e-08
1987,2.887971959353308e-06,6.966331511648605e-08
1988,2.8993338219152065e-06,6.056519197272792e-08
1989,2.8291269700275734e-06,6.366222038423075e-08
1990,2.9755083232885227e-06,7.90054386357042e-08
1991,3.0632018024334684e-06,7.619905062483667e-08
1992,2.905393557739444e-06,8.48531414021636e-08
1993,2.9867405828554183e-06,6.702440913386454e-08
1994,3.0114556466287468e-06,7.121150957800637e-08
1995,3.0175938263710123e-06,7.86255398566027e-08
1996,3.171360503984033e-06,7.046281780276331e-08
1997,3.095104375461233e-06,7.14439281068735e-08
1998,3.2680757158232154e-06,7.29523748077554e-08
1999,3.0556363981304457e-06,6.763897886230552e-08
2000,3.135035058221547e-06,8.526800598929185e-08
2001,3.0449421046796488e-06,5.5641390162008975e-08
2002,3.076931761825108e-06,6.396583529522104e-08
2003,3.0226858598325634e-06,6.833753474211335e-08
2004,3.074544338232954e-06,6.871474056424631e-08
2005,3.08596918330295e-06,8.512086679957065e-08
2006,3.144832589896396e-06,9.059358063723266e-08
2007,3.1628287615603767e-06,9.746529627818745e-08
2008,3.28972373608849e-06,1.0643599068771437e-07
2009,3.2566754271101672e-06,8.678110674509298e-08
2010,3.270281922596041e-06,1.1053676018946135e-07
2011,3.497787247397355e-06,1.3498620887730794e-07
2012,3.2942953112069517e-06,1.6272328196009767e-07
2013,3.132187430310296e-06,1.511705818302289e-07
2014,3.3648852877377067e-06,1.7345216463127144e-07
2015,3.197853402525652e-06,1.4429906514124013e-07
2016,3.276031520726974e-06,1.6073599340415967e-07
2017,3.4398469779262086e-06,1.821302646476397e-07
2018,3.172106289639487e-06,2.238131600051929e-07
2019,3.2004693366616266e-06,2.0331371786141972e-07
