year,quand_CONJ elle_PRON,quand_CONJ tels_ADJ
1853,2.8648551506194053e-05,1.1943863675867306e-09
1854,2.8712800030916696e-05,9.352196350675968e-09
1855,3.0025588785065338e-05,1.0613874223963649e-09
1856,3.0083610909059644e-05,2.070875637638636e-09
1857,3.056849845961551e-05,4.881509085841174e-10
1858,3.0465091185760684e-05,1.9574704079872163e-09
1859,3.24626057590649e-05,1.5276520048956854e-09
1860,2.9514597827073885e-05,0.0
1861,3.129513447674981e-05,0.0
1862,3.0009819511178648e-05,1.1294965851504912e-08
1863,2.9363875910348725e-05,9.989241878116673e-09
1864,3.0159317702782573e-05,4.794728170054441e-09
1865,3.030972493434092e-05,6.118897832863013e-09
1866,2.8888117867609253e-05,0.0
1867,2.9344466611291864e-05,0.0
1868,2.8473434667830588e-05,1.4819622196071691e-09
1869,3.0934652386349626e-05,2.441759683335931e-09
1870,2.782619139907183e-05,5.734048791339319e-10
1871,2.6702701006797724e-05,1.5931766128574054e-08
1872,2.6650018753571203e-05,1.2094678591978436e-09
1873,2.7294385517961928e-05,0.0
1874,2.704167832234816e-05,0.0
1875,2.6872869057115167e-05,0.0
1876,2.6945877834805287e-05,2.418405919968336e-09
1877,2.6274953597749118e-05,0.0
1878,2.507489921299566e-05,1.8117265465633636e-09
1879,2.7109519578516483e-05,0.0
1880,2.5032809617187013e-05,0.0
1881,2.6169911961915204e-05,0.0
1882,2.6226876570945024e-05,0.0
1883,2.4848272687449935e-05,5.0554711528150165e-09
1884,2.5513577838864876e-05,5.281357573494461e-09
1885,2.478089072610601e-05,3.867381359601296e-09
1886,2.3915891915748944e-05,1.2906927748801422e-09
1887,2.6602102479955647e-05,4.570247291724172e-09
1888,2.4342888082173886e-05,6.340614699951175e-10
1889,2.4076921135929297e-05,1.2530273485467092e-09
1890,2.4822772957122652e-05,0.0
1891,2.5102315476033255e-05,0.0
1892,2.3645455030418816e-05,0.0
1893,2.4241991468443302e-05,1.847525021858587e-09
1894,2.37801195908105e-05,0.0
1895,2.362246027587389e-05,0.0
1896,2.2894034827913856e-05,5.89702897624278e-10
1897,2.3007944491837407e-05,1.7480140668268973e-09
1898,2.367002957726072e-05,0.0
1899,2.3331908323598327e-05,1.1055156790007459e-09
1900,2.329225571884308e-05,2.595526460424935e-09
1901,2.2633833623331157e-05,0.0
1902,2.2229836758924648e-05,0.0
1903,2.2408214363167644e-05,0.0
1904,2.1919333903497318e-05,0.0
1905,2.1280905912135495e-05,0.0
1906,2.3118994477044907e-05,1.0288369045596824e-09
1907,2.2355425699061016e-05,5.142843373384665e-10
1908,2.2945026557863457e-05,9.822778146428846e-10
1909,2.3354426275545848e-05,0.0
1910,2.4491707790730288e-05,5.344150677544235e-10
1911,2.2146590026750346e-05,1.5961122423746588e-09
1912,2.2254647092267987e-05,1.0418842455450772e-09
1913,2.2495813254863606e-05,0.0
1914,2.1628474087265204e-05,1.3393487430235496e-09
1915,1.9358147710590856e-05,0.0
1916,2.1237666260276455e-05,0.0
1917,2.1759579112767824e-05,1.0966424435210342e-09
1918,2.1780466340715066e-05,0.0
1919,2.2591455717702047e-05,0.0
1920,2.3282340180230676e-05,2.2716695191604686e-09
1921,2.379963075327396e-05,0.0
1922,2.352749834244605e-05,2.951174193910333e-09
1923,2.4667216621310217e-05,0.0
1924,2.3857240194047336e-05,0.0
1925,2.446104781483882e-05,3.299453377181294e-09
1926,2.3783629785611993e-05,1.1146138456652466e-09
1927,2.8303422823228175e-05,0.0
1928,2.3729601707600523e-05,0.0
1929,2.3123027403926244e-05,2.2280812750352652e-09
1930,2.1739307840107358e-05,1.0503603542488804e-09
1931,2.0439540321604e-05,0.0
1932,2.0505293150563375e-05,0.0
1933,2.0134452597631025e-05,1.1470662197865522e-09
1934,1.9320298633829225e-05,0.0
1935,1.9924799062209786e-05,0.0
1936,1.9285571170257754e-05,1.2124714565686645e-09
1937,1.8503907085687388e-05,0.0
1938,1.9503571138557163e-05,0.0
1939,1.931485553541279e-05,0.0
1940,1.5983039475031546e-05,0.0
1941,2.047752559519722e-05,2.9515025978810172e-09
1942,1.9852847799484152e-05,0.0
1943,2.0807486635021633e-05,0.0
1944,1.9610074787124177e-05,0.0
1945,2.0976815449103015e-05,0.0
1946,2.1817154902237235e-05,0.0
1947,2.284038873767713e-05,0.0
1948,2.0488072323132656e-05,0.0
1949,1.9719425381481415e-05,0.0
1950,2.054326432698872e-05,0.0
1951,2.0779072428922518e-05,2.1322803522849654e-09
1952,1.932651616698422e-05,0.0
1953,1.942736548699031e-05,0.0
1954,2.175561985495733e-05,9.772536113672459e-10
1955,1.747787860040262e-05,0.0
1956,1.9742048152693314e-05,0.0
1957,1.8809795164997922e-05,0.0
1958,1.8785437305268715e-05,0.0
1959,1.822743411139527e-05,2.325224457422337e-09
1960,1.8432255274092313e-05,0.0
1961,1.9732772216229932e-05,1.3896318540318475e-09
1962,1.863647253230738e-05,1.2683912808952869e-09
1963,1.9411091670917813e-05,0.0
1964,1.975403688447841e-05,1.8251904432275978e-09
1965,1.8282644305145368e-05,1.0944086747954884e-09
1966,2.0066959677933482e-05,1.1078149508847446e-09
1967,1.9874182044077315e-05,9.860671168482327e-10
1968,1.9314436485728947e-05,1.3474247273492779e-09
1969,1.7636099755691248e-05,4.5417578031781147e-10
1970,1.7058510366041446e-05,1.839490032518043e-09
1971,1.835024499996507e-05,0.0
1972,1.6477005601700512e-05,1.5390440588625154e-09
1973,1.667137735239521e-05,0.0
1974,1.4664177570011816e-05,0.0
1975,1.5142275969992625e-05,5.711480177694739e-10
1976,1.5107708122741315e-05,0.0
1977,1.534192711005744e-05,5.876781838942691e-10
1978,1.675246767263161e-05,0.0
1979,1.7716264210321242e-05,0.0
1980,1.60730578500079e-05,0.0
1981,1.706949569779681e-05,0.0
1982,1.8274886770086596e-05,0.0
1983,1.737027696435689e-05,0.0
1984,1.7186521745315986e-05,1.1598016991243298e-09
1985,1.6645049527141964e-05,0.0
1986,1.7759262618710636e-05,0.0
1987,1.7190339121953002e-05,1.2221633705067347e-09
1988,1.77587944563129e-05,0.0
1989,1.655492042118567e-05,0.0
1990,1.7201935861521633e-05,5.44865097484859e-10
1991,1.753281480887381e-05,5.861465202094962e-10
1992,1.7953601854969747e-05,1.1019888335184191e-09
1993,1.7717155287755304e-05,0.0
1994,1.7526470628581592e-05,0.0
1995,1.7736294012138387e-05,1.0844901643380922e-09
1996,1.7352002487314167e-05,1.6014276571496566e-09
1997,1.7836527604231378e-05,1.917957792585412e-09
1998,1.82914975539461e-05,0.0
1999,1.8558672763901995e-05,0.0
2000,1.8660439309314825e-05,8.836062992401139e-10
2001,1.842474830482388e-05,0.0
2002,1.989819429581985e-05,0.0
2003,2.06679374059604e-05,8.333845835650777e-10
2004,1.9699988115462475e-05,4.404791253964646e-10
2005,2.1084303625684697e-05,1.3511248786457486e-09
2006,2.211183391409577e-05,8.235779835885637e-10
2007,2.9576724500657292e-05,3.994479469415779e-10
2008,3.064930888285744e-05,8.514879357157668e-10
2009,3.423752968956251e-05,0.0
2010,4.114045623282436e-05,0.0
2011,4.3764976908278186e-05,0.0
2012,5.2636894906754605e-05,1.3617010852229328e-09
2013,5.637853610096499e-05,1.1156500168141292e-09
2014,6.186828250065446e-05,0.0
2015,6.0793125157942995e-05,8.866301581811342e-10
2016,6.2232167692855e-05,8.285360175719347e-10
2017,6.111602306191344e-05,0.0
2018,6.683675383101217e-05,2.5814667070633845e-10
2019,6.387341636582278e-05,7.65296326310505e-10
