year,sont_VERB au_ADP,sont_VERB tôt_ADV
1918,1.2065289411111735e-05,1.9526840588923733e-08
1919,1.1622146303125191e-05,2.301962176431971e-08
1920,1.1408324098738376e-05,2.6502810612782923e-08
1921,1.1484828974062111e-05,1.2116395886607734e-08
1922,1.106468971556751e-05,1.8444838545406128e-08
1923,1.1577752957236953e-05,4.246379248229459e-09
1924,1.1330448614899069e-05,1.5469948877466777e-08
1925,1.1115858796983957e-05,3.519416935660047e-08
1926,1.0832932275661733e-05,2.3406890647947876e-08
1927,1.1473667655081954e-05,2.6758140592164636e-08
1928,1.0770186236186419e-05,3.313552099371009e-08
1929,1.112703830585815e-05,1.1140405931087116e-08
1930,1.1364899364707526e-05,9.453243521306831e-09
1931,1.1225151865801308e-05,1.8248570654577634e-08
1932,1.0714043128245976e-05,2.6302888755935783e-08
1933,1.055989196174778e-05,1.3764794637438627e-08
1934,1.0120840670424514e-05,2.3963160344919743e-08
1935,1.0465068044140935e-05,1.6755597798123745e-08
1936,1.0887993994401768e-05,1.9399543305098632e-08
1937,1.0208878848061431e-05,8.813782592653752e-09
1938,1.060295198840322e-05,1.4261735792331365e-08
1939,1.0753246897365898e-05,1.5294050470515685e-08
1940,1.028259976010304e-05,1.7750480196809804e-08
1941,1.061065177054843e-05,1.4757512545315876e-08
1942,1.0926196409855038e-05,2.4273694165799498e-08
1943,1.0919067790382542e-05,2.322588166236983e-08
1944,1.0420362741569988e-05,2.5705489292704442e-08
1945,9.968834092433099e-06,1.742803235060819e-08
1946,9.701617273094598e-06,2.3665876369705074e-08
1947,9.959887393051758e-06,2.5033829231801974e-08
1948,1.0815354471560568e-05,1.0871888278529696e-08
1949,1.1221822205698118e-05,2.2579119018928395e-08
1950,9.883441634883638e-06,3.403315673722318e-08
1951,1.0411925359221641e-05,1.4925962688039363e-08
1952,9.988038073061034e-06,1.370824520563474e-08
1953,1.025991605274612e-05,3.016671712430252e-08
1954,9.80869481281843e-06,1.2704297169818801e-08
1955,9.979717106034514e-06,1.9709776921672528e-08
1956,9.745003808347974e-06,2.0058624983221307e-08
1957,9.791871889319737e-06,1.236905244894615e-08
1958,9.778618732525501e-06,3.3088973339090444e-08
1959,9.554346434015315e-06,1.8601795659378695e-08
1960,9.550750291964505e-06,1.2457499920515147e-08
1961,9.978946764022112e-06,1.80652133252579e-08
1962,9.797688107937574e-06,1.7123282347597524e-08
1963,9.983586096495856e-06,1.8751554975438012e-08
1964,1.023445111059118e-05,1.7035111099517053e-08
1965,1.0312613085261546e-05,2.134096988015699e-08
1966,1.0634469617798459e-05,1.8278946356531378e-08
1967,1.0044079317594878e-05,2.218651040664099e-08
1968,1.0479371667315718e-05,1.7965662735264232e-08
1969,1.1042830010410398e-05,1.9529558414888015e-08
1970,1.0043615475296974e-05,1.4715920038099739e-08
1971,1.016066744341515e-05,2.1581270104320538e-08
1972,1.0141787242901046e-05,2.1033601527165047e-08
1973,1.0086406291520689e-05,2.591205827684462e-08
1974,1.0019142791861668e-05,2.3627400480563665e-08
1975,9.722652976051904e-06,1.4849848462006321e-08
1976,9.843263796938118e-06,1.8854638739185248e-08
1977,1.0096311598317698e-05,2.3507126911681553e-08
1978,1.004435216600541e-05,1.544553818177974e-08
1979,9.82604888122296e-06,3.160065631391262e-08
1980,9.979145033867098e-06,2.4446148216838992e-08
1981,1.0189827662543394e-05,2.909752794266751e-08
1982,1.0477642717887647e-05,2.669225906970496e-08
1983,9.902415513352025e-06,2.5261265079734585e-08
1984,1.0173200280405581e-05,2.0876431250371752e-08
1985,1.0083879715239163e-05,1.142956040922627e-08
1986,1.0252967513224576e-05,1.8582904104391673e-08
1987,1.0129289876203984e-05,2.4443266966045485e-08
1988,1.006581533147255e-05,2.938311283173789e-08
1989,1.0219432624580804e-05,3.2928731741321826e-08
1990,1.034807792166248e-05,2.7788120249283565e-08
1991,1.0323212336516008e-05,2.7548885839223658e-08
1992,1.0521238436922431e-05,2.259077191979486e-08
1993,1.0554405889706686e-05,3.0465642453236796e-08
1994,1.075768523151055e-05,1.7407257857371405e-08
1995,1.08167050711927e-05,2.331653803366862e-08
1996,1.0925473361567128e-05,1.7615704450690828e-08
1997,1.1358146366546862e-05,2.6851409984374186e-08
1998,1.1370080756023526e-05,2.3840646790063147e-08
1999,1.1538387298060115e-05,2.6050146928469076e-08
2000,1.189820068248082e-05,1.988114206596947e-08
2001,1.1769687262130901e-05,2.541102794850758e-08
2002,1.1616371011768933e-05,2.234422957769766e-08
2003,1.1829060895252042e-05,2.2918076325595393e-08
2004,1.1485934010124765e-05,2.7750184372621334e-08
2005,1.209932361234678e-05,2.9274373147814003e-08
2006,1.2040710316796321e-05,2.9648807853277503e-08
2007,1.1842433195852209e-05,2.3966876483427768e-08
2008,1.1974048902629875e-05,2.299017509699297e-08
2009,1.1568588888621889e-05,2.9562793102400065e-08
2010,1.111602978198789e-05,2.220182793166714e-08
2011,1.123597667174181e-05,2.791499476018089e-08
2012,1.0675055818865076e-05,1.7702113552786614e-08
2013,9.740740097186062e-06,1.6734750474256543e-08
2014,9.390885679749772e-06,1.7107016248019136e-08
2015,9.525289897283074e-06,2.2830725754374726e-08
2016,9.699049769551493e-06,1.9263461936702697e-08
2017,9.870001122180838e-06,1.5848351964109497e-08
2018,9.190795935865026e-06,1.5488799576246493e-08
2019,9.128964848059695e-06,1.811201322254874e-08
