year,aient_VERB eu_VERB,aient_VERB tu_VERB
1952,1.3339176803128794e-06,2.1089607837865287e-09
1953,1.3531927152143908e-06,0.0
1954,1.3456782426146674e-06,0.0
1955,1.3778072798231733e-06,0.0
1956,1.2401463891364983e-06,0.0
1957,1.4127225540505606e-06,8.835037701437898e-10
1958,1.3103233413858106e-06,0.0
1959,1.374982616653142e-06,0.0
1960,1.3585596434495528e-06,0.0
1961,1.299305836255371e-06,6.948159270159238e-10
1962,1.3191269090384594e-06,0.0
1963,1.3048495475231903e-06,1.939815863494232e-09
1964,1.3159623222236405e-06,0.0
1965,1.4101456144999247e-06,2.188817349590977e-09
1966,1.3310396980159567e-06,0.0
1967,1.4460674719884992e-06,0.0
1968,1.3352979522096575e-06,0.0
1969,1.3384560588747263e-06,4.5417578031781147e-10
1970,1.3304111234901939e-06,0.0
1971,1.2157448736616061e-06,0.0
1972,1.209688662129338e-06,0.0
1973,1.269690869776241e-06,0.0
1974,1.184182792712818e-06,0.0
1975,1.2119760413042968e-06,5.711480177694739e-10
1976,1.2169812180218287e-06,5.713526873840635e-10
1977,1.203564920615463e-06,0.0
1978,1.2207915460749064e-06,5.940591352171509e-10
1979,1.2195512226753635e-06,5.851973350345929e-10
1980,1.1989982340310235e-06,5.685150683554241e-10
1981,1.1518825431267032e-06,0.0
1982,1.234051410392567e-06,1.2415004579935385e-09
1983,1.2302235745664802e-06,0.0
1984,1.1632811265371856e-06,5.799008495621649e-10
1985,1.0942300150418305e-06,0.0
1986,1.083802999346517e-06,1.7983456945813714e-09
1987,1.2007755003651255e-06,0.0
1988,1.1339483307892806e-06,5.996553809062277e-10
1989,1.0976244766425225e-06,5.488122178931576e-10
1990,1.1398577726140502e-06,0.0
1991,1.0779234571600682e-06,0.0
1992,1.126783558902389e-06,0.0
1993,1.0181063316849759e-06,0.0
1994,1.0776675480883569e-06,1.5824779264761446e-09
1995,1.0665960417099996e-06,2.1689803286761844e-09
1996,1.1135260820083204e-06,1.067618438099771e-09
1997,1.0822076319527696e-06,4.79489448146353e-10
1998,1.0237173455607262e-06,0.0
1999,1.0721691978687886e-06,0.0
2000,1.0294013463862939e-06,0.0
2001,9.75695911620278e-07,1.3143635069212678e-09
2002,1.0164434343096218e-06,0.0
2003,1.0354802952861064e-06,4.1669229178253886e-10
2004,1.0144234465769841e-06,8.809582507929292e-10
2005,1.0043361271527829e-06,9.007499190971657e-10
2006,9.084064913622569e-07,4.1178899179428186e-10
2007,9.379037919643451e-07,7.988958938831558e-10
2008,9.366367521579377e-07,8.514879357157668e-10
2009,8.868838108355703e-07,2.384096253749135e-09
2010,8.554789019399323e-07,4.723793023408973e-10
2011,7.410857847389707e-07,7.64794394481072e-10
2012,8.020419386411959e-07,1.0212758416727752e-09
2013,8.646287597002811e-07,8.367375126105969e-10
2014,9.478153515374288e-07,0.0
2015,8.278909149339597e-07,0.0
2016,8.519421612618316e-07,4.1426800878596737e-10
2017,7.841160254429269e-07,7.54683426862357e-10
2018,7.64888568483002e-07,1.290733298020541e-09
2019,8.489687388646416e-07,1.02039510174734e-09
