year,soit_VERB au_ADP,soit_VERB tôt_ADV
1913,3.682926248416152e-06,9.545381374209683e-09
1914,3.836564403059128e-06,2.678697486047099e-09
1915,3.791049209667108e-06,2.591767689352764e-08
1916,3.873080387961636e-06,2.0876177231343718e-08
1917,3.931463197659468e-06,5.483212106582869e-09
1918,3.8525307104464446e-06,2.2972752589112133e-09
1919,4.114066683769124e-06,6.4454939163738345e-09
1920,4.034485058923565e-06,6.815008557481406e-09
1921,4.04157530908833e-06,9.844571380313027e-09
1922,3.545097982282641e-06,5.164555005876537e-09
1923,3.472476663546331e-06,1.1677542488541803e-08
1924,3.819788346959285e-06,1.0313299547703991e-08
1925,3.676690816689643e-06,1.0998177923937646e-09
1926,3.7607071448064744e-06,5.57306911730393e-09
1927,3.391594191270997e-06,3.3447675740205796e-09
1928,3.4460939275504643e-06,6.8556245125250825e-09
1929,3.4914033477662088e-06,7.798284684668033e-09
1930,3.6878152229746775e-06,1.0503603542488804e-09
1931,3.574438778741751e-06,4.5621426636444085e-09
1932,3.640758123424348e-06,2.1919073223131136e-09
1933,3.753200701339665e-06,2.2941324395731044e-09
1934,3.4279300535899893e-06,1.1981580172459871e-09
1935,3.545005839100668e-06,5.98414207075848e-09
1936,3.6725761134448476e-06,7.274828739411987e-09
1937,3.969979488260833e-06,8.813782592653752e-09
1938,3.662673023541174e-06,1.2965214457594243e-09
1939,3.635395785295259e-06,3.058810094103137e-09
1940,3.4435932150245208e-06,1.5214697057785997e-08
1941,3.470967101293354e-06,2.9515025978810172e-09
1942,3.337632897171261e-06,9.102635090130207e-09
1943,3.2835590140223303e-06,2.9032351633873077e-08
1944,3.3192213777510915e-06,9.639558484764166e-09
1945,3.1936868154502918e-06,8.714016175304096e-09
1946,3.3661229892345546e-06,2.7842208538686464e-09
1947,3.4391712659953555e-06,2.3841741914054637e-09
1948,3.674698049849212e-06,1.0871888278529696e-08
1949,3.983741805768659e-06,3.9268033269479474e-09
1950,3.658564338593351e-06,1.0635361480382244e-09
1951,3.7901282468055797e-06,4.264560704569931e-09
1952,3.6168677866044163e-06,5.272402070488624e-09
1953,3.470249779979895e-06,6.464296653518886e-09
1954,3.3627297568727954e-06,1.9545072227344917e-09
1955,3.5214801386018735e-06,1.8771215692936494e-09
1956,3.446595158607124e-06,1.744228317335228e-09
1957,3.4465480922563074e-06,6.184526224473075e-09
1958,3.7117556814791897e-06,1.1581140491045971e-08
1959,3.5513926164298937e-06,6.975672928177801e-09
1960,3.4334253982137852e-06,5.536666680683311e-09
1961,3.4956189551849093e-06,3.47407969059077e-09
1962,3.6580404056962834e-06,1.0781326054143392e-08
1963,3.5375776477053478e-06,5.819448034571906e-09
1964,3.486722327750158e-06,7.909158661334459e-09
1965,3.56777219678861e-06,7.1136563306595235e-09
1966,3.3478168433020983e-06,7.200797291773142e-09
1967,3.3171297637579755e-06,1.1832804958089582e-08
1968,3.4202132752625403e-06,1.4821671889819754e-08
1969,3.3708925712971904e-06,4.087581828571274e-09
1970,3.669322769184191e-06,3.6789800095249348e-09
1971,3.4843472747070336e-06,8.735275613958038e-09
1972,3.4566928945878317e-06,6.156176013405457e-09
1973,3.4369312302828803e-06,5.513203671370093e-09
1974,3.538484683929255e-06,6.1881286761433785e-09
1975,3.686760528864852e-06,6.282628195464213e-09
1976,3.569240327294665e-06,1.142705374768127e-09
1977,3.343301255398501e-06,3.526069214387917e-09
1978,3.4740578200853633e-06,8.316828115084718e-09
1979,3.469634975772351e-06,7.607565244427406e-09
1980,3.448612289957964e-06,1.0233271119375331e-08
1981,3.3512761490328558e-06,4.427884725544118e-09
1982,3.4712351997256974e-06,3.7245013739806154e-09
1983,3.3212247174674303e-06,6.946847541655643e-09
1984,3.5008614389653303e-06,1.2177918229383522e-08
1985,3.4475163523950414e-06,3.0077789148208467e-09
1986,3.404268262841015e-06,1.1389522214244607e-08
1987,3.278453142741e-06,3.6664902225425067e-09
1988,3.084027522248789e-06,4.197587610832443e-09
1989,3.197379871977546e-06,1.1525056464734007e-08
1990,3.102461977988469e-06,5.993515905799995e-09
1991,3.233770435429051e-06,4.68917216167597e-09
1992,3.12909722666177e-06,1.0468894195980738e-08
1993,3.043794546186973e-06,7.754890063438324e-09
1994,3.0768647825141215e-06,7.912389854425328e-09
1995,3.131465280858947e-06,6.506940763983948e-09
1996,3.090755310353188e-06,6.939520069693117e-09
1997,3.251417869165607e-06,6.233362714880286e-09
1998,3.191785697964633e-06,4.291316191284977e-09
1999,3.0643199586677383e-06,3.1991407301035224e-09
2000,3.108968817500113e-06,7.068850393920911e-09
2001,3.2986143700952653e-06,6.133696661692056e-09
2002,3.1965392039978724e-06,4.81934359086722e-09
2003,3.2810349992473675e-06,1.12506919336397e-08
2004,3.1974379552934806e-06,7.488145215006625e-09
2005,3.259363694496642e-06,5.854874363109275e-09
2006,3.115595465175147e-06,6.1768350434476815e-09
2007,3.250307843316591e-06,6.391167151065247e-09
2008,3.3118624163108734e-06,6.811903485726134e-09
2009,3.334397080223539e-06,5.721831008997924e-09
2010,3.434669894275544e-06,1.322662068758973e-08
2011,3.2744671063511532e-06,3.823971805871906e-09
2012,3.3092741382745317e-06,1.3617010630184723e-08
2013,3.346113297553188e-06,1.1714325509615264e-08
2014,3.1760585184059664e-06,1.3209215943277286e-08
2015,3.3332861075763276e-06,1.3077794847049518e-08
2016,3.2971590933073003e-06,1.2220906064897008e-08
2017,3.354316175929739e-06,1.33327402451755e-08
2018,3.260908673752283e-06,2.090988004965766e-08
2019,3.2805702154803384e-06,1.5305927192343916e-08
