year,est_VERB en_PRON,est_VERB tant_ADV
1862,1.902072170878455e-07,5.44417332548619e-07
1863,2.392423255059839e-07,3.9607343182979093e-07
1864,1.9274806106750475e-07,4.837880283048435e-07
1865,2.1604415678666555e-07,4.979841605745605e-07
1866,2.3063005016865645e-07,5.945778980276373e-07
1867,2.2274404898325884e-07,4.983837129657331e-07
1868,2.1636648739331577e-07,4.939873861076194e-07
1869,2.4417596478087944e-07,4.69306201011932e-07
1870,2.1330662036689318e-07,4.7133880798355676e-07
1871,2.145477822068642e-07,4.768908752339485e-07
1872,2.4007937327041873e-07,4.922534344586893e-07
1873,1.9753814228806732e-07,5.513110181709635e-07
1874,2.1209862666182744e-07,4.415236105614895e-07
1875,2.4202060444622475e-07,4.468512599942187e-07
1876,2.2672556099223584e-07,4.957732357979694e-07
1877,2.3007515892459196e-07,5.720954732169048e-07
1878,2.681355510958383e-07,5.537844458558538e-07
1879,2.541479204865027e-07,5.645016472044517e-07
1880,2.2334104698984447e-07,5.557855047300109e-07
1881,2.2869825500038132e-07,4.364789845112682e-07
1882,2.455837204706768e-07,4.5056958697387017e-07
1883,2.3128779957914958e-07,4.08229283266337e-07
1884,2.3237973323375627e-07,4.390128367504076e-07
1885,2.2237442465211643e-07,5.298312544255168e-07
1886,2.5555718252689985e-07,5.098236215417273e-07
1887,2.2981814140621282e-07,5.308015715854708e-07
1888,2.2065339067012246e-07,4.888614171250083e-07
1889,1.9609878165738337e-07,5.024639904149808e-07
1890,2.5103301481976814e-07,4.0112846022566373e-07
1891,2.619804320147523e-07,4.181488293397706e-07
1892,1.9118962768516212e-07,4.40676416246788e-07
1893,2.50031717996535e-07,3.9229112758221163e-07
1894,2.489107941983093e-07,4.826978852179309e-07
1895,2.1004964878557075e-07,4.574146998947981e-07
1896,2.6241778527946735e-07,4.3048311226812075e-07
1897,2.493833335392992e-07,4.078699475940084e-07
1898,2.50665124212901e-07,3.9268982732210134e-07
1899,2.2110313580014918e-07,4.455228292954416e-07
1900,2.5280428417318035e-07,3.789468792092521e-07
1901,2.7328934493198176e-07,4.308917596063111e-07
1902,3.0100039793978794e-07,3.8987653283584223e-07
1903,2.2734927540568606e-07,3.3049349212888046e-07
1904,2.5206992404491757e-07,4.278201686247485e-07
1905,2.8745427016474423e-07,3.8550871295228717e-07
1906,2.397189859948412e-07,3.647226947123272e-07
1907,2.7771355348704674e-07,3.522847578096844e-07
1908,2.966478973576159e-07,4.081364295416279e-07
1909,2.150884625962135e-07,4.6593331148869765e-07
1910,2.597257093839289e-07,4.072242916208779e-07
1911,2.979409430281521e-07,4.607443884196982e-07
1912,3.021464181074407e-07,4.521777725585707e-07
1913,2.402254324351816e-07,3.78633473019363e-07
1914,2.122867783782567e-07,4.2323421212131507e-07
1915,2.7449175377114443e-07,2.8038212462888623e-07
1916,2.955627280698536e-07,3.2632763691253786e-07
1917,3.662785843516758e-07,3.761483640118968e-07
1918,2.8371349003464275e-07,3.9283406749746064e-07
1919,3.185915602443856e-07,3.5450216273602564e-07
1920,2.604847679776867e-07,4.058716172039567e-07
1921,2.612597995721444e-07,4.3467571231303737e-07
1922,3.644700257154909e-07,3.799636658641248e-07
1923,3.471415084277396e-07,5.212430664869316e-07
1924,3.2744725331212976e-07,4.228452894494694e-07
1925,2.958509810468968e-07,5.631067097056075e-07
1926,3.2881109746085713e-07,4.7259626967388613e-07
1927,3.322469126487704e-07,4.994852815798367e-07
1928,3.153587329052243e-07,4.833215712096717e-07
1929,3.364402800798416e-07,3.754316821868997e-07
1930,3.4977000495928223e-07,3.8443189964709745e-07
1931,3.558471348696912e-07,3.6725248264701804e-07
1932,4.219421612106089e-07,3.989271419868601e-07
1933,3.7279653497535037e-07,3.211785326584504e-07
1934,3.7741978076155647e-07,3.390787242096849e-07
1935,3.985438752351911e-07,3.8777241684329056e-07
1936,4.1830264763120795e-07,4.0860288663679967e-07
1937,4.0039756754595146e-07,3.802517767326208e-07
1938,4.0840424730959057e-07,3.78584275040339e-07
1939,4.2058638882735977e-07,3.578807934445649e-07
1940,5.122281550029584e-07,5.857658607055782e-07
1941,5.814459882458323e-07,3.571318245576549e-07
1942,5.006449441680161e-07,5.522265382751357e-07
1943,4.964531967743824e-07,4.58711156170466e-07
1944,6.233581189007964e-07,3.438109104081377e-07
1945,5.707680656996672e-07,3.3984662195507553e-07
1946,6.946631287974014e-07,3.7726192658738e-07
1947,7.045234724500915e-07,4.0769378983895876e-07
1948,6.914520440659544e-07,3.511619866003457e-07
1949,8.275737855001353e-07,3.1414427326126315e-07
1950,6.285498557190294e-07,2.9672659707102866e-07
1951,7.633563541276089e-07,4.1792694105424744e-07
1952,8.530746526957955e-07,3.395426801944268e-07
1953,7.864894087106222e-07,3.641553689703869e-07
1954,9.537994856145815e-07,3.205391863048135e-07
1955,9.385607881995384e-07,2.731212020989915e-07
1956,1.0151409242098453e-06,3.252985720791912e-07
1957,1.1423703654145356e-06,3.3043039593394496e-07
1958,1.101862835639622e-06,3.292352914741059e-07
1959,1.1223082765354775e-06,3.4800856951733294e-07
1960,1.2381370879666065e-06,3.2389499438068015e-07
1961,1.2562271649585455e-06,5.676645855601237e-07
1962,1.3406895504886052e-06,3.3422111300751567e-07
1963,1.38826158035954e-06,3.265356838255684e-07
1964,1.4029631074663484e-06,3.984999352724117e-07
1965,1.476904458286299e-06,4.1478088519397716e-07
1966,1.6445512756035896e-06,3.91058676996181e-07
1967,1.5860889561736258e-06,3.6435179140426044e-07
1968,1.7404236132279038e-06,4.127611248350149e-07
1969,1.7226886939170072e-06,3.5652797691909655e-07
1970,1.726821210468188e-06,4.1940373307625123e-07
1971,1.984448999792221e-06,3.776722223847173e-07
1972,2.1172115793888224e-06,3.4936300608023885e-07
1973,2.111005642291275e-06,3.2252242476715764e-07
1974,2.1298415049386676e-06,2.7002744218407315e-07
1975,2.3417069314746186e-06,2.5815890580815903e-07
1976,2.5545177777530625e-06,3.2509967695659725e-07
1977,2.546997166064102e-06,3.502561867207987e-07
1978,2.5871274829114554e-06,3.540592388162622e-07
1979,2.6052985049318522e-06,2.9903583254053956e-07
1980,2.720913016673876e-06,3.1836844982535695e-07
1981,2.8971016945433803e-06,2.682033084511204e-07
1982,2.9833256576239364e-06,3.1099585839911015e-07
1983,3.085031949012773e-06,2.721901353197609e-07
1984,2.7945422971242806e-06,2.951695421415934e-07
1985,2.934389158326667e-06,2.7130167268296645e-07
1986,2.9828559036104707e-06,3.3629063977969054e-07
1987,3.0016333312232746e-06,3.9048120470397407e-07
1988,2.992879899466061e-06,2.752418311047222e-07
1989,3.0031003461772343e-06,2.6178344114669017e-07
1990,2.9940338208689354e-06,3.0512444482155843e-07
1991,3.0796138617006363e-06,3.32345081233143e-07
1992,3.2012776500778273e-06,2.9863898021176283e-07
1993,3.055980641875067e-06,2.8305350951995933e-07
1994,3.105349378529354e-06,3.3179287584061967e-07
1995,3.238287717977073e-06,3.182978502991318e-07
1996,3.389688572497107e-06,3.613888281961408e-07
1997,3.3636185889918124e-06,3.9366082660308166e-07
1998,3.3419817100366345e-06,3.3233860108339286e-07
1999,3.3225362585653784e-06,3.487063509055588e-07
2000,3.3917228847712977e-06,3.251671216730756e-07
2001,3.4173451695096446e-06,3.1062791094882414e-07
2002,3.335424025863176e-06,2.992374277255294e-07
2003,3.4039592264889507e-06,2.921013049217436e-07
2004,3.390367737665656e-06,3.581095313620608e-07
2005,3.407987378523103e-06,3.305752329652023e-07
2006,3.244073695896077e-06,3.3766696105885785e-07
2007,3.141258730465779e-06,2.911975514052756e-07
2008,3.0359801712620538e-06,3.0866436873111525e-07
2009,3.0554576824215474e-06,3.0421068686337094e-07
2010,2.9433954296109732e-06,2.7161809157405514e-07
2011,2.910807552325423e-06,2.30585513349979e-07
2012,2.5824660951911937e-06,2.2638280938735988e-07
2013,2.267837544422946e-06,2.0500068842466135e-07
2014,2.155267566195107e-06,2.3819896455279377e-07
2015,2.033264536294155e-06,2.5623612032177334e-07
2016,1.9456097106740344e-06,3.069725948989799e-07
2017,2.2504659682454076e-06,2.1407852557331353e-07
2018,2.120158569596242e-06,2.0496845820616727e-07
2019,2.0785448668902973e-06,2.3545617011677678e-07
