year,avait_VERB en_PRON,avait_VERB tant_ADV
1844,4.8848196598783034e-08,3.770641569644795e-06
1845,5.412821124650691e-08,3.7995771435817005e-06
1846,3.805426018743674e-08,3.2767643460829277e-06
1847,3.343798482546845e-08,3.3227649964828743e-06
1848,4.022610866627474e-08,2.548726342865848e-06
1849,4.1897074254393374e-08,3.1263596156350104e-06
1850,4.480737203493845e-08,2.9953050670883385e-06
1851,5.3530342825069965e-08,2.931269818873261e-06
1852,3.711010876372711e-08,3.1576146284351125e-06
1853,5.01642283268211e-08,3.377724624442635e-06
1854,6.33871053423718e-08,3.3704275210766355e-06
1855,5.466145225341279e-08,3.570507260519662e-06
1856,6.160855292591805e-08,3.4940849218401127e-06
1857,5.906625943907784e-08,3.3072224141506013e-06
1858,5.431980554249094e-08,3.5518301046977285e-06
1859,5.754155907311542e-08,3.76311618310865e-06
1860,5.126446112058147e-08,3.910288342012791e-06
1861,5.7063161307269183e-08,3.773714070121059e-06
1862,5.647482836934614e-08,3.515896878525382e-06
1863,6.89257646513397e-08,3.5267016755824443e-06
1864,6.376988181955312e-08,3.149656777168275e-06
1865,6.401308638714909e-08,3.230778020224534e-06
1866,6.033359767343427e-08,3.3358642212988343e-06
1867,8.007138774246414e-08,3.379497911737417e-06
1868,5.977247496957716e-08,2.981707893923158e-06
1869,5.616047005219116e-08,3.4155332286900375e-06
1870,9.919904186972417e-08,3.3062524380511604e-06
1871,6.054071377548098e-08,2.8815254609071417e-06
1872,7.801067880564005e-08,3.1016802495287266e-06
1873,8.440266441311906e-08,2.87088778350153e-06
1874,7.587753714233259e-08,3.09006782117649e-06
1875,6.179249112392426e-08,2.952308022940997e-06
1876,8.101660142756373e-08,3.0272396998043405e-06
1877,5.8755752263550676e-08,2.9779889700876083e-06
1878,5.737134145533673e-08,2.991764631588012e-06
1879,7.147910707772098e-08,3.1450806545763044e-06
1880,7.444701566328149e-08,2.5908846055244794e-06
1881,6.623881887435346e-08,2.7436817617854103e-06
1882,8.186123778841647e-08,3.0541561955033103e-06
1883,6.824885900869049e-08,2.5978802113968413e-06
1884,6.007544328667791e-08,2.823545855790144e-06
1885,8.830520670244368e-08,2.5956574063457083e-06
1886,8.583106847481758e-08,2.494909040251514e-06
1887,7.834709236931303e-08,2.5390988867002307e-06
1888,7.989174832800927e-08,2.75943557426217e-06
1889,6.390439466485986e-08,2.5555493721185485e-06
1890,6.423298515301212e-08,2.3864520244387677e-06
1891,6.565446852846435e-08,2.332327085241559e-06
1892,5.202865338560514e-08,2.374512405367568e-06
1893,8.744951429662251e-08,2.3950080958456965e-06
1894,4.852185142567578e-08,2.6365639769210247e-06
1895,5.838056083007359e-08,2.367121169299935e-06
1896,7.13540515562272e-08,2.4549331101297867e-06
1897,7.516460698298033e-08,2.0620739178411895e-06
1898,6.507108452069588e-08,2.399142431386281e-06
1899,6.411990938204326e-08,2.2010817701811902e-06
1900,5.813979697677496e-08,2.250321585961501e-06
1901,6.25938767484513e-08,2.1796081455249805e-06
1902,5.4995179965544594e-08,1.9474184682621853e-06
1903,7.560308290521789e-08,1.9759406768571353e-06
1904,6.879520242364379e-08,2.0622437659767456e-06
1905,6.089695858690902e-08,2.102493226630031e-06
1906,5.812928449699939e-08,2.125062565028202e-06
1907,7.91997862847893e-08,2.0447944280022057e-06
1908,5.5007557620001535e-08,2.0627833237085724e-06
1909,4.565816524859656e-08,2.221297108917497e-06
1910,6.41298072423524e-08,2.256300376757281e-06
1911,4.8947441655400326e-08,2.122297246387461e-06
1912,5.730363383804615e-08,1.997292201849632e-06
1913,7.212066321926613e-08,2.1503624338947702e-06
1914,5.893134513712539e-08,2.144297241102322e-06
1915,5.0657277483878715e-08,1.8590042145660846e-06
1916,1.0108465176017489e-07,2.086519089061767e-06
1917,7.347504293875318e-08,2.0364650481496938e-06
1918,6.432370724951397e-08,2.2042356704332633e-06
1919,5.248473655683483e-08,2.1979133180138888e-06
1920,4.846228307542333e-08,2.0891786789434263e-06
1921,4.316466117870732e-08,2.2491060462925816e-06
1922,4.721878710256533e-08,2.3535615127912024e-06
1923,3.1847843473542525e-08,2.1996245322952745e-06
1924,3.867487308184536e-08,2.1593471046799095e-06
1925,4.8391981977147225e-08,2.3723068807157688e-06
1926,4.56991671171636e-08,2.338459808015614e-06
1927,2.8987985345452216e-08,2.836362909874879e-06
1928,2.5137291359556002e-08,2.35719221564068e-06
1929,2.2280811862174232e-08,2.312748392796493e-06
1930,3.466189113510154e-08,2.188950929848943e-06
1931,3.763767608688795e-08,1.999359028559411e-06
1932,2.9590749406338546e-08,2.1480691430042498e-06
1933,3.785318369864399e-08,2.0027775917697e-06
1934,3.4746584276490466e-08,2.2010162865626626e-06
1935,3.590485420090772e-08,1.968782726180507e-06
1936,3.758661648589623e-08,1.982390813282109e-06
1937,2.895957251780601e-08,2.0762754502356984e-06
1938,2.852347158466273e-08,2.0147942905168748e-06
1939,5.047036566452334e-08,1.9668148070195457e-06
1940,2.5357829613881222e-08,1.6203653103730176e-06
1941,2.6563522936839945e-08,2.0808092813240364e-06
1942,3.6410540360520827e-08,2.11787983062095e-06
1943,3.193558839598154e-08,2.607105216156924e-06
1944,4.819779064746399e-08,2.419529209873872e-06
1945,3.267756198965799e-08,2.6904524474957725e-06
1946,3.897909195416105e-08,2.3679797322984086e-06
1947,3.2186353138285995e-08,2.349603619222762e-06
1948,4.4574740343250596e-08,2.1787263904116116e-06
1949,5.2030145525350235e-08,1.8004393496084958e-06
1950,3.828730044119766e-08,1.952652382897213e-06
1951,5.117473023119601e-08,1.8987956309501897e-06
1952,3.585233443459401e-08,1.982423100344022e-06
1953,5.386913670690774e-08,1.758288590281154e-06
1954,4.49536656788041e-08,2.1186858703003963e-06
1955,3.566530892840092e-08,1.6978564190139878e-06
1956,4.098936656760088e-08,1.743356165206933e-06
1957,5.9194753987412696e-08,1.90925175047596e-06
1958,4.384289198355873e-08,1.7330349919575383e-06
1959,4.8829711829512235e-08,1.730742042127531e-06
1960,5.9519166484278685e-08,1.7980324855670915e-06
1961,5.975417138870398e-08,1.9281142158433795e-06
1962,4.693047728210331e-08,1.815067889765487e-06
1963,5.4314845954195334e-08,1.910072114696959e-06
1964,5.4755716405452404e-08,1.85804390184785e-06
1965,5.964527360902139e-08,1.6421602140326286e-06
1966,6.148373188352707e-08,1.8539283246354898e-06
1967,7.39550358730412e-08,1.776399926711747e-06
1968,7.455750505869219e-08,1.8199217493020114e-06
1969,6.63096670905361e-08,1.5614563153576455e-06
1970,8.231717885109902e-08,1.506542275819811e-06
1971,6.063309143655715e-08,1.5620728390786098e-06
1972,7.336110030564669e-08,1.3928348607805674e-06
1973,5.733732066914854e-08,1.3044240176895983e-06
1974,5.62557183059198e-08,1.188120791084657e-06
1975,6.739546876133318e-08,1.1074560006818501e-06
1976,9.02737227193029e-08,1.21412449516356e-06
1977,7.404744906125416e-08,1.0954321396638989e-06
1978,5.405938097169383e-08,1.3170291595088202e-06
1979,7.783124544857856e-08,1.4378298374140286e-06
1980,8.470874490740243e-08,1.3968415260023903e-06
1981,6.958104137311238e-08,1.3435467280942248e-06
1982,7.386928047026231e-08,1.4537970400851918e-06
1983,8.462523481966855e-08,1.3457938621286303e-06
1984,7.132780410756823e-08,1.3824836742060143e-06
1985,7.639759047606276e-08,1.3528990621125558e-06
1986,7.912721144975876e-08,1.428485916221689e-06
1987,6.905222704745029e-08,1.4213760550774168e-06
1988,8.155313224733618e-08,1.5225250535877421e-06
1989,9.76885772274727e-08,1.3983735698275268e-06
1990,9.753085095098868e-08,1.436264369658602e-06
1991,8.909427151593263e-08,1.4032348190085031e-06
1992,9.807700962483068e-08,1.382445020681189e-06
1993,9.638220888064097e-08,1.3122382824803935e-06
1994,1.0127858729447325e-07,1.3788658179691993e-06
1995,7.537206414554021e-08,1.4418296814255882e-06
1996,1.0676184558633395e-07,1.4215339660950121e-06
1997,9.877482654019332e-08,1.2941420663992176e-06
1998,1.072829078907489e-07,1.4223329571905197e-06
1999,1.0557164387137163e-07,1.3486663874573424e-06
2000,9.587128602106532e-08,1.393005277350312e-06
2001,9.726289817990619e-08,1.4195126141203218e-06
2002,8.937691831079064e-08,1.4528130805047113e-06
2003,9.875607531739661e-08,1.5396780099763419e-06
2004,8.413151419972564e-08,1.6350585383406724e-06
2005,1.225019872208577e-07,1.5384808875751332e-06
2006,7.865169493470603e-08,1.7999296915149898e-06
2007,9.466916139899695e-08,2.1849803033546777e-06
2008,1.0558450469488889e-07,2.3730967768642586e-06
2009,9.774794307304546e-08,2.7698429221345577e-06
2010,1.143157888350288e-07,3.3623957733652787e-06
2011,1.3536860876683932e-07,3.3650953810138162e-06
2012,1.1948927181038016e-07,4.126975454710191e-06
2013,1.2969431395504216e-07,4.5529677663580514e-06
2014,1.3858849001735507e-07,5.11218286192161e-06
2015,1.210250104577426e-07,5.1677238843694795e-06
2016,1.124737636359896e-07,5.1485226322256494e-06
2017,1.1747904693493183e-07,4.353516942501301e-06
2018,1.2081264344487863e-07,5.004431386623764e-06
2019,1.1275366063046022e-07,4.9667733037495054e-06
