year,furent_VERB au_ADP,furent_VERB tôt_ADV
2006,3.141950060125964e-07,2.4707338397433887e-09
2007,3.219550421817985e-07,5.592271090648637e-09
2008,3.061099107526388e-07,5.108927503272298e-09
2009,3.199457125901972e-07,9.53638501499654e-09
2010,2.928751712261146e-07,4.723792912386671e-09
2011,2.642364620442095e-07,3.059177577924288e-09
2012,2.6859552804125997e-07,2.382976926895708e-09
2013,3.048513690373511e-07,1.9523875849358774e-09
2014,3.005637836395181e-07,5.846701789380404e-09
2015,3.114288347205729e-07,2.881548111233201e-09
2016,3.270645834163588e-07,3.72841224560716e-09
2017,2.865281203412451e-07,2.7671724911471074e-09
2018,2.816380231251969e-07,1.0325866828253538e-09
2019,2.658129290011857e-07,2.2958890344426663e-09
