year,ait_VERB eu_VERB,ait_VERB tu_VERB
1878,8.413054274569731e-06,2.4156354694326865e-09
1879,8.369164788746275e-06,4.887460214320072e-09
1880,7.870205081417225e-06,5.134277003548959e-09
1881,8.113210242299829e-06,2.091752326904839e-09
1882,8.176140909199603e-06,3.3276925659464496e-09
1883,8.59619649418164e-06,3.159669414998234e-09
1884,7.81178823672235e-06,1.3203393933736152e-09
1885,7.832091796444729e-06,2.5782542767416317e-09
1886,7.824824933777563e-06,3.2267319927115068e-09
1887,8.3237264334457e-06,7.1818169189441505e-09
1888,8.231386345869396e-06,4.4384300679212174e-09
1889,8.121496648527682e-06,1.2530273485467092e-09
1890,7.900657692516688e-06,2.6217545912032847e-09
1891,8.08633558335714e-06,1.9122659011827636e-09
1892,7.98420387582155e-06,3.761107425503951e-09
1893,8.17652926343726e-06,1.2316833108982905e-09
1894,8.180658369383309e-06,3.780923574225881e-09
1895,7.69359485275345e-06,6.6204757231957956e-09
1896,7.833024028514046e-06,1.7691086373616827e-09
1897,7.804300366842654e-06,1.1653427112179315e-09
1898,8.244788659794722e-06,2.8291773368493978e-09
1899,8.057550985540729e-06,2.2110313580014918e-09
1900,7.57322732169996e-06,5.191053142894475e-10
1901,7.830381946405396e-06,3.353243460679778e-09
1902,7.012376499915263e-06,2.455141867585553e-09
1903,7.723395356151741e-06,3.7801539676252105e-09
1904,7.667978024983313e-06,1.5586412160928376e-08
1905,8.151419024216011e-06,3.6125313851442797e-09
1906,8.034186976146884e-06,9.259531807970234e-09
1907,8.132377843139693e-06,2.5714217422034835e-09
1908,7.933857887110207e-06,1.964555629285769e-09
1909,7.829549758753274e-06,5.5009836685826485e-09
1910,7.858573553676251e-06,3.206490406526541e-09
1911,7.935869689390529e-06,1.5961122423746588e-09
1912,7.968851605255622e-06,2.6047106693738442e-09
1913,7.606608505739132e-06,4.772690687104841e-09
1914,7.896130227891263e-06,1.1384464038144415e-08
1915,7.742316483927425e-06,0.0
1916,7.531905339419609e-06,2.197492410260793e-09
1917,7.3650508056744e-06,9.869782324756216e-09
1918,6.88723139319336e-06,3.44591288836682e-09
1919,7.509000170102809e-06,9.207848372660976e-10
1920,7.20346406524186e-06,4.543339038320937e-09
1921,7.075975190673489e-06,2.2718242842501013e-09
1922,7.338832347159041e-06,2.2133805899215986e-09
1923,7.5744787864096e-06,4.246379248229459e-09
1924,7.679540431126952e-06,2.578324886925998e-09
1925,7.552449005743256e-06,6.598906754362588e-09
1926,7.199290848802775e-06,7.802296586589819e-09
1927,7.366292720689671e-06,7.804457524684949e-09
1928,7.257821380335372e-06,6.8556245125250825e-09
1929,7.368264959950466e-06,8.912325100141061e-09
1930,7.469112460967153e-06,7.352522590764465e-09
1931,7.056494268908864e-06,7.983749661377715e-09
1932,6.9878005888313055e-06,1.0959536389520963e-08
1933,6.967280114622554e-06,6.882397318719313e-09
1934,7.19254239811562e-06,4.7926320689839486e-09
1935,6.73575050313957e-06,0.0
1936,6.730429049639497e-06,6.0623572828433225e-09
1937,6.688401754217921e-06,7.554670666820584e-09
1938,6.787289748899639e-06,1.2965214457594243e-09
1939,6.773735094611766e-06,1.5294050470515685e-09
1940,6.998760909482371e-06,0.0
1941,6.378197213052772e-06,2.9515025978810172e-09
1942,6.632787062699208e-06,0.0
1943,6.900990229041781e-06,1.4516175816936538e-08
1944,6.879431566630956e-06,0.0
1945,7.267489309015218e-06,2.178504043826024e-09
1946,6.7294618020241614e-06,4.1763312808029696e-09
1947,7.443391950801015e-06,9.536696765621855e-09
1948,6.802540156058967e-06,5.435944139264848e-09
1949,6.535182365041692e-06,0.0
1950,6.725802450091578e-06,6.381216888229346e-09
1951,6.873405709484359e-06,2.1322803522849654e-09
1952,6.607373961742269e-06,1.0544804140977249e-08
1953,6.921106887602946e-06,5.386913581872932e-09
1954,6.805594239267521e-06,3.9090144454689835e-09
1955,6.97632231094758e-06,1.0324168187025862e-08
1956,6.676906195934862e-06,1.744228317335228e-09
1957,6.520258011732949e-06,4.417518795207798e-09
1958,6.1859836932853796e-06,1.0753916868111446e-08
1959,6.446296993090073e-06,1.5501495642666896e-09
1960,6.403847237379523e-06,3.460416619915918e-09
1961,6.653557193203596e-06,3.47407969059077e-09
1962,6.317856787063647e-06,4.43936931660005e-09
1963,6.058045073586982e-06,1.939815863494232e-09
1964,6.785449841117952e-06,6.6923653285755336e-09
1965,6.658382517343853e-06,5.472043373977442e-10
1966,6.1356331571005285e-06,4.431259803538978e-09
1967,6.8625340645667166e-06,5.423369309198733e-09
1968,6.290227702265838e-06,1.3474247273492779e-09
1969,6.359823601087555e-06,9.083515606356229e-10
1970,6.257025233935565e-06,2.2993624781975086e-09
1971,5.9230305851087905e-06,2.569198631618974e-09
1972,5.800144208478741e-06,2.0520587451500205e-09
1973,5.803198291687295e-06,5.513203671370093e-09
1974,5.76677348362864e-06,1.1251143350321513e-09
1975,5.730328211939195e-06,3.4268881066168433e-09
1976,5.745522685174365e-06,2.285410749536254e-09
1977,5.535928266908741e-06,2.938390863960194e-09
1978,5.679205514752539e-06,3.5643548113029055e-09
1979,5.5892196542117745e-06,3.5111840102075575e-09
1980,5.461155524244532e-06,1.7055452605774235e-09
1981,5.471600161399692e-06,0.0
1982,5.613444500340847e-06,2.483000915987077e-09
1983,5.172875262360321e-06,6.315316047889041e-10
1984,5.404675903264433e-06,1.1598016991243298e-09
1985,5.015772330807522e-06,2.4062232206745193e-09
1986,5.4621750678052194e-06,1.1988970927134801e-09
1987,5.293800768413348e-06,3.6664902225425067e-09
1988,5.27336942468537e-06,4.797243047249822e-09
1989,5.2987820708949585e-06,5.488121956886971e-09
1990,5.081411927676527e-06,7.083246433836621e-09
1991,5.071925897937035e-06,4.10302547493302e-09
1992,5.323156983649824e-06,4.4079553340736766e-09
1993,5.047325885243481e-06,3.323524566667402e-09
1994,5.008015250496101e-06,5.274926606624319e-10
1995,4.92846538691083e-06,1.626735190995987e-09
1996,5.07545792061137e-06,1.6014276571496566e-09
1997,4.713860562333139e-06,9.58978896292706e-10
1998,4.813903160538757e-06,1.43043876743576e-09
1999,4.832073500438128e-06,1.3710603763428253e-09
2000,4.490487299335655e-06,2.6508188977203417e-09
2001,4.602462922775885e-06,8.762423564512289e-10
2002,4.4171474655740894e-06,2.6287327870022636e-09
2003,4.618617367668776e-06,4.1669229178253886e-10
2004,4.397743396111764e-06,8.809582507929292e-10
2005,4.226768851367524e-06,1.8014998381943315e-09
2006,4.360845196060836e-06,1.6471559671771274e-09
2007,4.67394056613557e-06,1.5977917877663117e-09
2008,4.595054633682594e-06,1.2772318758180745e-09
2009,4.57317355539999e-06,5.721831008997924e-09
2010,4.647267360269325e-06,3.7790344187271785e-09
2011,4.265640654921299e-06,2.6767803529281764e-09
2012,4.672677277994808e-06,4.085103366691101e-09
2013,5.087642875878373e-06,2.2313000336282585e-09
2014,5.6167318689404055e-06,2.5985342766432495e-09
2015,5.282764050207334e-06,1.994917786518613e-09
2016,5.3562780522042885e-06,1.86420612280358e-09
2017,4.757272563438164e-06,3.018733707449428e-09
2018,4.824245024792617e-06,4.3884935685412074e-09
2019,5.032078661315609e-06,3.5713827450933877e-09
