year,quand_CONJ elle_PRON,quand_CONJ telle_DET
1948,2.0488072323132656e-05,1.522064341230589e-08
1949,1.9719425381481415e-05,1.5707213085747185e-08
1950,2.054326432698872e-05,1.701657836861159e-08
1951,2.0779072428922518e-05,2.3455084097179224e-08
1952,1.932651616698422e-05,1.5817206211465873e-08
1953,1.942736548699031e-05,1.939288907237824e-08
1954,2.175561985495733e-05,4.886268278880834e-09
1955,1.747787860040262e-05,1.3139850985055546e-08
1956,1.9742048152693314e-05,8.721141364631535e-09
1957,1.8809795164997922e-05,8.835037590415595e-09
1958,1.8785437305268715e-05,6.617794756635931e-09
1959,1.822743411139527e-05,9.30089749662244e-09
1960,1.8432255274092313e-05,1.8686250546906535e-08
1961,1.9732772216229932e-05,9.727422756178328e-09
1962,1.863647253230738e-05,1.2683913142019776e-08
1963,1.9411091670917813e-05,1.2932106496776896e-08
1964,1.975403688447841e-05,2.1293888874396316e-08
1965,1.8282644305145368e-05,1.6963334126263163e-08
1966,2.0066959677933482e-05,1.1632056873267516e-08
1967,1.9874182044077315e-05,1.035370456037299e-08
1968,1.9314436485728947e-05,1.9313088683858837e-08
1969,1.7636099755691248e-05,1.3171097323905201e-08
1970,1.7058510366041446e-05,1.701528287711973e-08
1971,1.835024499996507e-05,1.0276794859542804e-08
1972,1.6477005601700512e-05,8.208234758555477e-09
1973,1.667137735239521e-05,1.1577728331602088e-08
1974,1.4664177570011816e-05,1.8564386916608555e-08
1975,1.5142275969992625e-05,1.3136404852787109e-08
1976,1.5107708122741315e-05,1.7140580066410394e-08
1977,1.534192711005744e-05,9.402850775774851e-09
1978,1.675246767263161e-05,9.50494638551902e-09
1979,1.7716264210321242e-05,1.6970723049070102e-08
1980,1.60730578500079e-05,1.8192481521239756e-08
1981,1.706949569779681e-05,1.8976648696877874e-08
1982,1.8274886770086596e-05,2.296775791776895e-08
1983,1.737027696435689e-05,1.2630632317822688e-08
1984,1.7186521745315986e-05,1.5077422532705498e-08
1985,1.6645049527141964e-05,1.804667393301429e-08
1986,1.7759262618710636e-05,1.4986213381362745e-08
1987,1.7190339121953002e-05,1.3443796853529477e-08
1988,1.77587944563129e-05,1.559103945947271e-08
1989,1.655492042118567e-05,1.3720305114262032e-08
1990,1.7201935861521633e-05,1.6345952813523468e-08
1991,1.753281480887381e-05,9.964491010094889e-09
1992,1.7953601854969747e-05,1.2672871863017576e-08
1993,1.7717155287755304e-05,1.4401939196773128e-08
1994,1.7526470628581592e-05,1.47697947205927e-08
1995,1.7736294012138387e-05,1.0302656505700725e-08
1996,1.7352002487314167e-05,1.2277612482236577e-08
1997,1.7836527604231378e-05,1.294621509995153e-08
1998,1.82914975539461e-05,1.0966696883940585e-08
1999,1.8558672763901995e-05,1.0511462283924189e-08
2000,1.8660439309314825e-05,9.277865919976591e-09
2001,1.842474830482388e-05,8.762423481245563e-09
2002,1.989819429581985e-05,8.762442660348313e-09
2003,2.06679374059604e-05,1.1250692211195457e-08
2004,1.9699988115462475e-05,1.2333415400078707e-08
2005,2.1084303625684697e-05,1.7114248240801544e-08
2006,2.211183391409577e-05,2.2236604724223952e-08
2007,2.9576724500657292e-05,1.038564634292527e-08
2008,3.064930888285744e-05,1.277231942431456e-08
2009,3.423752968956251e-05,1.0966842545201416e-08
2010,4.114045623282436e-05,1.2281862193930237e-08
2011,4.3764976908278186e-05,7.265546803081335e-09
2012,5.2636894906754605e-05,9.191482464032674e-09
2013,5.637853610096499e-05,1.2829975526429394e-08
2014,6.186828250065446e-05,1.1260314902727941e-08
2015,6.0793125157942995e-05,1.4407740556166004e-08
2016,6.2232167692855e-05,1.0978102538139467e-08
2017,6.111602306191344e-05,6.792150841761213e-09
2018,6.683675383101217e-05,1.1100306451794495e-08
2019,6.387341636582278e-05,1.0714148235280163e-08
