year,dont_PRON elles_PRON,dont_PRON telles_ADJ
1872,1.0615499377308879e-05,1.3304146229131675e-08
1873,1.0992100214934908e-05,1.7958012854535355e-09
1874,1.0818224836839363e-05,1.7923826867161097e-09
1875,1.0565371667325962e-05,6.293679799540541e-09
1876,1.0943286724796053e-05,6.04601479992084e-10
1877,1.0868577192013618e-05,1.855444864418132e-08
1878,1.0013412975240499e-05,2.4156354694326865e-09
1879,1.0324759387003724e-05,8.55305515301552e-09
1880,1.0164584637095686e-05,6.417846254436199e-09
1881,1.0310246580047533e-05,1.3945015142624584e-09
1882,9.887240594252944e-06,1.3310770263785798e-09
1883,1.0162761100218631e-05,0.0
1884,9.905185834213626e-06,2.6406787867472303e-09
1885,9.79865581030026e-06,2.5782542767416317e-09
1886,9.441417205380276e-06,1.936039106809062e-09
1887,9.180321285384707e-06,1.3057849246322917e-09
1888,9.718260116642341e-06,1.0779045211961602e-08
1889,9.690913429949433e-06,3.132568426877924e-09
1890,9.402922842127737e-06,3.9326319978272295e-09
1891,9.6237972684321e-06,3.1871101313640793e-09
1892,9.298711120209191e-06,1.8805537127519756e-09
1893,9.354635039926507e-06,1.2316833108982905e-09
1894,9.894047252601013e-06,6.301539290376468e-10
1895,9.511818461760413e-06,4.213029924926559e-09
1896,9.520163985143881e-06,7.076434549446731e-09
1897,9.471323210163973e-06,5.826713556089658e-10
1898,9.533196134725586e-06,1.13167097914868e-09
1899,9.079047231352888e-06,7.738609753005221e-09
1900,9.526620488031767e-06,0.0
1901,9.387405043526087e-06,5.588738916095792e-10
1902,8.439305020147003e-06,6.38336894454028e-09
1903,9.574050636729226e-06,7.020286574288548e-09
1904,9.141162081505172e-06,7.524475265086039e-09
1905,9.662488992034923e-06,1.5482277682110634e-09
1906,9.547606168780476e-06,5.658602919567102e-09
1907,9.570317160978448e-06,1.5428529565042481e-09
1908,9.244216926163062e-06,2.9468334439286537e-09
1909,8.999609235615935e-06,1.1001967115120692e-09
1910,9.003290870168712e-06,1.2291546447329438e-08
1911,9.058469004230574e-06,5.852411444351446e-09
1912,9.28683493839344e-06,2.6047106693738442e-09
1913,8.672509466123302e-06,5.30298971401777e-10
1914,8.695052201801445e-06,4.018046340092951e-09
1915,8.83439315657597e-06,5.890381071793627e-09
1916,9.320664503320586e-06,1.0987462051303964e-09
1917,9.31597787712235e-06,3.289927441585405e-09
1918,8.875523235474247e-06,1.1486376294556067e-08
1919,9.202323781209998e-06,1.8415696745321952e-09
1920,9.131354090641253e-06,3.786115865267448e-09
1921,8.660193998366594e-06,1.5145494858259667e-09
1922,8.740639714233112e-06,2.2133805899215986e-09
1923,8.310164048452862e-06,4.246379248229459e-09
1924,7.956710760481656e-06,7.734974438733389e-09
1925,8.046266884775832e-06,9.898360353588487e-09
1926,8.660549610794988e-06,1.1146138456652466e-09
1927,8.23035770736169e-06,6.689535148041159e-09
1928,7.893108886491973e-06,5.713020723163709e-09
1929,8.37758580018999e-06,8.912325100141061e-09
1930,8.142393198795617e-06,7.352522590764465e-09
1931,7.768187970214058e-06,3.4216069977333063e-09
1932,7.487555194529705e-06,8.767629289252454e-09
1933,7.402018127322663e-06,6.882397318719313e-09
1934,7.2812063081073575e-06,9.585264137967897e-09
1935,7.305440703930799e-06,2.393656828303392e-09
1936,7.080833256623009e-06,2.424942913137329e-09
1937,7.140422894735821e-06,1.2591118148108649e-09
1938,7.334421752602793e-06,7.779128452511941e-09
1939,7.382438070635544e-06,6.117620188206274e-09
1940,6.991153441049391e-06,1.2678914806940611e-08
1941,7.1869089879328385e-06,8.854508237732261e-09
1942,7.2365951382380445e-06,1.8205270180260413e-08
1943,7.748734788037837e-06,5.806470415592457e-09
1944,7.984767762536649e-06,0.0
1945,7.348094186454546e-06,1.089252066321933e-08
1946,7.243150776048424e-06,0.0
1947,7.516109235439217e-06,2.3841741914054637e-09
1948,7.303734037122922e-06,1.0871887834440486e-09
1949,7.374536835413892e-06,9.817008317369869e-10
1950,7.215029199869605e-06,1.0635361036293034e-08
1951,7.027996161923511e-06,5.330700769690111e-09
1952,6.582066816918086e-06,1.0544803918932644e-09
1953,7.084868684614776e-06,3.232148326759443e-09
1954,6.9717270889668725e-06,2.9317608341017376e-09
1955,6.455421043938259e-06,1.8771215692936494e-09
1956,6.4780638240335975e-06,1.744228317335228e-09
1957,6.27110966888722e-06,2.6505113659425206e-09
1958,6.53259075988899e-06,2.4816730892496253e-09
1959,6.588135875063017e-06,3.100299128533379e-09
1960,6.308339379756944e-06,4.844583401109048e-09
1961,6.496528840216342e-06,4.86371165564492e-09
1962,6.33434592600679e-06,1.2683912808952869e-09
1963,6.285650215431815e-06,2.5864212993553792e-09
1964,6.448397925851168e-06,6.6923653285755336e-09
1965,6.857017524453113e-06,1.0944086747954884e-09
1966,7.10995618646848e-06,4.985167390003653e-09
1967,6.752094577677781e-06,4.437302081328198e-09
1968,6.892526926094433e-06,4.491415683816058e-09
1969,7.309505235753022e-06,3.6334062425424918e-09
1970,6.89072976456373e-06,3.6789800095249348e-09
1971,6.521140221593669e-06,0.0
1972,6.385493634297745e-06,4.104117490300041e-09
1973,6.304899670794839e-06,1.6539611902288698e-09
1974,6.512161689897766e-06,5.06301445213353e-09
1975,6.069019036658574e-06,2.2845920710778955e-09
1976,6.134042450867128e-06,5.713526984862938e-09
1977,6.443303391279187e-06,1.7630346071939584e-09
1978,6.345739620883251e-06,1.1881182704343018e-09
1979,6.320131433312781e-06,3.5111840102075575e-09
1980,6.2923249970481265e-06,1.1370301367108482e-09
1981,6.082648269511992e-06,6.325549528618524e-10
1982,6.7934906837763265e-06,0.0
1983,6.54077302897349e-06,1.2630632095778083e-09
1984,6.560418114531785e-06,2.3196033982486597e-09
1985,6.525677235913463e-06,1.8046674155058895e-09
1986,6.137154286989244e-06,1.1988970927134801e-09
1987,6.243421466933796e-06,9.166225112267057e-09
1988,6.205833415151574e-06,0.0
1989,6.364575256156968e-06,3.2928733073589456e-09
1990,6.576521627721377e-06,1.6345953479657283e-09
1991,6.430027497117408e-06,1.1722930404189924e-09
1992,6.459307769546285e-06,2.2039776670368383e-09
1993,6.6354164118820336e-06,1.1078414852150331e-09
1994,6.46020271233283e-06,5.274926606624319e-10
1995,6.51236359772156e-06,1.626735190995987e-09
1996,6.582935384358279e-06,5.338092190498855e-10
1997,6.7866935751226265e-06,2.876936688878118e-09
1998,6.733552254445385e-06,9.536258449571733e-10
1999,6.7748660512734205e-06,4.570201106446348e-09
2000,6.68492339173099e-06,8.836062992401139e-10
2001,6.797450168960495e-06,2.190605918883648e-09
2002,6.733499503752682e-06,1.752488598683044e-09
2003,6.796251454943558e-06,2.083461403401543e-09
2004,6.863545877422439e-06,0.0
2005,6.723647857143078e-06,4.5037495954858286e-10
2006,6.840638889116235e-06,0.0
2007,6.451883109548362e-06,3.994479469415779e-10
2008,6.11410905548837e-06,8.514879357157668e-10
2009,6.0813526943093166e-06,4.76819250749827e-10
2010,5.686974418495083e-06,4.723793023408973e-10
2011,5.100414000480669e-06,0.0
2012,4.889187948720064e-06,6.808505426114664e-10
2013,5.2165005399729125e-06,8.367375126105969e-10
2014,4.897370672551915e-06,6.496335691608124e-10
2015,5.212055384617997e-06,4.433150790905671e-10
2016,5.518464149645297e-06,1.0356699942093428e-09
2017,4.548980086838128e-06,0.0
2018,4.755061581818154e-06,7.744400121190154e-10
2019,4.70478653369355e-06,2.55098775436835e-10
