year,petit_ADJ an_NOUN,petit_ADJ temps_NOUN
1867,2.91168689159349e-09,3.0572714138088486e-08
1868,2.9639244392143382e-09,3.754304245262574e-08
1869,4.883519144627257e-10,4.150991372853241e-08
1870,1.1468097582678638e-09,4.587239033071455e-08
1871,2.1242354542039266e-09,5.098165090089424e-08
1872,0.0,2.237515595027162e-08
1873,5.986004469882289e-10,2.5141218884527916e-08
1874,5.974609140757536e-10,5.974609251779839e-08
1875,5.721527140956084e-10,3.3757011408397375e-08
1876,1.813804439976252e-09,1.5719638923883394e-08
1877,6.184815992682502e-10,6.184816214727107e-08
1878,3.019544336790858e-09,3.200717069162806e-08
1879,0.0,4.276527654223372e-08
1880,2.5671385017744797e-09,3.7223507831640745e-08
1881,1.3945015142624584e-09,2.649552932609822e-08
1882,3.3276925659464496e-09,5.590523466381114e-08
1883,3.159669414998234e-09,6.319338707871935e-08
1884,6.601696966868076e-10,4.357119909315088e-08
1885,6.445635691854079e-10,5.220964993668531e-08
1886,1.2906927748801422e-09,2.3877816557327236e-08
1887,6.528924623161458e-10,3.8520655776252966e-08
1888,4.438430289965822e-09,3.9311810695608074e-08
1889,1.8795409673089125e-09,5.3880174710752016e-08
1890,2.6217545912032847e-09,3.2771932723107966e-08
1891,6.374220040683554e-10,4.844407230919501e-08
1892,6.268512375839919e-10,3.259626346618916e-08
1893,1.2316833108982905e-09,4.680396703538037e-08
1894,1.8904617871129403e-09,8.507077797759166e-08
1895,1.8055843487019274e-09,1.1194622762111806e-07
1896,5.89702897624278e-10,1.397595852381528e-07
1897,0.0,1.4450250240827245e-07
1898,1.13167097914868e-09,1.93515742097361e-07
1899,5.527578395003729e-10,1.2547602779022782e-07
1900,3.6337372000261325e-09,1.2510438196500218e-07
1901,5.588738916095792e-10,9.668518430316908e-08
1902,4.910283846193408e-10,1.345417821596584e-07
1903,5.400220270956879e-10,1.7388709028232086e-07
1904,2.6873125946735854e-09,1.988611266767748e-07
1905,1.0321518084666081e-09,2.456521275284729e-07
1906,2.572092261399206e-09,1.9393575190207457e-07
1907,2.057137349353866e-09,1.7742808955389933e-07
1908,9.822778146428846e-10,1.6698722760111195e-07
1909,3.300590023513905e-09,2.2168963109692186e-07
1910,1.068830135508847e-09,2.0040564896461888e-07
1911,5.320374141248863e-10,1.612073399215319e-07
1912,1.0418842455450772e-09,8.960204622709966e-08
1913,1.590896969716482e-09,6.575707134359732e-08
1914,6.696743715117748e-10,8.5718316555905e-08
1915,2.3561523843085297e-09,5.419150550523e-08
1916,1.0987462051303964e-09,4.8344831693469814e-08
1917,0.0,5.2638836400831224e-08
1918,1.1486376294556067e-09,3.675640414257941e-08
1919,0.0,7.366278742537702e-08
1920,7.572231730534895e-10,9.692456703902508e-08
1921,6.058197943303867e-09,1.6508588945862712e-07
1922,0.0,9.591316130208583e-08
1923,1.0615948120573648e-09,2.0594940197682376e-07
1924,2.578324886925998e-09,2.539650063582144e-07
1925,3.299453377181294e-09,1.3087832106961628e-07
1926,2.229227691330493e-09,1.6384823631199197e-07
1927,0.0,1.3602054371730787e-07
1928,3.4278123672848437e-09,2.148095763487845e-07
1929,0.0,2.1946599826350166e-07
1930,3.1510811737689437e-09,2.394821585482987e-07
1931,1.1405356659111021e-09,1.368642861265812e-07
1932,3.287861094491973e-09,2.2905432173203621e-07
1933,5.735331320977366e-09,1.2732434706563822e-07
1934,1.1981580172459871e-09,1.8212001506867637e-07
1935,5.98414207075848e-09,1.4122575819897065e-07
1936,0.0,1.6853353068668753e-07
1937,2.5182236296217297e-09,9.065605333091753e-08
1938,0.0,1.7114083572522532e-07
1939,0.0,2.1411670925175486e-07
1940,5.0715658339584024e-09,1.749690214936095e-07
1941,5.9030051957620344e-09,4.13210362815164e-07
1942,3.034211770724937e-09,2.518395720851885e-07
1943,2.9032352077962287e-09,1.422585289567735e-07
1944,6.4263723231761105e-09,1.3816700672464322e-07
1945,0.0,1.5467378133848797e-07
1946,2.7842208538686464e-09,1.3503471496534303e-07
1947,0.0,1.0013531781538632e-07
1948,1.0871887834440486e-09,1.9678117268995265e-07
1949,0.0,1.384198156095806e-07
1950,0.0,1.5208566672697543e-07
1951,1.0661401761424827e-09,2.2282329448231053e-07
1952,3.1634410646574906e-09,1.644989349181003e-07
1953,2.1547654771580937e-09,1.3790498831767195e-07
1954,0.0,1.368155093661727e-07
1955,9.385607846468247e-10,2.0085200347352838e-07
1956,8.72114158667614e-10,2.8082076664048827e-07
1957,3.5340151360863103e-09,1.4136060411118478e-07
1958,3.3088973783179654e-09,1.6213597064940188e-07
1959,3.875373910666724e-09,3.7358603854897865e-07
1960,6.920833350854139e-10,1.3772458418159772e-07
1961,2.779263708063695e-09,1.1672907773707664e-07
1962,6.341956404476434e-10,1.3571786539046116e-07
1963,3.233026624194224e-09,1.6035811611914141e-07
1964,0.0,8.213357216568795e-08
1965,5.472043373977442e-10,1.0998806843076636e-07
1966,1.1078149508847446e-09,1.0025725494244853e-07
1967,9.860671168482327e-10,1.4544489856938014e-07
1968,2.6948494546985557e-09,8.758260783281457e-08
1969,4.5417578031781147e-10,1.4442790030599895e-07
1970,1.3796175313274261e-09,1.5727639679496974e-07
1971,5.138397485282553e-10,8.940811468960419e-08
1972,0.0,7.695220594072794e-08
1973,2.7566018356850464e-09,9.317314053625125e-08
1974,5.625571675160757e-10,1.1532421817506133e-07
1975,0.0,7.653383349293108e-08
1976,5.713526873840635e-10,8.570290321863183e-08
1977,1.1753563677885381e-09,1.4633186706802803e-07
1978,1.1881182704343018e-09,9.683164226004237e-08
1979,5.851973350345929e-10,9.187598459803326e-08
1980,1.1370301367108482e-09,8.30031992027358e-08
1981,1.2651099057237047e-09,8.096703491000667e-08
1982,1.2415004579935385e-09,1.1545954414771131e-07
1983,1.89459470334441e-09,8.083604230435526e-08
1984,1.1598016991243298e-09,7.306750637869897e-08
1985,6.015558051686298e-10,8.903025605633275e-08
1986,1.1988970927134801e-09,8.512169280550097e-08
1987,6.110816852533674e-10,9.838415060414718e-08
1988,0.0,6.836071175797542e-08
1989,5.488122178931576e-10,6.695509169318825e-08
1990,2.179460389939436e-09,7.246706057451036e-08
1991,0.0,8.206051571590933e-08
1992,2.2039776670368383e-09,9.697501646144246e-08
1993,5.539207426075166e-10,1.340488151591046e-07
1994,1.5824779264761446e-09,1.0180608511767275e-07
1995,0.0,7.59143089501535e-08
1996,5.338092190498855e-10,9.128137357095056e-08
1997,0.0,9.302095493879392e-08
1998,0.0,8.773357806912685e-08
1999,9.140402323914998e-10,9.506018416871598e-08
2000,0.0,6.096883509165707e-08
2001,1.7524847129024579e-09,7.798556955762592e-08
2002,4.38122149670761e-10,1.288079145567167e-07
2003,8.333845835650777e-10,8.37551479282439e-08
2004,2.202395626982323e-09,1.1011977996133737e-07
2005,0.0,1.0043361342582102e-07
2006,4.1178899179428186e-10,1.441261492374224e-07
2007,3.994479469415779e-10,1.9173501719649266e-07
2008,4.257439678578834e-10,1.247429776141118e-07
2009,0.0,1.4113850532737615e-07
2010,4.723793023408973e-10,1.9131361117530332e-07
2011,3.82397197240536e-10,2.141424366719491e-07
2012,1.0212758416727752e-09,2.161700405345357e-07
2013,1.952387473913575e-09,2.3902802115394195e-07
2014,1.2992671383216248e-09,2.254228490539134e-07
2015,1.1747849276710909e-08,2.416067224064733e-07
2016,8.285360175719347e-10,2.841878403714304e-07
2017,1.509366853724714e-09,2.807422264661241e-07
2018,2.5814667070633845e-10,2.808635763962286e-07
2019,2.55098775436835e-10,2.915779109269323e-07
