year,dont_PRON elle_PRON,dont_PRON telle_DET
1870,4.106840424356051e-05,1.2614907340946502e-08
1871,4.050598363392055e-05,6.37270636261178e-09
1872,4.09277890867088e-05,1.6932549473658298e-08
1873,4.071680086781271e-05,3.41202257558848e-08
1874,3.912950705853291e-05,1.3741601190275787e-08
1875,4.01880060962867e-05,1.945319194618378e-08
1876,4.0465372876496986e-05,1.813804395567331e-08
1877,3.941892646253109e-05,2.5976227613355718e-08
1878,3.829869092442095e-05,2.294853773676664e-08
1879,3.995804217993282e-05,1.221865097988939e-08
1880,3.901601303368807e-05,1.2835692508872398e-08
1881,3.7558806070592254e-05,2.998178416646624e-08
1882,3.9032503991620615e-05,1.6638462163598433e-08
1883,3.6951703805243596e-05,1.5166413291911596e-08
1884,3.7024296034360304e-05,1.4523733327109767e-08
1885,3.550642941263504e-05,2.1915161241281567e-08
1886,3.571282286429778e-05,6.388929163492207e-08
1887,3.598416878958233e-05,1.697520346510828e-08
1888,3.645282777142711e-05,1.902184476598734e-08
1889,3.53385039488785e-05,1.8795409673089125e-08
1890,3.672226011985913e-05,1.1142456735058204e-08
1891,3.6075536627322435e-05,2.6134301833735663e-08
1892,3.416151230339892e-05,2.1312942521944933e-08
1893,3.487387948553078e-05,1.3548516086814288e-08
1894,3.507562723825686e-05,1.6384001710889606e-08
1895,3.4915789001388475e-05,2.1065150068722005e-08
1896,3.445044421823695e-05,1.7691087705884456e-08
1897,3.3423777495045215e-05,1.2818770045441852e-08
1898,3.4348478948231786e-05,2.1501748159735712e-08
1899,3.467615897534415e-05,2.65323762960179e-08
1900,3.363075666129589e-05,1.86877908703309e-08
1901,3.378560359124094e-05,2.1237207548097103e-08
1902,3.1462153856409714e-05,1.915010727771005e-08
1903,3.3596388675505295e-05,2.592105685650381e-08
1904,3.331300104036927e-05,1.9886112312406112e-08
1905,3.332921551191248e-05,1.7546580632910036e-08
1906,3.231319351471029e-05,1.2860461140462576e-08
1907,3.245699917897582e-05,3.034277673563679e-08
1908,3.37569581461139e-05,2.4065806236706067e-08
1909,3.371112688910216e-05,1.3752458727367411e-08
1910,3.288736843387596e-05,1.0153886398356349e-08
1911,3.288736115791835e-05,2.3409645777405785e-08
1912,3.389926496311091e-05,1.1981668990301841e-08
1913,3.3238608011743054e-05,2.3863453046946148e-08
1914,3.302298136986792e-05,8.705766774141921e-09
1915,3.238884892198257e-05,1.8849219074468238e-08
1916,3.3192023693118244e-05,4.394984642885902e-08
1917,3.262620884925127e-05,6.57985488317081e-09
1918,3.3215153962373734e-05,9.189101035644853e-09
1919,3.434619429754093e-05,1.7494911797033552e-08
1920,3.408942939131521e-05,2.953170330499688e-08
1921,3.284452031948604e-05,5.14946840723951e-08
1922,3.2720407034503296e-05,2.1396012073182646e-08
1923,3.265359555371106e-05,2.653987074552333e-08
1924,3.139110413030721e-05,2.3204924204378585e-08
1925,3.092797487624921e-05,1.3197813508725176e-08
1926,3.150456177536398e-05,2.452150482668003e-08
1927,3.51356684404891e-05,2.0068604555945058e-08
1928,3.057265712413937e-05,2.2852082892654835e-08
1929,3.0925766623113304e-05,1.4482528065684619e-08
1930,2.9875400286982767e-05,1.3654684494213143e-08
1931,2.812788989103865e-05,2.6232321204133768e-08
1932,2.8556169127114117e-05,2.0823119339929974e-08
1933,2.798153400362935e-05,1.8353059516584835e-08
1934,2.8052472771378234e-05,2.875579241390369e-08
1935,2.791362931020558e-05,1.555876938397205e-08
1936,2.742610377026722e-05,2.3036957230715416e-08
1937,2.70406853815075e-05,2.0145789036973838e-08
1938,2.7143973056809045e-05,9.075650453382877e-09
1939,2.86503454844933e-05,1.070583532936098e-08
1940,2.499774745956529e-05,5.0715658339584024e-09
1941,2.572529592725914e-05,1.7709016475464523e-08
1942,2.737769318628125e-05,1.2136847082899749e-08
1943,2.8939448384335265e-05,2.322588166236983e-08
1944,2.9256059860927053e-05,3.213186161588055e-08
1945,2.8375015972414985e-05,1.3071024262956144e-08
1946,2.858977131836582e-05,2.227376683094917e-08
1947,2.9700850063818507e-05,1.0728784083369192e-08
1948,2.7982065148535185e-05,9.784699273041042e-09
1949,2.7077272534370422e-05,1.1780409536754632e-08
1950,2.729990956140682e-05,1.701657836861159e-08
1951,2.804695031954907e-05,1.0661401539380222e-08
1952,2.5214734705514275e-05,1.5817205323287453e-08
1953,2.6803127184393816e-05,1.508335856215126e-08
1954,2.809897341649048e-05,1.4658803948464083e-08
1955,2.5635848942329176e-05,1.595553378308523e-08
1956,2.5842486138571985e-05,2.7907653077363648e-08
1957,2.5728513719514012e-05,1.236905244894615e-08
1958,2.640582897583954e-05,1.3235589513271862e-08
1959,2.5347269911435433e-05,2.015194411342236e-08
1960,2.564860915299505e-05,2.2146666722733244e-08
1961,2.629252958286088e-05,1.876002952982958e-08
1962,2.4865543309715576e-05,2.0928455413127267e-08
1963,2.5117384211625904e-05,2.3277790806019993e-08
1964,2.539144225011114e-05,3.041984258933539e-08
1965,2.6038718715426512e-05,2.298258233723871e-08
1966,2.7058933483203873e-05,1.9386760974349215e-08
1967,2.6406383767607622e-05,1.1339771677221222e-08
1968,2.646342181833461e-05,2.6499353711351148e-08
1969,2.664558451215271e-05,2.497966811176866e-08
1970,2.5356910555274226e-05,1.931464521653936e-08
1971,2.5187910068780184e-05,3.0316544386010946e-08
1972,2.5039220417966135e-05,2.0007573542368817e-08
1973,2.4068442144198343e-05,2.1501494140707678e-08
1974,2.2190068193594925e-05,2.7002744096282782e-08
1975,2.2300473574432544e-05,1.8276736568623164e-08
1976,2.246558688057121e-05,1.8854638739185248e-08
1977,2.2392889150069095e-05,2.291944944943225e-08
1978,2.4323751858901232e-05,3.148513272321907e-08
1979,2.4779010345810093e-05,1.8141117053005473e-08
1980,2.353822856093757e-05,2.160357320812878e-08
1981,2.3897926439531147e-05,3.5423077027196825e-08
1982,2.513852268748451e-05,3.1037512115972277e-08
1983,2.3874421458458528e-05,3.031351525351056e-08
1984,2.391859015915543e-05,1.9136728035551442e-08
1985,2.4031553039094433e-05,3.2484013701150616e-08
1986,2.4344804842257872e-05,1.1389522269755759e-08
1987,2.4008177206269465e-05,2.261002229886344e-08
1988,2.4166110961232334e-05,2.0388283061834045e-08
1989,2.4260243662865832e-05,1.701317808855407e-08
1990,2.4595210561528802e-05,2.942271493111548e-08
1991,2.4610533728264272e-05,2.6962739874125674e-08
1992,2.4309872969752178e-05,1.1570882918476855e-08
1993,2.5372894015163183e-05,2.8803878393546256e-08
1994,2.486389348632656e-05,2.37371703404321e-08
1995,2.4973640393000096e-05,1.7894087989134277e-08
1996,2.4965724151115865e-05,1.7615704450690828e-08
1997,2.490755832695868e-05,1.7261619689179497e-08
1998,2.5750758140929975e-05,1.621164003040576e-08
1999,2.5846773496596143e-05,2.9706307858035075e-08
2000,2.550087810959667e-05,2.0764748254187282e-08
2001,2.5225703211617656e-05,3.855466346180947e-08
2002,2.565730937931221e-05,2.3658595971198793e-08
2003,2.576366750872694e-05,2.0001230893740285e-08
2004,2.6076364520122297e-05,2.0262039879259675e-08
2005,2.5731722416821867e-05,1.7114247796712334e-08
2006,2.6711517421063036e-05,2.141302779534726e-08
2007,2.8844535336247645e-05,2.836080348345149e-08
2008,2.896549085562583e-05,2.1287197782271505e-08
2009,3.0295665055746213e-05,1.8595951445377068e-08
2010,3.171035132254474e-05,1.6533276081531767e-08
2011,3.019102405232843e-05,1.5295887223487625e-08
2012,3.247146378271282e-05,1.2936160587173617e-08
2013,3.416203981032595e-05,1.3666713094551142e-08
2014,3.727467264980078e-05,1.3425760059249114e-08
2015,3.672267121146433e-05,1.684597350504191e-08
2016,3.8211252103792503e-05,1.491364898242864e-08
2017,3.343498974572867e-05,1.2326495379966218e-08
2018,3.549464963725768e-05,1.3681773936013997e-08
2019,3.446920163696632e-05,1.0969247732361964e-08
