year,soient_VERB au_ADP,soient_VERB tôt_ADV
1846,6.258462095232176e-07,5.854501328173001e-09
1847,5.6413120752552e-07,0.0
1848,6.701669812425592e-07,3.218088684420195e-09
1849,5.580690438655722e-07,8.379414939696517e-10
1850,4.467159335774795e-07,4.752297222410107e-09
1851,5.030562206798095e-07,6.449438760824933e-10
1852,4.6941033193803605e-07,2.6042181744401205e-09
1853,5.739026542883607e-07,4.777545470346922e-09
1854,6.343906102657115e-07,2.5978321716024766e-09
1855,5.269788303507994e-07,1.5920811335945473e-09
1856,4.628407097584386e-07,5.694908100650764e-09
1857,5.467290278282633e-07,3.905207268672939e-09
1858,5.745175406524083e-07,0.0
1859,6.375400813940502e-07,1.5276520048956854e-09
1860,5.565855456524105e-07,9.154367819341758e-10
1861,5.819499016013197e-07,4.715963730639317e-10
1862,6.379396852995711e-07,3.6143890103090826e-09
1863,6.048485632348388e-07,1.9978483312144135e-09
1864,4.804317494944144e-07,4.794727948009836e-10
1865,5.949451242770465e-07,4.23615986733239e-09
1866,6.262043676930062e-07,9.731225603104576e-09
1867,6.347477263801693e-07,4.85281148598915e-10
1868,5.893269845458349e-07,4.93987406535723e-10
1869,5.806504352889874e-07,4.395167341186834e-09
1870,5.934740752167045e-07,0.0
1871,5.799162718922446e-07,4.248470908407853e-09
1872,5.243043075253695e-07,0.0
1873,5.285642039609684e-07,2.3944017879529156e-09
1874,4.3435408425551714e-07,1.1949218281515073e-09
1875,5.189425280605064e-07,5.721527251978387e-09
1876,6.10647518328733e-07,4.232210137899983e-09
1877,5.838466048402324e-07,0.0
1878,5.592195861936489e-07,0.0
1879,6.255948834521519e-07,1.221865053580018e-09
1880,6.591128207666941e-07,4.492492600149944e-09
1881,5.773236173567398e-07,0.0
1882,5.863394232363817e-07,3.3276925659464496e-09
1883,5.826430594102483e-07,0.0
1884,5.314366031683448e-07,6.601696966868076e-10
1885,5.678605234926692e-07,1.933690763067375e-09
1886,5.614513431950741e-07,1.2906927748801422e-09
1887,4.850991137672622e-07,1.3057849246322917e-09
1888,5.135897769292797e-07,6.340614699951175e-10
1889,4.886806395099086e-07,0.0
1890,4.679831810960877e-07,0.0
1891,5.596564944809757e-07,7.649063604731055e-09
1892,5.47241133741494e-07,1.2537024751679837e-09
1893,5.179228432794503e-07,6.158416554491453e-10
1894,5.28068994753994e-07,2.520615716150587e-09
1895,4.929245411844363e-07,0.0
1896,4.4522567965721294e-07,5.89702897624278e-10
1897,5.547031061148289e-07,1.7480140668268973e-09
1898,5.126469355687391e-07,1.13167097914868e-09
1899,5.124065349804141e-07,0.0
1900,5.040512602860758e-07,0.0
1901,5.465786658831462e-07,0.0
1902,5.03304109167324e-07,0.0
1903,5.286815398797273e-07,4.320176216765503e-09
1904,5.095144413047592e-07,0.0
1905,5.284617059508889e-07,0.0
1906,5.031012330070084e-07,0.0
1907,4.973129583696334e-07,1.028568674676933e-09
1908,5.687388595632115e-07,1.964555629285769e-09
1909,5.649509979832601e-07,1.1001967115120692e-09
1910,5.862533565270667e-07,0.0
1911,6.134391532519601e-07,5.320374141248863e-10
1912,5.647012534804041e-07,0.0
1913,5.674198915173179e-07,0.0
1914,5.143099417459496e-07,4.018046340092951e-09
1915,5.12463138369057e-07,0.0
1916,5.636568032318934e-07,2.197492410260793e-09
1917,6.097331877175094e-07,1.0966424435210342e-09
1918,5.80062029520434e-07,0.0
1919,5.515500933750417e-07,0.0
1920,5.27784553394639e-07,7.572231730534895e-10
1921,6.32324435978493e-07,2.2718242842501013e-09
1922,6.293378875810163e-07,7.377935484775833e-10
1923,5.881235090043901e-07,0.0
1924,5.28556629131316e-07,0.0
1925,5.554079620662122e-07,0.0
1926,4.7594011043372575e-07,0.0
1927,4.281302451447644e-07,1.1149224876660924e-09
1928,4.364747736573804e-07,6.8556245125250825e-09
1929,5.625905146189325e-07,0.0
1930,4.653096277174029e-07,9.453243521306831e-09
1931,4.767439083508407e-07,1.1405356659111021e-09
1932,5.074265596594074e-07,1.0959536611565568e-09
1933,4.932384969347225e-07,1.1470662197865522e-09
1934,4.3373319336126315e-07,2.3963160344919743e-09
1935,5.828554385800544e-07,5.98414207075848e-09
1936,4.619516356108022e-07,2.424942913137329e-09
1937,4.872762848773249e-07,0.0
1938,6.430746388730313e-07,0.0
1939,6.316442622278373e-07,6.117620188206274e-09
1940,4.513693676599928e-07,0.0
1941,4.014043430977665e-07,0.0
1942,4.2175542591671444e-07,0.0
1943,4.35485276284453e-07,0.0
1944,5.012570341023093e-07,3.2131861615880553e-09
1945,4.923419396618556e-07,0.0
1946,4.7331753449952885e-07,0.0
1947,5.435916963225651e-07,1.1920870957027319e-09
1948,4.566193023691767e-07,1.0871887834440486e-09
1949,4.790699992263114e-07,1.9634016634739737e-09
1950,4.5625701705631627e-07,2.1270722960764488e-09
1951,4.882922048921046e-07,2.1322803522849654e-09
1952,4.692437758357926e-07,0.0
1953,4.2448880321899196e-07,0.0
1954,4.974220959574893e-07,9.772536113672459e-10
1955,4.861745046547128e-07,0.0
1956,5.41582880320135e-07,1.744228317335228e-09
1957,4.647229879251036e-07,1.7670075402875796e-09
1958,4.376016840001995e-07,0.0
1959,4.3481694089742007e-07,7.750747821333448e-10
1960,4.775375037624485e-07,0.0
1961,5.169430505880257e-07,0.0
1962,4.2237429420666217e-07,1.2683912808952869e-09
1963,4.358119900516044e-07,1.2932106496776896e-09
1964,4.934098087883143e-07,0.0
1965,4.634820869320322e-07,1.0944086747954884e-09
1966,4.50880683899868e-07,2.215629901769489e-09
1967,4.6295851818811684e-07,2.9582012395223956e-09
1968,4.823780657137178e-07,2.6948494546985557e-09
1969,5.195770711452496e-07,2.7250546263957176e-09
1970,5.053999039272838e-07,2.2993624781975086e-09
1971,4.5834504325270586e-07,4.1107179882260425e-09
1972,4.827468416124248e-07,3.0780880067027283e-09
1973,4.6751967408553696e-07,2.205281512956958e-09
1974,4.6185943469723156e-07,0.0
1975,4.4435315693647226e-07,5.711480177694739e-10
1976,4.4222699258078535e-07,1.142705374768127e-09
1977,4.7249325607623405e-07,0.0
1978,4.271285258816704e-07,0.0
1979,4.2485327766961234e-07,2.3407893401383717e-09
1980,4.098993777734705e-07,1.1370301367108482e-09
1981,4.3076991712576174e-07,2.5302198114474095e-09
1982,3.9293488274250166e-07,4.345251713999687e-09
1983,4.33230669782958e-07,1.2630632095778083e-09
1984,4.22167823588282e-07,2.8995041922996734e-09
1985,3.7176150158302335e-07,1.8046674155058895e-09
1986,4.3460020210384087e-07,1.1988970927134801e-09
1987,4.149244596796109e-07,0.0
1988,4.5393913672420183e-07,0.0
1989,4.87345256483529e-07,4.390497743145261e-09
1990,4.5169316420512473e-07,5.44865097484859e-10
1991,4.231977750457361e-07,1.1722930404189924e-09
1992,4.215107247684813e-07,1.1019888335184191e-09
1993,4.237493756997779e-07,2.2156829704300662e-09
1994,4.531162003384992e-07,2.1099706426497278e-09
1995,4.267468698415655e-07,0.0
1996,4.056950184683217e-07,2.6690460952494277e-09
1997,4.104429709439472e-07,1.917957792585412e-09
1998,4.1673450046353366e-07,1.9072516899143466e-09
1999,4.0309173776620355e-07,1.3710603763428253e-09
2000,4.5019740468887903e-07,8.836062992401139e-10
2001,4.398736761501709e-07,2.6287270138425356e-09
2002,4.749244070789693e-07,0.0
2003,4.571114500251383e-07,2.9168460979889232e-09
2004,4.409196181498487e-07,8.809582507929292e-10
2005,4.787485841095673e-07,1.8014998381943315e-09
2006,4.583211445918778e-07,8.235779835885637e-10
2007,4.589656803499764e-07,1.997239706952314e-09
2008,4.802392103431252e-07,1.2772318758180745e-09
2009,5.001833687234836e-07,2.860915504498962e-09
2010,4.846611642017606e-07,1.4171379625338432e-09
2011,4.978811602995847e-07,3.82397197240536e-10
2012,4.817017611458141e-07,3.744677901096338e-09
2013,4.981377175194979e-07,2.7891249310130206e-09
2014,4.67952700422547e-07,0.0
2015,5.197869269446542e-07,1.10828768384863e-09
2016,5.331629233662483e-07,1.0356699942093428e-09
2017,4.925566940983117e-07,0.0
2018,5.126793057863566e-07,0.0
2019,5.563704223998656e-07,0.0
