year,petit_ADJ or_NOUN,petit_ADJ tort_NOUN
1851,3.2247193804124663e-09,1.0319102017319892e-08
1852,1.3021090872200602e-09,8.463708844885787e-09
1853,1.1943863675867306e-09,7.763511611358354e-09
1854,1.5586993362681767e-09,9.871762074453727e-09
1855,5.306937111981824e-10,6.8990182455763716e-09
1856,5.177189232874468e-10,1.0872097000458325e-08
1857,0.0,9.763017949637742e-09
1858,4.893676019968041e-10,1.1744822003834088e-08
1859,0.0,5.601390462572908e-09
1860,1.8308735638683515e-09,1.7393299245327398e-08
1861,3.301174722469824e-09,1.3676294763342867e-08
1862,3.1625904395315985e-09,2.4848924695675123e-08
1863,5.9935452156878455e-09,9.989241434027463e-09
1864,1.4384183844029508e-09,1.726102105692462e-08
1865,1.4120533631256649e-09,1.3179164426446732e-08
1866,1.9462451650298362e-09,7.298419202328432e-09
1867,1.455843445796745e-09,1.358787216076962e-08
1868,3.951899252285784e-09,1.7289560005906424e-08
1869,4.395167341186834e-09,8.30198221279943e-09
1870,3.4404292748035914e-09,7.454262984651905e-09
1871,0.0,1.3807530230280918e-08
1872,0.0,1.0885210954825197e-08
1873,5.986004469882289e-10,1.0176207432266438e-08
1874,1.7923826867161097e-09,1.0754296120296658e-08
1875,1.7164581422868253e-09,2.8607636259891933e-09
1876,1.209202959984168e-09,1.874264654588842e-08
1877,2.4739263970730008e-09,1.0514186854493346e-08
1878,3.019544281279707e-09,7.2469061862534545e-09
1879,6.10932526790009e-10,1.5273313280772527e-08
1880,3.2089231272180996e-09,2.1178893305773272e-08
1881,2.7890030285249168e-09,2.649552932609822e-08
1882,6.655385131892899e-10,1.1314154946262533e-08
1883,2.5277355764075082e-09,8.847074184359371e-09
1884,0.0,1.1222884843675729e-08
1885,1.2891271383708158e-09,4.511945039809007e-09
1886,4.5174246565693466e-09,1.8069698626277386e-08
1887,1.3057849246322917e-09,4.570247291724172e-09
1888,2.53624587998047e-09,3.1703073499755874e-09
1889,1.2530273485467092e-09,2.5060546970934183e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,0.0,5.736798147637501e-09
1892,3.1342561879199593e-09,2.5074049503359674e-09
1893,3.079208221734575e-09,1.1700991287000306e-08
1894,1.2603078580752936e-09,1.0082462864602348e-08
1895,6.018614495673091e-10,7.22233739480771e-09
1896,1.179405795248556e-09,1.0614652268259306e-08
1897,2.9133566670225264e-09,6.409385022720926e-09
1898,2.8291774478717002e-09,1.1882545614128048e-08
1899,4.9748205555033564e-09,5.527578395003729e-09
1900,0.0,1.038210584169974e-08
1901,1.1177477832191585e-09,2.794369402536745e-09
1902,9.820567692386817e-10,3.437198747846537e-09
1903,0.0,2.7001101354784396e-09
1904,5.374625189347171e-10,1.0749250378694342e-09
1905,1.0321518084666081e-09,5.676835002077496e-09
1906,1.0288369045596824e-09,1.0802787109298606e-08
1907,2.5714217422034835e-09,5.142843484406967e-09
1908,1.4734167219643268e-09,6.875944702500192e-09
1909,3.8506885458033935e-09,8.251475058784763e-09
1910,1.6032452032632705e-09,1.2825961626106164e-08
1911,3.1922244847493175e-09,4.788336838146279e-09
1912,2.6047105583515417e-09,9.376957876838787e-09
1913,1.5908969142053309e-09,6.893886794756554e-09
1914,2.678697486047099e-09,7.366418142140674e-09
1915,0.0,3.534228465440492e-09
1916,1.0987462051303964e-09,0.0
1917,5.483212328627474e-09,2.1932848870420685e-09
1918,0.0,6.89182577673364e-09
1919,0.0,2.762354567309444e-09
1920,7.572231730534895e-10,1.514446346106979e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,0.0,4.426761179843197e-09
1923,2.1231896241147297e-09,0.0
1924,1.289162443462999e-09,7.734974438733389e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,2.229227691330493e-09,1.0031524944054127e-08
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,8.912325100141061e-09
1930,0.0,0.0
1931,0.0,6.843213995466613e-09
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,0.0,1.1470662197865522e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,4.787313656606784e-09,9.574627313213568e-09
1936,2.424942913137329e-09,1.091224355320719e-08
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,0.0
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,2.178504043826024e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,7.152522574216391e-09
1948,4.348755133776194e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,0.0,1.1727541604500402e-08
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,0.0
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,9.385607846468247e-10,0.0
1956,1.744228317335228e-09,2.616342476002842e-09
1957,8.835037423882142e-09,0.0
1958,4.9633461784992505e-09,6.617794756635931e-09
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,0.0,4.844583401109048e-09
1961,1.3896318540318475e-09,5.55852741612739e-09
1962,0.0,7.610347907416326e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,1.2167936658258327e-09,5.475571551727398e-09
1965,1.6416130121932326e-09,6.0192477668863376e-09
1966,5.539074754423723e-10,2.215629901769489e-09
1967,2.9582014060558492e-09,5.423369309198733e-09
1968,2.245707925174756e-09,8.533690198930799e-09
1969,0.0,4.087581828571274e-09
1970,4.5987250119061684e-10,4.1388523719376735e-09
1971,1.0276794970565106e-09,1.0276794970565106e-09
1972,1.5390440033513642e-09,2.0520587451500205e-09
1973,1.6539611902288698e-09,3.3079223804577396e-09
1974,1.1251143350321513e-09,3.3753431161187564e-09
1975,1.1422960355389478e-09,2.2845920710778955e-09
1976,0.0,2.285410749536254e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,5.940591352171509e-10,5.940591352171509e-10
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,0.0,1.7055452605774235e-09
1981,1.8976649140967083e-09,5.060439622894819e-09
1982,0.0,4.345251713999687e-09
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,5.799008495621649e-10,3.479405208395292e-09
1985,0.0,7.218669662023558e-09
1986,2.3977942409381114e-09,5.395036861699509e-09
1987,1.2221633705067347e-09,0.0
1988,0.0,1.798966087207532e-09
1989,5.488122178931576e-10,0.0
1990,0.0,2.724325431913144e-09
1991,1.1722930404189924e-09,1.7584396161396398e-09
1992,5.509944167592096e-10,1.1019888335184191e-09
1993,1.6617622278225497e-09,1.1078414852150331e-09
1994,0.0,3.164955852952289e-09
1995,1.626735190995987e-09,5.4224509327127635e-09
1996,3.736664533349199e-09,5.871901187504136e-09
1997,3.3564261370244708e-09,3.835915585170824e-09
1998,2.8608774238492174e-09,2.3840645013706308e-09
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,0.0,1.7672125984802278e-09
2001,1.7524847129024579e-09,0.0
2002,1.314366449012283e-09,3.066854992184176e-09
2003,1.2500768753476166e-09,8.333845835650777e-10
2004,0.0,2.642874807889939e-09
2005,4.5037495954858286e-10,8.557123898356167e-09
2006,2.0589449589714093e-09,2.4707338397433887e-09
2007,3.994479469415779e-10,4.393927444112933e-09
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,4.76819250749827e-10,4.76819250749827e-10
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,1.147191591721608e-09,1.529588788962144e-09
2012,6.808505426114664e-10,1.7021263287730903e-09
2013,8.367375126105969e-10,1.6734750252211938e-09
2014,0.0,2.165445156521173e-09
2015,1.3299452372717013e-09,4.876465897751814e-09
2016,1.6570720906550207e-09,5.3854840587064245e-09
2017,1.2578056374223934e-09,4.779661555431858e-09
2018,1.2907333535316923e-09,3.614053500911041e-09
2019,1.02039510174734e-09,5.867272001580659e-09
