year,serait_VERB au_ADP,serait_VERB tôt_ADV
1873,1.1894190947714378e-06,1.6760813181804224e-08
1874,1.1925319540750934e-06,1.4339061493728877e-08
1875,1.4143614635031554e-06,1.7736734747586524e-08
1876,1.0707492492656456e-06,3.264847947548333e-08
1877,1.3439605481835315e-06,2.535774612510977e-08
1878,1.156485495812376e-06,2.8383716710322915e-08
1879,1.2976206562598236e-06,2.1382637882538802e-08
1880,1.3387626722760615e-06,2.888030792291829e-08
1881,1.2438953262972063e-06,3.486253774553916e-08
1882,1.438894287275616e-06,2.6621540527571597e-08
1883,1.1937231647607405e-06,1.7694148368718743e-08
1884,1.1163469935127068e-06,4.027035060971684e-08
1885,1.2510978422142216e-06,1.4824961702686323e-08
1886,1.171303665614687e-06,1.871504551331782e-08
1887,1.1249337603658205e-06,1.1099172247952538e-08
1888,1.0893176067838795e-06,1.4583413587843097e-08
1889,1.0857481811399339e-06,1.1277245803853475e-08
1890,1.2761390735249734e-06,6.554386366985909e-09
1891,1.2066398085153196e-06,3.1871099537283953e-08
1892,1.095735910894291e-06,3.0715710863660206e-08
1893,1.1627090543697705e-06,1.9091091374434654e-08
1894,1.2073749076080276e-06,2.835692747282792e-08
1895,1.2428438367351191e-06,5.416753268150387e-09
1896,1.1711499610100873e-06,1.3563166589847242e-08
1897,1.044147097672976e-06,1.0488084178916779e-08
1898,1.1192225883860374e-06,1.1316709347397591e-08
1899,1.0607423064357135e-06,1.1055156790007459e-08
1900,1.072990698958165e-06,2.0245106924221545e-08
1901,1.1356316917954246e-06,2.2913829056392387e-08
1902,9.95314508145384e-07,1.7677022512430085e-08
1903,1.046562715600885e-06,1.674068350610014e-08
1904,1.037840092976694e-06,9.674325340824907e-09
1905,1.080662968888646e-06,8.257214467732865e-09
1906,9.6350572675874e-07,1.18316245689698e-08
1907,1.01416867437365e-06,2.0057088434555226e-08
1908,1.083943516277941e-06,2.4065807124884486e-08
1909,1.0242831649520667e-06,1.4302557360679202e-08
1910,1.0490567774468218e-06,2.404867771588215e-08
1911,1.0449215324115357e-06,1.3300935464144459e-08
1912,1.0731407655839575e-06,7.814131564032323e-09
1913,9.900682016450446e-07,1.7499866444836698e-08
1914,9.254899850930087e-07,3.0135346662518714e-08
1915,9.23611708003591e-07,9.424609537234119e-09
1916,1.0910549690379412e-06,3.84561182897869e-08
1917,1.0165875892198528e-06,7.676496771580332e-09
1918,1.01769296634302e-06,4.135095466040184e-08
1919,9.962891454051714e-07,1.2890987832747669e-08
1920,1.0532974101806758e-06,2.7260034229925623e-08
1921,9.62496187639772e-07,2.3475516641724425e-08
1922,1.0188929309151717e-06,1.696925089333945e-08
1923,1.032931777444901e-06,1.4862327368803108e-08
1924,9.526910389467957e-07,1.933743654092268e-08
1925,8.996509563985455e-07,1.3197813508725176e-08
1926,9.440779535907495e-07,1.671920735191179e-08
1927,9.075469051822438e-07,1.6723836537835268e-08
1928,8.683791179464606e-07,1.9424270192303084e-08
1929,9.513906888969359e-07,2.33948540540041e-08
1930,9.253674875253637e-07,1.6805765667982087e-08
1931,8.611044108874921e-07,7.983749661377715e-09
1932,9.512878023087978e-07,2.849479585620429e-08
1933,8.006522307368868e-07,2.064719240024715e-08
1934,9.201853572449181e-07,1.4377896206951846e-08
1935,8.617164439783664e-07,1.6755597798123745e-08
1936,8.426676458839211e-07,9.699771652549316e-09
1937,8.020542168196698e-07,6.295559185076627e-09
1938,8.388493597522029e-07,1.4261735792331365e-08
1939,8.151728820848803e-07,1.2235240376412548e-08
1940,8.317367701238254e-07,2.2822046474857416e-08
1941,8.14614736555086e-07,1.4757512545315876e-08
1942,7.97997699919506e-07,1.517105907566929e-08
1943,6.735505735377956e-07,2.0322646676618206e-08
1944,7.550987675131182e-07,2.2492303131116387e-08
1945,8.605090897617629e-07,1.3071024262956144e-08
1946,9.327139878223534e-07,2.645009899993056e-08
1947,8.583027124586806e-07,1.1920871401116528e-08
1948,8.30612236768502e-07,6.523132700664291e-09
1949,6.901356641719758e-07,1.3743811422273211e-08
1950,8.678454719301953e-07,1.595304155443955e-08
1951,8.763672099121322e-07,1.8124383771578323e-08
1952,7.992961172931246e-07,1.370824520563474e-08
1953,8.231203878494853e-07,1.723812381726475e-08
1954,8.423926374234725e-07,1.6613311615287785e-08
1955,7.893296469774214e-07,1.595553378308523e-08
1956,8.101940807136998e-07,1.2209598665435806e-08
1957,7.200555955932941e-07,1.9437083054185678e-08
1958,7.850359224903514e-07,1.3235589513271862e-08
1959,8.192540690288297e-07,1.3951345856355601e-08
1960,7.059250037855236e-07,2.145458388724819e-08
1961,7.941745820971846e-07,2.570818935510033e-08
1962,8.168439649125503e-07,2.0928455413127267e-08
1963,7.636409122824261e-07,1.8104948651398445e-08
1964,7.623212354701536e-07,8.517555549758526e-09
1965,7.611612318214611e-07,1.094408652591028e-08
1966,8.197830538847484e-07,1.8832853498906843e-08
1967,7.577925771329319e-07,1.6763140209263838e-08
1968,8.044125934247859e-07,9.88111459321317e-09
1969,8.452211091025674e-07,1.9983733778872192e-08
1970,7.762647555864532e-07,1.3796174869185052e-08
1971,7.563721169390192e-07,1.9525909777939887e-08
1972,7.510535056098888e-07,1.846852804021637e-08
1973,7.338074397011951e-07,1.7642252103655665e-08
1974,7.026338835203205e-07,1.5751600912494723e-08
1975,7.002274742262671e-07,1.3707552426467373e-08
1976,6.741961442457978e-07,1.314111219841152e-08
1977,7.19318109076994e-07,1.23412418062685e-08
1978,7.247521693898307e-07,8.910887139279566e-09
1979,7.677788858018175e-07,1.580032815695631e-08
1980,6.680052138108294e-07,1.3644362084619388e-08
1981,6.12313215242466e-07,1.0753434587229549e-08
1982,7.262777899086359e-07,2.296775925003658e-08
1983,6.555297886734479e-07,9.47297440490047e-09
1984,6.964609156057122e-07,7.538710988796993e-09
1985,6.839689490334422e-07,1.7445119127046382e-08
1986,7.46912860449811e-07,1.2588419195935785e-08
1987,6.752452463842928e-07,1.4665960890170027e-08
1988,6.350350645334402e-07,1.798966131616453e-08
1989,7.024796104815323e-07,7.683371272548811e-09
1990,6.887094627927581e-07,1.6345952147389653e-08
1991,6.928252105353749e-07,1.75843961613964e-08
1992,6.70560211801785e-07,1.4325855168806356e-08
1993,7.206508598756045e-07,1.2740176913439427e-08
1994,7.115875746421807e-07,1.6879765141197822e-08
1995,7.168479783103976e-07,1.1929391696696712e-08
1996,7.13169129085145e-07,1.3345230698291743e-08
1997,7.580728151879157e-07,1.2466725429760572e-08
1998,6.923323780938517e-07,1.9072516010965046e-08
1999,6.832450480942498e-07,1.1425503210205079e-08
2000,7.214645165731781e-07,1.3254094710646314e-08
2001,7.290336156984267e-07,1.095302959441824e-08
2002,7.259683911797765e-07,1.2267419968736704e-08
2003,7.729641993137193e-07,1.0833999475323708e-08
2004,7.765647183077817e-07,1.6738207264666016e-08
2005,7.485231776627188e-07,1.4862373554080932e-08
2006,7.441026923515892e-07,1.7706927479821388e-08
2007,7.837168709556863e-07,1.5578470069499417e-08
2008,7.676163704672945e-07,1.4901038625225738e-08
2009,8.153609201144718e-07,1.43045770784056e-08
2010,8.266637792075926e-07,1.5588517143783065e-08
2011,8.401266313740052e-07,1.5678285336662157e-08
2012,8.701269962330116e-07,1.2595735121578855e-08
2013,9.265473295272386e-07,1.5061274893923837e-08
2014,9.750999652169412e-07,1.8839372728507442e-08
2015,9.345081934952759e-07,2.1944096317838557e-08
2016,9.853364417722332e-07,2.1749070100440804e-08
2017,9.244871534974664e-07,1.5848351964109497e-08
2018,9.693407037048019e-07,1.9619147195726327e-08
2019,9.614673217583913e-07,2.0918099252753564e-08
