year,serait_VERB aux_ADP,serait_VERB tôt_ADV
1938,1.4391387992418458e-07,1.4261735792331365e-08
1939,1.636463338172689e-07,1.2235240376412548e-08
1940,1.2932493120842992e-07,2.2822046474857416e-08
1941,1.121570960549434e-07,1.4757512545315876e-08
1942,1.153000468434584e-07,1.517105907566929e-08
1943,9.580676163523094e-08,2.0322646676618206e-08
1944,8.996921252446555e-08,2.2492303131116387e-08
1945,1.524952892850706e-07,1.3071024262956144e-08
1946,1.1136883415474585e-07,2.645009899993056e-08
1947,1.0251949333905941e-07,1.1920871401116528e-08
1948,1.1959076573475613e-07,6.523132700664291e-09
1949,1.3743812132815947e-07,1.3743811422273211e-08
1950,7.444752725405124e-08,1.595304155443955e-08
1951,1.5245804263486207e-07,1.8124383771578323e-08
1952,9.49032354924384e-08,1.370824520563474e-08
1953,1.023513576114965e-07,1.723812381726475e-08
1954,9.479359874831061e-08,1.6613311615287785e-08
1955,8.353190850129977e-08,1.595553378308523e-08
1956,8.110662008675718e-08,1.2209598665435806e-08
1957,8.304935761316301e-08,1.9437083054185678e-08
1958,9.264912392836777e-08,1.3235589513271862e-08
1959,9.998464634008997e-08,1.3951345856355601e-08
1960,1.0588875198891401e-07,2.145458388724819e-08
1961,8.407272389376885e-08,2.570818935510033e-08
1962,1.1288682344456902e-07,2.0928455413127267e-08
1963,8.987814226202318e-08,1.8104948651398445e-08
1964,1.2107096836189157e-07,8.517555549758526e-09
1965,9.79495737851721e-08,1.094408652591028e-08
1966,1.0524242100018455e-07,1.8832853498906843e-08
1967,9.90997435224017e-08,1.6763140209263838e-08
1968,1.0375170944598722e-07,9.88111459321317e-09
1969,1.2989427489173977e-07,1.9983733778872192e-08
1970,1.1956684886627045e-07,1.3796174869185052e-08
1971,7.810363911175955e-08,1.9525909777939887e-08
1972,9.695977354340357e-08,1.846852804021637e-08
1973,1.0750747492238588e-07,1.7642252103655665e-08
1974,9.450960192225466e-08,1.5751600912494723e-08
1975,9.138368284311582e-08,1.3707552426467373e-08
1976,9.19877791716317e-08,1.314111219841152e-08
1977,1.0343136125356978e-07,1.23412418062685e-08
1978,9.504945808203047e-08,8.910887139279566e-09
1979,8.71944010327752e-08,1.580032815695631e-08
1980,7.845508065429385e-08,1.3644362084619388e-08
1981,9.29855801246049e-08,1.0753434587229549e-08
1982,8.566352960315271e-08,2.296775925003658e-08
1983,9.915046206288025e-08,9.47297440490047e-09
1984,9.626354113834168e-08,7.538710988796993e-09
1985,9.083492358286094e-08,1.7445119127046382e-08
1986,1.0070735356748628e-07,1.2588419195935785e-08
1987,9.777306786418194e-08,1.4665960890170027e-08
1988,9.354624097568376e-08,1.798966131616453e-08
1989,9.329807681979219e-08,7.683371272548811e-09
1990,8.772327930728352e-08,1.6345952147389653e-08
1991,9.085270846753701e-08,1.75843961613964e-08
1992,1.0028098529346607e-07,1.4325855168806356e-08
1993,8.862731704084581e-08,1.2740176913439427e-08
1994,9.653115995433836e-08,1.6879765141197822e-08
1995,8.730145850677218e-08,1.1929391696696712e-08
1996,1.0729565502742844e-07,1.3345230698291743e-08
1997,1.0644665593417812e-07,1.2466725429760572e-08
1998,9.870027639635737e-08,1.9072516010965046e-08
1999,8.911892024343615e-08,1.1425503210205079e-08
2000,7.599014395509585e-08,1.3254094710646314e-08
2001,9.726289817990619e-08,1.095302959441824e-08
2002,1.0690180118899661e-07,1.2267419968736704e-08
2003,8.792207495389448e-08,1.0833999475323708e-08
2004,1.0527450911013148e-07,1.6738207264666016e-08
2005,9.592986316420138e-08,1.4862373554080932e-08
2006,1.0088830038057495e-07,1.7706927479821388e-08
2007,9.067468198509232e-08,1.5578470069499417e-08
2008,1.0941619876803088e-07,1.4901038625225738e-08
2009,1.09668427228371e-07,1.43045770784056e-08
2010,1.133710298972801e-07,1.5588517143783065e-08
2011,1.1777833464066134e-07,1.5678285336662157e-08
2012,1.266381985942644e-07,1.2595735121578855e-08
2013,1.3471473891968344e-07,1.5061274893923837e-08
2014,1.4660064096005954e-07,1.8839372728507442e-08
2015,1.4695895345084864e-07,2.1944096317838557e-08
2016,1.5576476641854242e-07,2.1749070100440804e-08
2017,1.2578057351220195e-07,1.5848351964109497e-08
2018,1.3914105068124627e-07,1.9619147195726327e-08
2019,1.426002143034566e-07,2.0918099252753564e-08
