year,grand_ADJ or_NOUN,grand_ADJ tort_NOUN
1863,7.491931519609807e-09,2.121714942404651e-06
1864,3.835782358407869e-09,1.985017433980829e-06
1865,7.530951029455224e-09,1.942514700203901e-06
1866,1.167747110120132e-08,1.8907771845988464e-06
1867,1.4073153309368536e-08,1.666455432314251e-06
1868,1.4819622196071691e-09,1.9438405161054106e-06
1869,4.88351925564956e-09,1.8972472162204213e-06
1870,1.204150246181257e-08,1.8652860944712302e-06
1871,1.0621177048975028e-08,1.8597681901155738e-06
1872,4.8378714367913744e-09,1.8008976212513517e-06
1873,5.9860043588599865e-09,1.7233707012564992e-06
1874,1.0754296286830112e-08,1.777446186679299e-06
1875,3.432916173551348e-09,1.938453351613134e-06
1876,3.627608879952504e-09,1.8990532453244668e-06
1877,3.092407996341251e-09,1.98965540221252e-06
1878,4.22736201599605e-09,1.891442593660031e-06
1879,4.887460214320072e-09,2.1889711661060574e-06
1880,4.492492378105339e-09,2.1852765712537803e-06
1881,9.064259565150223e-09,1.9202286694053328e-06
1882,1.3310770263785798e-09,2.0172471977275563e-06
1883,1.2638677882037541e-09,1.7555123577039922e-06
1884,1.3203393933736152e-09,1.7184216858368018e-06
1885,3.222817901438191e-09,1.5553318917227443e-06
1886,5.808117542471791e-09,1.6462786334159318e-06
1887,5.8760321608453125e-09,1.652470814406115e-06
1888,5.072491537916335e-09,1.6472916968268692e-06
1889,2.506054641582267e-09,1.6232969528573449e-06
1890,3.277193294515257e-09,1.72183729318931e-06
1891,5.736798036615198e-09,1.687893472990254e-06
1892,7.522214851007902e-09,1.781511173248873e-06
1893,8.621783287310336e-09,1.6529189679204137e-06
1894,5.671385361338821e-09,1.6661269910400733e-06
1895,5.416753046105782e-09,1.6484984826092841e-06
1896,3.538217385745668e-09,1.5497391814278672e-06
1897,3.4960281336537946e-09,1.7025656688929303e-06
1898,6.2241903853177405e-09,1.6590296354479506e-06
1899,5.527578395003729e-09,1.5886259916442214e-06
1900,1.038210628578895e-09,1.4898322433509747e-06
1901,5.588738916095792e-10,1.3843306305716396e-06
1902,9.820567470342212e-09,1.3095726671963348e-06
1903,2.1600881083827517e-09,1.5109816331460024e-06
1904,4.299700151477737e-09,1.3963276614958886e-06
1905,7.741138396966107e-09,1.499716631769843e-06
1906,3.600929110447737e-09,1.4918134638719494e-06
1907,6.171411992550446e-09,1.6153670685525867e-06
1908,9.822778146428846e-10,1.5073053418745985e-06
1909,2.2003934230241384e-09,1.6486447975694318e-06
1910,3.7409054742809644e-09,1.609658170309558e-06
1911,5.32037403022656e-09,1.5535492821072694e-06
1912,4.688479104952847e-09,1.486768837821728e-06
1913,4.7726907426159926e-09,1.3941560155217303e-06
1914,6.027069177072519e-09,1.3909136669099098e-06
1915,0.0,1.2605415804500808e-06
1916,4.394984820521586e-09,1.3811239796268637e-06
1917,4.3865698851064394e-09,1.3729963939113077e-06
1918,1.033773866510046e-08,1.498972096669604e-06
1919,3.6831394045755417e-09,1.2900195542897563e-06
1920,3.786115865267448e-09,1.3705739547731355e-06
1921,1.5145494858259667e-09,1.5039476011224906e-06
1922,2.21338064543275e-09,1.43648401262908e-06
1923,1.0615948120573648e-09,1.4788015505473595e-06
1924,0.0,1.3755362715528463e-06
1925,1.0998177923937646e-09,1.339578034276201e-06
1926,3.343841648018042e-09,1.2439090824045707e-06
1927,4.4596899506643695e-09,1.458318592995056e-06
1928,2.2852082448565625e-09,1.1654561831164756e-06
1929,4.4561625500705304e-09,1.3000853869016282e-06
1930,2.100720708497761e-09,1.2919432492708438e-06
1931,5.7026783295555106e-09,1.2066867611792986e-06
1932,4.383814644626227e-09,1.213220684803673e-06
1933,1.1470662197865522e-09,1.0851246088350308e-06
1934,2.3963160344919743e-09,1.1490335509733995e-06
1935,7.180970484910176e-09,1.0053358892037068e-06
1936,2.424942913137329e-09,9.56639951255056e-07
1937,7.55467088886519e-09,9.632204864828964e-07
1938,3.889564337278273e-09,1.14223541913816e-06
1939,1.3764645423464117e-08,9.71172198660497e-07
1940,5.0715658339584024e-09,8.089147627288185e-07
1941,2.9515025978810172e-09,1.0241714107905864e-06
1942,6.068423541449874e-09,9.072293210010685e-07
1943,0.0,1.007422611110087e-06
1944,0.0,9.093316748476354e-07
1945,2.178504043826024e-09,1.0195399227086455e-06
1946,2.7842208538686464e-09,9.549877404424478e-07
1947,5.960435478513659e-09,9.953927246897365e-07
1948,2.174377566888097e-09,9.078026437236986e-07
1949,9.817008317369869e-10,8.364091286239272e-07
1950,2.1270722960764488e-09,9.922791832650546e-07
1951,2.1322803522849654e-09,1.014965391732403e-06
1952,0.0,8.467477528029121e-07
1953,2.1547654771580937e-09,7.110726301107206e-07
1954,2.9317608341017376e-09,8.560741662222426e-07
1955,2.815682353940474e-09,7.91206730355043e-07
1956,2.616342476002842e-09,7.500181595787581e-07
1957,8.835037701437898e-10,8.77319223491213e-07
1958,8.272243445794913e-10,8.05716524610034e-07
1959,3.1002992395556817e-09,8.556825719097105e-07
1960,0.0,8.464178904432629e-07
1961,1.3896318540318475e-09,9.386963029101025e-07
1962,1.9025869213429303e-09,9.791980346562923e-07
1963,7.1126584622049904e-09,7.241979460559378e-07
1964,3.0419841090534305e-09,1.1364852525730385e-06
1965,2.7360217424998723e-09,9.647212664276594e-07
1966,5.539074865446025e-09,9.017613820105908e-07
1967,5.916402701089396e-09,9.65359731708304e-07
1968,3.1439910119779313e-09,1.0456016070747864e-06
1969,1.8167031212712459e-09,9.333312505077629e-07
1970,4.138852427448825e-09,9.248036008102645e-07
1971,4.624557625731995e-09,9.506035212325514e-07
1972,6.669190699692962e-09,8.62890715325193e-07
1973,4.410563081425067e-09,6.98522910624888e-07
1974,7.313243399753588e-09,5.985608027003764e-07
1975,3.4268881066168433e-09,6.356877406688e-07
1976,5.7135269293517865e-09,5.399282940743433e-07
1977,3.5260691033656144e-09,5.682848041033139e-07
1978,2.3762365408686037e-09,6.588115866179578e-07
1979,1.7555920051037788e-09,7.478822112716443e-07
1980,2.8425753417771205e-09,5.810223910884815e-07
1981,3.795329717171114e-09,5.408344918578223e-07
1982,1.2415004579935385e-09,5.940579512753175e-07
1983,3.1576580239445207e-09,5.405910314948414e-07
1984,5.219107590548333e-09,5.027740144214476e-07
1985,1.2031116103372597e-09,5.233535489423957e-07
1986,1.1988970927134801e-09,6.078408318899164e-07
1987,1.8332451112712533e-09,5.114753776069847e-07
1988,3.5979322854373663e-09,4.719287858279131e-07
1989,1.0976244357863152e-09,5.768016535512288e-07
1990,0.0,5.187115448279656e-07
1991,2.344586136349136e-09,4.917769160783791e-07
1992,3.30596661157756e-09,4.63386299998092e-07
1993,2.7696036575264316e-09,5.373030944610946e-07
1994,2.6374633033121597e-09,5.417349484559963e-07
1995,5.4224509327127635e-09,5.08083644490398e-07
1996,5.871901631593346e-09,4.644140290110954e-07
1997,1.917957792585412e-09,4.4880212612952164e-07
1998,4.7681292247858664e-09,4.6536942477359844e-07
1999,5.027221361419976e-09,4.807851610166836e-07
2000,3.97622823555821e-09,4.877506967204681e-07
2001,5.257454194218525e-09,4.898194561064884e-07
2002,3.943099347036849e-09,4.7448628492929856e-07
2003,8.333845835650777e-10,5.09614665133995e-07
2004,4.845270351605535e-09,5.096343329569208e-07
2005,3.15262471684008e-09,4.283065777599404e-07
2006,4.941467901531382e-09,4.3114306436109473e-07
2007,5.192823337996089e-09,4.6615576820840943e-07
2008,2.5544638071473003e-09,4.4021925305059995e-07
2009,2.860915504498962e-09,4.4010417354911624e-07
2010,6.140931096965119e-09,3.920748099517368e-07
2011,4.588766200352978e-09,3.625125373218907e-07
2012,3.4042526853017563e-09,4.347230628809484e-07
2013,8.367375126105969e-10,4.847499326388061e-07
2014,1.5158116428715118e-09,6.53098254588258e-07
2015,4.43315073539452e-09,6.250742785596231e-07
2016,2.278474020567245e-09,7.659815537408576e-07
2017,2.515611330355938e-10,3.129420633740665e-07
2018,3.6140533898887384e-09,4.610499502177845e-07
2019,1.275493877184175e-09,5.892781587135687e-07
