year,est_VERB au_ADP,est_VERB tôt_ADV
1867,2.612899334053509e-05,2.91168689159349e-08
1868,2.5259058020310476e-05,3.6061081232219294e-08
1869,2.5620895030442625e-05,4.199826619810665e-08
1870,2.561858309491072e-05,5.5620272831902184e-08
1871,2.4558286895626225e-05,3.292564798584863e-08
1872,2.509162004571408e-05,2.116568786902917e-08
1873,2.5441117031732574e-05,1.7958013742713774e-08
1874,2.479641989339143e-05,2.2703515512034755e-08
1875,2.571483128122054e-05,3.3757011408397375e-08
1876,2.651782051543705e-05,3.869449471949338e-08
1877,2.6399886337458156e-05,2.6594708657512456e-08
1878,2.5254261345253326e-05,3.925407554561389e-08
1879,2.5747140171006322e-05,4.643087336830831e-08
1880,2.445135214657057e-05,2.888030792291829e-08
1881,2.569438765931409e-05,1.8825771164188154e-08
1882,2.501626113371458e-05,3.128031167420886e-08
1883,2.516360837034881e-05,2.5277355319985872e-08
1884,2.4918104827520438e-05,3.630933420595284e-08
1885,2.4441205823677592e-05,2.8360796378024133e-08
1886,2.4139826564351097e-05,2.3232470169887165e-08
1887,2.3563541617477313e-05,2.6768590899450828e-08
1888,2.3358825274044648e-05,3.4239320712003973e-08
1889,2.3538119421573356e-05,2.944614330147033e-08
1890,2.349616443098057e-05,2.2284913470116408e-08
1891,2.393009708612226e-05,5.290602800300803e-08
1892,2.339220736757852e-05,2.3193495124473884e-08
1893,2.346910878259223e-05,3.3255449949365357e-08
1894,2.355578362767119e-05,3.969969597505951e-08
1895,2.3037449864204973e-05,2.4074457982692365e-08
1896,2.3341619453276508e-05,2.94851449922362e-08
1897,2.2322721633827314e-05,2.505486840220783e-08
1898,2.3322607376030646e-05,3.451596342074481e-08
1899,2.318819133506622e-05,2.04520400615138e-08
1900,2.2379668735084124e-05,3.633737222230593e-08
1901,2.2898739189258777e-05,3.409130755471779e-08
1902,2.2628551960224286e-05,4.959386856739911e-08
1903,2.2839150915388018e-05,5.0762071879262294e-08
1904,2.3011994926491752e-05,5.213386344848914e-08
1905,2.2046246158424765e-05,4.1286071450485906e-08
1906,2.2639042072114535e-05,3.600929332492342e-08
1907,2.278433930769097e-05,4.371417006154843e-08
1908,2.30373607337242e-05,4.518478036175111e-08
1909,2.2710260964231566e-05,3.685659066832159e-08
1910,2.2952592189540155e-05,4.702852507421085e-08
1911,2.2230118702282198e-05,4.256299490634774e-08
1912,2.2133788661449216e-05,3.854971808436858e-08
1913,2.2230133254197426e-05,4.719660751106858e-08
1914,2.1288278730935417e-05,5.49132970206756e-08
1915,2.080600279441569e-05,8.246533234057551e-09
1916,2.1298095816746354e-05,5.16410700868164e-08
1917,2.2086378521635197e-05,4.934890895924582e-08
1918,2.109817614837084e-05,2.756730310693456e-08
1919,2.0785797460121103e-05,4.9722380879302364e-08
1920,2.201247843913734e-05,4.770506123463747e-08
1921,2.159974792448338e-05,4.4679211441689404e-08
1922,2.1418883989099413e-05,5.090775445637519e-08
1923,2.1383704734034836e-05,5.4141334970836397e-08
1924,2.3934589989949018e-05,2.9650736976805092e-08
1925,2.1318868675734848e-05,6.488924952918751e-08
1926,2.1547715732594952e-05,3.4553028882555736e-08
1927,2.212786603195127e-05,5.9090890403012963e-08
1928,2.069713082164526e-05,4.913197670930458e-08
1929,2.0828103515668772e-05,4.3447585085232276e-08
1930,2.1387437300290912e-05,4.411513643276521e-08
1931,2.0631148800021037e-05,5.360517718600022e-08
1932,2.0263087208149955e-05,3.1782654730250215e-08
1933,2.20408783206949e-05,3.0970788600370724e-08
1934,2.0534032955765724e-05,6.350237669039416e-08
1935,2.0449009753065184e-05,4.188899538348778e-08
1936,2.022523585765157e-05,2.7886843056990074e-08
1937,1.9305962268845178e-05,4.910535977842301e-08
1938,1.9976801922894083e-05,4.148868626430158e-08
1939,2.0322733689681627e-05,5.047036566452334e-08
1940,2.0060579117853194e-05,6.593035806190528e-08
1941,2.0203035091981292e-05,5.017554371988808e-08
1942,2.1633930373354815e-05,5.158160121254696e-08
1943,2.1904908862779848e-05,7.548411673496958e-08
1944,2.2366988559952006e-05,7.711646787811333e-08
1945,2.1246949472697452e-05,5.664110602765504e-08
1946,2.214151572843548e-05,4.1763314584386535e-08
1947,2.2588857973460108e-05,5.4836007734593295e-08
1948,2.1965563064441085e-05,6.958008214041911e-08
1949,2.0522455088212155e-05,7.362756093698408e-08
1950,2.192479769291822e-05,4.892266147749069e-08
1951,2.2476368030766025e-05,6.929911222641749e-08
1952,2.093670809699688e-05,5.5887461769543734e-08
1953,2.072992174362298e-05,5.171437322815109e-08
1954,2.1004112568334676e-05,5.0817188679275205e-08
1955,2.1101661332068034e-05,6.382213513234092e-08
1956,2.0750212570419535e-05,4.186147961604547e-08
1957,2.0171273718005978e-05,4.240818185508033e-08
1958,2.022646185650956e-05,4.6324561964183886e-08
1959,2.0478250007727183e-05,5.348016074435691e-08
1960,2.1282254238030873e-05,5.536666591865469e-08
1961,2.0979272449039854e-05,5.489045662443459e-08
1962,2.138000309059862e-05,5.834600003140622e-08
1963,2.2244516003411263e-05,6.918676831446646e-08
1964,2.1655885575455613e-05,6.449006662023749e-08
1965,2.1783656848128885e-05,5.2531618166540284e-08
1966,2.186992969654966e-05,6.092982118843793e-08
1967,2.1960700905765407e-05,6.162919419239188e-08
1968,2.2082494979258627e-05,6.871866276014771e-08
1969,2.0616855181287974e-05,5.995120488933026e-08
1970,2.1222196664894e-05,6.070317226658517e-08
1971,2.108746957674157e-05,5.652237078379585e-08
1972,2.1162881239433773e-05,4.6684338173008655e-08
1973,2.1627747628372163e-05,5.072147502005464e-08
1974,1.9812137907138094e-05,6.581918654546826e-08
1975,2.0248338842066005e-05,7.482039166006871e-08
1976,2.06269742193399e-05,4.685092136469393e-08
1977,2.047353336820379e-05,5.5241748952994385e-08
1978,2.1273852325975895e-05,4.3366316759829715e-08
1979,2.119760392815806e-05,5.208256226296726e-08
1980,2.1346035282476805e-05,6.026260024327712e-08
1981,2.1271558580338024e-05,6.072527725109467e-08
1982,2.287278402945958e-05,5.897127053344775e-08
1983,2.1768893930129707e-05,7.704685600629091e-08
1984,2.2505952074425295e-05,8.756502722917503e-08
1985,2.2276213712757453e-05,6.436646771135202e-08
1986,2.260640394524671e-05,6.893658621720533e-08
1987,2.2167600036482327e-05,6.966331511648605e-08
1988,2.2438503947341815e-05,6.056519197272792e-08
1989,2.220329588453751e-05,6.366222038423075e-08
1990,2.3036896891426295e-05,7.90054386357042e-08
1991,2.3473996407119557e-05,7.619905062483667e-08
1992,2.3232129024108872e-05,8.48531414021636e-08
1993,2.349731767026242e-05,6.702440913386454e-08
1994,2.3925484128994867e-05,7.121150957800637e-08
1995,2.389619839959778e-05,7.86255398566027e-08
1996,2.495504668331705e-05,7.046281780276331e-08
1997,2.5251832994399592e-05,7.14439281068735e-08
1998,2.5739314878592268e-05,7.29523748077554e-08
1999,2.518226574466098e-05,6.763897886230552e-08
2000,2.6413201339892112e-05,8.526800598929185e-08
2001,2.5941155399777927e-05,5.5641390162008975e-08
2002,2.658656558196526e-05,6.396583529522104e-08
2003,2.6679974325816147e-05,6.833753474211335e-08
2004,2.6406723918626085e-05,6.871474056424631e-08
2005,2.6724799681687728e-05,8.512086679957065e-08
2006,2.6857702323468402e-05,9.059358063723266e-08
2007,2.7359787054592744e-05,9.746529627818745e-08
2008,2.7552872779779136e-05,1.0643599068771437e-07
2009,2.6909770895144902e-05,8.678110674509298e-08
2010,2.6273737603332847e-05,1.1053676018946135e-07
2011,2.6125759177375585e-05,1.3498620887730794e-07
2012,2.591657539596781e-05,1.6272328196009767e-07
2013,2.4409864636254497e-05,1.511705818302289e-07
2014,2.5013274353113957e-05,1.7345216463127144e-07
2015,2.4888817279133946e-05,1.4429906514124013e-07
2016,2.5371637093485333e-05,1.6073599340415967e-07
2017,2.6419704227009788e-05,1.821302646476397e-07
2018,2.495942680980079e-05,2.238131600051929e-07
2019,2.4888202460715547e-05,2.0331371786141972e-07
