year,aurait_VERB en_PRON,aurait_VERB tant_ADV
1848,3.700802153616678e-08,1.0941501216166216e-07
1849,4.273501730267526e-08,8.379414850878675e-08
1850,3.869727649430388e-08,5.974316508172706e-08
1851,4.385618268543112e-08,5.0305622778523684e-08
1852,3.580800012059626e-08,7.747549091163819e-08
1853,4.2997910787434535e-08,8.83845885368828e-08
1854,2.5978321716024766e-08,1.288524771325683e-07
1855,3.449509122788186e-08,9.65862554380692e-08
1856,3.313401081284084e-08,8.904765280703941e-08
1857,3.9540222651623935e-08,1.0007093464992067e-07
1858,2.9851424443450014e-08,9.59160502134182e-08
1859,3.971895168319861e-08,8.860381939257422e-08
1860,4.119465657481669e-08,1.1626047324853062e-07
1861,4.385846202881183e-08,1.3110378915826004e-07
1862,4.156547461775517e-08,8.042015764431198e-08
1863,4.0955889346605545e-08,7.891500786172401e-08
1864,4.794727814783073e-08,9.925086885687051e-08
1865,3.435996376310868e-08,1.3085026751014084e-07
1866,4.135770836910524e-08,1.274790548677629e-07
1867,4.804283548764943e-08,1.0433544872512357e-07
1868,2.8157282727647726e-08,1.012674175626671e-07
1869,2.8324411260882698e-08,1.1720445769469734e-07
1870,6.250112960515253e-08,1.2041502372994728e-07
1871,6.054071222116875e-08,1.0408754036461687e-07
1872,6.047339506931593e-08,1.3243672469798184e-07
1873,5.7465641134513135e-08,7.721946104766175e-08
1874,3.8237499555560106e-08,7.05003913026303e-08
1875,5.0349437286101306e-08,6.751402281679475e-08
1876,3.990369701334373e-08,1.045960544843183e-07
1877,3.649041280251453e-08,1.224593546567121e-07
1878,7.669642781982233e-08,8.273551799220513e-08
1879,6.048232137345622e-08,8.064309042765672e-08
1880,4.1074216028391675e-08,6.417846520889725e-08
1881,6.83305714233029e-08,1.0946836681569039e-07
1882,6.588831125142747e-08,9.849969728747965e-08
1883,6.635305843660788e-08,6.888079440159345e-08
1884,5.149323811792783e-08,1.280729264863112e-07
1885,5.801071978339678e-08,8.18595751184148e-08
1886,4.001147502208369e-08,1.0390076710109497e-07
1887,4.570247075230682e-08,1.4559502403699298e-07
1888,5.3895225837763405e-08,1.11594815166427e-07
1889,4.8868066926388565e-08,7.392861078869828e-08
1890,4.0637196718762425e-08,6.88210590737981e-08
1891,5.099376210182527e-08,1.281218260373862e-07
1892,4.3879587741102455e-08,1.278776551316696e-07
1893,5.111485656961179e-08,1.0715644549463832e-07
1894,4.537108111435373e-08,1.1783878761661981e-07
1895,6.500103499895715e-08,9.088108043897591e-08
1896,5.130415065002225e-08,1.3091404582610267e-07
1897,5.710179351581246e-08,1.159516003212957e-07
1898,4.922768870319061e-08,1.5164391697908286e-07
1899,4.8089930260175606e-08,1.4648082924395567e-07
1900,4.049021384844309e-08,1.4534948888922372e-07
1901,4.6945405896003933e-08,1.4251284596866753e-07
1902,3.6827128013783295e-08,1.065531591848412e-07
1903,5.45422256248429e-08,9.612391949076482e-08
1904,4.5146851590516235e-08,1.0050548837625684e-07
1905,4.438252787508645e-08,1.259225257399521e-07
1906,3.806696469155213e-08,1.2551809902561217e-07
1907,4.062846120644892e-08,9.719973803612447e-08
1908,5.844553041534084e-08,1.2524041892447713e-07
1909,5.5009834909469646e-08,1.3092341077935998e-07
1910,5.076943310200477e-08,1.6780633416146884e-07
1911,4.256299213079018e-08,1.2024045759062574e-07
1912,5.521986484735564e-08,1.7243183947357466e-07
1913,4.9848104310967756e-08,1.1666577393043553e-07
1914,5.4913299074588195e-08,1.54694774323616e-07
1915,5.772573175022444e-08,1.755333585151675e-07
1916,5.713480377700364e-08,1.9887306734744925e-07
1917,4.7155623406069935e-08,1.941057092835763e-07
1918,4.2499593178035866e-08,1.780388316774406e-07
1919,4.6960025201769895e-08,2.053350129926912e-07
1920,4.921950758074445e-08,1.643174272203396e-07
1921,4.316466079012926e-08,1.8628958287081332e-07
1922,3.5414090326924e-08,1.6157679283423931e-07
1923,1.3800733000834953e-08,1.8365589937729965e-07
1924,2.0626599095407983e-08,1.5341032622018247e-07
1925,9.898359909499277e-09,1.7267139185150882e-07
1926,1.8948435043242284e-08,1.3263904463656218e-07
1927,1.5608915049369898e-08,2.20754657220823e-07
1928,1.1426041446327417e-08,1.6796280988273793e-07
1929,2.0052731031228177e-08,1.682201400399208e-07
1930,1.2604324695075775e-08,1.743598119219314e-07
1931,2.5091783761865827e-08,1.6309660111346602e-07
1932,8.767629400274757e-09,1.6548899850477028e-07
1933,1.3764794637438627e-08,1.238831544014829e-07
1934,1.3179738189705859e-08,1.4976974682667787e-07
1935,8.377798899061872e-09,1.591781852994245e-07
1936,1.2124714565686645e-08,1.733834125161593e-07
1937,1.6368453259474336e-08,1.611663122957907e-07
1938,9.075650453382877e-09,1.4650692037321278e-07
1939,2.141167065872196e-08,1.2847002039961808e-07
1940,1.7750480196809804e-08,1.141102288215734e-07
1941,8.854508237732261e-09,1.7118715334163426e-07
1942,1.5171058853624686e-08,1.8812113466992741e-07
1943,2.032264689866281e-08,1.7129087837020052e-07
1944,9.639558484764166e-09,2.0885710227958043e-07
1945,8.714016175304096e-09,1.9170835230397643e-07
1946,8.352662561605939e-09,1.8097435372510517e-07
1947,3.8146787284532024e-08,1.7046845357526763e-07
1948,1.522064252412747e-08,1.728630110164886e-07
1949,2.2579119018928395e-08,1.5903553673979332e-07
1950,1.3825969702452312e-08,1.659116435348551e-07
1951,6.396841278899501e-09,1.6951628367678495e-07
1952,1.2653764258629963e-08,1.4340933773837605e-07
1953,2.3702419582605216e-08,1.5729787605778256e-07
1954,1.3681550781186047e-08,1.788374106581614e-07
1955,1.407841132561316e-08,1.3796844200442138e-07
1956,2.0930739808022736e-08,1.7529494300561055e-07
1957,1.3252556385623393e-08,1.722832365658178e-07
1958,1.0753916868111446e-08,1.505548254954192e-07
1959,1.55014957536892e-08,1.4028853456693469e-07
1960,1.9378334104036554e-08,1.6194749719034007e-07
1961,2.014966149488373e-08,1.6189211748951493e-07
1962,1.77574772664002e-08,1.5791471241755062e-07
1963,2.7157422977097667e-08,1.2479482336402725e-07
1964,2.007709554163739e-08,1.5574958922570659e-07
1965,2.134096988015699e-08,1.493867785029579e-07
1966,2.4925835617750636e-08,1.650644207984442e-07
1967,1.873527466500491e-08,1.454449005677816e-07
1968,2.3355362505084187e-08,1.6842808747696836e-07
1969,2.725054712438002e-08,1.3943196108812117e-07
1970,2.1154135165790677e-08,1.398012443587504e-07
1971,2.363662865434435e-08,1.562072782235191e-07
1972,1.6929485369132635e-08,1.2671462457092275e-07
1973,2.921997932503473e-08,1.273550083169539e-07
1974,2.1939729200060043e-08,1.1026120461110622e-07
1975,2.9128548462153958e-08,1.005220511274274e-07
1976,1.4855169538918744e-08,1.1084242146353063e-07
1977,2.8796231177352638e-08,1.2164937857050973e-07
1978,1.7821774278559133e-08,1.2594053089287627e-07
1979,1.8141116719938566e-08,1.310842066004625e-07
1980,3.1268328370970266e-08,1.432657938948978e-07
1981,2.84649726012276e-08,1.5118062890451256e-07
1982,2.7313010519947056e-08,1.489800496301541e-07
1983,2.5892795463278162e-08,1.4146307592000085e-07
1984,1.6237223121606803e-08,1.5019432453300396e-07
1985,3.3085569506319246e-08,1.419671633584585e-07
1986,2.45773907892044e-08,1.7024338205828826e-07
1987,3.1165165392810223e-08,1.6499205912623438e-07
1988,1.739000587974715e-08,1.679035079860114e-07
1989,2.8538235663511102e-08,1.591555474078632e-07
1990,2.996758002860034e-08,1.6672872504841507e-07
1991,2.9893472863751214e-08,1.5943184905609087e-07
1992,2.920270425477156e-08,1.4711551443724602e-07
1993,2.6588196533339215e-08,1.8667128642846365e-07
1994,3.0594573929842994e-08,1.719626112617334e-07
1995,4.12106260228029e-08,1.6104678479678114e-07
1996,4.110330920070737e-08,1.7882608460695337e-07
1997,3.308477047880842e-08,1.8172650584347139e-07
1998,5.197260932732206e-08,1.8500341525395925e-07
1999,3.7475651026852574e-08,1.7275360164603626e-07
2000,3.887867805474343e-08,1.8246470290250727e-07
2001,3.592593600387772e-08,1.9540205187240645e-07
2002,2.803981730137295e-08,1.826969366902631e-07
2003,4.0835843151398876e-08,2.1167969066482328e-07
2004,4.404791198453495e-08,1.9821560215405043e-07
2005,3.422849759182611e-08,1.9321085176216002e-07
2006,3.6237430833807593e-08,2.314254174962116e-07
2007,2.636356413732166e-08,4.314037767016998e-07
2008,3.5762493411084506e-08,4.5256584257913346e-07
2009,3.385416746937153e-08,5.397594122769078e-07
2010,2.409134386427425e-08,6.991213581386546e-07
2011,3.1738967010142005e-08,6.542816208821023e-07
2012,2.144679278615058e-08,7.370206844825589e-07
2013,2.928581288585974e-08,7.558529091511446e-07
2014,3.551330203521719e-08,8.670442639413523e-07
2015,1.8175917840257405e-08,7.950856115712668e-07
2016,2.3406142801718488e-08,7.854521300032502e-07
2017,1.9621769098421282e-08,8.258751904577366e-07
2018,2.0393587263356494e-08,8.247786240644928e-07
2019,2.2703791291434072e-08,7.609596650581807e-07
