year,soit_VERB aux_ADP,soit_VERB tôt_ADV
1910,8.139141414176265e-07,1.068830135508847e-09
1911,8.315744821629778e-07,4.788336838146279e-09
1912,7.959995400597109e-07,5.730363294986773e-09
1913,7.896151714703592e-07,9.545381374209683e-09
1914,7.587410664200434e-07,2.678697486047099e-09
1915,8.22297181457543e-07,2.591767689352764e-08
1916,7.943934861032176e-07,2.0876177231343718e-08
1917,7.665530574740842e-07,5.483212106582869e-09
1918,8.947887408794486e-07,2.2972752589112133e-09
1919,7.881918122620846e-07,6.4454939163738345e-09
1920,7.254197953443509e-07,6.815008557481406e-09
1921,7.194109912234126e-07,9.844571380313027e-09
1922,6.65489778839401e-07,5.164555005876537e-09
1923,6.879134275550314e-07,1.1677542488541803e-08
1924,7.361117582149745e-07,1.0313299547703991e-08
1925,6.796873890380084e-07,1.0998177923937646e-09
1926,7.557081858067249e-07,5.57306911730393e-09
1927,6.042880045242782e-07,3.3447675740205796e-09
1928,6.158635983410932e-07,6.8556245125250825e-09
1929,7.196702540568367e-07,7.798284684668033e-09
1930,6.858853112134966e-07,1.0503603542488804e-09
1931,6.843213782303792e-07,4.5621426636444085e-09
1932,6.80587220358575e-07,2.1919073223131136e-09
1933,8.098287480606814e-07,2.2941324395731044e-09
1934,6.589868917217245e-07,1.1981580172459871e-09
1935,6.450904947996605e-07,5.98414207075848e-09
1936,7.456699222530005e-07,7.274828739411987e-09
1937,7.479123951270594e-07,8.813782592653752e-09
1938,7.182728722909815e-07,1.2965214457594243e-09
1939,6.851734610791027e-07,3.058810094103137e-09
1940,6.821256306466239e-07,1.5214697057785997e-08
1941,7.319726478272059e-07,2.9515025978810172e-09
1942,6.523555384774227e-07,9.102635090130207e-09
1943,7.490347115890472e-07,2.9032351633873077e-08
1944,6.137185550869617e-07,9.639558484764166e-09
1945,8.64866080974025e-07,8.714016175304096e-09
1946,5.763337185271666e-07,2.7842208538686464e-09
1947,6.353824346660986e-07,2.3841741914054637e-09
1948,5.90343518069858e-07,1.0871888278529696e-08
1949,7.186050083873852e-07,3.9268033269479474e-09
1950,6.838537274234113e-07,1.0635361480382244e-09
1951,6.183612981658371e-07,4.264560704569931e-09
1952,6.579957698704675e-07,5.272402070488624e-09
1953,6.345784413497313e-07,6.464296653518886e-09
1954,6.254423396967468e-07,1.9545072227344917e-09
1955,6.110030881245621e-07,1.8771215692936494e-09
1956,6.218173780325742e-07,1.744228317335228e-09
1957,6.325886943159276e-07,6.184526224473075e-09
1958,6.750150873813254e-07,1.1581140491045971e-08
1959,6.076586487324676e-07,6.975672928177801e-09
1960,6.865466843919421e-07,5.536666680683311e-09
1961,5.912883693781623e-07,3.47407969059077e-09
1962,6.849313081147557e-07,1.0781326054143392e-08
1963,6.666500667051878e-07,5.819448034571906e-09
1964,6.692364991067734e-07,7.909158661334459e-09
1965,6.052080152585404e-07,7.1136563306595235e-09
1966,6.253615651985456e-07,7.200797291773142e-09
1967,6.044591600584681e-07,1.1832804958089582e-08
1968,6.579924161087547e-07,1.4821671889819754e-08
1969,6.789928193029482e-07,4.087581828571274e-09
1970,6.525590947603632e-07,3.6789800095249348e-09
1971,6.171215432004828e-07,8.735275613958038e-09
1972,5.612380391539773e-07,6.156176013405457e-09
1973,5.584875566455594e-07,5.513203671370093e-09
1974,6.131872964942886e-07,6.1881286761433785e-09
1975,5.654365509144554e-07,6.282628195464213e-09
1976,5.833510954289522e-07,1.142705374768127e-09
1977,5.923795924900332e-07,3.526069214387917e-09
1978,5.679205514752539e-07,8.316828115084718e-09
1979,5.758341785622179e-07,7.607565244427406e-09
1980,5.469115080813935e-07,1.0233271119375331e-08
1981,5.313461883815762e-07,4.427884725544118e-09
1982,5.655034556184546e-07,3.7245013739806154e-09
1983,5.538532263926754e-07,6.946847541655643e-09
1984,5.996174650135799e-07,1.2177918229383522e-08
1985,5.347831120161572e-07,3.0077789148208467e-09
1986,5.472965085573378e-07,1.1389522214244607e-08
1987,5.243080636319064e-07,3.6664902225425067e-09
1988,5.27097085978312e-07,4.197587610832443e-09
1989,5.724111247218389e-07,1.1525056464734007e-08
1990,5.148975219526619e-07,5.993515905799995e-09
1991,4.993968332200893e-07,4.68917216167597e-09
1992,4.958949944011692e-07,1.0468894195980738e-08
1993,5.001904241908051e-07,7.754890063438324e-09
1994,4.990080810785003e-07,7.912389854425328e-09
1995,4.918163085676497e-07,6.506940763983948e-09
1996,4.6921829266466375e-07,6.939520069693117e-09
1997,5.049024025538529e-07,6.233362714880286e-09
1998,4.749056756736536e-07,4.291316191284977e-09
1999,4.821562242796062e-07,3.1991407301035224e-09
2000,4.837744427277357e-07,7.068850393920911e-09
2001,4.4644548324868083e-07,6.133696661692056e-09
2002,4.911349265057652e-07,4.81934359086722e-09
2003,4.766959875723842e-07,1.12506919336397e-08
2004,5.118367312206829e-07,7.488145215006625e-09
2005,4.3371107949496945e-07,5.854874363109275e-09
2006,4.682040923853492e-07,6.1768350434476815e-09
2007,4.2141758171965193e-07,6.391167151065247e-09
2008,4.057339992868947e-07,6.811903485726134e-09
2009,4.172168530658382e-07,5.721831008997924e-09
2010,4.208899611057859e-07,1.322662068758973e-08
2011,4.1222418190045573e-07,3.823971805871906e-09
2012,3.6834015304521017e-07,1.3617010630184723e-08
2013,3.793209941704845e-07,1.1714325509615264e-08
2014,3.6076318110644934e-07,1.3209215943277286e-08
2015,3.663999166292342e-07,1.3077794847049518e-08
2016,3.8485498521367845e-07,1.2220906064897008e-08
2017,3.5369495776649273e-07,1.33327402451755e-08
2018,3.247484983148752e-07,2.090988004965766e-08
2019,3.349447013079043e-07,1.5305927192343916e-08
