year,sont_VERB aux_ADP,sont_VERB tôt_ADV
1912,1.5237557136060786e-06,1.8753915753677575e-08
1913,1.6264269788734964e-06,1.0075680734189518e-08
1914,1.848970896389801e-06,2.0090231700464756e-08
1915,2.293714260304114e-06,3.416420923940677e-08
1916,2.2183685359777883e-06,1.648119329900055e-08
1917,2.005759142775787e-06,1.973956464951243e-08
1918,2.1847088191861985e-06,1.9526840588923733e-08
1919,1.7890849903778872e-06,2.301962176431971e-08
1920,1.5659375094401184e-06,2.6502810612782923e-08
1921,1.5683159517720924e-06,1.2116395886607734e-08
1922,1.4291060779214604e-06,1.8444838545406128e-08
1923,1.6051313878051587e-06,4.246379248229459e-09
1924,1.5147659269132419e-06,1.5469948877466777e-08
1925,1.5540425692961435e-06,3.519416935660047e-08
1926,1.540396283417067e-06,2.3406890647947876e-08
1927,1.5207542674033903e-06,2.6758140592164636e-08
1928,1.389406634189072e-06,3.313552099371009e-08
1929,1.5150952776821214e-06,1.1140405931087116e-08
1930,1.380173557663511e-06,9.453243521306831e-09
1931,1.4062804893910652e-06,1.8248570654577634e-08
1932,1.3819975492879166e-06,2.6302888755935783e-08
1933,1.3684499435839825e-06,1.3764794637438627e-08
1934,1.4713380096509354e-06,2.3963160344919743e-08
1935,1.3512192253983812e-06,1.6755597798123745e-08
1936,1.5216517113003647e-06,1.9399543305098632e-08
1937,1.2062291716574691e-06,8.813782592653752e-09
1938,1.3626440704683773e-06,1.4261735792331365e-08
1939,1.312229528593889e-06,1.5294050470515685e-08
1940,1.5113266726984875e-06,1.7750480196809804e-08
1941,1.3990122624818468e-06,1.4757512545315876e-08
1942,1.5413795608765213e-06,2.4273694165799498e-08
1943,1.718715225251799e-06,2.322588166236983e-08
1944,1.59052717663144e-06,2.5705489292704442e-08
1945,1.7231966467079474e-06,1.742803235060819e-08
1946,1.5132239923332236e-06,2.3665876369705074e-08
1947,1.3625555084217922e-06,2.5033829231801974e-08
1948,1.438350750504469e-06,1.0871888278529696e-08
1949,1.5147643352975138e-06,2.2579119018928395e-08
1950,1.3719616163143655e-06,3.403315673722318e-08
1951,1.4371569250215543e-06,1.4925962688039363e-08
1952,1.2590495543918223e-06,1.370824520563474e-08
1953,1.267002062377287e-06,3.016671712430252e-08
1954,1.2313395245655556e-06,1.2704297169818801e-08
1955,1.2557943591673393e-06,1.9709776921672528e-08
1956,1.3055548606644152e-06,2.0058624983221307e-08
1957,1.2369052910798928e-06,1.236905244894615e-08
1958,1.2648259826164576e-06,3.3088973339090444e-08
1959,1.3052259646428865e-06,1.8601795659378695e-08
1960,1.2215270999149652e-06,1.2457499920515147e-08
1961,1.3993592347105732e-06,1.80652133252579e-08
1962,1.354007736154017e-06,1.7123282347597524e-08
1963,1.4904252338965307e-06,1.8751554975438012e-08
1964,1.317787564403261e-06,1.7035111099517053e-08
1965,1.3390090316534042e-06,2.134096988015699e-08
1966,1.343225676464499e-06,1.8278946356531378e-08
1967,1.3459815590977087e-06,2.218651040664099e-08
1968,1.4219822332961485e-06,1.7965662735264232e-08
1969,1.5687231780248112e-06,1.9529558414888015e-08
1970,1.3699601595362765e-06,1.4715920038099739e-08
1971,1.4140870234768954e-06,2.1581270104320538e-08
1972,1.3661581306223525e-06,2.1033601527165047e-08
1973,1.3783009080725606e-06,2.591205827684462e-08
1974,1.3191965990699828e-06,2.3627400480563665e-08
1975,1.3033597952016862e-06,1.4849848462006321e-08
1976,1.3198247188483947e-06,1.8854638739185248e-08
1977,1.2352995781839127e-06,2.3507126911681553e-08
1978,1.2599994079209864e-06,1.544553818177974e-08
1979,1.2400331570461276e-06,3.160065631391262e-08
1980,1.3706898016607738e-06,2.4446148216838992e-08
1981,1.2961050970261567e-06,2.909752794266751e-08
1982,1.381169226988277e-06,2.669225906970496e-08
1983,1.30474427351146e-06,2.5261265079734585e-08
1984,1.4085791235629586e-06,2.0876431250371752e-08
1985,1.3306414530234179e-06,1.142956040922627e-08
1986,1.3451625591187621e-06,1.8582904104391673e-08
1987,1.328491634922102e-06,2.4443266966045485e-08
1988,1.2976541938769515e-06,2.938311283173789e-08
1989,1.3956295106254402e-06,3.2928731741321826e-08
1990,1.2896956604890875e-06,2.7788120249283565e-08
1991,1.3422754818748217e-06,2.7548885839223658e-08
1992,1.3504873095371295e-06,2.259077191979486e-08
1993,1.3454734926199308e-06,3.0465642453236796e-08
1994,1.4041854683455313e-06,1.7407257857371405e-08
1995,1.402245743520325e-06,2.331653803366862e-08
1996,1.338793481409084e-06,1.7615704450690828e-08
1997,1.375175770590431e-06,2.6851409984374186e-08
1998,1.4342532494993065e-06,2.3840646790063147e-08
1999,1.3381549024416017e-06,2.6050146928469076e-08
2000,1.4062594573260867e-06,1.988114206596947e-08
2001,1.3713192856812384e-06,2.541102794850758e-08
2002,1.4129439023236046e-06,2.234422957769766e-08
2003,1.4392551292985445e-06,2.2918076325595393e-08
2004,1.5570936966469162e-06,2.7750184372621334e-08
2005,1.4195818494044943e-06,2.9274373147814003e-08
2006,1.4354964150697924e-06,2.9648807853277503e-08
2007,1.3537290897147614e-06,2.3966876483427768e-08
2008,1.3904798379371641e-06,2.299017509699297e-08
2009,1.516762040409958e-06,2.9562793102400065e-08
2010,1.4280026334745344e-06,2.220182793166714e-08
2011,1.3747179536949261e-06,2.791499476018089e-08
2012,1.3882543044019258e-06,1.7702113552786614e-08
2013,1.274072360502032e-06,1.6734750474256543e-08
2014,1.2869240890722722e-06,1.7107016248019136e-08
2015,1.3130992329024593e-06,2.2830725754374726e-08
2016,1.2757383274220047e-06,1.9263461936702697e-08
2017,1.248497937922366e-06,1.5848351964109497e-08
2018,1.1848932217617403e-06,1.5488799576246493e-08
2019,1.2198823924336466e-06,1.811201322254874e-08
