year,quand_CONJ elle_PRON,quand_CONJ tel_ADJ
1841,2.692007547011599e-05,6.548959419205858e-08
1842,2.806402585520118e-05,2.4820581145945653e-08
1843,2.7667972062772606e-05,4.312045231991135e-08
1844,2.985063724736392e-05,1.3721403124833387e-08
1845,2.8107049729442224e-05,1.729870580113868e-08
1846,2.7789561045210576e-05,3.454155805826531e-08
1847,2.4797503328954917e-05,5.123562374365065e-08
1848,2.5578978693374665e-05,3.137636506167496e-08
1849,2.643789252942952e-05,1.1731181359664333e-08
1850,2.6872203534367145e-05,1.968808849284187e-08
1851,2.621438829919498e-05,5.4175286479107854e-08
1852,2.7828024485643255e-05,1.0416872697760482e-08
1853,2.8648551506194053e-05,2.508211416341055e-08
1854,2.8712800030916696e-05,2.2860923487577622e-08
1855,3.0025588785065338e-05,2.3350523292720027e-08
1856,3.0083610909059644e-05,2.3815071248378672e-08
1857,3.056849845961551e-05,3.026535466688074e-08
1858,3.0465091185760684e-05,9.787351817891476e-09
1859,3.24626057590649e-05,2.953460498389404e-08
1860,2.9514597827073885e-05,2.5174511808501165e-08
1861,3.129513447674981e-05,5.046081241744105e-08
1862,3.0009819511178648e-05,2.801151577358496e-08
1863,2.9363875910348725e-05,3.995696662428827e-08
1864,3.0159317702782573e-05,3.404256876393674e-08
1865,3.030972493434092e-05,3.012380478395471e-08
1866,2.8888117867609253e-05,2.6274308950746672e-08
1867,2.9344466611291864e-05,3.0572712361731647e-08
1868,2.8473434667830588e-05,2.0747471740634182e-08
1869,3.0934652386349626e-05,3.1742874107010266e-08
1870,2.782619139907183e-05,3.039045815000918e-08
1871,2.6702701006797724e-05,3.080141386391233e-08
1872,2.6650018753571203e-05,3.4469834986339265e-08
1873,2.7294385517961928e-05,2.9331421735889762e-08
1874,2.704167832234816e-05,2.3898437007119355e-08
1875,2.6872869057115167e-05,1.830888640697026e-08
1876,2.6945877834805287e-05,1.0278224937820823e-08
1877,2.6274953597749118e-05,3.5253450825223354e-08
1878,2.507489921299566e-05,2.5968080574756414e-08
1879,2.7109519578516483e-05,2.2604504046341845e-08
1880,2.5032809617187013e-05,1.9895324054886032e-08
1881,2.6169911961915204e-05,1.4642266066289267e-08
1882,2.6226876570945024e-05,4.592215852028403e-08
1883,2.4848272687449935e-05,2.6541223441256534e-08
1884,2.5513577838864876e-05,2.3766109968903493e-08
1885,2.478089072610601e-05,1.3535834897382415e-08
1886,2.3915891915748944e-05,2.968593459939939e-08
1887,2.6602102479955647e-05,3.1991730153890785e-08
1888,2.4342888082173886e-05,1.9655905347804037e-08
1889,2.4076921135929297e-05,2.1301464925294056e-08
1890,2.4822772957122652e-05,3.5393686204088226e-08
1891,2.5102315476033255e-05,3.1233677866282505e-08
1892,2.3645455030418816e-05,1.4417578020342603e-08
1893,2.4241991468443302e-05,2.278614108508492e-08
1894,2.37801195908105e-05,1.1342770500633037e-08
1895,2.362246027587389e-05,2.5278180437737774e-08
1896,2.2894034827913856e-05,1.7101383809059456e-08
1897,2.3007944491837407e-05,2.8550895758705508e-08
1898,2.367002957726072e-05,2.0935912670161372e-08
1899,2.3331908323598327e-05,3.205995469102163e-08
1900,2.329225571884308e-05,2.28406342728249e-08
1901,2.2633833623331157e-05,3.7444551015397565e-08
1902,2.2229836758924648e-05,2.7988617645746672e-08
1903,2.2408214363167644e-05,2.214090244478939e-08
1904,2.1919333903497318e-05,2.418581335206227e-08
1905,2.1280905912135495e-05,1.4450125540577119e-08
1906,2.3118994477044907e-05,1.2346042854716188e-08
1907,2.2355425699061016e-05,1.9542804707839423e-08
1908,2.2945026557863457e-05,3.192402964202756e-08
1909,2.3354426275545848e-05,2.2554032752530873e-08
1910,2.4491707790730288e-05,2.0842188419578633e-08
1911,2.2146590026750346e-05,2.1281496231928543e-08
1912,2.2254647092267987e-05,2.6568047983843712e-08
1913,2.2495813254863606e-05,2.6514949347244965e-08
1914,2.1628474087265204e-05,1.9420557162419527e-08
1915,1.9358147710590856e-05,1.7671142660269368e-08
1916,2.1237666260276455e-05,5.164107252930705e-08
1917,2.1759579112767824e-05,2.9609346086090227e-08
1918,2.1780466340715066e-05,5.054005480786827e-08
1919,2.2591455717702047e-05,2.7623545728605592e-08
1920,2.3282340180230676e-05,2.4231141537711665e-08
1921,2.379963075327396e-05,3.029098949447473e-08
1922,2.352749834244605e-05,2.8036154731125862e-08
1923,2.4667216621310217e-05,3.8217414566332764e-08
1924,2.3857240194047336e-05,1.160246199116699e-08
1925,2.446104781483882e-05,1.979671959695395e-08
1926,2.3783629785611993e-05,2.229227646921572e-08
1927,2.8303422823228175e-05,2.1183526488499638e-08
1928,2.3729601707600523e-05,4.1133747963328915e-08
1929,2.3123027403926244e-05,2.7851015271807e-08
1930,2.1739307840107358e-05,3.676261250973312e-08
1931,2.0439540321604e-05,7.983749661377715e-09
1932,2.0505293150563375e-05,3.287861050083052e-08
1933,2.0134452597631025e-05,1.6058926410877916e-08
1934,1.9320298633829225e-05,2.875579241390369e-08
1935,1.9924799062209786e-05,2.6330225111337313e-08
1936,1.9285571170257754e-05,3.6374141920703096e-08
1937,1.8503907085687388e-05,1.3850230295986421e-08
1938,1.9503571138557163e-05,2.074434313215079e-08
1939,1.931485553541279e-05,2.7529290846928234e-08
1940,1.5983039475031546e-05,3.550096128179803e-08
1941,2.047752559519722e-05,2.6563524713196784e-08
1942,1.9852847799484152e-05,2.123948195098535e-08
1943,2.0807486635021633e-05,2.322588166236983e-08
1944,1.9610074787124177e-05,4.4984606262232774e-08
1945,2.0976815449103015e-05,1.5249527862692958e-08
1946,2.1817154902237235e-05,3.201853981948943e-08
1947,2.284038873767713e-05,2.8610091185043984e-08
1948,2.0488072323132656e-05,1.9569398101992874e-08
1949,1.9719425381481415e-05,2.1597417632079896e-08
1950,2.054326432698872e-05,2.7651939404904624e-08
1951,2.0779072428922518e-05,3.4116486524737866e-08
1952,1.932651616698422e-05,2.319856839960721e-08
1953,1.942736548699031e-05,3.3398864118794336e-08
1954,2.175561985495733e-05,2.5408594783726812e-08
1955,1.747787860040262e-05,3.003394466460918e-08
1956,1.9742048152693314e-05,2.8779767013986657e-08
1957,1.8809795164997922e-05,4.064117309354742e-08
1958,1.8785437305268715e-05,2.8125627715702706e-08
1959,1.822743411139527e-05,3.100299128533379e-08
1960,1.8432255274092313e-05,1.453375042537175e-08
1961,1.9732772216229932e-05,3.543561266639017e-08
1962,1.863647253230738e-05,4.05885218768276e-08
1963,1.9411091670917813e-05,1.8751554975438012e-08
1964,1.975403688447841e-05,3.467861997563659e-08
1965,1.8282644305145368e-05,2.954903521867891e-08
1966,2.0066959677933482e-05,2.215629990587331e-08
1967,1.9874182044077315e-05,3.747054977409903e-08
1968,1.9314436485728947e-05,3.8626176035450044e-08
1969,1.7636099755691248e-05,2.8613074132266547e-08
1970,1.7058510366041446e-05,3.862929043307872e-08
1971,1.835024499996507e-05,3.288574390580834e-08
1972,1.6477005601700512e-05,4.360624661359225e-08
1973,1.667137735239521e-05,4.410562937096074e-08
1974,1.4664177570011816e-05,3.54411007208455e-08
1975,1.5142275969992625e-05,5.6543651538731865e-08
1976,1.5107708122741315e-05,3.256710368049198e-08
1977,1.534192711005744e-05,5.876781727920388e-08
1978,1.675246767263161e-05,3.029701556300779e-08
1979,1.7716264210321242e-05,6.203091906797908e-08
1980,1.60730578500079e-05,5.1166356485055076e-08
1981,1.706949569779681e-05,7.274381985666878e-08
1982,1.8274886770086596e-05,4.779776574537209e-08
1983,1.737027696435689e-05,3.536577075635705e-08
1984,1.7186521745315986e-05,4.233276218457149e-08
1985,1.6645049527141964e-05,4.692135213701931e-08
1986,1.7759262618710636e-05,7.792831269171074e-08
1987,1.7190339121953002e-05,2.9943002743948455e-08
1988,1.77587944563129e-05,4.4374498742172364e-08
1989,1.655492042118567e-05,4.170972900396919e-08
1990,1.7201935861521633e-05,4.140974674271547e-08
1991,1.753281480887381e-05,4.9236309251909915e-08
1992,1.7953601854969747e-05,4.1324581090407264e-08
1993,1.7717155287755304e-05,5.649991496881057e-08
1994,1.7526470628581592e-05,5.485923715298213e-08
1995,1.7736294012138387e-05,4.9344302865961254e-08
1996,1.7352002487314167e-05,4.3772354629822985e-08
1997,1.7836527604231378e-05,5.370281819239153e-08
1998,1.82914975539461e-05,4.4343602567664675e-08
1999,1.8558672763901995e-05,5.3471355343504e-08
2000,1.8660439309314825e-05,5.12491649118374e-08
2001,1.842474830482388e-05,4.2935877075933604e-08
2002,1.989819429581985e-05,4.5126579806265e-08
2003,2.06679374059604e-05,4.000246089930215e-08
2004,1.9699988115462475e-05,4.6250306695583276e-08
2005,2.1084303625684697e-05,5.5396121467765624e-08
2006,2.211183391409577e-05,4.529678854225949e-08
2007,2.9576724500657292e-05,3.7947555320272386e-08
2008,3.064930888285744e-05,4.6831835298632996e-08
2009,3.423752968956251e-05,4.434418876542168e-08
2010,4.114045623282436e-05,5.81026533552631e-08
2011,4.3764976908278186e-05,3.135657111741352e-08
2012,5.2636894906754605e-05,3.710635532172546e-08
2013,5.637853610096499e-05,3.960557481974547e-08
2014,6.186828250065446e-05,4.200963665823565e-08
2015,6.0793125157942995e-05,4.034167044864034e-08
2016,6.2232167692855e-05,4.059826430591329e-08
2017,6.111602306191344e-05,3.8740415320148713e-08
2018,6.683675383101217e-05,4.104532003168515e-08
2019,6.387341636582278e-05,3.469343301532035e-08
