year,fut_VERB au_ADP,fut_VERB tôt_ADV
1846,3.5753439533436904e-06,1.2294452567118697e-08
1847,3.6091453239350813e-06,0.0
1848,3.6573578654497396e-06,2.413566457803995e-09
1849,3.078597046624054e-06,2.0948537127196687e-08
1850,3.2709383503970457e-06,7.467895635215882e-09
1851,3.480762188701192e-06,5.159551008659946e-09
1852,3.1836566449783277e-06,4.557382027314816e-09
1853,3.7384293136710767e-06,1.7318601663873778e-08
1854,4.004298716608901e-06,8.832629738719788e-09
1855,3.5322973417351022e-06,2.653468555990912e-09
1856,3.337733915032004e-06,3.831119954611495e-08
1857,3.8344255699485075e-06,2.4895696171256532e-08
1858,3.8102161852293648e-06,1.9085335978274998e-08
1859,3.701500872921315e-06,7.638259802433822e-09
1860,3.3797925880207913e-06,1.2816115280145368e-08
1861,3.1474341994908173e-06,8.017138064531082e-09
1862,3.61890693056921e-06,9.487771457372673e-09
1863,3.5042260151385562e-06,7.991393324857654e-09
1864,3.1645204217056744e-06,1.0548401263577034e-08
1865,3.2853772609087173e-06,1.7415324293779122e-08
1866,3.559195874913712e-06,7.298419202328432e-09
1867,3.0635799248557305e-06,9.7056229719783e-09
1868,3.3067517506424338e-06,8.89177353968762e-09
1869,3.272934463893762e-06,8.30198221279943e-09
1870,3.4708198199950857e-06,4.013834153937523e-09
1871,2.8316057978372555e-06,4.248470908407853e-09
1872,2.7231169497099472e-06,6.047339295989218e-10
1873,2.912191121140495e-06,1.97538145840781e-08
1874,2.8917108920722967e-06,1.2546679251101978e-08
1875,3.110794295935193e-06,1.716458086775674e-09
1876,2.9758484743069857e-06,7.255217759905008e-09
1877,2.845633844117401e-06,2.4739263970730008e-09
1878,2.8456186100811465e-06,8.4547240319921e-09
1879,3.0265596251410898e-06,1.3440515367335593e-08
1880,3.052327656405396e-06,1.0268554007097919e-08
1881,2.7415899239713326e-06,9.761510710859511e-09
1882,2.5703097890072968e-06,7.320923423037584e-09
1883,2.6636014354153303e-06,1.0742875922176154e-08
1884,2.7278210836811922e-06,1.386356363042296e-08
1885,2.609837792988401e-06,2.0626034213933053e-08
1886,2.5084614208026323e-06,1.1616235084943582e-08
1887,2.258354925288586e-06,7.1818169189441505e-09
1888,2.5673148229543585e-06,1.5851536971922542e-08
1889,2.304317376911058e-06,1.1903759755682586e-08
1890,2.13410817195836e-06,6.554386366985909e-09
1891,2.245000359835103e-06,1.0836173736095134e-08
1892,2.166397962355404e-06,1.191017329205124e-08
1893,2.4073249278444564e-06,2.2170299374124625e-08
1894,2.3511042854806874e-06,9.452309157609307e-09
1895,2.4230942017311463e-06,1.2639090662958097e-08
1896,2.167158072552411e-06,1.0024948871034667e-08
1897,2.148309249605518e-06,1.3984112534615178e-08
1898,2.2407084543374367e-06,1.640922953072277e-08
1899,2.3818336103431648e-06,1.4371703827009696e-08
1900,2.3063848857418634e-06,1.972600216504361e-08
1901,2.2321423784887884e-06,2.3472702892490815e-08
1902,1.9042080339204404e-06,1.7677022512430085e-08
1903,2.105545945596532e-06,2.052083658554693e-08
1904,2.0445074824237963e-06,6.449550227216605e-09
1905,2.1422310965135694e-06,1.5482276793932215e-08
1906,2.095740683216718e-06,1.0288369267641428e-08
1907,2.120394356097677e-06,1.2342823652033985e-08
1908,2.2813401301391423e-06,2.553922229253658e-08
1909,2.346169594602543e-06,2.4204327431220918e-08
1910,2.2295796497928677e-06,1.068830179917768e-08
1911,2.269671540489071e-06,1.9153347352585115e-08
1912,2.24526047531981e-06,2.5526164293410147e-08
1913,2.3317245450016344e-06,2.6514948459066545e-08
1914,2.1898351860727416e-06,1.7411533548283842e-08
1915,1.9450037598289782e-06,2.3561524287174507e-08
1916,2.10629650609917e-06,1.3184954461564757e-08
1917,2.138452828148729e-06,3.61891991929042e-08
1918,2.091669102810556e-06,2.5270027848023346e-08
1919,2.066241222564713e-06,2.9465114792515124e-08
1920,2.2277506559476024e-06,3.104614876292544e-08
1921,2.0537290765787475e-06,3.0290991048786964e-08
1922,2.1086138985992875e-06,2.951174238319254e-08
1923,2.0870954813290155e-06,2.441668023323018e-08
1924,2.1993112113705138e-06,1.933743654092268e-08
1925,2.1424450551421614e-06,2.5295809891190402e-08
1926,2.2359154172590934e-06,4.7928395474627905e-08
1927,2.3680954654992092e-06,2.6758140592164636e-08
1928,2.121815896316548e-06,2.399468712610542e-08
1929,2.4753983325354056e-06,2.6736975300423182e-08
1930,2.2099582110968186e-06,2.3107928015519974e-08
1931,2.055245204246603e-06,2.9653927313688655e-08
1932,2.184235654567601e-06,3.06867029564728e-08
1933,2.1312489479896612e-06,2.7529589274877253e-08
1934,2.0093109469598858e-06,2.516131836216573e-08
1935,1.9460430848994292e-06,2.6330225111337313e-08
1936,1.9023676713914028e-06,3.758661648589623e-08
1937,1.8735584035312058e-06,2.392312481447334e-08
1938,1.8138334780815057e-06,2.2040865133021725e-08
1939,1.8459918464941438e-06,1.6823456405745674e-08
1940,1.9195877030142583e-06,2.5357829613881222e-08
1941,1.8328830719838152e-06,1.4757512545315876e-08
1942,1.8265955077367835e-06,2.4273694165799498e-08
1943,2.0903294171148445e-06,5.516146828199453e-08
1944,2.2331644231599057e-06,2.5705489292704442e-08
1945,2.280893795614247e-06,2.178504132643866e-08
1946,2.0450102056202013e-06,2.645009899993056e-08
1947,2.1600617401418276e-06,3.814678706248742e-08
1948,2.125454102497315e-06,2.6092530802657166e-08
1949,1.7709883195493603e-06,1.2762110479513922e-08
1950,1.8526799294704688e-06,2.0207187034770868e-08
1951,1.9702270037669223e-06,1.8124383771578323e-08
1952,1.9982403500762302e-06,1.370824520563474e-08
1953,1.8789554587783641e-06,2.477980309834038e-08
1954,1.7551475366417435e-06,1.4658803948464083e-08
1955,1.6922250551942852e-06,2.2525458831523792e-08
1956,1.584631377227197e-06,2.0930739808022736e-08
1957,1.895115588013141e-06,2.2087593976038988e-08
1958,1.83643805939937e-06,1.9853384713997002e-08
1959,1.6013044614737737e-06,1.6276571201956358e-08
1960,1.865856688709755e-06,3.114374891310945e-08
1961,1.766916852830036e-06,2.987708569435199e-08
1962,1.8841952851289534e-06,2.219684702708946e-08
1963,1.8240735926156049e-06,2.7804029301137234e-08
1964,1.735756200105243e-06,2.6769461314302134e-08
1965,1.9480473838484613e-06,2.954903344232207e-08
1966,1.9336910099809757e-06,2.3818021332999706e-08
1967,2.1555426883423934e-06,1.9721342781053863e-08
1968,2.1284820377331926e-06,1.527081394669949e-08
1969,1.8480412791177514e-06,1.4987801222332564e-08
1970,1.705207182567392e-06,1.241655755990223e-08
1971,1.673062229201605e-06,2.3122789016838396e-08
1972,1.6365167994081276e-06,2.1546616935097518e-08
1973,1.56630119363399e-06,1.929621262775072e-08
1974,1.4300203474704176e-06,1.406392957647995e-08
1975,1.5335324405896245e-06,2.9128548462153958e-08
1976,1.532367946310842e-06,1.5997875024709174e-08
1977,1.438048570889805e-06,1.5279633558407113e-08
1978,1.6520784811291378e-06,2.1386128423728223e-08
1979,1.5642324342479696e-06,1.1118749476679568e-08
1980,1.577060743329639e-06,2.21720881654619e-08
1981,1.4953599247746752e-06,1.771153890217647e-08
1982,1.6344353070962825e-06,2.296775925003658e-08
1983,1.4853623042654363e-06,1.6419821946556112e-08
1984,1.4671491044282448e-06,1.1598016769198694e-08
1985,1.5014833252280368e-06,1.6843562988810845e-08
1986,1.5735524812043877e-06,1.558566253834215e-08
1987,1.5002054851720459e-06,2.4443266966045485e-08
1988,1.508133323113725e-06,1.9788627625416666e-08
1989,1.5690541204094188e-06,1.4817929994137558e-08
1990,1.5288915165001526e-06,3.0512445903241314e-08
1991,1.480019932387222e-06,1.934283488935762e-08
1992,1.6166176237675245e-06,1.4876849085965205e-08
1993,1.6490220104969922e-06,2.1048988330107932e-08
1994,1.5007166211944423e-06,1.8989736005892155e-08
1995,1.6701148979336722e-06,2.3858783393393423e-08
1996,1.6366590216421173e-06,1.6014276127407356e-08
1997,1.5348457509389846e-06,1.8220598363427598e-08
1998,1.5424898265337106e-06,2.2410207023426665e-08
1999,1.5237051229632925e-06,1.96518641359944e-08
2000,1.5052232811285648e-06,1.4579503826439577e-08
2001,1.5255379821610404e-06,1.5772362971233633e-08
2002,1.6780078340161708e-06,1.6648641576466616e-08
2003,1.538427909508755e-06,1.6250998768896352e-08
2004,1.632415660424158e-06,1.497629043001325e-08
2005,1.6911579905354301e-06,1.261049931144953e-08
2006,1.6413908952017664e-06,1.317724773741702e-08
2007,1.7244167338503757e-06,1.3181781888249589e-08
2008,1.8038772395811975e-06,1.8732734474724566e-08
2009,1.8409991753287613e-06,1.3350939020995156e-08
2010,1.8871553493227111e-06,1.7005655550406118e-08
2011,2.176604766646051e-06,1.0707121411712706e-08
2012,2.3850193429098e-06,1.5319137958158535e-08
2013,2.4159401164070005e-06,1.4782362889320666e-08
2014,2.6006996449723374e-06,1.515811653973742e-08
2015,2.6842728857445763e-06,1.8175917659846164e-08
2016,2.84539987660537e-06,2.38204105329487e-08
2017,2.3005266029940685e-06,1.2578056818313144e-08
2018,2.5866295345622348e-06,1.161660012627408e-08
2019,2.5787935555854347e-06,1.581612352197226e-08
