year,seraient_VERB au_ADP,seraient_VERB tôt_ADV
1843,3.1956389534570917e-07,1.7720733769266417e-09
1844,3.885901378453127e-07,4.9397050894128824e-09
1845,3.722012138496211e-07,2.0646844234306627e-08
1846,3.7058993029859266e-07,1.0538101946622191e-08
1847,3.5757074101638864e-07,1.0247124926365814e-08
1848,3.346812320614845e-07,1.367687652020777e-08
1849,4.751128130919824e-07,4.1897072478036534e-09
1850,2.912479430960957e-07,8.146795238417326e-09
1851,3.0505844961226103e-07,2.3862924081186065e-08
1852,3.040424587652524e-07,2.6042181744401205e-09
1853,3.1651239851271384e-07,3.5831591027601917e-09
1854,2.7069413022218214e-07,4.676098175337984e-09
1855,2.9028944936726475e-07,7.429711956774554e-09
1856,2.95617496703926e-07,8.28350277259915e-09
1857,3.01677260949873e-07,1.0739319655783675e-08
1858,2.6474788228370016e-07,4.893676130990343e-09
1859,2.642837841904111e-07,1.018434669930457e-09
1860,3.355075932631735e-07,6.865775947773045e-09
1861,3.060660560549877e-07,2.3108222890755314e-08
1862,2.6610939585225424e-07,3.162590411776023e-09
1863,2.7070845476373506e-07,3.496234635136375e-09
1864,2.838478962985391e-07,4.315255264231155e-09
1865,3.021794157120894e-07,7.0602665935837194e-09
1866,2.7782650136032316e-07,7.784980660119345e-09
1867,3.115505080586445e-07,5.338092634588065e-09
1868,3.1466998962059733e-07,1.531360993567432e-08
1869,2.158515428618557e-07,7.325278605918584e-09
1870,2.9186307415329793e-07,1.1468097582678638e-09
1871,3.260701362250984e-07,1.274541272522356e-08
1872,2.4794090336399677e-07,2.3584624031514068e-08
1873,2.813422099734453e-07,5.387403856360606e-09
1874,2.8618379133149574e-07,2.3898436563030145e-09
1875,3.0209662327251863e-07,6.293679799540541e-09
1876,3.180203691499628e-07,3.627608879952504e-09
1877,2.2698274904087157e-07,4.9478527941460015e-09
1878,2.9229190090518387e-07,1.2078177347163432e-09
1879,3.1096465136215556e-07,1.221865053580018e-09
1880,2.97146272032478e-07,3.8507077526617195e-09
1881,3.102765901985549e-07,1.2550513517339823e-08
1882,3.3143817290692823e-07,6.655385131892899e-09
1883,2.9574505333584966e-07,1.2638677882037541e-09
1884,2.8915431471432385e-07,7.2618666635548834e-09
1885,2.8683078312496946e-07,4.511945039809007e-09
1886,3.110569650743855e-07,3.2267319927115068e-09
1887,3.0881813017913373e-07,4.570247291724172e-09
1888,2.675739381174935e-07,1.2047167707862627e-08
1889,2.9007583179918583e-07,4.385595886446936e-09
1890,2.733179087499593e-07,2.6217545912032847e-09
1891,2.218228587480553e-07,5.099376032546843e-09
1892,2.9462009365488484e-07,2.5074049503359674e-09
1893,3.011465707913885e-07,6.15841644346915e-09
1894,3.043643346245517e-07,4.411077725308132e-09
1895,2.864860562112881e-07,8.426059849853118e-09
1896,2.9721024930040585e-07,5.307326134129653e-09
1897,3.0124110139695404e-07,2.9133566670225264e-09
1898,2.772594029920583e-07,3.960848538042683e-09
1899,2.592434213966044e-07,4.9748205555033564e-09
1900,2.4242217477876693e-07,1.038210628578895e-09
1901,2.716127198709728e-07,1.676621730339889e-09
1902,2.7890411047337693e-07,2.455141867585553e-09
1903,2.889117922677542e-07,6.480264325148255e-09
1904,2.8754243430739734e-07,1.5048950530172078e-08
1905,2.812613786318252e-07,3.6125313851442797e-09
1906,2.5309387297056674e-07,3.0865106026567446e-09
1907,2.705135671021708e-07,5.65712765521198e-09
1908,2.8977194688195596e-07,4.911389073214423e-09
1909,2.596464128146181e-07,1.1001967337165297e-08
1910,2.3086731459898147e-07,6.947395991829808e-09
1911,2.8517206374090165e-07,4.788336838146279e-09
1912,2.6099201022589114e-07,2.6047106693738442e-09
1913,2.492405144494114e-07,1.3257474229533273e-08
1914,2.1563515417710732e-07,4.018046340092951e-09
1915,2.5799869263209985e-07,1.6493066468115103e-08
1916,2.702915651298099e-07,1.0987462051303964e-09
1917,2.1932848426331475e-07,4.386569774084137e-09
1918,2.366193569969255e-07,1.033773866510046e-08
1919,2.670276160188223e-07,7.366278698128781e-09
1920,2.498836408904026e-07,6.057785384427916e-09
1921,2.877644078580488e-07,6.058197943303867e-09
1922,2.810993464663625e-07,6.640141769764796e-09
1923,2.1231896596418665e-07,1.3800733000834953e-08
1924,2.4751918203946843e-07,1.2891624656674594e-08
1925,2.5075846110667044e-07,8.798542339150117e-09
1926,2.1289125129442255e-07,1.1146138456652466e-09
1927,2.341337221878348e-07,0.0
1928,2.2052259396332374e-07,9.14083297942625e-09
1929,2.261502487499456e-07,1.1140406375176326e-09
1930,2.0902170660974662e-07,3.1510811737689437e-09
1931,2.40653037053562e-07,4.5621426636444085e-09
1932,2.0713524406801298e-07,1.4247397928102146e-08
1933,1.8926593270407466e-07,8.02946331646126e-09
1934,1.9889422731012019e-07,8.38710612072191e-09
1935,1.8909888410689746e-07,5.98414207075848e-09
1936,2.400693404069898e-07,0.0
1937,1.8760765385650302e-07,1.2591118148108649e-09
1938,2.3078081312633003e-07,0.0
1939,2.0494027808126702e-07,6.117620188206274e-09
1940,1.6736167651743017e-07,2.5357829169792012e-09
1941,2.538292278586596e-07,0.0
1942,1.9115533689273434e-07,9.102635090130207e-09
1943,1.945167582562135e-07,5.806470415592457e-09
1944,2.634812688029342e-07,3.2131861615880553e-09
1945,1.8517283706387389e-07,1.089252066321933e-08
1946,1.8375857280261698e-07,8.352662561605939e-09
1947,2.0980732529096713e-07,1.1920870957027319e-09
1948,2.337455953238532e-07,8.697510267552389e-09
1949,2.1008398221056268e-07,1.2762110479513922e-08
1950,2.0313540005645336e-07,8.508289184305795e-09
1951,2.2388944387330412e-07,9.595261474260042e-09
1952,1.8137062340883858e-07,6.326882129314981e-09
1953,2.133217833488743e-07,6.464296653518886e-09
1954,2.0326875471710082e-07,4.886268278880834e-09
1955,2.046062519411862e-07,4.6928039232341234e-09
1956,1.761670631594825e-07,4.360570571293465e-09
1957,1.8818630564965133e-07,5.301022731885041e-09
1958,2.2417779632633028e-07,6.617794756635931e-09
1959,1.968689957720926e-07,6.200598257066758e-09
1960,1.9516750171533204e-07,0.0
1961,2.0497070352121227e-07,5.55852741612739e-09
1962,1.8074575791615644e-07,4.43936931660005e-09
1963,1.9721461796962103e-07,8.405868889838075e-09
1964,2.16589270962686e-07,3.6503808864551957e-09
1965,1.9206872536869923e-07,3.830430195250756e-09
1966,1.938676206236778e-07,3.3234448526542337e-09
1967,2.0362286079489422e-07,4.930335695263466e-09
1968,1.8639376264673047e-07,9.88111459321317e-09
1969,2.39804819557321e-07,9.991866889436096e-09
1970,2.0740249340178707e-07,4.598724956395017e-09
1971,2.1735421285029588e-07,4.624557625731995e-09
1972,1.877633764024722e-07,3.0780880067027283e-09
1973,2.100530593907024e-07,1.6539611902288698e-09
1974,1.8733153694938665e-07,2.812785782069227e-09
1975,1.9476146917440929e-07,5.140332159925265e-09
1976,2.079723770975761e-07,3.4281160132820787e-09
1977,1.7924185158335604e-07,3.526069214387917e-09
1978,1.8059397177694336e-07,8.910887139279566e-09
1979,2.1418222218017036e-07,2.925986564150662e-09
1980,2.0352840124360227e-07,4.548120546843393e-09
1981,1.8850137450954207e-07,3.1627747087981106e-09
1982,1.942948273381262e-07,4.345251713999687e-09
1983,1.9766939374221693e-07,5.68378455412244e-09
1984,2.4007894694477727e-07,2.3196033982486597e-09
1985,1.882869611335991e-07,3.0077789148208467e-09
1986,1.7623787584852835e-07,2.997242676272549e-09
1987,1.8454666417255794e-07,3.0554083707556856e-09
1988,1.5950833187616809e-07,4.797243047249822e-09
1989,2.058045822650456e-07,6.036934507847036e-09
1990,1.945168435213418e-07,5.44865097484859e-10
1991,1.8580844596272073e-07,3.5168792322792797e-09
1992,1.8954207803290046e-07,3.856960972825618e-09
1993,1.800242444005562e-07,3.323524566667402e-09
1994,2.152169997771125e-07,5.274926717646622e-09
1995,1.9032802356377942e-07,3.253470381991974e-09
1996,2.0338131889729993e-07,1.067618438099771e-09
1997,2.0857791582784557e-07,5.274384040632185e-09
1998,2.283933895341761e-07,1.9072516899143466e-09
1999,1.8189400918799947e-07,3.1991407301035224e-09
2000,2.014622424439949e-07,6.627047355323157e-09
2001,1.7349599090721313e-07,1.3143635069212678e-09
2002,2.0723177840409335e-07,6.571832411594869e-09
2003,2.4418167754447495e-07,3.7502307925763034e-09
2004,1.9160842157361913e-07,6.607186797680242e-09
2005,2.112258528086386e-07,4.954124666056714e-09
2006,2.1948353889911232e-07,5.353256948836815e-09
2007,1.9173501186742214e-07,3.994479413904628e-09
2008,2.1116900938977778e-07,2.9802078582719105e-09
2009,2.136150243359225e-07,1.907277002999308e-09
2010,1.8753458164155745e-07,5.196172381261022e-09
2011,2.0955366153430077e-07,3.823971805871906e-09
2012,2.0697856939477788e-07,3.744677901096338e-09
2013,2.1253133297705062e-07,7.2517249982695375e-09
2014,2.3040337282509427e-07,6.279790909502481e-09
2015,2.132345571226324e-07,5.984753581600444e-09
2016,2.162478978107174e-07,4.556948152156792e-09
2017,2.399893332949432e-07,6.792150397672003e-09
2018,2.2768536211970059e-07,5.6792268665617485e-09
2019,1.9515056237651152e-07,6.887666881283394e-09
