year,quand_CONJ elle_PRON,quand_CONJ telle_ADJ
1866,2.8888117867609253e-05,9.244664589402873e-09
1867,2.9344466611291864e-05,2.91168689159349e-09
1868,2.8473434667830588e-05,1.975949626142892e-09
1869,3.0934652386349626e-05,1.953407657850903e-09
1870,2.782619139907183e-05,1.1468097582678638e-08
1871,2.6702701006797724e-05,2.7615060460561835e-08
1872,2.6650018753571203e-05,1.0280476692159368e-08
1873,2.7294385517961928e-05,5.9860045809045914e-09
1874,2.704167832234816e-05,1.1949218281515073e-09
1875,2.6872869057115167e-05,4.005069165202713e-09
1876,2.6945877834805287e-05,4.836811839936672e-09
1877,2.6274953597749118e-05,1.4225077116236662e-08
1878,2.507489921299566e-05,7.2469061862534545e-09
1879,2.7109519578516483e-05,4.887460214320072e-09
1880,2.5032809617187013e-05,7.701415727368044e-09
1881,2.6169911961915204e-05,3.4862537301449947e-09
1882,2.6226876570945024e-05,1.3310770485830403e-08
1883,2.4848272687449935e-05,7.583206729222525e-09
1884,2.5513577838864876e-05,7.922036360241691e-09
1885,2.478089072610601e-05,6.445635691854079e-10
1886,2.3915891915748944e-05,2.5813855497602844e-09
1887,2.6602102479955647e-05,6.528924512139156e-09
1888,2.4342888082173886e-05,2.53624587998047e-09
1889,2.4076921135929297e-05,3.1325683158556217e-09
1890,2.4822772957122652e-05,1.3108772956016423e-09
1891,2.5102315476033255e-05,4.461953917456185e-09
1892,2.3645455030418816e-05,1.002961980134387e-08
1893,2.4241991468443302e-05,1.1085150131151522e-08
1894,2.37801195908105e-05,3.150769645188234e-09
1895,2.362246027587389e-05,2.4074457982692365e-09
1896,2.2894034827913856e-05,4.127920172347643e-09
1897,2.3007944491837407e-05,3.4960281336537946e-09
1898,2.367002957726072e-05,5.6583546736987955e-09
1899,2.3331908323598327e-05,4.4220627160029835e-09
1900,2.329225571884308e-05,9.34389543516545e-09
1901,2.2633833623331157e-05,2.794369458047896e-09
1902,2.2229836758924648e-05,1.4730851538580225e-09
1903,2.2408214363167644e-05,3.2401321625741275e-09
1904,2.1919333903497318e-05,2.6873125946735854e-09
1905,2.1280905912135495e-05,1.3934049247765756e-08
1906,2.3118994477044907e-05,5.144184522798412e-09
1907,2.2355425699061016e-05,5.6571278217454335e-09
1908,2.2945026557863457e-05,3.437972351250096e-09
1909,2.3354426275545848e-05,4.400786846048277e-09
1910,2.4491707790730288e-05,1.068830135508847e-09
1911,2.2146590026750346e-05,4.788336616101674e-09
1912,2.2254647092267987e-05,5.209421227725386e-09
1913,2.2495813254863606e-05,2.121195885607108e-09
1914,2.1628474087265204e-05,2.6786975415582504e-09
1915,1.9358147710590856e-05,1.1780761921542648e-09
1916,2.1237666260276455e-05,0.0
1917,2.1759579112767824e-05,1.0966424435210342e-09
1918,2.1780466340715066e-05,0.0
1919,2.2591455717702047e-05,2.762354567309444e-09
1920,2.3282340180230676e-05,7.572231730534895e-10
1921,2.379963075327396e-05,2.2718242842501013e-09
1922,2.352749834244605e-05,8.853522692753302e-09
1923,2.4667216621310217e-05,6.369568872344189e-09
1924,2.3857240194047336e-05,0.0
1925,2.446104781483882e-05,3.299453377181294e-09
1926,2.3783629785611993e-05,4.458455493683289e-09
1927,2.8303422823228175e-05,0.0
1928,2.3729601707600523e-05,6.85562484559199e-09
1929,2.3123027403926244e-05,1.2254446790649354e-08
1930,2.1739307840107358e-05,2.100720708497761e-09
1931,2.0439540321604e-05,4.5621426636444085e-09
1932,2.0505293150563375e-05,8.767629289252454e-09
1933,2.0134452597631025e-05,4.588264879146209e-09
1934,1.9320298633829225e-05,8.38710612072191e-09
1935,1.9924799062209786e-05,0.0
1936,1.9285571170257754e-05,1.2124714565686645e-09
1937,1.8503907085687388e-05,0.0
1938,1.9503571138557163e-05,5.186085672015395e-09
1939,1.931485553541279e-05,3.058810094103137e-09
1940,1.5983039475031546e-05,2.5357829169792012e-09
1941,2.047752559519722e-05,0.0
1942,1.9852847799484152e-05,3.034211770724937e-09
1943,2.0807486635021633e-05,0.0
1944,1.9610074787124177e-05,0.0
1945,2.0976815449103015e-05,0.0
1946,2.1817154902237235e-05,0.0
1947,2.284038873767713e-05,3.5762612871081956e-09
1948,2.0488072323132656e-05,0.0
1949,1.9719425381481415e-05,1.9634016634739737e-09
1950,2.054326432698872e-05,2.1270722960764488e-09
1951,2.0779072428922518e-05,1.0661401761424827e-09
1952,1.932651616698422e-05,2.1089607837865287e-09
1953,1.942736548699031e-05,0.0
1954,2.175561985495733e-05,3.9090144454689835e-09
1955,1.747787860040262e-05,2.815682353940474e-09
1956,1.9742048152693314e-05,8.72114158667614e-10
1957,1.8809795164997922e-05,4.417518795207798e-09
1958,1.8785437305268715e-05,0.0
1959,1.822743411139527e-05,3.8753737996444215e-09
1960,1.8432255274092313e-05,6.920833350854139e-10
1961,1.9732772216229932e-05,1.1811870925804158e-08
1962,1.863647253230738e-05,3.1709782577493684e-09
1963,1.9411091670917813e-05,0.0
1964,1.975403688447841e-05,0.0
1965,1.8282644305145368e-05,6.5664522708175355e-09
1966,2.0066959677933482e-05,2.215629901769489e-09
1967,1.9874182044077315e-05,1.9721342336964653e-09
1968,1.9314436485728947e-05,3.593132569257307e-09
1969,1.7636099755691248e-05,2.725054598640142e-09
1970,1.7058510366041446e-05,1.3796175313274261e-09
1971,1.835024499996507e-05,2.569198631618974e-09
1972,1.6477005601700512e-05,3.0780880067027283e-09
1973,1.667137735239521e-05,1.102640756478479e-09
1974,1.4664177570011816e-05,4.500457340128605e-09
1975,1.5142275969992625e-05,2.8557400888473694e-09
1976,1.5107708122741315e-05,1.7140580066410394e-09
1977,1.534192711005744e-05,2.3507127355770763e-09
1978,1.675246767263161e-05,1.7821774056514528e-09
1979,1.7716264210321242e-05,2.925986564150662e-09
1980,1.60730578500079e-05,3.411090521154847e-09
1981,1.706949569779681e-05,1.897664858585557e-09
1982,1.8274886770086596e-05,1.8622506869903077e-09
1983,1.737027696435689e-05,0.0
1984,1.7186521745315986e-05,2.3196033982486597e-09
1985,1.6645049527141964e-05,4.812446552371341e-09
1986,1.7759262618710636e-05,3.5966913891627428e-09
1987,1.7190339121953002e-05,1.2221633705067347e-09
1988,1.77587944563129e-05,1.1993107618124554e-09
1989,1.655492042118567e-05,0.0
1990,1.7201935861521633e-05,2.724325431913144e-09
1991,1.753281480887381e-05,5.861465202094962e-10
1992,1.7953601854969747e-05,1.1019888335184191e-09
1993,1.7717155287755304e-05,2.2156829704300662e-09
1994,1.7526470628581592e-05,1.0549853213248639e-09
1995,1.7736294012138387e-05,1.0844901643380922e-09
1996,1.7352002487314167e-05,5.871901187504136e-09
1997,1.7836527604231378e-05,9.58978896292706e-10
1998,1.82914975539461e-05,4.768129224785866e-10
1999,1.8558672763901995e-05,4.570201161957499e-10
2000,1.8660439309314825e-05,4.859834423776022e-09
2001,1.842474830482388e-05,5.257454027685071e-09
2002,1.989819429581985e-05,8.76244299341522e-10
2003,2.06679374059604e-05,3.7502305705316985e-09
2004,1.9699988115462475e-05,1.3214374039449694e-09
2005,2.1084303625684697e-05,1.8014998381943315e-09
2006,2.211183391409577e-05,8.235779835885637e-10
2007,2.9576724500657292e-05,1.1983438408247338e-09
2008,3.064930888285744e-05,8.514879357157668e-10
2009,3.423752968956251e-05,4.76819250749827e-10
2010,4.114045623282436e-05,1.4171379625338432e-09
2011,4.3764976908278186e-05,1.9119859584471044e-09
2012,5.2636894906754605e-05,1.7021263842842416e-09
2013,5.637853610096499e-05,2.789124986524172e-09
2014,6.186828250065446e-05,6.496335691608124e-10
2015,6.0793125157942995e-05,2.4382329072425435e-09
2016,6.2232167692855e-05,2.6927420848643635e-09
2017,6.111602306191344e-05,1.7609279867603078e-09
2018,6.683675383101217e-05,3.3559066636712487e-09
2019,6.387341636582278e-05,1.275493877184175e-09
