year,quand_CONJ elles_PRON,quand_CONJ telle_ADJ
1921,7.175935593295435e-06,2.2718242842501013e-09
1922,7.058470771426073e-06,8.853522692753302e-09
1923,6.840917023964721e-06,6.369568872344189e-09
1924,6.619849159505975e-06,0.0
1925,6.89145826981985e-06,3.299453377181294e-09
1926,6.944044230294821e-06,4.458455493683289e-09
1927,6.836704869783716e-06,0.0
1928,6.636244563651417e-06,6.85562484559199e-09
1929,6.7232351739221485e-06,1.2254446790649354e-08
1930,6.428205210795568e-06,2.100720708497761e-09
1931,6.035714761765121e-06,4.5621426636444085e-09
1932,5.680327831214527e-06,8.767629289252454e-09
1933,5.8179197708341235e-06,4.588264879146209e-09
1934,5.755951065111731e-06,8.38710612072191e-09
1935,5.6167155548791925e-06,0.0
1936,5.7143779486068524e-06,1.2124714565686645e-09
1937,5.402848898938828e-06,0.0
1938,5.788968451270193e-06,5.186085672015395e-09
1939,5.66797490364479e-06,3.058810094103137e-09
1940,5.03352913483468e-06,2.5357829169792012e-09
1941,5.410104336078803e-06,0.0
1942,5.862097054887272e-06,3.034211770724937e-09
1943,5.736792559218884e-06,0.0
1944,5.378873538575135e-06,0.0
1945,5.4658664225826215e-06,0.0
1946,5.39303584901063e-06,0.0
1947,6.2906436824050616e-06,3.5762612871081956e-09
1948,5.571842450535769e-06,0.0
1949,5.47200045275531e-06,1.9634016634739737e-09
1950,5.452749633150233e-06,2.1270722960764488e-09
1951,5.502349608832446e-06,1.0661401761424827e-09
1952,5.352542473247013e-06,2.1089607837865287e-09
1953,5.218842147769465e-06,0.0
1954,5.399326255428605e-06,3.9090144454689835e-09
1955,4.802615649168729e-06,2.815682353940474e-09
1956,5.178613946554833e-06,8.72114158667614e-10
1957,4.876057346336893e-06,4.417518795207798e-09
1958,5.01628835536394e-06,0.0
1959,4.741907730476669e-06,3.8753737996444215e-09
1960,4.717932284847848e-06,6.920833350854139e-10
1961,5.190969943669188e-06,1.1811870925804158e-08
1962,4.904234685909614e-06,3.1709782577493684e-09
1963,4.793285427240335e-06,0.0
1964,5.080113737676584e-06,0.0
1965,5.189138789774006e-06,6.5664522708175355e-09
1966,5.00400000191803e-06,2.215629901769489e-09
1967,5.2261555083532585e-06,1.9721342336964653e-09
1968,5.370385792957677e-06,3.593132569257307e-09
1969,4.910548653924707e-06,2.725054598640142e-09
1970,5.04250181165844e-06,1.3796175313274261e-09
1971,4.910252442869023e-06,2.569198631618974e-09
1972,4.832085295447541e-06,3.0780880067027283e-09
1973,4.603525098900718e-06,1.102640756478479e-09
1974,4.351942152425181e-06,4.500457340128605e-09
1975,4.230493374279831e-06,2.8557400888473694e-09
1976,4.273146657851612e-06,1.7140580066410394e-09
1977,4.5680223479394044e-06,2.3507127355770763e-09
1978,4.65623529066761e-06,1.7821774056514528e-09
1979,4.870012105584465e-06,2.925986564150662e-09
1980,4.522537324191944e-06,3.411090521154847e-09
1981,4.667622846454833e-06,1.897664858585557e-09
1982,4.796537155016267e-06,1.8622506869903077e-09
1983,4.728908834294998e-06,0.0
1984,4.7812823709136865e-06,2.3196033982486597e-09
1985,4.560996330837952e-06,4.812446552371341e-09
1986,4.694880942679447e-06,3.5966913891627428e-09
1987,4.529948739673273e-06,1.2221633705067347e-09
1988,4.535193852461816e-06,1.1993107618124554e-09
1989,4.589167588164855e-06,0.0
1990,4.632987838704139e-06,2.724325431913144e-09
1991,4.775335781914691e-06,5.861465202094962e-10
1992,4.648188905775896e-06,1.1019888335184191e-09
1993,4.8379436634604644e-06,2.2156829704300662e-09
1994,4.908846733542305e-06,1.0549853213248639e-09
1995,4.821101015295426e-06,1.0844901643380922e-09
1996,4.779727703407843e-06,5.871901187504136e-09
1997,4.8989435867952125e-06,9.58978896292706e-10
1998,4.990801016901969e-06,4.768129224785866e-10
1999,5.318800162967818e-06,4.570201161957499e-10
2000,5.089572482575022e-06,4.859834423776022e-09
2001,5.089215505904576e-06,5.257454027685071e-09
2002,5.33632777433013e-06,8.76244299341522e-10
2003,5.531173485451291e-06,3.7502305705316985e-09
2004,5.505548642759095e-06,1.3214374039449694e-09
2005,5.378377977649507e-06,1.8014998381943315e-09
2006,5.477617037286109e-06,8.235779835885637e-10
2007,5.804777742923761e-06,1.1983438408247338e-09
2008,5.755207041602262e-06,8.514879357157668e-10
2009,5.785247878975497e-06,4.76819250749827e-10
2010,6.315239090781688e-06,1.4171379625338432e-09
2011,6.2066886812317534e-06,1.9119859584471044e-09
2012,6.818037149969314e-06,1.7021263842842416e-09
2013,7.007676799730689e-06,2.789124986524172e-09
2014,7.4168660830764566e-06,6.496335691608124e-10
2015,7.229360676319629e-06,2.4382329072425435e-09
2016,7.4572386665749946e-06,2.6927420848643635e-09
2017,6.784352081012912e-06,1.7609279867603078e-09
2018,7.255728519339755e-06,3.3559066636712487e-09
2019,7.190213977992244e-06,1.275493877184175e-09
