year,fût_VERB en_PRON,fût_VERB tant_ADV
1868,2.4699369660652337e-08,2.1735445443482604e-08
1869,2.9789466893248573e-08,1.7580669364747337e-08
1870,1.834895613228582e-08,2.0069171213776826e-08
1871,1.5931766128574054e-08,1.1683295220166201e-08
1872,2.4189358072135292e-08,8.4662747923403e-09
1873,2.454261860407314e-08,8.979006871356887e-09
1874,4.182226476245887e-08,1.2546679251101978e-08
1875,3.318485752856759e-08,2.8607635371713513e-08
1876,2.7811667635546655e-08,1.5719638923883394e-08
1877,2.1646856751544874e-08,2.3502300550148902e-08
1878,2.8383716710322915e-08,9.662541877730746e-09
1879,1.710611030603104e-08,1.1607718342077078e-08
1880,2.0537108014195837e-08,3.2089231272180996e-09
1881,1.673401861523871e-08,9.064259565150223e-09
1882,2.994923420374107e-08,1.3310770263785798e-08
1883,4.1707636455612374e-08,1.3902545781263598e-08
1884,2.0465261485469455e-08,1.1883054540362536e-08
1885,1.8692343672910283e-08,9.66845359329227e-09
1886,3.743009102663564e-08,1.677900662855336e-08
1887,3.133883907935342e-08,5.223139698529167e-09
1888,3.6775563927449184e-08,1.3949351895803375e-08
1889,1.3783300722991498e-08,8.771191772893872e-09
1890,2.4251230357208442e-08,7.865263995654459e-09
1891,3.6970476458009216e-08,1.0836173736095134e-08
1892,3.19694137829174e-08,8.149066310636499e-09
1893,2.8328715373504565e-08,5.542574843531156e-09
1894,1.6384001710889606e-08,1.071261657159539e-08
1895,1.6852119699706236e-08,9.629783193076946e-09
1896,2.889544248318998e-08,1.592197840238896e-08
1897,2.9133568446582103e-08,1.4566784223291052e-08
1898,2.2067583316243145e-08,1.1882545614128048e-08
1899,2.9296165493519766e-08,1.1055156790007459e-08
1900,2.0245106924221545e-08,9.863001082521805e-09
1901,2.2913829056392387e-08,5.58873880507349e-09
1902,1.8659077838378835e-08,1.6203935970793282e-08
1903,2.5381035939631147e-08,2.1600881083827517e-08
1904,2.956043942958786e-08,4.299700151477737e-09
1905,2.0643035725242953e-08,5.676835002077496e-09
1906,1.4918134283448126e-08,5.144184633820714e-09
1907,1.337139288182243e-08,7.199980611716228e-09
1908,3.045061092166179e-08,7.367083831866239e-09
1909,3.740668930163338e-08,7.701377313651392e-09
1910,1.6566866989364826e-08,5.34415089958884e-09
1911,1.5429085564733214e-08,7.448523575703803e-09
1912,3.334029585744247e-08,1.0418842677495377e-08
1913,2.1211958411981868e-08,5.833288518886093e-09
1914,1.7411533548283842e-08,1.0714789944188396e-08
1915,1.4136913861761968e-08,1.1780761921542648e-09
1916,2.0876177231343718e-08,4.394984820521586e-09
1917,1.5352993543160665e-08,9.869782324756216e-09
1918,1.2635013924011673e-08,4.594550517822427e-09
1919,1.749491218561161e-08,2.762354567309444e-09
1920,1.1358347151713133e-08,6.057785384427916e-09
1921,2.4232791773215467e-08,8.330022005509363e-09
1922,1.3280283539529592e-08,1.0329110011753073e-08
1923,2.7601466001669905e-08,1.0615948120573648e-09
1924,1.5469948877466777e-08,6.445812328337297e-09
1925,8.798542339150117e-09,1.0998178368026856e-08
1926,2.3406890647947876e-08,1.0031524944054127e-08
1927,2.5643217327342427e-08,1.7838759802657478e-08
1928,1.1426041446327417e-08,1.1426041224282812e-09
1929,2.785101571589621e-08,1.5596569369336066e-08
1930,1.995684684175103e-08,8.402882833991043e-09
1931,1.1405356659111021e-08,1.4826963656844327e-08
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,1.7205993074753678e-08,0.0
1934,1.7972370258689807e-08,1.0783422155213884e-08
1935,2.154291145473053e-08,1.4361940969820353e-08
1936,1.8187071404440758e-08,2.182448710641438e-08
1937,1.2591118370153254e-08,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,7.647025235257843e-09
1940,2.028626333583361e-08,0.0
1941,1.1806010391524069e-08,1.4757512545315876e-08
1942,9.102635090130207e-09,9.102635090130207e-09
1943,1.4516175816936538e-08,5.806470415592457e-09
1944,1.6065930807940276e-08,3.2131861615880553e-09
1945,6.535512131478072e-09,8.714016175304096e-09
1946,2.5057987684817817e-08,6.960552134671616e-09
1947,5.006765846360395e-08,4.7683483828109274e-09
1948,3.152847583010043e-08,1.0871888278529696e-08
1949,2.9451024730065e-08,3.9268033269479474e-09
1950,9.571825110299415e-09,5.317680518146517e-09
1951,3.1984203729962246e-08,1.9190522948520083e-08
1952,2.319856839960721e-08,8.435843135146115e-09
1953,2.2625037843226892e-08,7.54167928107563e-09
1954,1.7590565448699635e-08,7.818028890937967e-09
1955,2.3464020060259827e-08,3.754243138587299e-09
1956,1.831439710997529e-08,3.488456634670456e-09
1957,9.718541527092839e-09,1.0602045463770082e-08
1958,2.3989505493204888e-08,5.790570245522986e-09
1959,2.2477168570844697e-08,4.650448914844674e-09
1960,1.868625076895114e-08,4.152500121534786e-09
1961,2.292892631317045e-08,8.33779090214648e-09
1962,2.980719671086263e-08,8.8787386332001e-09
1963,2.2631185814248056e-08,7.1126584622049904e-09
1964,2.068549243006146e-08,7.300761772910391e-09
1965,2.5171399187229326e-08,6.5664522708175355e-09
1966,2.3818021332999706e-08,7.200797291773142e-09
1967,3.007504645324843e-08,1.2818872185960117e-08
1968,1.4372530721118437e-08,8.084548142051062e-09
1969,1.8167030546578644e-08,9.991866889436096e-09
1970,1.609553734738256e-08,6.438214850135182e-09
1971,2.003974941544584e-08,7.193756701440179e-09
1972,2.5137719461554298e-08,9.747279428040656e-09
1973,1.929621262775072e-08,3.3079223804577396e-09
1974,1.012602890426706e-08,1.1251143350321513e-09
1975,1.4278700888326057e-08,2.8557400888473694e-09
1976,1.9425991482080462e-08,3.4281160132820787e-09
1977,2.1744092748576804e-08,1.7630346071939584e-09
1978,1.7227714366185864e-08,4.158414057542359e-09
1979,1.287434159280565e-08,8.777959692451986e-09
1980,1.4212877097463661e-08,9.096241093686785e-09
1981,1.8344094243616382e-08,5.69299452024552e-09
1982,1.9864007327896616e-08,4.966001831974154e-09
1983,2.084054351314535e-08,2.5261264191556165e-09
1984,1.3917620833581168e-08,3.479405208395292e-09
1985,1.2632671797518924e-08,7.218669662023558e-09
1986,1.7384007122700496e-08,5.994485352545098e-09
1987,1.588812459374367e-08,6.110816741511371e-09
1988,1.4991384134077634e-08,5.396898483667201e-09
1989,9.878619700032232e-09,3.841685636274406e-09
1990,9.80757164370516e-09,2.179460389939436e-09
1991,1.0550637696837839e-08,3.5168792322792797e-09
1992,1.322386644631024e-08,6.060938417817852e-09
1993,1.1632335983335906e-08,6.093128224193833e-09
1994,1.5824779708850656e-08,5.802419433820205e-09
1995,1.138714633697191e-08,3.253470381991974e-09
1996,1.5480466686312866e-08,3.2028553142993132e-09
1997,8.630809844589749e-09,3.835915585170824e-09
1998,1.4781200263769279e-08,4.7681290027412615e-09
1999,7.312321859131998e-09,2.285100553223174e-09
2000,1.4579503826439577e-08,2.6508188977203417e-09
2001,1.1391150245287918e-08,1.7524847129024579e-09
2002,1.3143664823189738e-08,4.381221607729913e-09
2003,5.8336921959778465e-09,1.2500769308587678e-09
2004,1.0571499231559756e-08,8.80958239690699e-09
2005,9.908249332113428e-09,7.205999352777326e-09
2006,1.8118715416903797e-08,4.529678854225949e-09
2007,7.988958827809256e-09,1.997239706952314e-09
2008,8.089135583588813e-09,4.257439734089985e-09
2009,7.629108011997232e-09,8.105927484791664e-09
2010,1.2281861749841028e-08,4.723792912386671e-09
2011,1.3001504761689375e-08,3.823971805871906e-09
2012,1.7021264397953928e-08,4.765953853791416e-09
2013,1.840822605458925e-08,5.857162754807632e-09
2014,1.7323561252169384e-08,9.744502982300673e-09
2015,1.9505863591007255e-08,7.093041265449074e-09
2016,2.423467826417891e-08,9.735297901158901e-09
2017,1.3081178806828575e-08,4.024978128569501e-09
2018,1.9102854409425163e-08,6.711813327342497e-09
2019,1.632632162795744e-08,4.08158040698936e-09
