year,seront_VERB au_ADP,seront_VERB tôt_ADV
1948,4.044342207798479e-07,1.6307831529616124e-08
1949,4.378385685122055e-07,2.6505922789965553e-08
1950,3.616022867802826e-07,1.808011518278363e-08
1951,3.731490698655193e-07,2.1322803078760444e-08
1952,3.564143753465032e-07,1.4762725264461096e-08
1953,2.8873856505740036e-07,1.0773827163745864e-08
1954,3.5962932853905727e-07,1.7590565448699635e-08
1955,3.3788188602557057e-07,1.1262729415761896e-08
1956,3.671600476984338e-07,1.9186511934776718e-08
1957,4.170137679615493e-07,7.068030161150318e-09
1958,3.5157034528054965e-07,7.445019267748876e-09
1959,3.9606321600160754e-07,2.1702094343822864e-08
1960,3.5019415683956723e-07,2.422291700554524e-08
1961,3.4393388115283585e-07,1.042223907177231e-08
1962,3.4246565983053756e-07,2.219684702708946e-08
1963,3.653319993190962e-07,1.681173777967615e-08
1964,4.015419125535935e-07,2.6769461314302134e-08
1965,4.2353616791501736e-07,1.641613067704384e-08
1966,3.9992120037801726e-07,1.9940669560014612e-08
1967,4.1513424786643327e-07,1.3804939413830652e-08
1968,3.961428877985451e-07,1.5719955115400808e-08
1969,6.771760698853768e-07,1.589615195030092e-08
1970,4.948228216061779e-07,1.3796174869185052e-08
1971,4.264869951642325e-07,1.9012070140433934e-08
1972,4.5196593689844633e-07,1.539044092169206e-08
1973,4.454668558473429e-07,1.268036875501366e-08
1974,4.067288337239461e-07,1.518904291231138e-08
1975,4.186514894755078e-07,2.798625331479343e-08
1976,3.9023388054282293e-07,1.8283285996290033e-08
1977,4.419339966199587e-07,1.5279633558407113e-08
1978,3.5643548124131286e-07,1.0099005187669263e-08
1979,4.143197145367594e-07,8.777959692451986e-09
1980,4.0250867305857696e-07,1.5349906234973787e-08
1981,4.257094927684335e-07,1.644642821929665e-08
1982,4.2459314619769373e-07,1.3656505259973528e-08
1983,4.168108538316062e-07,1.4525227243211702e-08
1984,3.618581214670513e-07,1.4497521405587577e-08
1985,4.018392897320311e-07,1.3835783185811579e-08
1986,4.196139935519483e-07,1.6784559520033326e-08
1987,3.9720308819823913e-07,1.099947066762752e-08
1988,4.281539385253552e-07,2.5785181989590455e-08
1989,4.884428919105233e-07,1.4269117443177493e-08
1990,4.1682178819613114e-07,2.2339468941368068e-08
1991,4.1030257291740924e-07,1.3481369798284959e-08
1992,4.1434779407545363e-07,1.4325855168806356e-08
1993,4.387052219279042e-07,1.4401939196773128e-08
1994,3.908720596079718e-07,1.002236071911966e-08
1995,4.09937279233219e-07,8.133675954979935e-09
1996,4.2064167549149545e-07,1.5480466686312866e-08
1997,4.3873284516493527e-07,1.6782131240233866e-08
1998,4.291316262339251e-07,1.382757464085671e-08
1999,4.359971983447508e-07,1.5995704316651427e-08
2000,4.608006944906151e-07,1.1045078629479121e-08
2001,4.017571226810901e-07,1.0076787404500465e-08
2002,4.1227295655144047e-07,1.4019908789464353e-08
2003,4.1252537164027103e-07,2.375146124222738e-08
2004,4.290266680806454e-07,1.7178685141061578e-08
2005,4.2335245553637435e-07,1.5763124139311913e-08
2006,4.241426747597643e-07,1.4000825387938676e-08
2007,4.2061868299470007e-07,1.4779574009082808e-08
2008,4.053082459654078e-07,1.3623806971452268e-08
2009,4.4391872267013355e-07,1.7642312499788204e-08
2010,4.2561374496985493e-07,1.842279218067233e-08
2011,4.936747717287915e-07,1.3766299211681599e-08
2012,4.847655915574123e-07,1.2255309655984092e-08
2013,4.130694095660914e-07,1.4503449996539075e-08
2014,4.0840296736122106e-07,1.9489005964601347e-08
2015,4.1073143181025173e-07,1.2856137487915476e-08
2016,4.250389633586593e-07,1.3463710146766061e-08
2017,6.180856969573156e-07,8.804639684001359e-09
2018,4.349771452472062e-07,1.3423626654684995e-08
2019,3.7652578982472207e-07,1.5050828139351324e-08
