year,bon_ADJ enfant_NOUN
1947,8.797602895072032e-07
1948,8.338738251012501e-07
1949,7.303854419049571e-07
1950,7.189504245275202e-07
1951,6.9832183147156e-07
1952,8.024595761213504e-07
1953,7.099952279432387e-07
1954,6.723505094896609e-07
1955,6.635624849593569e-07
1956,7.918796498529446e-07
1957,6.537928003425009e-07
1958,6.899051223641095e-07
1959,6.076586109848847e-07
1960,6.055729162568468e-07
1961,6.531269782783511e-07
1962,6.132671988012817e-07
1963,6.065158126844494e-07
1964,6.71061724411004e-07
1965,6.407763004645517e-07
1966,7.793478022932732e-07
1967,6.690465106373722e-07
1968,7.662355585580372e-07
1969,7.030640905014707e-07
1970,6.04272483606394e-07
1971,7.029327875329727e-07
1972,6.217737933411627e-07
1973,5.684113117965239e-07
1974,5.603069430648588e-07
1975,6.037034361305871e-07
1976,5.953495021415733e-07
1977,5.671094198689275e-07
1978,5.762373680440191e-07
1979,6.630285840358852e-07
1980,6.674366748171678e-07
1981,7.027685677840623e-07
1982,6.85308267023288e-07
1983,6.883694414483443e-07
1984,6.37311015960762e-07
1985,7.290856522956801e-07
1986,7.187388013640827e-07
1987,7.180209600221588e-07
1988,7.195864517584027e-07
1989,7.584584942321726e-07
1990,7.442857334893915e-07
1991,7.490952489419556e-07
1992,7.251086735493573e-07
1993,7.73827301792096e-07
1994,6.867954445155533e-07
1995,7.726992192758075e-07
1996,6.992900862812235e-07
1997,7.441676044273038e-07
1998,7.738673737378576e-07
1999,7.714499288269394e-07
2000,8.023145161573098e-07
2001,7.259668111103679e-07
2002,7.960679226926004e-07
2003,8.333845915586835e-07
2004,7.866957396629459e-07
2005,7.525765841620569e-07
2006,8.589918500945259e-07
2007,9.426971274706375e-07
2008,1.0273202240007606e-06
2009,1.0337441258556623e-06
2010,1.205511986235308e-06
2011,1.5494734073584482e-06
2012,1.6558285373946546e-06
2013,1.3739229434150957e-06
2014,1.5937677009247864e-06
2015,1.8468506617352887e-06
2016,1.5800181909497724e-06
2017,1.3184318765624425e-06
2018,1.4025108887594229e-06
2019,1.6994680804849338e-06
