year,on_PRON allait_VERB,on_PRON fallait_VERB
1842,2.9898737068378978e-06,9.391571076378114e-09
1843,2.5381996238138527e-06,1.7720733769266417e-09
1844,2.9457107757480117e-06,1.6465683816413446e-09
1845,3.6014790794069995e-06,7.254296385816872e-09
1846,3.0472678531623387e-06,5.854501328173001e-10
1847,3.1485640192840947e-06,0.0
1848,2.6605547986946476e-06,8.045221711050488e-10
1849,3.0542966555913154e-06,2.513824481908955e-09
1850,2.9613599963340675e-06,6.1100964288129944e-09
1851,2.8764497415068035e-06,2.579775504329973e-09
1852,2.4837731302795873e-06,3.906327261660181e-09
1853,2.6515377271607576e-06,5.3747386541402875e-09
1854,2.494438547273603e-06,5.195664454227256e-10
1855,2.8296589675846917e-06,1.5920811335945473e-08
1856,2.9437497914841515e-06,6.730345836203355e-09
1857,2.969422041587677e-06,5.857810903009408e-09
1858,2.7071814656665083e-06,3.4255732694887797e-09
1859,2.7635224455480056e-06,2.5460866748261424e-09
1860,3.1500180170951353e-06,2.7463103458025273e-09
1861,2.8776810268027475e-06,3.7727710400226044e-09
1862,2.899191827054892e-06,1.355395878865906e-09
1863,2.89638069261855e-06,6.493007076446844e-09
1864,2.8533426643662096e-06,2.397363974004918e-09
1865,2.928127855739149e-06,1.882737743486018e-09
1866,2.9441823699016823e-06,8.271542117910258e-09
1867,3.0509625048580347e-06,2.426405742994575e-09
1868,2.6512303747949773e-06,5.4338614718929534e-09
1869,2.8969035952286504e-06,1.953407657850903e-09
1870,3.0843448257655837e-06,5.160643912205387e-09
1871,3.3658511142675707e-06,1.0621177271019633e-09
1872,3.2625396215735236e-06,3.023669647994609e-09
1873,3.0067699299252126e-06,5.9860043588599865e-09
1874,3.0058258744247723e-06,4.182226343019124e-09
1875,2.9637510579050286e-06,5.7215269744226305e-09
1876,2.563510321351714e-06,4.232210359944588e-09
1877,2.720700592817593e-06,1.8554447978047506e-09
1878,2.8347482157187187e-06,6.039088673581716e-10
1879,3.0345019013111596e-06,2.443730107160036e-09
1880,2.8854636298092373e-06,5.134277003548959e-09
1881,2.724855903579737e-06,1.3945015142624584e-09
1882,2.84384606175081e-06,7.320923645082189e-09
1883,2.8771950724149065e-06,3.7916034201224136e-09
1884,2.799119613428047e-06,1.3203393933736152e-09
1885,2.8895784680571523e-06,2.5782542767416317e-09
1886,2.603972575343505e-06,1.936039106809062e-09
1887,2.7114623435409158e-06,7.834709492282599e-09
1888,2.6180398435826646e-06,5.07249175996094e-09
1889,2.771070001017506e-06,8.144677710042458e-09
1890,2.594881607365096e-06,2.6217545912032847e-09
1891,2.640839284140384e-06,3.187110020341777e-09
1892,2.5531651886012696e-06,3.1342561879199593e-09
1893,2.730641824655322e-06,4.310891699166319e-09
1894,2.706510997541045e-06,5.041231432301174e-09
1895,2.607865610571025e-06,1.2037228991346183e-09
1896,2.5941031367437972e-06,2.358811590497112e-09
1897,2.4938334490798297e-06,5.244042200480692e-09
1898,2.5338112550343794e-06,1.6975064687230201e-09
1899,2.6134390509469085e-06,0.0
1900,2.4382376295761787e-06,5.191053142894475e-09
1901,2.359006657570717e-06,5.588739027118095e-09
1902,1.978353310505554e-06,4.4192554615740676e-09
1903,2.3582762196383555e-06,2.7001101354784396e-09
1904,2.308939031081536e-06,7.524475265086039e-09
1905,2.3440167069566087e-06,5.160759097844192e-09
1906,2.338031833915011e-06,4.629766070518571e-09
1907,2.2978223910286033e-06,5.65712765521198e-09
1908,2.35206420029499e-06,2.4556945366072114e-09
1909,2.3346174771177175e-06,4.400786901559428e-09
1910,2.4000581220207096e-06,4.809735609789811e-09
1911,2.2686074885314156e-06,9.044636373189974e-09
1912,2.3911243829388695e-06,5.2094211167030835e-09
1913,2.4155118012458843e-06,2.6514948570088848e-09
1914,2.252784554457321e-06,3.348371913070025e-09
1915,2.475138046520442e-06,5.890380849749022e-09
1916,2.220566102550947e-06,1.0987462051303964e-09
1917,2.5113111519203812e-06,4.386569774084137e-09
1918,2.448895486395486e-06,1.1486376294556067e-09
1919,2.593850922494312e-06,2.762354567309444e-09
1920,2.4314435904670972e-06,6.057785384427916e-09
1921,2.319532484307274e-06,7.572747540152136e-09
1922,2.526942921576847e-06,2.951174193910333e-09
1923,2.1592838379547175e-06,2.1231896241147297e-09
1924,2.268925925363874e-06,2.578324886925998e-09
1925,2.407501142442925e-06,3.299453377181294e-09
1926,2.4365458557440434e-06,5.573069228326233e-09
1927,2.848626877494098e-06,5.574612549352764e-09
1928,2.3526218910774332e-06,4.570416489713125e-09
1929,2.517731843454385e-06,6.684243825105796e-09
1930,2.4399871563218767e-06,4.201441416995522e-09
1931,2.1407853978416824e-06,2.2810713318222042e-09
1932,2.2982147811489995e-06,1.0959536611565568e-09
1933,2.24136744009229e-06,3.4411986593596566e-09
1934,2.2465463302978605e-06,4.7926320689839486e-09
1935,1.979554156150698e-06,3.590485242455088e-09
1936,2.142437097063521e-06,9.699771652549316e-09
1937,2.3482435267396795e-06,3.777335444432595e-09
1938,1.987567372907506e-06,3.889564337278273e-09
1939,2.0448145505724824e-06,1.5294050470515685e-09
1940,1.7623690951040771e-06,0.0
1941,2.2460935156232154e-06,0.0
1942,2.175529857595393e-06,6.068423541449874e-09
1943,3.1471070087718545e-06,0.0
1944,2.5319906740151055e-06,3.2131861615880553e-09
1945,2.866911358978541e-06,0.0
1946,2.606030761853617e-06,8.352662561605939e-09
1947,2.526032574223791e-06,2.3841741914054637e-09
1948,2.196121329234302e-06,3.2615663503321457e-09
1949,2.050773048267729e-06,9.817008317369869e-10
1950,2.152597232907283e-06,3.190608444114673e-09
1951,2.3017965986582567e-06,2.1322803522849654e-09
1952,2.078380873626884e-06,2.1089607837865287e-09
1953,1.9673008750942245e-06,1.0773827385790469e-09
1954,2.2633193452747946e-06,1.9545072227344917e-09
1955,1.983178890441195e-06,5.631364707880948e-09
1956,2.0468518755478726e-06,1.744228317335228e-09
1957,1.9604948420237633e-06,1.1485549233913872e-08
1958,2.041589652890252e-06,2.481673033738474e-09
1959,1.908234082748095e-06,1.5501495642666896e-09
1960,1.968977073829592e-06,4.152500121534786e-09
1961,2.0691618374257814e-06,6.948159270159238e-10
1962,2.2241241595111205e-06,6.341956348965283e-09
1963,2.138970387477457e-06,1.2932106496776896e-09
1964,2.1306056510184135e-06,6.083968329129164e-10
1965,1.946953034348553e-06,1.6416130121932326e-09
1966,2.2056595980757265e-06,3.323444963676536e-09
1967,2.1762501205557783e-06,3.944268467392931e-09
1968,2.300503183505498e-06,4.49141579483836e-09
1969,1.9584059600674664e-06,2.7250546541512932e-09
1970,2.0777039253516705e-06,1.3796175313274261e-09
1971,2.0569005414472485e-06,2.5691987426412766e-09
1972,1.8299233488505706e-06,2.0520587451500205e-09
1973,1.8689760850065795e-06,1.102640756478479e-09
1974,2.020142801484326e-06,1.687671502548227e-09
1975,1.8442370048887824e-06,3.4268881066168433e-09
1976,1.8094740141805232e-06,1.7140580621521906e-09
1977,1.9181815673618985e-06,1.7630346071939584e-09
1978,2.136236673777603e-06,1.1881182704343018e-09
1979,2.096176842769637e-06,0.0
1980,2.1194241526245605e-06,1.7055452605774235e-09
1981,2.2038214524400246e-06,1.897664858585557e-09
1982,2.3365038828160323e-06,0.0
1983,2.1427867409329338e-06,1.2630632095778083e-09
1984,2.211741787050414e-06,5.799008495621649e-10
1985,2.21613152007194e-06,0.0
1986,2.2497304144053487e-06,1.1988970927134801e-09
1987,2.101509892327158e-06,1.8332450557601021e-09
1988,2.0184400000289315e-06,1.7989661427186832e-09
1989,2.1145734194760735e-06,5.488122178931576e-10
1990,2.0568657532749057e-06,0.0
1991,2.1212642309365037e-06,1.7584395606284886e-09
1992,2.280565865930839e-06,1.1019888335184191e-09
1993,2.290462248311087e-06,5.539207426075166e-10
1994,2.1748521703557344e-06,0.0
1995,2.345752250221267e-06,3.2534704930142766e-09
1996,2.0690445126092527e-06,5.338092190498855e-10
1997,1.990840189591836e-06,2.876936688878118e-09
1998,2.148519058664533e-06,3.3376904573501065e-09
1999,2.0611606998954812e-06,9.140402323914998e-10
2000,2.1811821682149457e-06,8.836062992401139e-10
2001,2.0841424088757776e-06,1.3143635346768434e-09
2002,2.2510715780299506e-06,8.76244299341522e-10
2003,2.274723215123231e-06,8.333845835650777e-10
2004,2.2191337620824925e-06,1.7619165015858584e-09
2005,2.303217570442939e-06,9.007499190971657e-10
2006,2.3097244934433547e-06,8.235779835885637e-10
2007,2.3279825995814463e-06,1.5977917877663117e-09
2008,2.4859190261850017e-06,1.2772319035736501e-09
2009,2.8046509328305547e-06,4.76819250749827e-10
2010,2.980713475153607e-06,9.447586046817946e-10
2011,3.1410106657858705e-06,3.82397197240536e-10
2012,3.8342099060173496e-06,3.404252713057332e-10
2013,3.830863306575338e-06,5.578250084070646e-10
2014,4.367486326373182e-06,0.0
2015,4.007568350061774e-06,0.0
2016,4.104360300516419e-06,2.0713400439298368e-10
2017,3.6639879112954077e-06,0.0
2018,4.435218102116778e-06,0.0
2019,4.080815187990083e-06,2.55098775436835e-10
