year,bien_ADV in_ADJ,bien_ADV fines_ADJ
1844,3.1284798751585186e-08,1.0428266250528395e-08
1845,3.124927516751086e-08,1.0044410636567136e-08
1846,2.4588905134237393e-08,1.1123552745573306e-08
1847,3.020205241455187e-08,1.0786447290911383e-08
1848,1.689496542667257e-08,1.206783295515379e-08
1849,2.76520690789539e-08,1.9272654583346593e-08
1850,3.055048125588655e-08,8.82569484161877e-09
1851,3.224719336003545e-08,3.1602251482354404e-08
1852,3.580800012059626e-08,1.0416872697760482e-08
1853,3.0456853039595444e-08,5.971931837933653e-09
1854,3.273268589509826e-08,1.506742641765868e-08
1855,3.343370380548549e-08,2.5473298137512757e-08
1856,2.692138423299184e-08,9.318940286107136e-09
1857,2.880090299584026e-08,1.0739319655783675e-08
1858,3.866004050223637e-08,5.872411001917044e-09
1859,2.9025388315062628e-08,1.018434669930457e-08
1860,3.3413442679375294e-08,6.408057640072684e-09
1861,3.678451676591976e-08,3.772770984511453e-09
1862,2.4397126097142063e-08,7.680577063240435e-09
1863,3.296449690992631e-08,6.493007020935693e-09
1864,3.2604148714199255e-08,8.63051052846231e-09
1865,3.718406915709238e-08,1.7415324293779122e-08
1866,4.184427027098536e-08,1.5083399418358567e-08
1867,2.426405742994575e-08,1.3102591012170706e-08
1868,2.5193358510477992e-08,7.903798504571569e-09
1869,2.3440891894210836e-08,7.813630631403612e-09
1870,4.185855573268782e-08,1.0321287824410774e-08
1871,3.186353225714811e-08,5.3105884134652115e-09
1872,5.1402384571019866e-08,1.5723081503438152e-08
1873,3.1725821969530443e-08,1.1972009161809183e-08
1874,2.4495896866483235e-08,3.7042575229406793e-08
1875,3.547346949517305e-08,1.716458086775674e-08
1876,2.6602464231473277e-08,2.1161051577678336e-08
1877,3.277952487223956e-08,1.2369632429454214e-08
1878,3.563062378475479e-08,2.0532901601200138e-08
1879,3.665595116331133e-08,2.016077260691418e-08
1880,3.914886193001621e-08,4.299957012676714e-08
1881,3.486253774553916e-08,2.370652651961791e-08
1882,3.394246306243076e-08,4.9249848643739824e-08
1883,2.9068958795619437e-08,4.613117354779206e-08
1884,2.3766109080725073e-08,2.706695667598069e-08
1885,3.158361394639542e-08,1.353583467533781e-08
1886,1.936039240035825e-08,1.8069698626277386e-08
1887,2.8074376601239237e-08,5.876032105334161e-09
1888,2.599652049184442e-08,5.706553452000662e-09
1889,2.5687061366852504e-08,7.51816386923565e-09
1890,2.6872983838188702e-08,1.1142456735058204e-08
1891,2.1672347472190268e-08,1.6572972327821844e-08
1892,2.2566645441202127e-08,1.1283322720601063e-08
1893,2.278614097406262e-08,1.7243566574620672e-08
1894,2.3945849747519787e-08,1.2603078580752936e-08
1895,1.5648398132839247e-08,6.018614495673091e-09
1896,2.4767521367152767e-08,1.0614652268259306e-08
1897,2.4472196713531957e-08,1.631479840114025e-08
1898,2.2633418694795182e-08,1.0750873968845553e-08
1899,2.5426860617017155e-08,7.738609753005221e-09
1900,1.1939421895590385e-08,4.15284251431558e-09
1901,2.235495522029396e-08,1.117747761014698e-08
1902,2.4060391012881155e-08,6.874397495693074e-09
1903,1.674068350610014e-08,7.020286574288548e-09
1904,2.364835083312755e-08,8.061937784020756e-09
1905,1.857873321853276e-08,1.2901897328276846e-08
1906,2.1091157265118454e-08,3.0865106026567446e-09
1907,2.0057088434555226e-08,1.5428529565042481e-09
1908,1.964555629285769e-08,9.331639461152008e-09
1909,2.0903737407707013e-08,6.0510818578052294e-09
1910,1.5498036631811374e-08,7.481810726517324e-09
1911,1.4897047151407605e-08,9.044636151145369e-09
1912,1.8753915753677575e-08,7.814131564032323e-09
1913,1.96210621083992e-08,1.0605979205990934e-08
1914,2.678697441638178e-08,1.1384464038144415e-08
1915,1.0602685840410686e-08,8.246533234057551e-09
1916,1.7579939282086343e-08,5.493730803607377e-09
1917,3.070598708632133e-08,7.676496771580332e-09
1918,1.8378202071289707e-08,3.44591288836682e-09
1919,2.3940405213807026e-08,1.1049418269237776e-08
1920,1.4387239843927091e-08,3.028892692213958e-09
1921,2.0446417892117097e-08,1.2116395886607734e-08
1922,3.32007097370024e-08,2.951174193910333e-09
1923,2.229349149729387e-08,6.369568872344189e-09
1924,2.9650736976805092e-08,5.156649773851996e-09
1925,1.6497267552040284e-08,4.399271169575059e-09
1926,1.671920735191179e-08,7.802296586589819e-09
1927,1.5608915049369898e-08,6.689535148041159e-09
1928,2.170947865920425e-08,1.3711249025050165e-08
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,2.6259009189288918e-08,8.402882833991043e-09
1931,2.3951248095954725e-08,1.2545892325022123e-08
1932,1.53433514782364e-08,1.4247397928102146e-08
1933,2.064719240024715e-08,1.3764794637438627e-08
1934,2.516131836216573e-08,8.38710612072191e-09
1935,2.0346082152400413e-08,5.98414207075848e-09
1936,2.3036957230715416e-08,3.6374143697059935e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,1.1668692678767911e-08,5.186085783037697e-09
1939,1.6823456405745674e-08,9.176430282309411e-09
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,3.213186161588055e-08,1.2852744646352221e-08
1945,2.6142048525912287e-08,0.0
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,1.549713246618012e-08,7.152522574216391e-09
1948,1.4133454406817236e-08,7.610321262063735e-09
1949,1.1780409536754632e-08,3.9268033269479474e-09
1950,1.2762433776458693e-08,9.571825110299415e-09
1951,1.9190522948520083e-08,3.1984206394497505e-09
1952,1.7926167217297007e-08,7.381362632230548e-09
1953,7.54167928107563e-09,1.1851209791302608e-08
1954,1.5636057781875934e-08,5.863521668203475e-09
1955,1.783265446420046e-08,7.508486277174597e-09
1956,1.3081712602058815e-08,3.488456634670456e-09
1957,1.767007518083119e-08,7.951533653738352e-09
1958,1.4890038535497752e-08,8.272243445794913e-10
1959,9.300897829689347e-09,2.325224457422337e-09
1960,1.6610000486139143e-08,1.3841666701708277e-09
1961,1.042223907177231e-08,1.3896318540318475e-09
1962,8.8787386332001e-09,5.7077609305622445e-09
1963,1.0992290633282664e-08,9.69907976156037e-09
1964,2.1293889318485526e-08,6.6923653285755336e-09
1965,9.849678406226303e-09,8.20806533852192e-09
1966,1.1078149952936656e-08,4.985167390003653e-09
1967,1.3804939413830652e-08,3.451234853457663e-09
1968,1.3474247495537384e-08,8.533690198930799e-09
1969,1.2262746373892242e-08,2.7250546263957176e-09
1970,1.1496812390987543e-08,7.3579600190498695e-09
1971,2.209510974182649e-08,2.569198631618974e-09
1972,1.0260293947794707e-08,2.565073486948677e-09
1973,1.1026407342740185e-08,7.1671650836435674e-09
1974,1.518904291231138e-08,1.6876715580593782e-09
1975,1.313640396460869e-08,1.7134440533084216e-09
1976,7.427584769459372e-09,9.141642998145016e-09
1977,1.4104276857551667e-08,1.7630346071939584e-09
1978,1.0693064211864112e-08,2.970295565063452e-09
1979,1.462993370893173e-08,1.7555920051037788e-09
1980,6.822181042309694e-09,4.548120546843393e-09
1981,6.325549417596221e-09,5.060439622894819e-09
1982,2.3588508923921836e-08,3.7245013739806154e-09
1983,8.209910973278056e-09,6.315316047889041e-10
1984,8.118611560803402e-09,5.799008384599347e-09
1985,6.015557829641693e-09,5.414002135495366e-09
1986,1.019062523255343e-08,2.997242676272549e-09
1987,1.1610551631235921e-08,2.4443267410134695e-09
1988,1.3192418713003917e-08,1.798966087207532e-09
1989,8.780995486290522e-09,2.1952488715726304e-09
1990,7.628111475810329e-09,3.814055737905164e-09
1991,7.033758464558559e-09,1.7584396161396398e-09
1992,8.264915862810085e-09,5.509944056569793e-09
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,7.912389854425328e-09,2.637463358823311e-09
1995,9.21816667442954e-09,3.795715741716776e-09
1996,1.0676184380997711e-08,8.007138063703678e-09
1997,1.5823152565985765e-08,3.3564262480467733e-09
1998,1.5258013519314773e-08,2.3840645013706308e-09
1999,1.2339542720951613e-08,2.7421207526856506e-09
2000,7.95245647111642e-09,6.627047355323157e-09
2001,8.324302136486494e-09,6.133696661692056e-09
2002,6.571832411594869e-09,5.6955880012310445e-09
2003,9.58392298855415e-09,4.166922806803086e-09
2004,1.0131019578807354e-08,2.642874807889939e-09
2005,9.908249332113428e-09,3.1526248278623825e-09
2006,8.235780057930242e-09,5.353256948836815e-09
2007,1.2382886716011399e-08,5.991719120856942e-09
2008,1.0643598891135753e-08,2.9802078582719105e-09
2009,7.629108011997232e-09,5.245011536203492e-09
2010,1.0392344762522043e-08,4.723792912386671e-09
2011,1.2619107536693264e-08,8.795135286732148e-09
2012,4.425528388196653e-09,1.2936160587173617e-08
2013,7.2517249982695375e-09,1.3945625099154313e-08
2014,3.031623174720721e-09,9.527958866328845e-09
2015,9.087958829923082e-09,1.1969507163200888e-08
2016,8.699628573083373e-09,1.118523584864306e-08
2017,6.792150397672003e-09,5.7859059765519305e-09
2018,4.64663996169179e-09,9.035133530232997e-09
2019,5.867272001580659e-09,8.928457084778074e-09
