year,bien_ADV au_ADP,bien_ADV faux_ADJ
1950,1.2726274007945904e-05,3.828730044119766e-08
1951,1.2678538610089163e-05,1.4925962688039363e-08
1952,1.2893131497548893e-05,2.2144087452602434e-08
1953,1.2966301255801227e-05,2.0470272588113403e-08
1954,1.3220287200965686e-05,2.6385848173049453e-08
1955,1.3193349104767549e-05,1.1262729415761896e-08
1956,1.3007582992941025e-05,1.657016923672927e-08
1957,1.2662375866057118e-05,1.767007518083119e-08
1958,1.3032092056164402e-05,7.445019267748876e-09
1959,1.3104964637022931e-05,6.975672928177801e-09
1960,1.290250952479255e-05,2.07624992754063e-08
1961,1.3188995581003837e-05,1.181187059273725e-08
1962,1.3465241408994189e-05,2.219684702708946e-08
1963,1.3613628880193573e-05,1.681173777967615e-08
1964,1.3058021522738272e-05,2.7377858202726202e-08
1965,1.3059579032415058e-05,1.9699356812452606e-08
1966,1.3390713093031081e-05,1.8278946356531378e-08
1967,1.3260137620818568e-05,2.9582013283402375e-08
1968,1.3489069033312262e-05,3.772789369804741e-08
1969,1.2887237744507729e-05,1.4533624970169967e-08
1970,1.340252401860198e-05,2.1614008360870685e-08
1971,1.3362916661208146e-05,2.569198720436816e-08
1972,1.3751871392742032e-05,1.1799337507056862e-08
1973,1.370527320432302e-05,1.2129047988196362e-08
1974,1.373877125843137e-05,1.9689501584707614e-08
1975,1.3565336985266185e-05,1.313640396460869e-08
1976,1.3927864074503304e-05,1.1427053969725876e-08
1977,1.4289983027993003e-05,1.3516598507123945e-08
1978,1.4287122212408576e-05,1.841583241457556e-08
1979,1.4193961533237598e-05,1.404473604083023e-08
1980,1.429531130270334e-05,1.2507331170752423e-08
1981,1.4963719877414405e-05,8.855769451088236e-09
1982,1.5065607612996246e-05,1.4898005495922462e-08
1983,1.5250225260388106e-05,1.3893695083311286e-08
1984,1.4890114016452571e-05,1.275781880138993e-08
1985,1.549367152620107e-05,1.3835783185811579e-08
1986,1.5070736253619543e-05,6.593933843390687e-09
1987,1.4932392105038161e-05,1.711028652096047e-08
1988,1.5376963347080164e-05,1.139345240375178e-08
1989,1.5225148445097147e-05,1.2622680678475717e-08
1990,1.5418592283822363e-05,1.2531897297662908e-08
1991,1.576089334776043e-05,1.934283488935762e-08
1992,1.5668628066123347e-05,1.1570882918476855e-08
1993,1.595014805388928e-05,8.308811416668505e-09
1994,1.5779943169036414e-05,1.002236071911966e-08
1995,1.643599057388201e-05,7.591431483433553e-09
1996,1.6681537999829743e-05,1.4946657245218375e-08
1997,1.7024272437993204e-05,1.054876808126437e-08
1998,1.7402240928277024e-05,1.716526476513991e-08
1999,1.7054162753993296e-05,1.416762351880152e-08
2000,1.724843650663388e-05,1.1486881668076876e-08
2001,1.7100746163123404e-05,8.324302136486494e-09
2002,1.7197170564031694e-05,1.4019908789464353e-08
2003,1.7532328456582036e-05,1.0417307017007715e-08
2004,1.7897548104883754e-05,1.6738207264666016e-08
2005,1.7936182985067717e-05,1.306087415997581e-08
2006,1.8157012846131693e-05,1.2353670086895363e-08
2007,1.8364219386057812e-05,1.5977917655618512e-08
2008,1.8361059346716502e-05,8.51487946817997e-09
2009,1.8504878653402557e-05,1.5735034608610476e-08
2010,1.8679294271350955e-05,1.2754241218715379e-08
2011,1.791492627489788e-05,8.030340836739924e-09
2012,1.7454965245633502e-05,8.851056776393307e-09
2013,1.6906560631468892e-05,1.0877587719448911e-08
2014,1.71825911365886e-05,9.744502982300673e-09
2015,1.6716746358724777e-05,1.795426030071212e-08
2016,1.636897195567144e-05,1.7813524877396958e-08
2017,1.687044459686149e-05,1.1320251402935355e-08
2018,1.7176047094835667e-05,1.5746946857575495e-08
2019,1.6918915662245126e-05,1.7091618786935214e-08
