year,un_DET axe_NOUN,un_DET fax_NOUN
1971,3.291143499950522e-06,5.138397485282553e-10
1972,2.9693289604892925e-06,0.0
1973,2.910971595326828e-06,2.2052815684681093e-09
1974,2.952300057756929e-06,0.0
1975,2.9556909098005235e-06,5.711480177694739e-10
1976,2.9413235793640524e-06,0.0
1977,2.78324392866125e-06,0.0
1978,3.046929414551869e-06,5.940591352171509e-10
1979,2.748086792792037e-06,1.1703946700691858e-09
1980,3.243378571937683e-06,5.685150683554241e-10
1981,2.902162218987314e-06,0.0
1982,3.083266420844666e-06,6.207502289967692e-10
1983,3.1784986092020517e-06,0.0
1984,3.1610395723191687e-06,0.0
1985,3.18102703289469e-06,6.015558051686298e-10
1986,3.0667786887761395e-06,3.5966913891627428e-09
1987,3.2155117608567707e-06,6.110816852533674e-10
1988,3.1038161623087035e-06,3.5979322854373663e-09
1989,3.064018677889635e-06,1.9757240288242883e-08
1990,3.3896057090032627e-06,4.849299228837367e-08
1991,3.299418821711697e-06,5.451162787828423e-08
1992,3.3880647478667925e-06,9.366905318053398e-08
1993,3.287519689365581e-06,1.0302925623761894e-07
1994,3.191858034767847e-06,1.7882001457358854e-07
1995,3.294681008014777e-06,2.038841446783124e-07
1996,3.3843504212427433e-06,1.9484036695160967e-07
1997,3.437459760391448e-06,2.421421742004881e-07
1998,3.430669025306088e-06,2.5557172667056705e-07
1999,3.3833199069022157e-06,2.2074071104327686e-07
2000,3.408953205052967e-06,1.7318683998013285e-07
2001,3.374409324408134e-06,1.7042914490783545e-07
2002,3.5807723648417777e-06,1.6079082509889986e-07
2003,3.682309738906042e-06,1.8251122657630958e-07
2004,3.3978560054492846e-06,1.5020338040017123e-07
2005,3.4264526647120874e-06,1.697913535325668e-07
2006,3.5648572165314363e-06,1.5153834720393888e-07
2007,3.298641040316852e-06,1.9892507607810472e-07
2008,3.4659817060855858e-06,2.0009966128498036e-07
2009,3.5065286851931887e-06,1.95019080440062e-07
2010,3.3860149457609623e-06,2.4894389305529785e-07
2011,3.3945398527635007e-06,2.523821568400919e-07
2012,3.0430614543774936e-06,2.597444699881102e-07
2013,2.5166274966181845e-06,2.31218460378102e-07
2014,2.199009681902453e-06,2.4339603332812487e-07
2015,2.1970694703554727e-06,1.5870679917484587e-07
2016,2.040891356358543e-06,1.408511237921406e-07
2017,2.2087068280995936e-06,1.7408031074972463e-07
2018,2.0713688222429028e-06,1.9180297849974437e-07
2019,2.0270147942369476e-06,1.206617221138906e-07
