year,son_DET acteur_NOUN,son_DET facteur_NOUN
1882,1.8635077481121698e-08,4.9249848643739824e-08
1883,1.7062215307284134e-08,5.1186646921053125e-08
1884,1.3203393933736152e-08,2.44262796655903e-08
1885,1.933690718658454e-08,1.99814709223034e-08
1886,1.613365974151293e-08,5.227305827082418e-08
1887,2.154545164501087e-08,4.766114813925526e-08
1888,3.233713385952797e-08,1.902184476598734e-08
1889,2.5060547415023393e-08,3.5711280488293085e-08
1890,7.865263995654459e-09,5.3745968231488916e-08
1891,1.7210393998823292e-08,4.7806649972059745e-08
1892,1.191017329205124e-08,4.638699024894777e-08
1893,3.695050043717174e-09,2.6481190684712885e-08
1894,8.822155450616265e-09,5.419323900746065e-08
1895,1.3240951890480801e-08,5.296380911623544e-08
1896,1.5921977736255144e-08,3.4792471126365854e-08
1897,1.3401440845939305e-08,5.1857750205108744e-08
1898,5.658354784721098e-09,5.488604271075559e-08
1899,7.185851913504848e-09,2.9296165493519766e-08
1900,1.2977633190303095e-08,5.087232235467809e-08
1901,1.2854099118442264e-08,5.8122886281708475e-08
1902,2.455141867585553e-09,4.026432676162983e-08
1903,5.400220493001484e-09,6.102249039408036e-08
1904,1.4511488011237361e-08,6.933266760711376e-08
1905,8.257214467732865e-09,3.973784501454247e-08
1906,1.9033482789865275e-08,6.996091117539294e-08
1907,1.337139288182243e-08,5.554270998686661e-08
1908,7.858222517143076e-09,5.8445530193296236e-08
1909,2.8605114443802648e-08,4.180747426030251e-08
1910,1.9238942883248455e-08,7.000837676240934e-08
1911,1.9153347352585115e-08,5.639596634132715e-08
1912,5.730363461520227e-09,6.9285302828348e-08
1913,9.545381374209683e-09,3.446943486196119e-08
1914,4.687720656093575e-09,8.170027054887896e-08
1915,0.0,5.0657277039789506e-08
1916,7.69122365795738e-09,4.9443578120644815e-08
1917,2.1932848870420685e-09,1.1185752701869944e-07
1918,6.89182577673364e-09,8.614781954463524e-08
1919,3.6831393490643904e-09,7.090043219193376e-08
1920,7.572231730534895e-10,7.572231686125974e-08
1921,7.572747373618682e-09,8.708659671174956e-08
1922,3.024953443286904e-08,1.0476668466097294e-07
1923,9.554353752605493e-09,9.448193738492705e-08
1924,1.933743698501189e-08,7.863890827408682e-08
1925,1.3197813508725176e-08,9.788378152464361e-08
1926,7.802296586589819e-09,5.2386851856489614e-08
1927,6.689534814974252e-09,8.138934071144632e-08
1928,2.399468712610542e-08,7.541187208026656e-08
1929,2.2280812084218837e-08,6.015819309368453e-08
1930,1.3654684716257748e-08,9.033098713473464e-08
1931,1.596749932275543e-08,1.3344267379977737e-07
1932,8.767629400274757e-09,1.3041847990447053e-07
1933,9.176529758292418e-09,9.061823402767288e-08
1934,1.0783422155213884e-08,1.7852553746422473e-07
1935,5.98414207075848e-09,1.304542944779996e-07
1936,9.699771652549316e-09,1.1154737622476318e-07
1937,1.0072894407464617e-08,8.93969387405491e-08
1938,7.779128452511941e-09,9.334954143014329e-08
1939,1.3764645423464117e-08,1.1317597525817291e-07
1940,7.607348528892999e-09,8.875239898564757e-08
1941,8.854508237732261e-09,7.083605968460915e-08
1942,2.730790615856904e-08,6.978687139280737e-08
1943,8.709705845433291e-09,1.016132320508234e-07
1944,0.0,2.8918675454292497e-08
1945,1.5249528306782167e-08,8.931866801731303e-08
1946,9.744772988540262e-09,7.238973953604955e-08
1947,2.0265481293080256e-08,1.132482729815365e-07
1948,1.5220643190261285e-08,1.2611389532679596e-07
1949,1.0798709038084553e-08,1.060236862748809e-07
1950,2.5524867552917385e-08,1.2124311798977772e-07
1951,1.1727541826545007e-08,1.1514313613680827e-07
1952,9.490323193972472e-09,1.4340933418566237e-07
1953,9.69644453618912e-09,1.1635733221382338e-07
1954,7.818029112982572e-09,1.2899747492411962e-07
1955,1.407841176970237e-08,1.1825865797732149e-07
1956,1.657016923672927e-08,1.369219280178413e-07
1957,1.0602045463770082e-08,1.060204488645411e-07
1958,1.6544486669545222e-08,1.4228258127246818e-07
1959,2.712761748568937e-08,1.3021256162204509e-07
1960,1.7302083821224556e-08,1.0796499783083391e-07
1961,1.945484662257968e-08,1.5146987397685052e-07
1962,1.5854891288746842e-08,1.7123281992326156e-07
1963,2.521760733564804e-08,1.14449140831141e-07
1964,1.4601524211954597e-08,1.0646944925696289e-07
1965,2.0246560539227687e-08,9.411914270174293e-08
1966,1.606331601067268e-08,1.2241355484832184e-07
1967,2.514471136860763e-08,1.1093255286587222e-07
1968,3.503304477070479e-08,9.881114723664375e-08
1969,1.9983733778872192e-08,8.084328914637062e-08
1970,2.9431840797844444e-08,8.461653844271666e-08
1971,4.2134858824205423e-08,8.786659400072949e-08
1972,2.9754850805474575e-08,9.388169086577136e-08
1973,2.536073751002732e-08,7.112033184597522e-08
1974,2.193973003272731e-08,8.832147324611128e-08
1975,3.0270845385871326e-08,8.909909121612714e-08
1976,3.370980994343853e-08,6.970503063641331e-08
1977,2.1744092748576804e-08,7.933655254976912e-08
1978,2.8514837935311732e-08,8.376233651130605e-08
1979,4.037861744965454e-08,7.022368331277562e-08
1980,4.377565876456657e-08,5.173487260812237e-08
1981,3.226030426128901e-08,5.9460165680036425e-08
1982,5.462601970762648e-08,5.1522269339798754e-08
1983,5.8100907862623785e-08,5.746937747908021e-08
1984,5.161117666574455e-08,7.94464187769961e-08
1985,4.872602166194895e-08,4.812446585678032e-08
1986,6.234264948723478e-08,7.493106496392343e-08
1987,6.171924910036708e-08,6.78300680623245e-08
1988,7.255829981289708e-08,5.696726235182581e-08
1989,6.805271557386305e-08,4.774666351181622e-08
1990,8.009516960783003e-08,6.156975573823331e-08
1991,6.799299923088142e-08,5.216704074273437e-08
1992,6.0058389650397e-08,5.344645770399836e-08
1993,6.259304713429614e-08,5.0406789242618544e-08
1994,1.0075110146168242e-07,4.2726905791212744e-08
1995,7.808328827962896e-08,5.0971038667579904e-08
1996,8.434185416739126e-08,5.2313302578710363e-08
1997,5.849771200772125e-08,5.178485995571691e-08
1998,8.058138556421568e-08,5.054216922761867e-08
1999,8.409170382250863e-08,7.083811581765076e-08
2000,9.896390495978125e-08,7.466472862205364e-08
2001,9.02529659896345e-08,5.651763324010517e-08
2002,9.463438671586388e-08,5.827024440741013e-08
2003,8.958884351040197e-08,6.500400084874514e-08
2004,1.0439355549451967e-07,5.594084750981665e-08
2005,1.0043361475808865e-07,4.909087003568402e-08
2006,9.429967673391104e-08,6.465087309948103e-08
2007,1.0785094564647046e-07,4.5936514814215457e-08
2008,9.536665102061193e-08,5.832692359653002e-08
2009,1.2874119725836408e-07,5.2450118248614785e-08
2010,7.274640945187372e-08,6.424358184320411e-08
2011,8.795135442163371e-08,5.3918004949693454e-08
2012,7.557441106254004e-08,6.570207602973888e-08
2013,7.949006514129664e-08,5.3272286748562436e-08
2014,5.95497438027337e-08,4.352544902275213e-08
2015,7.048709477208703e-08,4.410985154912339e-08
2016,7.891805808846186e-08,4.163393443890051e-08
2017,8.502766191131883e-08,4.5281004945607606e-08
2018,8.389766792404885e-08,4.646640205940855e-08
2019,7.703983290197058e-08,5.892781729244234e-08
