year,en_ADP aire_NOUN,en_ADP fers_NOUN
2001,6.790878490092744e-08,1.664860427297299e-08
2002,5.651775714099472e-08,2.6287329646379476e-08
2003,6.833753474211335e-08,2.1251306492331423e-08
2004,6.7393305602792e-08,1.7178685141061578e-08
2005,6.71058666412705e-08,2.2518747977429143e-08
2006,5.8474035113942335e-08,2.5530917824312382e-08
2007,3.794755376596015e-08,1.5977917655618512e-08
2008,4.385162938325138e-08,8.51487946817997e-09
2009,6.103286476211167e-08,1.1443661795951243e-08
2010,4.91274465552749e-08,1.2281861749841028e-08
2011,4.0916501159449226e-08,1.5678285336662157e-08
2012,5.106378955788138e-08,2.110636604379934e-08
2013,4.62994750871637e-08,1.1993237514218436e-08
2014,3.5729847039367435e-08,9.74450338475652e-09
2015,3.568686279820099e-08,1.0639562120218216e-08
2016,3.749125579433077e-08,1.8434926474242275e-08
2017,4.150758609045013e-08,8.553078245654433e-09
2018,3.252648211882203e-08,8.518839855753413e-09
2019,3.851991381420561e-08,8.673358642408147e-09
