year,un_DET air_NOUN,un_DET fer_NOUN
1850,1.928482288349187e-05,2.251231059346992e-06
1851,1.788106975197934e-05,2.5268901211461525e-06
1852,1.9730208109081104e-05,2.451871363717828e-06
1853,2.2908330208792904e-05,2.1881157259429074e-06
1854,2.0007464314630852e-05,2.1681507611504003e-06
1855,2.352989844212061e-05,2.418371298773536e-06
1856,2.1180916718321896e-05,2.111257824566337e-06
1857,2.4517379443977916e-05,2.5042142510756094e-06
1858,2.46998507122953e-05,2.3215598652370772e-06
1859,2.4695004597674597e-05,2.385174003194379e-06
1860,2.4408291039890173e-05,2.134798570807561e-06
1861,2.2439498692961024e-05,2.5305861548474695e-06
1862,2.0613763794585793e-05,2.2517642612740474e-06
1863,2.1721606714208974e-05,2.3504685557895755e-06
1864,2.1351882665499033e-05,2.157627527310524e-06
1865,2.2113225568887174e-05,2.182092963209925e-06
1866,2.1114326898441504e-05,2.151574065578643e-06
1867,2.1764374352528648e-05,2.173574358721453e-06
1868,1.992794636862527e-05,2.202689842079053e-06
1869,2.50837080244537e-05,2.023241961524036e-06
1870,2.09889112881001e-05,2.020678838476897e-06
1871,2.01069500462836e-05,1.840649979101272e-06
1872,2.1711157586423724e-05,1.9478480339785165e-06
1873,1.8843342772356664e-05,2.1902790656724846e-06
1874,2.2388652652693963e-05,2.615683818874004e-06
1875,2.1245746324893844e-05,2.4774212192824052e-06
1876,2.011146435165756e-05,2.1862389090188117e-06
1877,2.215895831625403e-05,2.5011396296292787e-06
1878,1.896938061918263e-05,2.120927938165096e-06
1879,2.147794315021656e-05,1.910385975634199e-06
1880,1.945505873379716e-05,2.003009889506302e-06
1881,2.04810446433612e-05,1.6936220532670632e-06
1882,2.0781439602046703e-05,1.8655043945159377e-06
1883,1.929357392782549e-05,1.7725746168650858e-06
1884,2.0509492458131717e-05,2.1462117985038276e-06
1885,1.8393266913108164e-05,1.947226490273124e-06
1886,1.7636026484524336e-05,1.879248692659985e-06
1887,1.7835063403026652e-05,1.6936030995395868e-06
1888,1.7643394585320493e-05,1.7842489299368935e-06
1889,1.7111341108488887e-05,1.8551070013472781e-06
1890,1.6275197523896168e-05,1.5691201795675624e-06
1891,1.6628427616183217e-05,1.7605596163150494e-06
1892,1.5423674184944502e-05,1.6561409168502905e-06
1893,1.481714993190053e-05,1.7083447154675468e-06
1894,1.569272407664357e-05,1.7228408282221608e-06
1895,1.5525617072853493e-05,1.692434416611377e-06
1896,1.4793286666758831e-05,1.4836925430472547e-06
1897,1.3938081778519518e-05,1.4945520270259749e-06
1898,1.3961990276811775e-05,1.6511079223846536e-06
1899,1.5758573226776207e-05,1.5720432600119238e-06
1900,1.5428328921984757e-05,1.5131920463318238e-06
1901,1.3971288638003898e-05,1.4424535059731625e-06
1902,1.1476806619725721e-05,2.813101687593189e-06
1903,1.3185177763830325e-05,1.3149536037815324e-06
1904,1.2110643297091883e-05,1.2619620104459273e-06
1905,1.2142749923782503e-05,1.1880067489755675e-06
1906,1.3283313492706839e-05,1.4419149110267426e-06
1907,1.2883337106472936e-05,1.2677109317849045e-06
1908,1.3774972487112791e-05,1.2720498148155457e-06
1909,1.504739084623452e-05,1.1964638915173964e-06
1910,1.671062418040492e-05,1.3392441822190904e-06
1911,1.3323812723342598e-05,1.1667580928076404e-06
1912,1.3645037213905198e-05,1.3299652010800855e-06
1913,1.4613448968248122e-05,1.3671107907953228e-06
1914,1.374104839158008e-05,1.2844354131402724e-06
1915,1.1356654525229715e-05,1.0826520551177055e-06
1916,1.1479700447125651e-05,1.082265011831396e-06
1917,1.2827426701278455e-05,1.1843738096928291e-06
1918,1.3087577485748625e-05,1.0958003162642171e-06
1919,1.4362401714151929e-05,1.0570609951798815e-06
1920,1.5164908489850859e-05,1.1153897574445182e-06
1921,1.5552909076177457e-05,1.1972514091240782e-06
1922,1.7338148865064795e-05,1.1044769330226245e-06
1923,1.7457926446695637e-05,1.105120233546586e-06
1924,1.6222821102473972e-05,1.17184870518372e-06
1925,1.7909432244778145e-05,1.0272298691660353e-06
1926,1.7172856075831078e-05,1.446768791879549e-06
1927,2.3597334376290746e-05,1.06363609653215e-06
1928,1.667287932605177e-05,1.040912309235864e-06
1929,1.805191473636114e-05,1.0104348486805748e-06
1930,1.5514872444555294e-05,1.103928678247712e-06
1931,1.3473148243292599e-05,1.032184755445087e-06
1932,1.473728892165127e-05,1.002797649363174e-06
1933,1.3357585928019944e-05,8.488289964247997e-07
1934,1.349245724213688e-05,8.554847976682822e-07
1935,1.4838278360684853e-05,1.073555052855113e-06
1936,1.2701850693019878e-05,9.49365173141814e-07
1937,1.310609464155732e-05,8.952285046603947e-07
1938,1.3181733834244369e-05,9.723911116310546e-07
1939,1.3350176260473745e-05,7.494084535153434e-07
1940,1.0624929984714981e-05,7.429844020023779e-07
1941,1.530058963794545e-05,9.120143218410703e-07
1942,1.3041042009831472e-05,8.8295560374263e-07
1943,1.6551344515391975e-05,1.0887131942638462e-06
1944,1.5567886464395997e-05,1.00894042631694e-06
1945,1.981567294251363e-05,9.5418477030762e-07
1946,1.7207877675673444e-05,8.324820512939368e-07
1947,1.791945305740228e-05,9.1909916832833e-07
1948,1.6742707515504662e-05,9.9803926190134e-07
1949,1.641305571808971e-05,8.207018993289239e-07
1950,1.552550067174252e-05,9.316576949913724e-07
1951,1.6365251013894522e-05,9.968410470406752e-07
1952,1.5768699569207456e-05,8.045685664370694e-07
1953,1.4376594833720446e-05,9.61025392598458e-07
1954,1.75143399587796e-05,8.306655523426798e-07
1955,1.3482425316624358e-05,9.047725892941116e-07
1956,1.605649313773938e-05,9.34034282806806e-07
1957,1.4166099816748101e-05,9.32096469341559e-07
1958,1.3793965564445898e-05,9.513079728407092e-07
1959,1.3715722985807588e-05,8.324302900319935e-07
1960,1.7021790455373775e-05,1.094183776473301e-06
1961,1.5989798640703157e-05,9.637096738401851e-07
1962,1.557901660476091e-05,8.384066170208371e-07
1963,1.532713233132199e-05,1.0022382213037417e-06
1964,1.3951147934676555e-05,1.038533447683676e-06
1965,1.343113055440881e-05,9.663628848244343e-07
1966,1.70730893671589e-05,9.366575612901329e-07
1967,1.518641997222403e-05,1.1004509055112521e-06
1968,1.543564914641138e-05,9.755354763996138e-07
1969,1.3014861082183415e-05,8.384085052881574e-07
1970,1.1234225553380384e-05,7.344163730493847e-07
1971,1.257520048625338e-05,7.810363928939523e-07
1972,1.3318886857405232e-05,7.254027529768337e-07
1973,1.0676870488168788e-05,7.200243956617669e-07
1974,8.631877491893647e-06,7.363873333332549e-07
1975,8.27307945883149e-06,6.351165886542276e-07
1976,9.147928338393285e-06,6.3534419325606e-07
1977,9.010869234771235e-06,6.564365460093313e-07
1978,1.1328707415714234e-05,8.358412255660141e-07
1979,1.2395064800330147e-05,7.145259708352114e-07
1980,1.0682967086950157e-05,6.668681571397883e-07
1981,1.0616802768481648e-05,6.724058883023076e-07
1982,1.0022632991990577e-05,7.312437588780085e-07
1983,1.0061561496854665e-05,7.054207795675893e-07
1984,1.0698011166709875e-05,8.269386047032867e-07
1985,1.0190956658107098e-05,6.611098477549149e-07
1986,1.1076610263671682e-05,6.905647129684667e-07
1987,1.0793535906827856e-05,6.83189322003841e-07
1988,1.056892578787938e-05,5.852636331127314e-07
1989,1.0576160576647453e-05,6.234506937374817e-07
1990,9.99173622062699e-06,5.988067304230071e-07
1991,9.949251108309909e-06,5.943525671625594e-07
1992,9.992834804961603e-06,6.644992520676851e-07
1993,1.0580439905538697e-05,6.497490225854108e-07
1994,1.0117836637846267e-05,6.794105322782684e-07
1995,1.045665447918509e-05,6.382224366774381e-07
1996,9.494330640791304e-06,5.754463288099032e-07
1997,9.994957736125798e-06,5.542898158239495e-07
1998,1.0455076932203156e-05,6.031683739138316e-07
1999,1.004256037617779e-05,6.206332994196373e-07
2000,1.0408440630271798e-05,6.304531137146796e-07
2001,9.863421922773341e-06,5.940923433200851e-07
2002,1.1255357861728044e-05,6.593738550719763e-07
2003,1.1734471456747997e-05,6.825419962552814e-07
2004,1.1697363362372926e-05,5.576465449408374e-07
2005,1.2009698963311166e-05,6.215174339629925e-07
2006,1.3022827204167697e-05,6.436261941189514e-07
2007,2.0383430154424786e-05,6.423122886900501e-07
2008,2.2352835571837204e-05,6.262693590386448e-07
2009,2.4871368111689662e-05,6.651628829956735e-07
2010,3.40325672993913e-05,6.476320049131346e-07
2011,4.048668643008568e-05,7.938565538267994e-07
2012,5.103144911799973e-05,1.030126821177646e-06
2013,5.7959690764164407e-05,9.284997126712824e-07
2014,5.990400916289218e-05,1.0229563152108767e-06
2015,6.080620511283996e-05,1.1295668542743442e-06
2016,6.210975544718167e-05,1.1587076009789143e-06
2017,5.494396981475802e-05,7.690223977618871e-07
2018,6.407226038618319e-05,8.913804698806871e-07
2019,6.030356615838173e-05,9.170800865376805e-07
