year,mon_DET air_NOUN,mon_DET fer_NOUN
1838,2.1713836595438352e-07,2.840472834719776e-08
1839,1.475201329981246e-07,4.6842882461817226e-08
1840,1.6561191085173732e-07,2.420481626241866e-08
1841,1.373997422504658e-07,3.467096165721273e-08
1842,1.8514812083481047e-07,2.2137274235944915e-08
1843,1.7366318783018642e-07,2.0674189471492355e-08
1844,1.0812466033627288e-07,3.128479986180821e-08
1845,1.858215874506186e-07,3.515543700594037e-08
1846,1.6041333328331575e-07,3.5127009301305634e-08
1847,8.35949656163848e-08,1.5101026207275936e-08
1848,1.0619692769608946e-07,2.815827659929937e-08
1849,1.0641857173254721e-07,3.9383250438618234e-08
1850,9.911934029105396e-08,2.3761487000228954e-08
1851,6.191460899529488e-08,2.9667418077750085e-08
1852,1.3281512689644615e-07,2.213585470478563e-08
1853,1.481039095807546e-07,3.3442819180606875e-08
1854,1.4028293637835532e-07,3.117398605922972e-08
1855,1.9582598653755667e-07,5.413075854221461e-08
1856,1.4651444857349816e-07,1.501384794266869e-08
1857,2.030707815237065e-07,1.952603700949851e-08
1858,1.8987463690223194e-07,3.180889485143723e-08
1859,1.899380608350043e-07,2.4442432300375572e-08
1860,2.0917730836345072e-07,2.3343637245432092e-08
1861,1.2780261826605965e-07,2.1221837287477285e-08
1862,1.7846046151959172e-07,2.8915112193494963e-08
1863,1.8030581472316953e-07,2.5972029193965795e-08
1864,1.706923171695962e-07,2.445311197973865e-08
1865,1.925099297750421e-07,3.577201868054658e-08
1866,1.552130566295773e-07,2.7247432088373102e-08
1867,1.3684928390489404e-07,2.620518202434141e-08
1868,1.724016076565249e-07,1.1855697756857353e-08
1869,2.0852626825274e-07,2.3440892005233138e-08
1870,1.6342038833272454e-07,1.7202146374017957e-08
1871,1.5188284052669587e-07,1.8056001360733376e-08
1872,2.3161310114261369e-07,1.69325495846806e-08
1873,1.5803051933716006e-07,1.1373408159709442e-08
1874,1.6728906082619233e-07,1.4936522907404992e-08
1875,1.624913661402161e-07,1.0298748964743254e-08
1876,2.569556318832156e-07,1.1487427675760387e-08
1877,1.7131939955561393e-07,1.9791410732494796e-08
1878,1.358794881056724e-07,2.174071933591648e-08
1879,1.3868168480257737e-07,4.643087159195147e-08
1880,1.854757591956968e-07,1.9895323610796822e-08
1881,1.3875289717191208e-07,2.2312024228199334e-08
1882,1.6239140165907884e-07,1.0648615988984034e-08
1883,1.6809441660825541e-07,1.579834751908038e-08
1884,1.0760765789541438e-07,2.5086449362277108e-08
1885,1.1150949896787665e-07,1.4824961813708626e-08
1886,1.1358096596580936e-07,1.484296707765509e-08
1887,1.3776030716172727e-07,3.460330177951221e-08
1888,1.2871447729878582e-07,8.87686035788704e-09
1889,1.1089292373256399e-07,1.1903760088749493e-08
1890,1.0749193646297783e-07,7.865263995654459e-09
1891,1.332212002935762e-07,9.561329838980726e-09
1892,1.2537025106951205e-07,1.8805536683430546e-08
1893,1.4287526561851394e-07,1.1700991509044911e-08
1894,1.1216739892461192e-07,3.1507697118016154e-08
1895,1.0472389000426574e-07,9.027921743509637e-09
1896,1.4624632260762382e-07,1.769108703975064e-08
1897,1.1478626049665763e-07,1.281876993441955e-08
1898,9.902120945426418e-08,1.7540900287826844e-08
1899,9.452159055456377e-08,3.150719507516442e-08
1900,1.1627959217719308e-07,1.0901211155989188e-08
1901,9.109644327764954e-08,1.3971847012683725e-08
1902,1.0016979423710382e-07,1.7677022512430085e-08
1903,1.1988489134751035e-07,7.560307935250421e-09
1904,1.0158041874319679e-07,7.524475265086039e-09
1905,8.566860154601841e-08,1.5482277349043727e-08
1906,7.098974830199722e-08,1.4403716441790948e-08
1907,1.1777111375010918e-07,1.3371392326710918e-08
1908,1.1738220173640457e-07,1.2278473127125267e-08
1909,1.1827114576590247e-07,1.815324512932648e-08
1910,1.3093168682587475e-07,1.2291546891418648e-08
1911,1.5961122468155509e-07,1.9685384544665396e-08
1912,1.3023552636326485e-07,9.897900277167082e-09
1913,1.5961999189073595e-07,1.6969567750990677e-08
1914,1.4732836106645664e-07,1.4063162190325329e-08
1915,8.482148650124088e-08,1.8849219518557447e-08
1916,1.1317085935047544e-07,1.6481193521045157e-08
1917,9.979446535801628e-08,3.2899273305631027e-09
1918,1.0108011139209339e-07,3.44591288836682e-09
1919,1.519294960949935e-07,7.366278698128781e-09
1920,1.1055458104536342e-07,1.1358348039891553e-08
1921,1.15105757814149e-07,9.844571380313027e-09
1922,1.7190590106963555e-07,1.623145884366295e-08
1923,1.7940952456996229e-07,1.2739137744688378e-08
1924,1.4438619144740983e-07,1.933743654092268e-08
1925,1.6827212601100427e-07,1.5397448649423495e-08
1926,1.6942130898200958e-07,1.4489979882625903e-08
1927,2.8876491597884524e-07,2.341337179689873e-08
1928,1.7824623643747373e-07,1.3711249025050165e-08
1929,2.183519605125639e-07,6.684243825105796e-09
1930,1.7541018415556664e-07,2.4158288369768854e-08
1931,1.1633463614657558e-07,9.124285327288817e-09
1932,1.632970887399665e-07,1.205549005067752e-08
1933,1.3879500571079006e-07,1.8353059516584835e-08
1934,1.317973783443449e-07,1.5576054224197833e-08
1935,1.6875280284267546e-07,1.795242621227544e-08
1936,1.3822174960154143e-07,1.2124714565686645e-08
1937,1.208747373304675e-07,1.510934133364117e-08
1938,1.1539040922770027e-07,1.2965214679638848e-08
1939,7.799965739963e-08,9.176430282309411e-09
1940,8.621661695684679e-08,7.607348528892999e-09
1941,8.854507971278736e-08,8.854508237732261e-09
1942,1.608132293995368e-07,3.034211770724937e-08
1943,1.5677470432962082e-07,5.806470415592457e-09
1944,1.4780655810398002e-07,3.2131861615880553e-09
1945,1.6338780639557626e-07,8.714016175304096e-09
1946,2.631088840132634e-07,2.227376771912759e-08
1947,1.955022828070696e-07,2.2649655262441115e-08
1948,1.5220642346491786e-07,2.717971936405661e-08
1949,1.688525461673862e-07,2.0615717910565934e-08
1950,1.4889505894899457e-07,2.3397795700930146e-08
1951,1.460612031323194e-07,2.0256663901818683e-08
1952,1.697713489789976e-07,1.0544803918932644e-09
1953,1.572978778341394e-07,1.400597604561682e-08
1954,1.6417860493334047e-07,2.149958033825783e-08
1955,1.7738798696598224e-07,1.3139850985055546e-08
1956,1.8052763017806228e-07,8.721141364631535e-09
1957,1.378265830354053e-07,1.6786571688243157e-08
1958,1.795076887134428e-07,1.3235589513271862e-08
1959,2.0772004205582562e-07,6.200598368089061e-09
1960,2.3115583580590737e-07,1.453375042537175e-08
1961,1.9107437410070816e-07,1.4591134300800945e-08
1962,2.2006589173173552e-07,1.3952304034337004e-08
1963,1.4483959898115017e-07,4.784879426011912e-08
1964,1.6791752344147426e-07,1.9468698597702172e-08
1965,1.8276624391688756e-07,9.3024736802505e-09
1966,1.7558866360900538e-07,1.3847686886059307e-08
1967,2.164417356453896e-07,9.860670724393117e-09
1968,1.8998688666727048e-07,1.6169097116769393e-08
1969,1.5260306707176596e-07,1.0446042475464878e-08
1970,1.6003562830491092e-07,1.5635665040480973e-08
1971,1.4849968632546506e-07,2.7747346420525787e-08
1972,1.8571131477074232e-07,2.205963145485157e-08
1973,1.290089750582979e-07,1.1026407342740185e-08
1974,1.3613883975693852e-07,8.438357790296891e-09
1975,1.2850830444222083e-07,1.0851812337620004e-08
1976,1.2112676817110923e-07,1.9425991260035858e-08
1977,1.2928920334331906e-07,8.815173035969792e-09
1978,1.5564349808983025e-07,1.128712323605896e-08
1979,1.6619604004119992e-07,1.1703946811714161e-08
1980,1.4610836895911916e-07,2.103505747363954e-08
1981,1.5244573692285712e-07,1.2018544159886346e-08
1982,1.3159904366233377e-07,1.9864007327896616e-08
1983,1.4272613579890958e-07,1.0104505676622466e-08
1984,1.6121243628930415e-07,1.7397026319532216e-08
1985,1.2091271806013992e-07,6.617113745832626e-09
1986,1.7324062717705146e-07,1.1389522269755759e-08
1987,1.6132557068004871e-07,1.0388389037885304e-08
1988,1.4631591138680733e-07,5.396898261622596e-09
1989,1.8934021817074154e-07,2.030605239511374e-08
1990,1.4602385300932497e-07,8.172976295739431e-09
1991,1.4712277085493497e-07,1.992898157610057e-08
1992,1.5813539100406615e-07,1.2672871863017576e-08
1993,1.5066644820649344e-07,1.49558602169364e-08
1994,1.5033540812225965e-07,1.7407257413282196e-08
1995,1.4694841876661258e-07,1.0302656505700725e-08
1996,1.6868371321976383e-07,1.4412849136391515e-08
1997,1.6014947945564018e-07,1.4384683111323682e-08
1998,1.6259320112510522e-07,8.582632382569955e-09
1999,1.5721492374609625e-07,1.5538683895144345e-08
2000,1.5772373096467618e-07,8.836062770356534e-09
2001,1.8795399192583773e-07,1.1829271784336015e-08
2002,1.914593834584366e-07,1.1391175724906333e-08
2003,1.875115316352094e-07,6.667076501987168e-09
2004,2.2552531930841724e-07,1.4095331846153414e-08
2005,1.639364910488439e-07,1.891574785695127e-08
2006,2.3430793127943161e-07,1.070651389767363e-08
2007,2.1050906262587432e-07,7.988958938831558e-09
2008,2.7375337552371093e-07,1.4475294962679186e-08
2009,2.9372066379096395e-07,2.4317781788241177e-08
2010,4.3364418722546816e-07,1.747803468621356e-08
2011,4.5925904501586956e-07,3.135656967412359e-08
2012,6.243399468530697e-07,2.9957424096949126e-08
2013,6.417776852174484e-07,3.095928846619245e-08
2014,7.503267838160355e-07,3.811183679758301e-08
2015,7.671567487932407e-07,4.7213055243133795e-08
2016,8.167293721328406e-07,4.888362381549882e-08
2017,9.737931421227586e-07,3.748261012681553e-08
2018,1.1670810451391844e-06,6.014817421906571e-08
2019,1.0614659586849484e-06,4.9234062160508074e-08
