year,en_ADP enfants_NOUN
1902,1.0557110385889246e-07
1903,1.2312501951328159e-07
1904,1.1394205046144634e-07
1905,1.274707415177545e-07
1906,1.1677298772383438e-07
1907,8.125692829707987e-08
1908,1.3997458836456644e-07
1909,1.1001966981893929e-07
1910,1.1062392246685704e-07
1911,1.1864434412700575e-07
1912,1.3127741738117038e-07
1913,1.1030218871610487e-07
1914,1.0714789766552713e-07
1915,1.5314989809667168e-07
1916,1.3404704191088967e-07
1917,1.8094600306994835e-07
1918,1.4702561657031765e-07
1919,1.4640478696037462e-07
1920,1.226701584755574e-07
1921,1.0677573669681806e-07
1922,1.1066903482515045e-07
1923,1.0615948298209332e-07
1924,5.285566118118368e-08
1925,1.2097996204829542e-07
1926,8.248142790989732e-08
1927,1.0368778902147824e-07
1928,1.0397697280950524e-07
1929,1.1363214724724457e-07
1930,6.827342247106571e-08
1931,9.124285327288817e-08
1932,1.0521155502374313e-07
1933,7.455930273181366e-08
1934,5.751158482780738e-08
1935,8.138432860960165e-08
1936,8.608547119592913e-08
1937,9.695160940736969e-08
1938,9.205302120562919e-08
1939,1.4988169994012424e-07
1940,7.100192078723921e-08
1941,8.559357667081713e-08
1942,1.5474479653221351e-07
1943,1.4225852851268428e-07
1944,1.317406344014671e-07
1945,7.406913482554955e-08
1946,1.2111360092603718e-07
1947,1.1444036118746226e-07
1948,1.4024735150997003e-07
1949,1.0995049137818569e-07
1950,7.87016745107394e-08
1951,8.635735326834038e-08
1952,7.90860283927941e-08
1953,7.97263197682696e-08
1954,8.795282724349818e-08
1955,7.133061785680184e-08
1956,1.0203735456570939e-07
1957,6.979679767482594e-08
1958,1.1084806317285256e-07
1959,8.21579249077331e-08
1960,1.2665124415889295e-07
1961,8.337791257417848e-08
1962,8.054284705849568e-08
1963,7.62994289971175e-08
1964,9.612669771286164e-08
1965,8.208065338521919e-08
1966,9.748771390150068e-08
1967,9.564850955712245e-08
1968,9.252316601759958e-08
1969,1.0173537390301135e-07
1970,9.565348335627277e-08
1971,9.45465146173774e-08
1972,7.74652164636791e-08
1973,9.70323839055709e-08
1974,8.71963621307259e-08
1975,7.653383704564476e-08
1976,7.313314398516013e-08
1977,9.402850764672621e-08
1978,1.0396034610948846e-07
1979,6.378650851956991e-08
1980,7.33384410978033e-08
1981,7.464148410463167e-08
1982,8.628428105339481e-08
1983,8.904595460990095e-08
1984,9.33640365019528e-08
1985,7.880380792357755e-08
1986,8.212445123945145e-08
1987,5.8052759044358027e-08
1988,7.25583007010755e-08
1989,8.341945800793837e-08
1990,5.339677855431546e-08
1991,6.447611866633451e-08
1992,8.871010237498922e-08
1993,9.582829108012447e-08
1994,8.017888575295729e-08
1995,7.86255398566027e-08
1996,6.886138947947984e-08
1997,9.206197404409977e-08
1998,8.916401839087484e-08
1999,8.50057446655228e-08
2000,8.12917804182689e-08
2001,8.630987480273689e-08
2002,7.886198716278159e-08
2003,7.75047652723515e-08
2004,7.972672477762899e-08
2005,6.935774621297242e-08
2006,9.018179270015025e-08
2007,7.988958827809256e-08
2008,9.196070038797188e-08
2009,8.105926951884612e-08
2010,8.550065189183442e-08
2011,8.259779349373275e-08
2012,7.625526166066265e-08
2013,9.176221738016466e-08
2014,8.380273186503473e-08
2015,7.868842999414483e-08
2016,9.238176801318332e-08
2017,7.697770598724674e-08
2018,7.873473606423431e-08
2019,8.469279322298462e-08
