year,son_DET air_NOUN,son_DET fer_NOUN
1921,2.056000909078648e-06,1.37066726635382e-07
1922,2.298226874586362e-06,1.4534532810639433e-07
1923,2.239965013473011e-06,2.1444215825283663e-07
1924,2.1206722067290684e-06,1.4696451677842504e-07
1925,2.283221647303435e-06,1.2977849617179515e-07
1926,2.3562936775078924e-06,1.4267057046879472e-07
1927,4.604630063909099e-06,1.5943391762363035e-07
1928,2.616563548940576e-06,1.19973431189635e-07
1929,2.3773627617629245e-06,1.1586022541365537e-07
1930,1.8517853561661468e-06,1.2919432035296552e-07
1931,1.9411916838407706e-06,1.2317785724746955e-07
1932,1.8894240767508563e-06,1.1288323031877212e-07
1933,1.8020409910946e-06,1.3994208325485147e-07
1934,1.7145641493243602e-06,1.174194839137499e-07
1935,1.8550840223952036e-06,1.0651772530678727e-07
1936,1.5992498845207592e-06,1.2852197928125975e-07
1937,1.7589791880823213e-06,1.1080184236789137e-07
1938,1.799571819560697e-06,1.6725126306127436e-07
1939,1.6777573108583965e-06,1.2999942988756175e-07
1940,1.272963032761254e-06,1.3439649704238832e-07
1941,1.9509432434006158e-06,1.5938113806512888e-07
1942,1.7507402105820802e-06,1.9115534177771565e-07
1943,1.8929093386077511e-06,1.6258117385703486e-07
1944,2.2170985118918907e-06,1.4780655988033686e-07
1945,2.3484274151996942e-06,1.7210182079452352e-07
1946,2.1675160155609774e-06,1.211136018142156e-07
1947,2.2852309768950363e-06,1.5616341464408379e-07
1948,2.0482636529095544e-06,1.456832923185658e-07
1949,1.985980752294836e-06,1.31547909898444e-07
1950,1.879268346272056e-06,1.3506909368743436e-07
1951,2.217571534401941e-06,1.3859822289852275e-07
1952,1.9212633191045825e-06,1.3708244439580852e-07
1953,1.8444792431182577e-06,1.142025669587099e-07
1954,2.0600505052925655e-06,1.2802022464342144e-07
1955,1.846149096706995e-06,1.2013578309932882e-07
1956,2.1384238095834007e-06,1.255844335190659e-07
1957,1.81560027812111e-06,1.3959359823623174e-07
1958,1.756197264057846e-06,1.455914810932768e-07
1959,1.8268512178565288e-06,1.1548613976231081e-07
1960,2.234045098248316e-06,1.4187708519131093e-07
1961,1.9413157303915796e-06,1.4452171015477688e-07
1962,1.8271176571715841e-06,1.1922878329073683e-07
1963,1.724496435429046e-06,1.4289977956494226e-07
1964,1.8915057111712485e-06,1.143786059198959e-07
1965,1.5693820358819721e-06,1.0779925574411209e-07
1966,3.171120255274218e-06,1.1133540311902834e-07
1967,2.1688545217557476e-06,1.5333342950896167e-07
1968,1.9735281000521354e-06,1.3968302758904372e-07
1969,1.926613606428873e-06,1.2853175079818868e-07
1970,1.566785577722385e-06,1.0990952814537991e-07
1971,1.7157108942456034e-06,1.4387513092017912e-07
1972,1.6924354042657797e-06,1.2209749655767155e-07
1973,1.2316497617348432e-06,9.923767096964298e-08
1974,1.1988093007175848e-06,9.732239025783684e-08
1975,1.0549104061396974e-06,1.1765649343686846e-07
1976,1.1484188533472661e-06,1.2855435072012256e-07
1977,1.109536434285019e-06,1.1577260572437353e-07
1978,1.4637616772006368e-06,1.1940588784398187e-07
1979,1.5917367832685159e-06,9.246118137795634e-08
1980,1.3991156038173358e-06,1.0801786265446367e-07
1981,1.3543002026494833e-06,1.1132967303595365e-07
1982,1.3414412549650478e-06,1.1359728979698502e-07
1983,1.4335767630768714e-06,1.136756870856459e-07
1984,1.5013632719274028e-06,1.1656007004035018e-07
1985,1.3727503898053328e-06,1.0767848568349336e-07
1986,1.5094114829139471e-06,9.89090120917524e-08
1987,1.4201538078850717e-06,1.0816145989966941e-07
1988,1.5171280907111395e-06,1.0613900491840411e-07
1989,1.5191122599844675e-06,7.628489706590358e-08
1990,1.3567141223802537e-06,1.1387680443064596e-07
1991,1.3358278820874148e-06,1.1312627723469859e-07
1992,1.3901588644671392e-06,1.1350485240591013e-07
1993,1.532144729310403e-06,1.0413710160861456e-07
1994,1.3952181134868624e-06,1.0391605065329657e-07
1995,1.3897741766299987e-06,1.1604044658497514e-07
1996,1.2960888327029352e-06,1.0782946224807688e-07
1997,1.3085267411838686e-06,1.045287021383956e-07
1998,1.3531950173728546e-06,8.439588938813358e-08
1999,1.4048798817611896e-06,1.087707865998766e-07
2000,1.448230683820384e-06,1.0691636553872286e-07
2001,1.293771802579613e-06,1.064634447267565e-07
2002,1.5890690079345404e-06,1.1084490614265974e-07
2003,1.6551017978372329e-06,1.1667384391955693e-07
2004,1.5623794809016545e-06,1.1496505014640945e-07
2005,1.6136935201416236e-06,1.1754786388706862e-07
2006,1.724984059592316e-06,1.301253274021974e-07
2007,2.3148008665430098e-06,9.906308884310988e-08
2008,2.666434511411353e-06,1.102676865372132e-07
2009,2.8656837400831137e-06,1.4161531969314467e-07
2010,3.7332135320866655e-06,1.6863941709743813e-07
2011,4.077119001522078e-06,1.4186935426430125e-07
2012,5.375315225819577e-06,1.7021263820637955e-07
2013,5.893978880067152e-06,2.0918438314865284e-07
2014,6.95454383503602e-06,2.0593383043276958e-07
2015,6.460873919422738e-06,1.8885222985431938e-07
2016,6.559519647453271e-06,2.0340558526399377e-07
2017,6.481220907517127e-06,1.5999287583667865e-07
2018,7.994285965651216e-06,1.9051224509070153e-07
2019,7.478730879029172e-06,1.9004858842208705e-07
