year,un_DET acteur_NOUN,un_DET facteur_NOUN
1847,5.377044196563929e-07,5.296145566546784e-07
1848,4.778861679710644e-07,5.148941824018038e-07
1849,5.270652252420405e-07,4.2316045778534317e-07
1850,4.854132242826381e-07,4.697985289681128e-07
1851,5.146652242160599e-07,4.3791688852934385e-07
1852,8.027502751417614e-07,3.405015274182688e-07
1853,1.083905686982689e-06,3.2248432901837987e-07
1854,7.975344757937819e-07,4.7020762750094036e-07
1855,9.89743796253606e-07,3.969588888708131e-07
1856,8.247262570648672e-07,5.451580369353337e-07
1857,8.215579931913908e-07,3.8759181109071505e-07
1858,9.063088235450323e-07,3.078122086108692e-07
1859,1.2867921554970962e-06,4.6135091746890566e-07
1860,7.794943961414447e-07,3.515277251509019e-07
1861,1.0955183498140286e-06,4.862158649032722e-07
1862,8.895915115658681e-07,3.9984179611707305e-07
1863,9.449822471196967e-07,4.999615432765836e-07
1864,8.539410387697899e-07,4.5166336448687616e-07
1865,8.025169648817609e-07,4.33971062641092e-07
1866,8.252079197745843e-07,4.977522056748285e-07
1867,1.0006497461745312e-06,5.420590252214197e-07
1868,7.52342824483776e-07,6.762687796424416e-07
1869,1.0260273697326738e-06,6.836926917941355e-07
1870,8.549466556928564e-07,8.377445546159379e-07
1871,7.328612383616928e-07,5.799162927644375e-07
1872,6.132001928449426e-07,5.823587549969034e-07
1873,7.410673248386956e-07,7.123345078241528e-07
1874,6.930546625483203e-07,6.793130680193826e-07
1875,1.120274980337399e-06,7.752669546334801e-07
1876,9.540611145553157e-07,8.633708894478787e-07
1877,9.49987750686887e-07,8.72677539121014e-07
1878,1.0930750278248524e-06,1.1999669453643946e-06
1879,1.0837942596708672e-06,1.1332798166563407e-06
1880,1.0666460710240244e-06,1.2174654688834607e-06
1881,9.559307727613486e-07,1.189509747590023e-06
1882,8.452339272935205e-07,1.425583459280233e-06
1883,9.750740161962312e-07,1.4142681123985312e-06
1884,7.67777365240363e-07,1.5830868811406162e-06
1885,1.0499940330532809e-06,1.7235629812262232e-06
1886,9.267174192473249e-07,1.7295283072371603e-06
1887,9.76074254310788e-07,1.76999143874923e-06
1888,9.434834709054485e-07,1.810245549904721e-06
1889,8.326366511823835e-07,2.0555914108655315e-06
1890,7.517881321916775e-07,2.3962836692703604e-06
1891,6.992519274717779e-07,2.2099421315147083e-06
1892,8.130260304994863e-07,2.2221876285755116e-06
1893,6.872792894796476e-07,2.755275662735812e-06
1894,6.490585349183675e-07,2.7632250336750985e-06
1895,7.240393244956067e-07,2.6656444553907477e-06
1896,8.792470111984585e-07,2.769834566151985e-06
1897,6.700720796004589e-07,2.8399402083323366e-06
1898,6.886218173463021e-07,2.8501133186864536e-06
1899,5.881343483338242e-07,2.8157484734947502e-06
1900,9.022050591056541e-07,3.2563476040081696e-06
1901,8.120437797742852e-07,3.455517351369508e-06
1902,6.157496201808499e-07,3.3453763563784378e-06
1903,6.72327413298035e-07,3.7045511049882407e-06
1904,7.658841028046481e-07,3.951962099790762e-06
1905,6.838005539577807e-07,3.95159336363804e-06
1906,7.088686224676621e-07,3.940445267858195e-06
1907,7.091980869233794e-07,4.217131653660999e-06
1908,7.809108701906098e-07,4.006220244434644e-06
1909,6.705699107101282e-07,3.975560950664203e-06
1910,8.358251832873975e-07,4.499240603195176e-06
1911,6.794117517472387e-07,4.639366352421348e-06
1912,7.454681707486088e-07,4.569183168712243e-06
1913,8.410541632031254e-07,4.760494043409835e-06
1914,7.419992087420724e-07,4.630798443372441e-06
1915,3.1219019902550826e-07,5.496903497714811e-06
1916,5.383856311880209e-07,5.356387546839869e-06
1917,3.838248687770829e-07,6.37368576406061e-06
1918,5.972915495533471e-07,5.723661530510071e-06
1919,7.642514248118459e-07,5.321215539311197e-06
1920,6.83772512388714e-07,5.422475098271207e-06
1921,9.867289776366306e-07,6.1945073213109936e-06
1922,9.392111728345753e-07,6.181972167951244e-06
1923,9.96837520972349e-07,5.120071790543079e-06
1924,9.256186643824549e-07,6.1544613743080845e-06
1925,9.073496549660831e-07,5.399005530648537e-06
1926,1.0577684932400189e-06,6.003310048185995e-06
1927,9.387647352809836e-07,5.504372524001155e-06
1928,9.495040060869542e-07,6.158636296049735e-06
1929,8.823201795848945e-07,6.1951799494863735e-06
1930,9.274681858073563e-07,6.679241337792519e-06
1931,7.49331938720843e-07,7.215028759333109e-06
1932,8.756669913623227e-07,6.895740327195199e-06
1933,8.385053931192488e-07,7.4593718579762935e-06
1934,6.745629796967023e-07,8.008487952793075e-06
1935,8.389767032213058e-07,7.681244696300382e-06
1936,7.735567884026295e-07,8.454563186433006e-06
1937,6.043736959782109e-07,9.000131342418172e-06
1938,8.27180677731576e-07,9.502205870148828e-06
1939,7.356438196381987e-07,9.323253067350379e-06
1940,5.730869538922434e-07,9.151640753657375e-06
1941,7.762451730286557e-07,7.4820591464686e-06
1942,1.022529389160809e-06,8.474553453652334e-06
1943,9.609708548907747e-07,8.692286158407114e-06
1944,1.1920921139108032e-06,9.164007252593365e-06
1945,1.0173613702590956e-06,8.313171292684274e-06
1946,1.1401384369946754e-06,9.896513290641451e-06
1947,1.2910303723856487e-06,9.195759815838755e-06
1948,1.1089325511193238e-06,1.0692501291487133e-05
1949,1.1348461868010418e-06,1.1896250896370475e-05
1950,1.3166577588208384e-06,1.1038442039534857e-05
1951,1.143968432870679e-06,1.0250937378941671e-05
1952,1.0249549653451595e-06,1.1839706303362618e-05
1953,9.804183100925457e-07,1.1501061180752004e-05
1954,1.363268786747085e-06,1.1540387816921793e-05
1955,1.3008452839358142e-06,1.2309224473483482e-05
1956,1.3099154898554843e-06,1.2053489683694352e-05
1957,1.243973329678738e-06,1.2610249058297995e-05
1958,1.150669035610008e-06,1.3066835833797086e-05
1959,1.2160922793214013e-06,1.2940648900894303e-05
1960,1.4256916642807482e-06,1.2359224143665415e-05
1961,1.1916092930164268e-06,1.2420529174050898e-05
1962,1.4421608582892986e-06,1.2607174937784293e-05
1963,1.508530239391348e-06,1.3477194841016171e-05
1964,1.3713265047954337e-06,1.2239119200785353e-05
1965,1.235040244296215e-06,1.172385302083967e-05
1966,1.4456985155675284e-06,1.2811879656737801e-05
1967,1.3405581924530452e-06,1.198613892938738e-05
1968,1.623197647404595e-06,1.2073824251501719e-05
1969,1.2707838195069598e-06,1.1113227429859762e-05
1970,1.5180391201852217e-06,1.1464161474350476e-05
1971,1.7588734309015308e-06,1.1943177582907083e-05
1972,1.586241381801301e-06,1.2023012260442556e-05
1973,1.6506532176663313e-06,1.2213951464445927e-05
1974,1.339448623127737e-06,1.2743607328502549e-05
1975,1.417018232530154e-06,1.2091774294731295e-05
1976,1.7791922743981559e-06,1.2836580992825475e-05
1977,1.8153379599539221e-06,1.2186682226911216e-05
1978,1.825543733957602e-06,1.1615638470630074e-05
1979,1.924713998846528e-06,1.1582810998334025e-05
1980,1.866434978126108e-06,1.226855522418191e-05
1981,2.1424636784672657e-06,1.2047009306570544e-05
1982,1.993849735981712e-06,1.192026707030891e-05
1983,2.3006695641925035e-06,1.2076147385187141e-05
1984,2.26799215141682e-06,1.1999308100030248e-05
1985,2.6865483135907198e-06,1.1932460552088742e-05
1986,2.3636255050973887e-06,1.1717420278500867e-05
1987,2.554932549969635e-06,1.23102404927522e-05
1988,2.6132980792681337e-06,1.1702874189722934e-05
1989,2.86095809087783e-06,1.1149119956144204e-05
1990,2.7946130884970444e-06,1.1471589459688403e-05
1991,2.9864164901027834e-06,1.172996451259678e-05
1992,3.1142203411604896e-06,1.1716895897961876e-05
1993,3.2947205994560136e-06,1.1324355426722832e-05
1994,3.3443033657931664e-06,1.13057500072955e-05
1995,3.884101417384045e-06,1.1588319381417023e-05
1996,3.854636432265579e-06,1.1582058192516342e-05
1997,4.413700168015566e-06,1.1776740734603663e-05
1998,4.633668041265082e-06,1.2162544038574197e-05
1999,4.4157283127788105e-06,1.1842305696063704e-05
2000,5.064831142931325e-06,1.2309961192613628e-05
2001,5.179468502092277e-06,1.282687358639123e-05
2002,4.733033492243521e-06,1.25302937590277e-05
2003,5.346995635591156e-06,1.2909960190654601e-05
2004,5.1972131132060895e-06,1.3008670379122123e-05
2005,5.662113849780326e-06,1.2902342149345714e-05
2006,5.901348117731686e-06,1.238208312770439e-05
2007,5.890658727025766e-06,1.17621442257132e-05
2008,5.747543440293157e-06,1.2348278488616415e-05
2009,5.6212222432350245e-06,1.1915712946120038e-05
2010,5.485740985022858e-06,1.1439137523439058e-05
2011,5.260638033632858e-06,1.1925439423521311e-05
2012,4.773443379235687e-06,1.0729183316016133e-05
2013,4.7091588299963405e-06,9.090595369798393e-06
2014,4.258131383494401e-06,7.204869248766954e-06
2015,4.315007217314815e-06,7.052921176864402e-06
2016,4.054026547350986e-06,6.631809213786255e-06
2017,4.395527525957732e-06,7.368225737991452e-06
2018,4.349513389456661e-06,7.18551277145707e-06
2019,3.965255402249568e-06,6.369816460960465e-06
