year,son_DET art_NOUN,son_DET phare_NOUN
1877,4.843329499237825e-06,5.566334460027633e-08
1878,5.6568143733670695e-06,3.0799351513621787e-08
1879,4.589325207859929e-06,3.421222016797287e-08
1880,6.126475867063164e-06,4.941741593711413e-08
1881,4.803360489802344e-06,4.9504802035471585e-08
1882,5.152599115376688e-06,3.6604619557678575e-08
1883,5.379021359885883e-06,3.602023063153936e-08
1884,4.862809916517108e-06,4.621187876807653e-08
1885,5.103654487470521e-06,3.6095558597626365e-08
1886,5.762943146692123e-06,2.3877817056927597e-08
1887,5.4046438009436315e-06,3.395040931719606e-08
1888,5.2012063491702065e-06,2.916682784182001e-08
1889,5.148689368184023e-06,5.7639258144170924e-08
1890,4.943973564763837e-06,4.9157899362217705e-08
1891,5.016511224198439e-06,3.633305456496316e-08
1892,4.984093976645454e-06,2.883515670681902e-08
1893,5.550580709723363e-06,3.94138661707899e-08
1894,5.77536093260278e-06,3.3398159793307514e-08
1895,5.7200912664256975e-06,4.6343332060772013e-08
1896,5.602177495234173e-06,2.240870955461105e-08
1897,5.206168452787097e-06,3.554295346930303e-08
1898,5.8677140941654216e-06,3.621347133275776e-08
1899,5.90621749552156e-06,2.984892333302014e-08
1900,6.22199631550302e-06,3.218453115128028e-08
1901,5.706661198701113e-06,3.8562298410038665e-08
1902,5.162672437108995e-06,4.2228439411928775e-08
1903,5.648090365184544e-06,4.104167317109386e-08
1904,6.030867027106979e-06,3.2247750247904605e-08
1905,6.53403679962139e-06,2.528772019561032e-08
1906,6.418399237873018e-06,2.1091156987562698e-08
1907,6.826096026202322e-06,2.879992366811024e-08
1908,6.951089034146207e-06,2.4065807124884486e-08
1909,7.355915329299023e-06,5.555993237704726e-08
1910,6.9794606361028855e-06,2.939282950364941e-08
1911,7.4325628531823895e-06,2.4473720938722465e-08
1912,7.536990807466282e-06,2.2921453179947093e-08
1913,7.332974163887229e-06,4.613601034542114e-08
1914,6.850768940580565e-06,4.3528833870709605e-08
1915,4.376552823259772e-06,2.8273829055791566e-08
1916,5.303648109133974e-06,2.5271163162088328e-08
1917,5.495275189559834e-06,3.070598708632133e-08
1918,5.79257947208589e-06,4.479686666059024e-08
1919,7.130557889922784e-06,1.749491218561161e-08
1920,8.392304465587586e-06,2.953170374908609e-08
1921,9.091083214229911e-06,3.180553775905537e-08
1922,9.215779229521104e-06,3.762747213809092e-08
1923,8.709323395805768e-06,3.715581842200777e-08
1924,8.616761817847873e-06,3.996403541428606e-08
1925,8.266230466347224e-06,5.7190525870609576e-08
1926,7.890351270134488e-06,4.012609911008269e-08
1927,7.76320550244236e-06,3.567751927224805e-08
1928,7.903392628350048e-06,5.1417184954161144e-08
1929,8.18597044371927e-06,5.3473950600846365e-08
1930,7.902911249857425e-06,4.201441383688831e-08
1931,6.902521903384695e-06,4.105928219644284e-08
1932,6.696276670936641e-06,3.1782656950696264e-08
1933,6.726396321710126e-06,4.58826492355513e-08
1934,5.969223280999358e-06,5.6313426810561396e-08
1935,7.822470308838092e-06,5.6250936353308134e-08
1936,6.902599906766227e-06,2.7886843056990074e-08
1937,6.242676235501676e-06,3.399601833375954e-08
1938,6.9623200715795974e-06,3.630260092535309e-08
1939,6.720205846022509e-06,3.364691281149135e-08
1940,6.169559952695636e-06,3.550096039361961e-08
1941,7.198714939704587e-06,3.836953554881006e-08
1942,8.46545077592964e-06,6.068423541449874e-09
1943,8.192929840333818e-06,6.096794180621146e-08
1944,8.26752776106332e-06,5.1410978585408884e-08
1945,7.20649140362184e-06,3.267756198965799e-08
1946,8.198138345960615e-06,4.1763311919851276e-08
1947,8.008440943285677e-06,4.5299308082391576e-08
1948,7.779923038242487e-06,3.8051608974853934e-08
1949,6.813003778916027e-06,2.3560819073509265e-08
1950,6.765153372612076e-06,4.2541445033350556e-08
1951,7.186850893958763e-06,3.731490694214301e-08
1952,6.238306070827093e-06,4.850609758300095e-08
1953,7.064398744205391e-06,4.632745842503283e-08
1954,7.362628934970417e-06,3.713563612173232e-08
1955,7.370517749905048e-06,3.754243094178378e-08
1956,6.643765573244309e-06,3.226822453683553e-08
1957,7.0865835368749686e-06,2.473810495340345e-08
1958,6.428360336485639e-06,3.557064653936237e-08
1959,6.0510089667786815e-06,5.968075722506683e-08
1960,6.669607017784074e-06,5.05220850710586e-08
1961,6.408287276826741e-06,3.265634729299194e-08
1962,5.8789936900893736e-06,3.5514957419380266e-08
1963,6.4770455026064155e-06,3.168366147221491e-08
1964,6.02860433218666e-06,3.28534296434313e-08
1965,6.175201150426801e-06,3.939871229263758e-08
1966,5.8874826436294825e-06,3.988133656651627e-08
1967,5.969650260340131e-06,4.7331220942581353e-08
1968,7.761166784803208e-06,3.952446045452085e-08
1969,5.260718040744905e-06,2.6342194869855007e-08
1970,6.050082475894669e-06,4.7366867872433716e-08
1971,5.876271444549275e-06,3.956566008156415e-08
1972,6.541963429640418e-06,3.9502132231916676e-08
1973,5.0732499232708506e-06,2.59120574996885e-08
1974,4.585403601709004e-06,2.6440186928766707e-08
1975,4.721109391425671e-06,2.9699696924012642e-08
1976,4.519970971728071e-06,2.342546046030236e-08
1977,4.415226314335996e-06,4.290050592548056e-08
1978,5.114255031912762e-06,3.861384423320402e-08
1979,4.951940042019487e-06,2.574868285254439e-08
1980,5.413400359088882e-06,3.354238953257038e-08
1981,4.873835862895248e-06,5.123695068220968e-08
1982,5.115602419891729e-06,3.289976258091798e-08
1983,4.882370973291472e-06,3.2208111178100296e-08
1984,5.046877220138413e-06,3.9433256937559946e-08
1985,5.179997273785375e-06,3.128090142467954e-08
1986,5.016185426143238e-06,4.19613980229272e-08
1987,5.203360785799305e-06,4.0331391226722246e-08
1988,5.178624036261681e-06,4.0176910409694955e-08
1989,5.061695119934484e-06,2.7440611671813997e-08
1990,5.818069581664531e-06,3.43265027513695e-08
1991,5.1405048679953325e-06,4.2788697030005096e-08
1992,5.452089823165807e-06,4.022259347813417e-08
1993,5.5995845684719825e-06,2.4372512896775334e-08
1994,5.272289257618468e-06,3.586950086953422e-08
1995,5.391543055566217e-06,3.4161438455804216e-08
1996,5.478483871002027e-06,4.0569499537568277e-08
1997,5.283494147079182e-06,4.2674559552757785e-08
1998,5.590154614765197e-06,6.05552412658028e-08
1999,5.475100977037073e-06,4.25028700568042e-08
2000,5.253481276668026e-06,4.7714741158166873e-08
2001,5.190859752701726e-06,3.5925937058589597e-08
2002,5.641260713673546e-06,4.863155811385411e-08
2003,5.425333540642896e-06,3.083522992497478e-08
2004,5.127617541234031e-06,5.594084884208428e-08
2005,5.461246843196932e-06,3.512924540149953e-08
2006,5.803754049793497e-06,3.95317427126507e-08
2007,5.238759641201796e-06,5.2727128940777135e-08
2008,4.852204071426058e-06,6.684180531291162e-08
2009,4.872139058420544e-06,7.390698297804477e-08
2010,4.029395540783298e-06,7.93597205728247e-08
2011,3.671013146799851e-06,1.1739593694382044e-07
2012,3.712337630190632e-06,1.242552228053473e-07
2013,3.5882093101236023e-06,1.0570783604002543e-07
2014,4.054362918282095e-06,1.0697299024364781e-07
2015,5.91559656015761e-06,1.3432447198979958e-07
2016,3.9347175828652325e-06,1.2821594630452182e-07
2017,3.2094168389562583e-06,1.2502588353502375e-07
2018,3.6148277686720576e-06,1.2236152002742529e-07
2019,3.592045850098202e-06,1.3392685038748908e-07
