year,aucun_DET air_NOUN,aucun_DET fer_NOUN
1857,6.541222319356166e-08,5.369659827891837e-09
1858,4.7468656561022726e-08,4.404308473482388e-09
1859,4.1755821911237945e-08,1.3748868044061169e-08
1860,4.21100927461282e-08,8.696649705930426e-09
1861,4.291527133659656e-08,8.017138064531082e-09
1862,4.066187744844463e-08,1.355395884417021e-08
1863,4.844782353075061e-08,2.996772441310469e-09
1864,3.9796240969280916e-08,4.794728170054441e-09
1865,3.153585836912498e-08,4.706844303203894e-09
1866,5.93604774223877e-08,7.298419646417642e-09
1867,3.105799351033056e-08,1.067618526917613e-08
1868,4.1494942593089945e-08,3.457911734727759e-09
1869,4.639343076373592e-08,4.395167341186834e-09
1870,6.594156332084822e-08,1.204150246181257e-08
1871,2.8677177965619194e-08,4.248470908407853e-09
1872,3.2655632531408685e-08,6.047339518033823e-09
1873,2.573981916498269e-08,7.183205141814142e-09
1874,2.449589792119511e-08,5.974609140757536e-10
1875,2.9751941965638906e-08,3.432916173551348e-09
1876,2.6602464231473277e-08,5.441413541973361e-09
1877,4.020130428550317e-08,1.5462040536817767e-08
1878,3.32149880932775e-08,2.2344627925718896e-08
1879,2.9324762063076548e-08,7.94212295929242e-09
1880,5.455169227452927e-08,3.8507077526617195e-09
1881,2.5101027034679646e-08,6.972507571312292e-10
1882,4.059785041476971e-08,6.655385131892899e-10
1883,4.170763850952497e-08,2.5277355764075082e-09
1884,1.9805090900604227e-08,1.1222884843675729e-08
1885,4.060750324885731e-08,4.511945039809007e-09
1886,3.7430090527035276e-08,2.5813854942491332e-09
1887,3.0685946228459215e-08,6.528924623161458e-10
1888,4.9456794215529953e-08,5.706553452000662e-09
1889,2.8819629349641218e-08,7.518164035769104e-09
1890,1.5730527991308918e-08,5.898947996740844e-09
1891,2.7409146396983886e-08,4.461953917456185e-09
1892,2.6954603882245465e-08,1.3790726782758611e-08
1893,1.9091091429945806e-08,1.847525021858587e-09
1894,2.457600345451283e-08,7.561847148451761e-09
1895,2.768562623600701e-08,9.027921521465032e-09
1896,2.063960063969361e-08,7.666137447071009e-09
1897,3.3212266714599536e-08,5.244042200480692e-09
1898,1.7540900287826844e-08,1.6975064687230201e-09
1899,3.0954439012020885e-08,1.0502398950507086e-08
1900,3.166542394961169e-08,5.71015834616162e-09
1901,2.0119459875900247e-08,1.1177477832191585e-09
1902,2.6024503885224703e-08,3.928227076954727e-09
1903,4.266173991851474e-08,2.7001101354784396e-09
1904,1.4511488011237361e-08,1.0749250378694342e-09
1905,1.90948084011211e-08,1.0321518084666081e-09
1906,2.7264178470431943e-08,5.144184633820714e-09
1907,4.1142747875255736e-08,1.182853937020667e-08
1908,3.487086375209003e-08,2.9468334439286537e-09
1909,4.510806483892793e-08,7.701377091606787e-09
1910,2.7255168677520203e-08,3.740905363258662e-09
1911,2.234557128222292e-08,3.19222459577162e-09
1912,3.021464278774033e-08,7.81413189709923e-09
1913,2.3333154297588976e-08,7.424185488602575e-09
1914,3.750176436057018e-08,6.696743715117748e-10
1915,2.1205371236732162e-08,1.1780761921542648e-09
1916,2.307367052978293e-08,1.0987462051303964e-09
1917,3.180262986290927e-08,8.773139548168274e-09
1918,1.8378202071289707e-08,5.743188147278033e-09
1919,4.1435319175775476e-08,9.207848372660976e-10
1920,2.3473917476479755e-08,7.572231730534895e-10
1921,1.438822039290244e-08,4.543648568500203e-09
1922,3.098732870299159e-08,1.0329110011753073e-08
1923,3.503262746562541e-08,1.0615948120573648e-09
1924,3.738571141553848e-08,1.675911143195208e-08
1925,3.739380360912037e-08,1.0998177923937646e-09
1926,3.1209186346359274e-08,5.57306911730393e-09
1927,4.1252131488533905e-08,1.1149224876660924e-09
1928,2.51372912485337e-08,2.2852082448565625e-09
1929,4.4561623724348465e-08,3.342121912552898e-09
1930,1.9956847396862543e-08,0.0
1931,2.3951248095954725e-08,4.5621426636444085e-09
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,5.5059177661576086e-08,6.882397318719313e-09
1934,1.677421224144382e-08,4.7926320689839486e-09
1935,2.154291056655211e-08,5.98414207075848e-09
1936,1.6974600836050513e-08,0.0
1937,1.8886676889096066e-08,1.2591118148108649e-09
1938,4.926781471681352e-08,6.482607339819424e-09
1939,1.6823455517567254e-08,1.5294050470515685e-09
1940,2.282204625281281e-08,5.0715658339584024e-09
1941,4.132103814669108e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,5.8819609183302646e-08,2.178504043826024e-09
1946,4.315542412314244e-08,6.960552134671616e-09
1947,2.9802176726434482e-08,1.1920870957027319e-09
1948,2.174377655705939e-08,1.0871887834440486e-09
1949,2.84693233432165e-08,0.0
1950,3.296962081122956e-08,7.444752814222966e-09
1951,2.3455083209000804e-08,1.0661401761424827e-09
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,5.570345562588841e-08,5.86352189024808e-09
1955,2.5341141629553476e-08,3.754243138587299e-09
1956,2.6163424537983815e-08,4.360570571293465e-09
1957,2.297109880089465e-08,3.5340151360863103e-09
1958,3.887954358461343e-08,2.4816730892496253e-09
1959,2.325224335297804e-08,2.325224457422337e-09
1960,2.6991249346686175e-08,8.305000021024966e-09
1961,2.223410922042035e-08,3.47407969059077e-09
1962,1.52206956482992e-08,2.5367825617905737e-09
1963,2.5864213659687607e-08,1.939815863494232e-09
1964,3.528701553179303e-08,5.475571551727398e-09
1965,2.8454626210816514e-08,2.188817405102128e-09
1966,2.6033652122947615e-08,2.215629901769489e-09
1967,3.056808051127291e-08,7.395503320850594e-09
1968,3.323647657094142e-08,2.69484942694298e-09
1969,3.042977803069391e-08,3.6334061870313406e-09
1970,4.8286611376013866e-08,4.59872487312829e-09
1971,2.4664308040378558e-08,1.0276794970565106e-09
1972,2.8728821543921867e-08,2.565073486948677e-09
1973,2.095017381797959e-08,1.6539611902288698e-09
1974,2.0252058918757143e-08,1.6876715580593782e-09
1975,1.770558810676448e-08,2.8557400888473694e-09
1976,2.171140245366132e-08,3.999468867199596e-09
1977,1.3516598340590491e-08,2.938390863960194e-09
1978,2.1386128867817433e-08,5.940591241149207e-09
1979,2.808947208166046e-08,3.5111840102075575e-09
1980,1.9898027447950994e-08,3.97960553399912e-09
1981,1.8976648807900176e-08,6.325549528618524e-10
1982,1.551875572491923e-08,2.483000915987077e-09
1983,2.3998201648112172e-08,3.157658134966823e-09
1984,1.8556828074167697e-08,4.639206907519622e-09
1985,2.2257564680217e-08,2.4062232206745193e-09
1986,2.1580147446798037e-08,2.3977941854269602e-09
1987,1.588812426067676e-08,1.8332451112712533e-09
1988,2.338656018840979e-08,3.597932174415064e-09
1989,1.5915554429923873e-08,3.841685636274406e-09
1990,2.3429199136337786e-08,2.724325487424295e-09
1991,1.817054151587172e-08,8.792197747631292e-09
1992,1.983579878128694e-08,5.509944167592096e-10
1993,1.1078414630105726e-08,1.661762283333701e-09
1994,2.0572214098901753e-08,7.384897138251745e-09
1995,2.168980317573954e-08,5.964696070392961e-09
1996,2.1886178869223727e-08,3.736664533349199e-09
1997,1.678213046307775e-08,2.876936688878118e-09
1998,2.0026142522056034e-08,3.337690568372409e-09
1999,1.7823784143056187e-08,7.312321692598545e-09
2000,2.4740975823611677e-08,4.418031385178267e-09
2001,1.1829271784336015e-08,2.6287270138425356e-09
2002,1.796300858059041e-08,6.1337101509018055e-09
2003,2.20846910758965e-08,5.416999848684156e-09
2004,1.6297727084557678e-08,1.7619165015858584e-09
2005,1.5312748624651817e-08,9.007499190971657e-10
2006,2.2648394715218956e-08,1.2353669198716943e-09
2007,1.6776813938079727e-08,5.192823282484937e-09
2008,2.1712941888907267e-08,2.554463751636149e-09
2009,2.0980047699126203e-08,3.814554005998616e-09
2010,2.2201827765133686e-08,1.8895172093635892e-09
2011,2.8297391874154698e-08,3.82397197240536e-10
2012,2.8255296991019918e-08,1.7021263287730903e-09
2013,3.821101235423896e-08,3.3469499949312365e-09
2014,3.29147678002073e-08,3.4647124058651002e-09
2015,4.233658934538198e-08,3.546520688235688e-09
2016,3.417711114117594e-08,3.314144070287739e-09
2017,2.943265298149811e-08,1.0062445598979508e-09
2018,4.3884933464966025e-08,2.0651733656507076e-09
2019,4.311169421455929e-08,2.04079020349468e-09
