year,en_ADP or_NOUN,en_ADP for_NOUN
1954,6.1772202570864465e-06,6.840775057526116e-09
1955,6.206702437339118e-06,7.508486277174597e-09
1956,6.0036336435587145e-06,2.0930739808022736e-08
1957,6.971728453208925e-06,1.4136059989233729e-08
1958,4.993953552911989e-06,8.272243445794913e-09
1959,5.545659860217711e-06,2.0151944668533872e-08
1960,5.3352705435827374e-06,1.8686250491395384e-08
1961,6.085892891860567e-06,6.948159103625784e-09
1962,6.563290753547335e-06,1.3318108060822453e-08
1963,6.0923152886971366e-06,2.5217608445871065e-08
1964,5.8765049288922455e-06,1.703511098849475e-08
1965,6.6567408794071525e-06,1.641613067704384e-08
1966,6.204317742231069e-06,2.0494577035456985e-08
1967,6.0919228417333215e-06,1.6270107816573898e-08
1968,6.53456072541303e-06,2.0211371049017046e-08
1969,7.288158940355061e-06,1.1808570538063279e-08
1970,6.666771696473006e-06,1.79350284068569e-08
1971,6.522681815113174e-06,2.1581268550008303e-08
1972,6.21466006123228e-06,2.103360219329886e-08
1973,5.915667770750588e-06,1.3783009511492139e-08
1974,5.516998044186039e-06,2.025205791955642e-08
1975,6.028467396390624e-06,1.4278700444236847e-08
1976,6.0900483731529675e-06,2.056869685684859e-08
1977,6.050147021596786e-06,1.3516598007523584e-08
1978,5.6108883654815145e-06,3.089107569742566e-08
1979,5.7173779168806504e-06,2.048190750336687e-08
1980,5.888678970222827e-06,2.7288723336571508e-08
1981,5.95044457440963e-06,1.518131903521791e-08
1982,5.961064289294882e-06,1.551875561389693e-08
1983,5.759568011853844e-06,1.1367568886200274e-08
1984,6.095917797210859e-06,2.2616133243946734e-08
1985,6.118424153100932e-06,1.7445118238867963e-08
1986,5.735523700423073e-06,1.5585661872208334e-08
1987,5.65678328712238e-06,1.3443796853529477e-08
1988,5.375311047828291e-06,1.5591040125606526e-08
1989,6.06547246206901e-06,1.3171492785346572e-08
1990,5.819704256282421e-06,1.634595298005692e-08
1991,5.580114702752326e-06,1.0550637696837839e-08
1992,5.430049895949196e-06,1.4876849585565566e-08
1993,5.8560499383020215e-06,1.4955860550003308e-08
1994,5.764439720223891e-06,1.4769794220992338e-08
1995,5.808529294881737e-06,1.3556127220759606e-08
1996,5.747524028265616e-06,1.2277612482236577e-08
1997,5.329525265551638e-06,1.1028256863276908e-08
1998,5.069474809715757e-06,2.288701994590525e-08
1999,5.412489372247364e-06,1.9651864802128216e-08
2000,5.48984598935931e-06,1.546311001465739e-08
2001,5.306085768097546e-06,1.533424159871899e-08
2002,6.18234162175213e-06,1.270554239596322e-08
2003,6.024537015036913e-06,1.2917461433836763e-08
2004,5.382214567362098e-06,1.0571498704203819e-08
2005,5.035642516304506e-06,1.4411998483510047e-08
2006,5.536914613912813e-06,1.1118303056001366e-08
2007,6.016085535520688e-06,9.98619853476157e-09
2008,6.0127822507638484e-06,8.089135306033057e-09
2009,6.098518042563228e-06,1.7642312055698994e-08
2010,6.364838554873131e-06,1.2754240885648471e-08
2011,6.975689757382497e-06,8.030340808984349e-09
2012,7.917270522739273e-06,9.872333173177594e-09
2013,8.129462912620511e-06,1.031976243348609e-08
2014,8.145538231474347e-06,6.279791187058237e-09
2015,8.120645361486822e-06,4.211493376260478e-09
2016,8.165222425304819e-06,2.4856081637381067e-09
2017,7.38835069569177e-06,8.301517695485927e-09
2018,8.043333764362615e-06,4.904786632398128e-09
2019,7.576943971798755e-06,5.612173004099219e-09
