year,un_DET art_NOUN,un_DET fard_NOUN
1901,7.828146571853267e-06,6.259387325124877e-08
1902,6.832168899961744e-06,4.3210498290591204e-08
1903,7.733115403141255e-06,4.1581696308412575e-08
1904,8.474171977468359e-06,2.579820090886642e-08
1905,8.49254552548473e-06,4.335037734337632e-08
1906,7.982230862069173e-06,4.4754403738522797e-08
1907,8.111292416401739e-06,3.291419820028452e-08
1908,8.415174256981572e-06,5.304300265684958e-08
1909,8.778469819503698e-06,5.170924399777732e-08
1910,8.612098561400217e-06,5.02350161468712e-08
1911,8.73924638256085e-06,3.351835864418007e-08
1912,8.946659853847905e-06,3.2819354345292595e-08
1913,9.786667455102815e-06,4.507541206955068e-08
1914,8.86380991715896e-06,4.486818383497848e-08
1915,5.1906037725757415e-06,4.2410742473464325e-08
1916,6.625439695540081e-06,3.186364061491531e-08
1917,7.173138129701329e-06,5.812205117194935e-08
1918,7.832560150689005e-06,2.412139021856774e-08
1919,8.605655082760677e-06,4.788081087170326e-08
1920,1.0781343306121016e-05,3.483226551637131e-08
1921,1.0497342714188562e-05,7.042654903699486e-08
1922,1.1065427905521119e-05,8.041949683956773e-08
1923,1.0293222842960859e-05,5.8387714219065856e-08
1924,1.0095431349554929e-05,7.606058349818312e-08
1925,1.0925590103738614e-05,5.169143735272996e-08
1926,1.0488516423379224e-05,6.018914655570029e-08
1927,1.0802484148086933e-05,8.473410684217697e-08
1928,1.0258299795395942e-05,5.827280868953011e-08
1929,9.840320664977753e-06,6.015819353777374e-08
1930,1.0834467317977214e-05,5.566909833110145e-08
1931,9.405997921874132e-06,7.18537451760426e-08
1932,9.19505090024586e-06,2.7398842306070037e-08
1933,9.15358801023558e-06,4.12943848004943e-08
1934,8.17143792630759e-06,6.230421689679133e-08
1935,9.916920632235815e-06,4.547947884958603e-08
1936,8.903177786123706e-06,5.33487423126644e-08
1937,8.593438366233386e-06,4.280980192561401e-08
1938,9.5138746161183e-06,5.0564334941327616e-08
1939,9.352311550969716e-06,5.047036744088018e-08
1940,7.571847717713354e-06,2.2822046474857416e-08
1941,8.990277237330702e-06,5.017554371988808e-08
1942,1.036486735017661e-05,8.49579275818968e-08
1943,1.128487546964152e-05,6.387117701400769e-08
1944,1.0616366864724114e-05,4.498460803858961e-08
1945,1.0435034148770228e-05,7.189063344625879e-08
1946,1.1479342958864436e-05,3.7586982415405146e-08
1947,1.1393968762263285e-05,7.271731305991125e-08
1948,1.0808830552377913e-05,4.783630713767195e-08
1949,9.97309909678279e-06,6.577395339490977e-08
1950,9.638827997093813e-06,6.062156221453563e-08
1951,1.0027048617189394e-05,2.7719645245838365e-08
1952,8.826001177908438e-06,3.1634410091463394e-08
1953,9.958248675445702e-06,1.0342874645630218e-07
1954,1.0155619889928857e-05,7.13395160722996e-08
1955,1.0169306236207376e-05,4.5050916774869165e-08
1956,1.022292221364296e-05,4.534993536253751e-08
1957,1.0124953632839606e-05,6.007825492648777e-08
1958,9.349289385340853e-06,6.121460227603848e-08
1959,9.679133810891472e-06,4.650448559573306e-08
1960,1.0014445692263507e-05,6.02112498193641e-08
1961,1.0281191698879866e-05,7.781938360373886e-08
1962,9.445709537203584e-06,4.566208677836414e-08
1963,1.0498930947733243e-05,6.07809000907622e-08
1964,9.463613011462257e-06,6.874883951013544e-08
1965,1.0740526633412628e-05,5.198441377363139e-08
1966,9.136703866374773e-06,3.5450078428311826e-08
1967,9.731989237593552e-06,6.902469568137448e-08
1968,1.267836856300164e-05,6.108325661946523e-08
1969,8.701553596779377e-06,3.860494146579185e-08
1970,9.001084904980416e-06,5.0126104156333895e-08
1971,1.0431460566451278e-05,5.7550050946986175e-08
1972,9.407663185356796e-06,4.668433745136369e-08
1973,8.632574804323667e-06,3.80411072642417e-08
1974,7.68003064166578e-06,4.500457362333066e-08
1975,8.199400625130693e-06,5.597250618549765e-08
1976,7.75668409858099e-06,4.1708744680235554e-08
1977,8.221029759170051e-06,6.523227691346278e-08
1978,8.805144304346868e-06,5.0495025494257106e-08
1979,8.85813219042575e-06,5.6764141609377816e-08
1980,9.459522132715392e-06,4.8323780754699897e-08
1981,8.54455267784715e-06,5.503228234227109e-08
1982,8.62966986403535e-06,5.6488270616661396e-08
1983,9.102896541435257e-06,5.810090897284681e-08
1984,8.823191151918763e-06,5.161117400120929e-08
1985,9.02333671604083e-06,5.2335354605581585e-08
1986,9.28006281242233e-06,5.5748715976911e-08
1987,9.362993878880843e-06,6.538574348624593e-08
1988,9.172328361728432e-06,5.876622560796463e-08
1989,9.715622425687798e-06,5.872290675945635e-08
1990,1.0556761537827697e-05,5.503137390228119e-08
1991,9.534845162306738e-06,6.506226180036379e-08
1992,1.0523993040578716e-05,6.060938573249075e-08
1993,1.044749916445653e-05,5.649991408063215e-08
1994,9.677908018090875e-06,6.013416231631652e-08
1995,1.0629088421865163e-05,6.561165166729666e-08
1996,1.1026897205113073e-05,5.4982350672361235e-08
1997,1.0505134156346685e-05,6.808749963838068e-08
1998,1.0831282082790494e-05,6.389293227826442e-08
1999,1.0764194982471054e-05,5.392837368334291e-08
2000,1.0716818650280402e-05,6.09688318720103e-08
2001,1.0991145984462491e-05,4.9945814595275806e-08
2002,1.1030600958861214e-05,6.703268995433831e-08
2003,1.070857537399661e-05,4.750292026400871e-08
2004,1.041292688341855e-05,8.369103188243798e-08
2005,1.095221837488225e-05,6.48539969505535e-08
2006,1.1067652820884177e-05,7.618096231620797e-08
2007,1.1154583475558866e-05,1.306194732930699e-07
2008,1.037240070900225e-05,1.5369356665129175e-07
2009,9.929760764748607e-06,1.6164172711441438e-07
2010,8.722955911366626e-06,2.4422009925473276e-07
2011,7.825376272307949e-06,2.5161734362733057e-07
2012,6.844250115989325e-06,3.1557422586203643e-07
2013,6.392395565768538e-06,3.3832086820950735e-07
2014,7.225657689957643e-06,3.605466236678012e-07
2015,7.595095553369902e-06,3.6861647845221057e-07
2016,7.149023232955187e-06,3.84854973667359e-07
2017,6.130293225936612e-06,4.553256585104748e-07
2018,6.241212222590775e-06,4.7137580860834305e-07
2019,6.612160056818084e-06,4.5024933914561416e-07
