year,son_DET or_NOUN,son_DET fort_ADJ
1931,4.5621427080533294e-07,3.341769572173803e-07
1932,5.446889931315368e-07,2.8604389878950087e-07
1933,3.590317374513319e-07,2.672664392022739e-07
1934,4.52903742953481e-07,2.2405554567228592e-07
1935,4.1769310410444405e-07,2.776641920831935e-07
1936,4.38914678824176e-07,2.764434920976555e-07
1937,4.0669312006968994e-07,2.63154375623742e-07
1938,4.200729367687117e-07,2.5800777336826286e-07
1939,3.8235127419739e-07,3.9611591606814045e-07
1940,4.057252613876017e-07,4.082610445266255e-07
1941,4.899494241428215e-07,2.5678072379520245e-07
1942,3.9444752530926053e-07,3.307290761256354e-07
1943,4.412917617990786e-07,4.325820572859129e-07
1944,4.3378013181438746e-07,3.2131862148787604e-07
1945,4.5530733450149796e-07,3.1370458630775033e-07
1946,4.329463472174666e-07,2.7424576742873796e-07
1947,3.7073909719964604e-07,3.0517429205900726e-07
1948,4.533577246945697e-07,3.207206855648792e-07
1949,3.7402802854913375e-07,1.7965125431729234e-07
1950,3.935083658923588e-07,2.4142270582672154e-07
1951,4.2219152396327786e-07,2.441461037783199e-07
1952,3.4481507549255497e-07,3.047448333681757e-07
1953,3.436851003790764e-07,2.7150046122415006e-07
1954,3.3617524453077863e-07,2.2965460111379343e-07
1955,3.2286490858624006e-07,3.2380345826865664e-07
1956,3.505898824585074e-07,2.6337847636170864e-07
1957,2.9155624492460674e-07,2.6416761667036326e-07
1958,3.069002305622348e-07,3.1434523872775344e-07
1959,2.666257157279972e-07,2.131455594245324e-07
1960,3.4604165533025366e-07,3.2597125354527634e-07
1961,3.119723412936537e-07,2.9390714395560735e-07
1962,3.7227282811969076e-07,2.949009627606358e-07
1963,3.4464063247696686e-07,3.2912209979585327e-07
1964,3.473945788812216e-07,2.944640611346472e-07
1965,3.5130519604464894e-07,2.7907420729889054e-07
1966,4.1266106931558966e-07,2.8360062032106725e-07
1967,3.860452744142151e-07,3.461095587908858e-07
1968,4.275827796274001e-07,3.094585414586959e-07
1969,3.9422457165372293e-07,2.870390956033475e-07
1970,3.453642425377268e-07,2.837413362044572e-07
1971,3.653400506564708e-07,2.826118565835145e-07
1972,3.4474587895516606e-07,2.6625463345197886e-07
1973,3.5946089393945613e-07,2.4092700634525954e-07
1974,2.700274317479767e-07,2.4640003548626055e-07
1975,2.7357990672882693e-07,2.233188749478643e-07
1976,3.4452568264953243e-07,2.5996546337836435e-07
1977,3.2145996753385475e-07,2.556400233721945e-07
1978,3.3326716497583675e-07,3.05346405937712e-07
1979,3.721855139637853e-07,2.53975656505645e-07
1980,2.9505933341056334e-07,2.910797038957469e-07
1981,3.479052332888699e-07,2.8907762494867484e-07
1982,3.1223736085550513e-07,2.8554509245992676e-07
1983,3.2334418254009734e-07,2.66506347657014e-07
1984,2.992288292702483e-07,2.7023378201818105e-07
1985,2.863405677011599e-07,3.079965722463385e-07
1986,2.967270318343651e-07,2.751468768380505e-07
1987,3.4220575306775913e-07,2.743756626344407e-07
1988,2.770407956376175e-07,3.35207359647427e-07
1989,2.936145406806645e-07,3.347754553573168e-07
1990,2.8278498986900047e-07,3.067590563787803e-07
1991,2.707997031059506e-07,3.036239086817716e-07
1992,2.8486410208472535e-07,3.013939564588952e-07
1993,3.2902893165598357e-07,3.334602745042048e-07
1994,3.054182382555837e-07,3.644974375660581e-07
1995,2.835941703693834e-07,3.1179093529232205e-07
1996,2.6690460774858593e-07,3.5178026891458103e-07
1997,2.5556786820146726e-07,3.030373276757814e-07
1998,2.8561095177792595e-07,3.256632354897704e-07
1999,2.82438437526622e-07,3.2357023016515996e-07
2000,2.7391793988584823e-07,3.2737612709610175e-07
2001,2.435953778689992e-07,3.272765090045482e-07
2002,2.523583599867152e-07,3.5444080737079275e-07
2003,2.7001660463099597e-07,3.683559794964708e-07
2004,2.669303444946536e-07,3.735263076620754e-07
2005,2.751790941779575e-07,3.5984959012580475e-07
2006,2.8536977936255425e-07,4.080829016928078e-07
2007,2.684290274501677e-07,4.493789358406275e-07
2008,3.167535098658192e-07,4.598034921698968e-07
2009,3.0230341163672847e-07,5.020906748143261e-07
2010,2.909856564592417e-07,5.829160425463442e-07
2011,2.829739247367513e-07,6.175714890588324e-07
2012,3.686805802871618e-07,6.536165333415056e-07
2013,3.784842546039613e-07,6.328524957410764e-07
2014,4.6795270147725887e-07,6.9835605920332e-07
2015,4.659241614746179e-07,6.7406055848096e-07
2016,5.132780407368642e-07,6.669714949225636e-07
2017,3.03382727495638e-07,6.809759867110188e-07
2018,3.7689413545649586e-07,6.760861435139986e-07
2019,3.974438851361839e-07,6.793280586947503e-07
