year,non_ADV utile_ADJ,non_ADV futile_ADJ
2002,1.0514931148009055e-08,4.38122149670761e-10
2003,1.12506919336397e-08,2.083461403401543e-09
2004,5.726228824443069e-09,1.3214374039449694e-09
2005,1.3961623968050674e-08,1.8014998381943315e-09
2006,1.6059770402421236e-08,8.235779835885637e-10
2007,1.2382886049877584e-08,2.7961355453243186e-09
2008,7.663391698997657e-09,0.0
2009,1.3350938798950551e-08,2.860915504498962e-09
2010,1.0392344762522043e-08,1.4171379625338432e-09
2011,1.4531093661673822e-08,3.82397197240536e-10
2012,6.808505315092361e-09,1.0212758416727752e-09
2013,1.0598675492801135e-08,5.578250084070646e-10
2014,7.795602385840539e-09,1.2992671383216248e-09
2015,1.1082877018897541e-08,1.10828768384863e-09
2016,5.59261792432153e-09,1.86420612280358e-09
2017,8.553078245654433e-09,2.515611330355938e-10
2018,9.035133474721846e-09,1.0325866828253538e-09
2019,1.0459049404332177e-08,1.53059265262101e-09
