year,ton_DET or_NOUN,ton_DET fort_ADJ
1870,4.185855440042019e-08,1.6628741050794815e-08
1871,8.072094370703553e-08,1.3807530230280918e-08
1872,5.3821318624081016e-08,8.4662747923403e-09
1873,4.968383748860106e-08,4.788803575905831e-09
1874,7.82673765797881e-08,1.5533982988813477e-08
1875,6.808617553089036e-08,9.154443425529735e-09
1876,6.227395310531847e-08,8.464420497844571e-09
1877,4.51491583008945e-08,5.566334504436554e-09
1878,3.2611077338540184e-08,1.8117265465633636e-09
1879,5.803859082220697e-08,1.649517855639715e-08
1880,6.610381309002378e-08,8.343199908722454e-09
1881,4.183504487276224e-08,1.8128519130300447e-08
1882,6.389169482368118e-08,1.7969540522244642e-08
1883,6.256145379524014e-08,1.9589950994713945e-08
1884,6.931781992847164e-08,6.601696966868076e-09
1885,4.383032448096458e-08,1.0957580676151935e-08
1886,6.711602551501272e-08,4.5174246565693466e-09
1887,4.635536360320103e-08,6.528924512139156e-09
1888,5.516334833366443e-08,9.510921827882157e-09
1889,4.9494580878217675e-08,6.891650361495749e-09
1890,3.8015443237782165e-08,1.3764211992395303e-08
1891,6.756673087693343e-08,7.0116419337296065e-09
1892,4.387958751905785e-08,5.014809900671935e-09
1893,5.234654043562159e-08,1.1700991287000306e-08
1894,2.6466464575491955e-08,2.520615716150587e-09
1895,6.921406359161608e-08,5.416753268150387e-09
1896,3.597187570036908e-08,6.486732040400511e-09
1897,2.855089586972781e-08,3.8456310136325556e-08
1898,2.82917743676947e-08,1.1316709347397591e-08
1899,4.09040801230276e-08,6.633094074004475e-09
1900,6.333085078580325e-08,1.038210584169974e-08
1901,4.3592162823902214e-08,1.1736351446245408e-08
1902,3.338993082024899e-08,4.910283735171106e-09
1903,3.186129982069019e-08,1.296052865029651e-08
1904,2.1498500757388683e-08,1.1824175416563776e-08
1905,2.993240255655394e-08,6.708986699521802e-09
1906,4.012463905578301e-08,4.629765903985117e-09
1907,2.159994205719329e-08,5.65712765521198e-09
1908,3.5362001771233054e-08,1.1787333775714615e-08
1909,4.510806661528477e-08,3.300590190047359e-09
1910,6.626746884563772e-08,7.481810726517324e-09
1911,4.894744243255644e-08,6.3844490805209375e-09
1912,4.7405731506966475e-08,1.7191090107004925e-08
1913,6.045408240673567e-08,7.954484182448596e-09
1914,4.620753313311354e-08,2.276892807628883e-08
1915,6.479418912519463e-08,1.1780761921542648e-09
1916,4.065361070004769e-08,3.2962386153911893e-09
1917,4.386569774084137e-08,8.773139548168274e-09
1918,4.364822903113463e-08,1.722956355365568e-08
1919,2.117805197876521e-08,5.524709134618888e-09
1920,3.7103934591442567e-08,7.572231730534895e-09
1921,2.8019165876358443e-08,4.543648568500203e-09
1922,4.057864688711277e-08,2.2133805899215986e-09
1923,3.6094223609950404e-08,1.9108707505210987e-08
1924,2.9650736532715882e-08,1.0313299547703991e-08
1925,5.939016034517408e-08,1.4297631523163545e-08
1926,4.904300876518164e-08,1.7833821530643945e-08
1927,2.787306230267461e-08,2.0068604555945058e-08
1928,2.742249938236796e-08,7.998228745975666e-09
1929,6.684243802901335e-08,2.1166771446701205e-08
1930,3.676261295382233e-08,9.453243521306831e-09
1931,3.307553342324354e-08,7.983749661377715e-09
1932,3.6166470818166374e-08,1.0959536389520963e-08
1933,2.1794258397989097e-08,4.588264879146209e-09
1934,3.5944742293736454e-08,1.5576054224197833e-08
1935,2.393656917121234e-08,5.98414207075848e-09
1936,3.273672799508631e-08,1.6974599503782883e-08
1937,5.9178256517355976e-08,2.0145788925951535e-08
1938,2.2040865133021725e-08,1.9447821131279852e-08
1939,2.2941076593951948e-08,1.070583532936098e-08
1940,1.7750480196809804e-08,2.028626333583361e-08
1941,3.8369532440185594e-08,0.0
1942,4.551317811518629e-08,2.4273694165799498e-08
1943,4.6451763546784264e-08,1.1612940831184915e-08
1944,5.1410978585408884e-08,4.819779064746399e-08
1945,3.267756198965799e-08,1.3071024262956144e-08
1946,3.619487021211398e-08,2.5057987684817817e-08
1947,5.8412266579210836e-08,7.152522574216391e-09
1948,3.4790040626120344e-08,9.784699273041042e-09
1949,4.908504047662632e-08,2.9451025507221118e-08
1950,4.4668516441248585e-08,2.5524867552917385e-08
1951,3.731490771929913e-08,1.8124382994422206e-08
1952,6.537778207693634e-08,1.0544804140977249e-08
1953,4.5250076685654506e-08,1.2928593307037772e-08
1954,4.1044653009691956e-08,1.7590565448699635e-08
1955,1.970977603349411e-08,9.385607846468247e-10
1956,5.145473469525541e-08,1.5698054411927842e-08
1957,3.0922632010543794e-08,1.1485549400447326e-08
1958,4.9633462229081715e-08,1.9026160202884057e-08
1959,4.5729413145068065e-08,1.5501495198577686e-08
1960,4.913791784577626e-08,1.868625076895114e-08
1961,4.933192965239641e-08,1.598076693198891e-08
1962,3.805173776072479e-08,2.1562652108286784e-08
1963,5.8841084893401785e-08,1.357871226570495e-08
1964,4.258777996923868e-08,1.2167936658258327e-08
1965,5.143720827049947e-08,2.0246559984116175e-08
1966,6.979234001835977e-08,1.6617224929404983e-08
1967,5.078245596257247e-08,1.5777073869571723e-08
1968,5.749012288447375e-08,1.7067380814195232e-08
1969,3.996746922307892e-08,1.6350327314285096e-08
1970,4.3228016055607554e-08,1.609553734738256e-08
1971,4.8300937471879024e-08,1.849823083599489e-08
1972,3.231992473651246e-08,1.3851396807318395e-08
1973,3.6387143520499876e-08,1.0475087075523248e-08
1974,3.037808715689039e-08,9.00091468025721e-09
1975,2.8557400000295274e-08,1.1422960355389478e-08
1976,3.199574982737374e-08,9.141642998145016e-09
1977,2.11564152863275e-08,1.0578207476630297e-08
1978,4.514849250014663e-08,1.722771458823047e-08
1979,3.043026175486574e-08,1.6385525825057812e-08
1980,2.5014662785594055e-08,9.096241093686785e-09
1981,2.8464972379182996e-08,9.488323904349727e-09
1982,4.034876344150007e-08,2.110550845202397e-08
1983,2.336666926616715e-08,1.2630632539867293e-08
1984,2.7255340206977507e-08,1.5657322549600394e-08
1985,2.8874678426049627e-08,1.864822929409371e-08
1986,2.997242765090391e-08,1.6185110141009318e-08
1987,1.772136820621384e-08,8.555143260480236e-09
1988,2.518552633112847e-08,6.596209356501959e-09
1989,2.6342985570693145e-08,9.878619700032232e-09
1990,2.9967581305356816e-08,1.3621627159565719e-08
1991,2.930732689865323e-08,1.75843961613964e-08
1992,2.6998725921600908e-08,1.0468894195980738e-08
1993,3.3235243224183364e-08,1.606370148010683e-08
1994,2.7429619020580276e-08,1.5297286992677073e-08
1995,3.416143945500494e-08,1.0302656505700725e-08
1996,2.882569782869382e-08,2.1352368539950817e-08
1997,3.787966806889642e-08,1.2466725429760572e-08
1998,2.8608776236893618e-08,1.001307092796111e-08
1999,3.0620348590026936e-08,1.3710603319339043e-08
2000,3.7995070645280293e-08,1.0161472552283612e-08
2001,3.242096580091669e-08,1.0514908221903596e-08
2002,3.1106672349068276e-08,1.4896152755738967e-08
2003,2.9585152550026805e-08,2.2501383700745947e-08
2004,3.611928783842089e-08,6.166707866572807e-09
2005,3.693074512867156e-08,1.981649888627146e-08
2006,2.5119128999051554e-08,1.1530091992284497e-08
2007,2.95591473520318e-08,2.2768533725070483e-08
2008,4.470311798510096e-08,2.5544638571073364e-08
2009,3.385416791346074e-08,2.1933685090402832e-08
2010,5.385123991175078e-08,2.8342757474320024e-08
2011,5.238841427335217e-08,4.3593281873199885e-08
2012,6.434037702618411e-08,3.7787203394090696e-08
2013,7.558528691831157e-08,5.1877727003102336e-08
2014,7.622367403925523e-08,4.504126041582346e-08
2015,8.156997455266435e-08,4.078498641590933e-08
2016,8.451067357029274e-08,4.8676490393972927e-08
2017,1.1471187910672143e-07,4.930598210273196e-08
2018,8.131620088391855e-08,6.427852322632432e-08
2019,7.219295605764842e-08,5.9438015398427524e-08
