year,un_DET or_NOUN,un_DET fort_NOUN
1910,2.2552315703805448e-07,1.5498037075900584e-08
1911,2.027062564469162e-07,5.852411666396051e-09
1912,2.3650772540406706e-07,4.688478993930545e-09
1913,2.2378616071350166e-07,1.0605979317013237e-08
1914,2.2434091140333123e-07,5.3573948055607445e-09
1915,1.9556064301262666e-07,1.1780762143587253e-08
1916,2.2524296805492838e-07,5.493731025651982e-09
1917,2.5442104623074613e-07,5.483212106582869e-09
1918,2.1134932559618846e-07,2.2972752589112133e-09
1919,2.900472335642945e-07,1.1970203106503874e-08
1920,2.83958701441378e-07,1.2115571212945042e-08
1921,2.1430874874717176e-07,6.81547268621685e-09
1922,2.700324364113271e-07,2.951174193910333e-09
1923,2.781378549698843e-07,7.431163684401554e-09
1924,3.081098132184934e-07,3.867487219366694e-09
1925,2.3756064404523158e-07,9.898360131543882e-09
1926,2.7642422395501853e-07,6.687683296036084e-09
1927,2.0403081357756037e-07,1.1149224654616319e-08
1928,2.787953921057351e-07,9.14083297942625e-09
1929,2.2280813460895388e-07,4.4561625500705304e-09
1930,1.9746774748696794e-07,8.402882833991043e-09
1931,2.2696660373355826e-07,5.7026783295555106e-09
1932,2.2357455264909731e-07,1.4247397261968331e-08
1933,2.1106018088801193e-07,1.1470661975820917e-08
1934,2.3963159989648375e-07,4.7926320689839486e-09
1935,1.9867351674918154e-07,9.574627313213568e-09
1936,1.9520790317528736e-07,6.0623572828433225e-09
1937,1.825712123704193e-07,7.554670666820584e-09
1938,2.4115299090965436e-07,2.5930428915188486e-09
1939,1.9117562644055397e-07,1.5294050470515685e-09
1940,1.3186070790816018e-07,1.5214697057785997e-08
1941,2.508777141585483e-07,5.9030051957620344e-09
1942,1.9115534199976025e-07,1.8205270180260413e-08
1943,2.467749915524564e-07,0.0
1944,2.2170985047864633e-07,6.4263723231761105e-09
1945,3.071690679590233e-07,4.357008087652048e-09
1946,2.519719863869341e-07,6.960552134671616e-09
1947,2.467620250357072e-07,8.344609447874518e-09
1948,2.2504807328793675e-07,1.4133453962728026e-08
1949,1.6787084566871613e-07,1.1780409536754632e-08
1950,2.392956330865559e-07,1.1698897184331258e-08
1951,1.8124383416306955e-07,9.595261474260042e-09
1952,1.5079069926038358e-07,6.326882462381889e-09
1953,1.63762175486859e-07,1.185120990232491e-08
1954,1.7688290654405137e-07,5.86352189024808e-09
1955,2.0554480517631646e-07,1.0324168187025862e-08
1956,2.284939024654875e-07,1.657016879264006e-08
1957,2.085068859791761e-07,3.534015080575159e-09
1958,1.7619878889263418e-07,8.272243612328367e-09
1959,2.418233284728899e-07,1.0075971945688877e-08
1960,2.0693291524764845e-07,6.2287499602575735e-09
1961,1.5702839251119372e-07,6.948159270159238e-09
1962,1.6235407795939238e-07,1.9025869768540815e-09
1963,2.172593909222087e-07,1.8104949428554562e-08
1964,1.843442358762104e-07,1.1559539991878864e-08
1965,1.8933270418131087e-07,7.660860390501512e-09
1966,1.7558866582945143e-07,1.717113129462433e-08
1967,1.8488758657397852e-07,4.042875051402106e-08
1968,2.1918108839003025e-07,1.6169096284102125e-08
1969,2.089208512856544e-07,1.4533625386503601e-08
1970,1.926865720314197e-07,1.885477268759317e-08
1971,2.04508219692201e-07,3.33995837653589e-08
1972,1.6416469428293112e-07,1.6416469239555198e-08
1973,1.6649875078655896e-07,3.418186433901127e-08
1974,1.282630317511746e-07,1.1813700295792984e-08
1975,1.4221585997731268e-07,6.8537762132336866e-09
1976,1.605501056545222e-07,1.1998406657109939e-08
1977,1.7806648999751928e-07,6.4644601893704134e-09
1978,1.6990090667690083e-07,2.5544542037181373e-08
1979,1.5624769433841834e-07,1.345953837272873e-08
1980,1.4042322349361314e-07,1.2507331170752423e-08
1981,1.3663186382295578e-07,1.5813873543990553e-08
1982,1.4960080729764513e-07,1.738100563475342e-08
1983,1.7430272425400517e-07,1.452522668810019e-08
1984,2.0644470088981848e-07,1.9716628330002095e-08
1985,1.6843561922996741e-07,1.8648230404316735e-08
1986,1.5166047662162896e-07,1.138952232526691e-08
1987,1.6865854401970637e-07,1.1610552352880887e-08
1988,1.5890867549606114e-07,1.6190695617535056e-08
1989,1.597043612910909e-07,1.4269117554199795e-08
1990,2.075936054168892e-07,3.105731127828193e-08
1991,1.5298424571597025e-07,1.6998248419941575e-08
1992,1.526254580497266e-07,1.597883780846132e-08
1993,1.6340661534997025e-07,1.3848019009277124e-08
1994,1.5561033483990627e-07,3.112206620192737e-08
1995,1.697227065555751e-07,1.5182862411755593e-08
1996,1.6441323813509712e-07,1.0676184158953106e-08
1997,1.380929672833986e-07,4.075660176017237e-08
1998,1.325539886742888e-07,1.7642078464774613e-08
1999,1.2705159235792962e-07,1.4624643718263997e-08
2000,1.4049340268940114e-07,1.2370488633450805e-08
2001,1.1697835455848349e-07,1.0076787210211435e-08
2002,1.3888471617207188e-07,1.0076809608960957e-08
2003,1.4875914144951707e-07,9.16723019717125e-09
2004,1.1364361629517816e-07,1.5416769222342808e-08
2005,1.328606158423895e-07,1.7564623533417034e-08
2006,1.288899516005415e-07,9.882935969596218e-09
2007,1.2982058628097093e-07,2.117074163199284e-08
2008,1.4560443784006338e-07,9.79211137175362e-09
2009,1.258802806436421e-07,1.3350939243039761e-08
2010,1.2848717245717012e-07,1.039234459598859e-08
2011,1.4148695681726053e-07,9.942326795187029e-09
2012,1.6714880723966985e-07,1.1234033592266712e-08
2013,1.7794617912514354e-07,1.0319763044108754e-08
2014,1.5980985668129222e-07,3.464712362843958e-08
2015,1.9395035044666997e-07,3.50218922751111e-08
2016,1.9367029446826223e-07,1.3463710202277213e-08
2017,1.5420698051826776e-07,1.836396218424241e-08
2018,2.0858250815436463e-07,8.776986804015507e-09
2019,1.992321396748764e-07,9.438655079740954e-09
