year,on_PRON eut_VERB,on_PRON fût_VERB
1908,3.262144559812441e-06,2.6816184117706143e-07
1909,3.658154128061142e-06,2.2223973417112575e-07
1910,3.3497136087135004e-06,2.4209003868236323e-07
1911,3.5641186286738957e-06,3.0911374437891936e-07
1912,3.554909142167162e-06,2.8235064064574544e-07
1913,3.217323808257788e-06,2.460587325003871e-07
1914,3.3497111076030706e-06,2.3170733243205177e-07
1915,3.0040941965125967e-06,2.2501255614315596e-07
1916,3.4500630476941296e-06,2.175517437308372e-07
1917,3.174779919845605e-06,1.7984936562243092e-07
1918,3.5228716797064408e-06,2.7911895017496136e-07
1919,3.194202520262479e-06,2.1178051667902764e-07
1920,3.1773084288033715e-06,2.4306862655976147e-07
1921,2.950342491203628e-06,1.9386233418572374e-07
1922,3.213091019915737e-06,1.6526576018804917e-07
1923,2.8089798433938995e-06,2.7389145884626487e-07
1924,3.0527365311172616e-06,2.3462756360004278e-07
1925,2.9860053700758726e-06,1.7707066035654861e-07
1926,2.9815920470355195e-06,2.2849583558581799e-07
1927,3.0036012503842358e-06,2.1740989097907004e-07
1928,2.8896458843519213e-06,1.8738707296961366e-07
1929,2.914330252679065e-06,2.462029726757464e-07
1930,3.047095447072934e-06,2.079713539160366e-07
1931,3.0110142006378737e-06,2.0985856963307015e-07
1932,2.8144089014858764e-06,2.2357454554366996e-07
1933,2.5889285097946413e-06,1.6632459676202416e-07
1934,2.7629523060568317e-06,1.6654396972626273e-07
1935,2.3733107354928507e-06,1.8909888410689746e-07
1936,2.3049082074066973e-06,1.200346702034949e-07
1937,2.302915504515113e-06,1.485751965901727e-07
1938,2.259836833218287e-06,1.9058865063925623e-07
1939,2.171755113522522e-06,1.758815812991088e-07
1940,2.2112026840659382e-06,1.6482589160204952e-07
1941,2.074906319649017e-06,1.3872062254449702e-07
1942,2.378822102855338e-06,1.69915864489667e-07
1943,2.3748464172967942e-06,2.29355578085233e-07
1944,2.3391995682686684e-06,2.0564391434163554e-07
1945,2.435567580505449e-06,2.1785039905353187e-07
1946,2.2941979409552005e-06,1.7122958695381385e-07
1947,2.3102648469830456e-06,2.1338358635603072e-07
1948,2.27439892341863e-06,1.5655518836865667e-07
1949,1.92511532759454e-06,1.364564212735786e-07
1950,1.932445229613222e-06,1.808011518278363e-07
1951,1.9009279412784963e-06,2.1002961148042232e-07
1952,1.8537764958637126e-06,1.5079069726198213e-07
1953,1.6753301110838947e-06,1.7884553926705848e-07
1954,1.7199663489009254e-06,1.1824768364476768e-07
1955,1.6387270989071112e-06,1.482925995333062e-07
1956,1.6849245980665728e-06,1.4389883062904119e-07
1957,1.7466869621785008e-06,1.62564688821476e-07
1958,1.7280715951528691e-06,1.2821976724808337e-07
1959,1.6780369094249181e-06,1.2788733272373065e-07
1960,1.5080495643360337e-06,1.2388291281695274e-07
1961,1.6140573961820337e-06,1.4591134345209866e-07
1962,1.6045149777710321e-06,1.4713339169247774e-07
1963,1.5706043257068814e-06,1.338473083478675e-07
1964,1.5599294442836253e-06,1.5879157899689744e-07
1965,1.7187688570174942e-06,1.1436570446221594e-07
1966,1.5996848219401727e-06,1.1299712809886842e-07
1967,1.8478897345630685e-06,1.7305477229001553e-07
1968,1.9236734374317166e-06,1.5719955115400808e-07
1969,1.5464685816368728e-06,1.4987800511789828e-07
1970,1.5226378877741809e-06,1.4026110761733435e-07
1971,1.5014396979040612e-06,1.120170622925798e-07
1972,1.4928727409824205e-06,9.131661471428743e-08
1973,1.3948405239716521e-06,9.978899129237107e-08
1974,1.1808075157659914e-06,8.775892013090925e-08
1975,1.234250902371059e-06,7.881842378765214e-08
1976,1.244406149680799e-06,7.998937689990271e-08
1977,1.2335365227045259e-06,7.404744906125416e-08
1978,1.2944548188897897e-06,9.445540172237088e-08
1979,1.357657822609326e-06,1.129430842183865e-07
1980,1.2001353013602056e-06,7.16328969474489e-08
1981,1.1202548364508402e-06,7.211126273887203e-08
1982,1.1086599158716126e-06,6.642027727821187e-08
1983,1.0293965146956907e-06,7.767838638983449e-08
1984,1.0032284478711517e-06,8.582532728951264e-08
1985,9.414348198788502e-07,7.098358167922925e-08
1986,1.067617830585732e-06,7.253327538592202e-08
1987,9.997296217534313e-07,8.310711052672559e-08
1988,1.0332062458928704e-06,7.25583007010755e-08
1989,1.047682530952443e-06,8.726114231194515e-08
1990,9.404371326127148e-07,6.211462277860846e-08
1991,8.897704049104505e-07,7.209602159718997e-08
1992,9.895859420794295e-07,7.713921945651236e-08
1993,9.616064460260532e-07,7.367145826719934e-08
1994,9.563442233684327e-07,7.64864367397422e-08
1995,9.500133728579385e-07,7.645655841770349e-08
1996,9.443085389193584e-07,7.046281780276331e-08
1997,8.875349806203303e-07,7.048495120898224e-08
1998,8.482501812068222e-07,8.153500630214694e-08
1999,8.907321813467206e-07,7.220917552785977e-08
2000,8.504710820034234e-07,6.538686392332238e-08
2001,8.955196904025797e-07,6.615629644102228e-08
2002,9.042841497830523e-07,6.966142507280892e-08
2003,8.417184460540739e-07,7.083769304472298e-08
2004,8.77434388257825e-07,7.223857778626552e-08
2005,8.872386558778089e-07,6.305249655724765e-08
2006,8.458145828171837e-07,6.794518014885398e-08
2007,8.352456575266842e-07,5.9517745398807165e-08
2008,9.259931346150552e-07,5.7901178962538324e-08
2009,9.417180137916148e-07,7.533743939802662e-08
2010,7.846220455576258e-07,6.235406857513226e-08
2011,7.567640523120645e-07,7.265546742019069e-08
2012,9.392333595314994e-07,1.0246800741242623e-07
2013,1.0057584916012274e-06,1.1770107732900215e-07
2014,1.2418827850524394e-06,1.7518451045361871e-07
2015,1.3281720043778478e-06,1.4363408240569697e-07
2016,1.6939418969741382e-06,1.4665087633147778e-07
2017,8.117877712265908e-07,6.792150486489845e-08
2018,1.0044487055438367e-06,9.757944496868731e-08
2019,1.1752400723707979e-06,1.1198836347148244e-07
