year,bon_ADJ air_NOUN,bon_ADJ fer_NOUN
1846,4.589929005760496e-07,1.2118817949158256e-07
1847,3.386944342764764e-07,8.844887133818702e-08
1848,5.52706711898221e-07,6.91889070481011e-08
1849,3.988601520177326e-07,2.5976186535103807e-08
1850,3.604956759772904e-07,1.3102761897698656e-07
1851,4.108292444016115e-07,8.190787070816441e-08
1852,4.6420188937190687e-07,9.244974563671349e-08
1853,4.7357420385196747e-07,1.3854881331099023e-07
1854,4.769619863509433e-07,8.468933287986147e-08
1855,5.577591082328581e-07,1.4116452007328917e-07
1856,5.161657554708654e-07,1.0302606767709221e-07
1857,6.756008749109199e-07,6.053070933376148e-08
1858,6.890296075368063e-07,7.438387683578185e-08
1859,6.385585606949462e-07,6.416138376152958e-08
1860,5.373613741477268e-07,8.879737123379527e-08
1861,6.045865461601352e-07,1.065807779809802e-07
1862,9.026936283462739e-07,6.776979688538631e-08
1863,6.822652170446197e-07,8.590748024062123e-08
1864,6.142046231616405e-07,8.486668434670719e-08
1865,6.61311617022875e-07,1.0449194576267473e-07
1866,6.164731303215376e-07,4.9142691693759843e-08
1867,5.604996999863943e-07,3.736664666575962e-08
1868,4.959633770340588e-07,4.347089088696521e-08
1869,6.04579668106453e-07,4.8346841197144386e-08
1870,4.799398993782233e-07,1.1238735453389381e-07
1871,5.098165161143697e-07,6.054071377548098e-08
1872,5.249090690995217e-07,1.3243672469798184e-07
1873,5.315571735553526e-07,6.70432527272169e-08
1874,5.257655857349164e-07,9.499628816911354e-08
1875,5.292412765811605e-07,5.89317288302027e-08
1876,5.719529816428093e-07,4.897271921322499e-08
1877,5.077733866709622e-07,6.308512467967375e-08
1878,5.525766368918994e-07,4.650098262004576e-08
1879,5.211254732184756e-07,3.848874996492668e-08
1880,5.211290954321157e-07,5.968597349692573e-08
1881,4.887727982350043e-07,6.902782700990429e-08
1882,6.682006414848729e-07,3.8601232432711186e-08
1883,6.628986284340499e-07,3.349249766415596e-08
1884,6.654510489312315e-07,8.120087358065575e-08
1885,6.084679926576797e-07,4.447488777259423e-08
1886,6.492184638773324e-07,3.6784744139595205e-08
1887,5.347189247495443e-07,4.113222473733913e-08
1888,5.370500844037451e-07,2.789870379160675e-08
1889,5.538381060432584e-07,4.322944491264025e-08
1890,5.590891873907822e-07,3.6704562944578356e-08
1891,5.284228450364026e-07,5.609313546983685e-08
1892,5.090032213495022e-07,6.143142172732041e-08
1893,4.4586934683232826e-07,3.571881634911733e-08
1894,4.864788576419699e-07,4.852185142567578e-08
1895,5.434809007276442e-07,6.319545065025522e-08
1896,5.496031008078717e-07,3.125425251937486e-08
1897,5.284829285301385e-07,2.0393496669157685e-08
1898,4.6964345301603316e-07,4.2437662273187016e-08
1899,5.206978812566376e-07,3.537650172802387e-08
1900,5.222199430665597e-07,2.9589003247565415e-08
1901,4.549233381112572e-07,2.8502569193733507e-08
1902,4.149189862800995e-07,2.7497589982772297e-08
1903,4.2175719272563583e-07,3.294134387488157e-08
1904,4.713546424284232e-07,7.309490257512152e-08
1905,5.423957880612562e-07,1.8062657147766004e-08
1906,4.989858966020222e-07,3.240836221607424e-08
1907,4.546273615346763e-07,1.1828539925318182e-08
1908,4.842629728329939e-07,2.0627833663411366e-08
1909,5.269942485730539e-07,1.5402754627302784e-08
1910,5.68617625651413e-07,3.366815093386322e-08
1911,4.7085311116745743e-07,1.8621308939259507e-08
1912,4.553034012033663e-07,1.1981668990301841e-08
1913,4.62951013302515e-07,2.3863453435524207e-08
1914,4.359580145774089e-07,1.808120764223986e-08
1915,4.0761435027292237e-07,1.5314990164938536e-08
1916,3.4280881777704053e-07,7.69122365795738e-09
1917,3.267994564959409e-07,1.7546279096336548e-08
1918,4.2729320171019936e-07,2.986458014220261e-08
1919,3.5818530363940226e-07,2.2098836538475553e-08
1920,3.248487536744449e-07,1.9687803387569147e-08
1921,4.392193623248275e-07,1.817459427400081e-08
1922,4.4710289459626296e-07,1.9182632371439468e-08
1923,3.927900671385487e-07,4.246379248229459e-09
1924,5.517615128125541e-07,1.2891624656674594e-08
1925,5.169143717509428e-07,9.898360353588487e-09
1926,4.659085839353594e-07,1.0031524944054127e-08
1927,5.507716966945964e-07,1.6723836537835268e-08
1928,4.204783090600017e-07,1.3711249025050165e-08
1929,4.879498218812728e-07,1.0026365515614089e-08
1930,5.997557543935272e-07,2.100720708497761e-09
1931,4.162955065112328e-07,1.1405356659111021e-09
1932,3.2878608902109363e-07,6.575722188983946e-09
1933,3.37237480607655e-07,1.4911860191091364e-08
1934,3.5705107848116313e-07,2.156684431042777e-08
1935,3.7580413447813044e-07,1.6755597798123745e-08
1936,3.479793200256154e-07,1.2124714565686645e-08
1937,3.072232760414906e-07,1.888667711114067e-08
1938,3.3968860557731517e-07,1.2965214679638848e-08
1939,2.47763613181462e-07,1.8352860564618823e-08
1940,3.8797479717800343e-07,3.803674530900025e-08
1941,3.571318112349786e-07,1.7709016475464523e-08
1942,4.187212141459895e-07,2.1239483061208375e-08
1943,4.2677558598214205e-07,2.0322646676618206e-08
1944,2.923999531390109e-07,1.2852744646352221e-08
1945,3.115260907016193e-07,1.089252066321933e-08
1946,2.8399053331185087e-07,8.352662561605939e-09
1947,3.4093689782466186e-07,1.549713246618012e-08
1948,2.946281700832998e-07,1.522064252412747e-08
1949,3.0040044407542155e-07,1.1780409536754632e-08
1950,2.6907463457348513e-07,8.508289184305795e-09
1951,3.9340572222101855e-07,1.1727541604500402e-08
1952,2.7311043382383104e-07,7.381362632230548e-09
1953,3.0597669464782484e-07,1.2928593307037772e-08
1954,2.716765017396483e-07,5.863521668203475e-09
1955,2.9095385656319195e-07,6.569925492527773e-09
1956,2.790765449844912e-07,8.72114114258693e-09
1957,2.6770162886435855e-07,8.835037590415595e-09
1958,2.8704683519009677e-07,1.2408365002158916e-08
1959,2.8677767272000665e-07,1.4726420971555854e-08
1960,2.809858248298269e-07,4.152500121534786e-09
1961,2.584715232956114e-07,1.389631876236308e-08
1962,3.760780060702018e-07,1.2049716779927166e-08
1963,2.9097239018227583e-07,5.819448034571906e-09
1964,3.6686330062707384e-07,8.517555549758526e-09
1965,3.080760482276901e-07,1.586892572902343e-08
1966,3.1351162421699996e-07,1.9940669560014612e-08
1967,3.377279904626107e-07,2.1200442290592036e-08
1968,4.019817314571128e-07,6.287982134978165e-09
1969,2.6660118646049114e-07,7.72098829315837e-09
1970,2.915591563734665e-07,1.1496812390987543e-08
1971,3.386204046051944e-07,4.624557625731995e-09
1972,3.22173221434241e-07,1.487742551375959e-08
1973,2.2879795125163582e-07,1.543697081274331e-08
1974,2.0645847786937566e-07,1.1813700240281833e-08
1975,2.0104410403121165e-07,1.028066431985053e-08
1976,2.38825421661204e-07,1.4855169538918744e-08
1977,2.456494900826556e-07,3.526069214387917e-09
1978,2.8039592514517153e-07,5.940591130126904e-09
1979,2.797243214835987e-07,4.681578680276743e-09
1980,2.8084645009585074e-07,9.664756106531058e-09
1981,2.2139423783151813e-07,3.1627747087981106e-09
1982,1.9988156663153234e-07,3.7245013739806154e-09
1983,2.197729918052005e-07,8.209910973278056e-09
1984,2.232618205866288e-07,2.7255339318799088e-08
1985,2.5806744741174725e-07,1.3234227935754461e-08
1986,3.08116558933591e-07,7.1933827783254856e-09
1987,2.3098887336203688e-07,7.944062296871834e-09
1988,2.4585871427618144e-07,4.797243047249822e-09
1989,2.826382949905337e-07,1.0976244357863152e-09
1990,2.4137524157197277e-07,9.262707045820662e-09
1991,1.9753138352784916e-07,9.96449056600568e-09
1992,2.617223617829012e-07,1.3774860363469088e-08
1993,2.647741137451476e-07,3.323524566667402e-09
1994,2.6005389397454337e-07,4.747434001473039e-09
1995,2.559396752310761e-07,8.133675954979935e-09
1996,2.2526748821860565e-07,4.270473752399084e-09
1997,2.368677849418077e-07,1.102825741838842e-08
1998,2.4079052174386106e-07,7.152193948201102e-09
1999,2.39935563861593e-07,6.8553016596695215e-09
2000,2.6287286791770725e-07,3.97622823555821e-09
2001,2.624345856183652e-07,4.8193329327261836e-09
2002,3.557551786492752e-07,1.3143663935011318e-09
2003,2.583492304530921e-07,6.250384210204629e-09
2004,2.7618041364974033e-07,3.9643119897903034e-09
2005,3.3327746251643475e-07,1.170974872621855e-08
2006,2.936055469859866e-07,4.117890028965121e-09
2007,2.915970096495357e-07,6.7906151812735516e-09
2008,3.065356475318026e-07,8.940623352771127e-09
2009,3.0373386561421967e-07,6.198650481792356e-09
2010,3.6751109355748213e-07,3.7790344187271785e-09
2011,4.0763541298005634e-07,1.529588788962144e-09
2012,4.966804678652181e-07,6.468080293586809e-09
2013,4.501647805632558e-07,8.646287241731443e-09
2014,5.203564659161941e-07,8.445236510112863e-09
2015,5.492674048923618e-07,6.428068743957738e-09
2016,6.303088038173144e-07,1.2635174684305639e-08
2017,4.2513830589285817e-07,6.037467414898856e-09
2018,5.160352083422026e-07,7.228107001822082e-09
2019,5.089220516119042e-07,4.3366790158927415e-09
