year,aucun_DET art_NOUN,aucun_DET fard_NOUN
1906,9.876834550226476e-08,8.230695236477459e-09
1907,1.2908537055933422e-07,3.599990305858114e-09
1908,1.1247080888843186e-07,2.4556945366072114e-09
1909,1.4907664735996917e-07,7.701377313651392e-09
1910,1.0153886609298723e-07,5.34415089958884e-09
1911,1.393938030558317e-07,2.128149656499545e-09
1912,1.3700778056513485e-07,3.125652625612929e-09
1913,1.2302936053254498e-07,4.772690687104841e-09
1914,1.2388976272648122e-07,4.018046340092951e-09
1915,8.482148938782075e-08,2.0027294933555595e-08
1916,5.603605601756101e-08,5.493731025651982e-09
1917,8.8828034705557e-08,1.5352993543160665e-08
1918,1.1486376294556067e-07,2.2972752589112133e-09
1919,9.944476098144861e-08,3.6831394045755417e-09
1920,1.0298235064709615e-07,3.786115865267448e-09
1921,1.2419305367439293e-07,6.815472630705699e-09
1922,1.254249006876762e-07,2.8036154453570106e-08
1923,1.2845297092667352e-07,6.369568872344189e-09
1924,1.559886618762718e-07,9.024136882196387e-09
1925,1.4737558440280907e-07,1.9796720263087764e-08
1926,1.1146138234607861e-07,1.4489979882625903e-08
1927,1.5831899013996065e-07,2.7873062080630007e-08
1928,1.2111603975295537e-07,1.2568645457733396e-08
1929,1.7267629814909924e-07,1.0026365515614089e-08
1930,1.165900025412725e-07,8.402882945013346e-09
1931,1.4028588779524398e-07,2.2810713318222042e-09
1932,1.106913227744144e-07,9.863582839386709e-09
1933,1.0323595622807602e-07,9.176529758292418e-09
1934,8.626737901806791e-08,1.0783422155213884e-08
1935,1.436194079218467e-07,7.180970484910176e-09
1936,8.608547386046439e-08,1.333718602225531e-08
1937,1.284294091075111e-07,1.0072894518486919e-08
1938,1.0112867465661424e-07,1.4261736125398272e-08
1939,7.952906067032472e-08,1.8352860564618823e-08
1940,1.0143131312645437e-07,1.2678914584896006e-08
1941,9.444808490854939e-08,2.9515025978810172e-09
1942,1.3047110769548453e-07,3.034211770724937e-09
1943,1.0741970335459428e-07,8.709705845433291e-09
1944,9.960876923287287e-08,2.5705489292704442e-08
1945,1.0674669725929675e-07,1.089252066321933e-08
1946,1.3225049233511754e-07,1.5313214696277555e-08
1947,1.2516914438265303e-07,1.549713202209091e-08
1948,1.195907692874698e-07,1.0871888278529696e-08
1949,1.079870938225369e-07,3.9268033269479474e-09
1950,1.7122931272872677e-07,1.3825970146541522e-08
1951,1.343336608616852e-07,8.529121409139861e-09
1952,8.435843434906332e-08,8.435843135146115e-09
1953,7.972632332098328e-08,1.185120990232491e-08
1954,1.3974726598142695e-07,1.759056522665503e-08
1955,9.948744406074184e-08,7.508486277174597e-09
1956,1.0203735567593242e-07,6.104799332717903e-09
1957,1.0425344570963446e-07,1.5019564092444426e-08
1958,1.1002083688538278e-07,1.4062813857851353e-08
1959,8.990867128577662e-08,1.6276570535822543e-08
1960,1.1696208446210221e-07,1.5917916873497973e-08
1961,1.202031551517102e-07,1.1811870925804158e-08
1962,8.561641068327575e-08,8.878739188311613e-09
1963,1.0862969590519356e-07,1.2932106829843804e-08
1964,1.0342746203928499e-07,7.300761994954996e-09
1965,1.203849511743904e-07,1.3132903931012407e-08
1966,1.1465885085826244e-07,9.416427415587236e-09
1967,1.1191861559733951e-07,1.2818872574538176e-08
1968,1.365390422392032e-07,1.5719955531734442e-08
1969,1.0309790177132072e-07,6.8126364549669916e-09
1970,9.519360721910175e-08,1.425604723159779e-08
1971,1.0482331003203171e-07,5.652237344833111e-09
1972,8.977756915662383e-08,7.182205663536223e-09
1973,7.167165272381482e-08,7.16716475057666e-09
1974,8.944658813625495e-08,7.875800234202757e-09
1975,9.652401367077346e-08,1.2565256835017635e-08
1976,9.770130993125292e-08,1.599787480266457e-08
1977,9.285315594187438e-08,6.464460078348111e-09
1978,6.891085968518951e-08,1.0099005187669263e-08
1979,6.378651140614977e-08,8.192762912528906e-09
1980,7.959210823749174e-08,2.2740602734216964e-09
1981,5.3134616706529414e-08,1.075343419865149e-08
1982,6.704102306631654e-08,9.932003663948308e-09
1983,7.830991766155648e-08,6.315316158911344e-09
1984,9.742334017293075e-08,9.858314442556804e-09
1985,6.075713732123234e-08,5.4140022465176685e-09
1986,7.91272044553537e-08,1.2588419306958087e-08
1987,6.538574182091139e-08,1.099947066762752e-08
1988,7.735554219401308e-08,7.195864737408186e-09
1989,8.341945556544772e-08,4.390497743145261e-09
1990,7.30119225078596e-08,4.90378582185258e-09
1991,7.385446210150803e-08,1.1722930404189924e-09
1992,8.154717368036302e-08,8.264916362410446e-09
1993,9.85978948486732e-08,7.200969598386564e-09
1994,9.600366523976334e-08,1.529728693716592e-08
1995,7.69987997806254e-08,8.675921314704738e-09
1996,8.38080458365198e-08,1.1209993600047596e-08
1997,8.822605512825987e-08,3.835915585170824e-09
1998,8.296544751207335e-08,4.29131630230728e-09
1999,9.094700170741987e-08,9.597422412355172e-09
2000,9.14532525264633e-08,7.068850615965516e-09
2001,7.886181146998794e-08,5.695575122643959e-09
2002,8.981503873961572e-08,5.695587723675288e-09
2003,8.583861516031632e-08,5.8336921959778465e-09
2004,1.0439355585534216e-07,7.488145215006625e-09
2005,7.656373968156771e-08,5.404499514582994e-09
2006,1.0582977089113044e-07,6.588624035241963e-09
2007,8.907688880954723e-08,7.988959188631739e-09
2008,7.450519684537582e-08,6.3861596011349775e-09
2009,7.867517748394448e-08,9.53638501499654e-09
2010,7.227403231446772e-08,8.502827775203059e-09
2011,5.50651959307924e-08,6.1183550448262736e-09
2012,4.8340386804568425e-08,1.1234034036355922e-08
2013,5.85716266598979e-08,1.0040850373371768e-08
2014,6.77784330466169e-08,1.3425760503338324e-08
2015,8.511649429721047e-08,1.1082876671952846e-08
2016,8.658201444688984e-08,9.942432432907822e-09
2017,5.006066641777274e-08,1.0817129081353016e-08
2018,6.918330824889907e-08,1.135845340005659e-08
2019,7.091745740650524e-08,8.673358253830088e-09
