year,son_DET art_NOUN,son_DET fard_NOUN
1896,5.602177495234173e-06,7.66613794667137e-09
1897,5.206168452787097e-06,3.029891004757701e-08
1898,5.8677140941654216e-06,3.225262190653666e-08
1899,5.90621749552156e-06,2.819064981451902e-08
1900,6.22199631550302e-06,3.218453059616877e-08
1901,5.706661198701113e-06,2.6825947685438223e-08
1902,5.162672437108995e-06,2.9461702411026636e-08
1903,5.648090365184544e-06,1.9980815224585058e-08
1904,6.030867027106979e-06,1.9348650681649815e-08
1905,6.53403679962139e-06,1.857873277444355e-08
1906,6.418399237873018e-06,2.41776678677752e-08
1907,6.826096026202322e-06,1.6457098794830927e-08
1908,6.951089034146207e-06,1.6698722404839828e-08
1909,7.355915329299023e-06,5.5009834909469646e-08
1910,6.9794606361028855e-06,3.15304895526225e-08
1911,7.4325628531823895e-06,2.8730020806833068e-08
1912,7.536990807466282e-06,2.5005221004903433e-08
1913,7.332974163887229e-06,1.909076341455318e-08
1914,6.850768940580565e-06,3.0135346662518714e-08
1915,4.376552823259772e-06,3.180805663305364e-08
1916,5.303648109133974e-06,1.0987461607214755e-08
1917,5.495275189559834e-06,6.57985488317081e-09
1918,5.79257947208589e-06,1.9526839700745313e-08
1919,7.130557889922784e-06,3.867296449744373e-08
1920,8.392304465587586e-06,1.741613253614105e-08
1921,9.091083214229911e-06,4.165011052714718e-08
1922,9.215779229521104e-06,5.6072309462251724e-08
1923,8.709323395805768e-06,4.989495439033931e-08
1924,8.616761817847873e-06,5.0277336072213075e-08
1925,8.266230466347224e-06,4.8391981977147225e-08
1926,7.890351270134488e-06,5.9074533709235766e-08
1927,7.76320550244236e-06,3.5677520937582585e-08
1928,7.903392628350048e-06,4.913197670930458e-08
1929,8.18597044371927e-06,3.0079096546842266e-08
1930,7.902911249857425e-06,4.7266215830177316e-08
1931,6.902521903384695e-06,1.9389105432310316e-08
1932,6.696276670936641e-06,1.53433514782364e-08
1933,6.726396321710126e-06,4.3588517684156614e-08
1934,5.969223280999358e-06,1.3179738189705859e-08
1935,7.822470308838092e-06,1.9149254626427137e-08
1936,6.902599906766227e-06,3.031178508194898e-08
1937,6.242676235501676e-06,2.6441348666139675e-08
1938,6.9623200715795974e-06,3.7599123259290934e-08
1939,6.720205846022509e-06,3.6705722905594484e-08
1940,6.169559952695636e-06,2.282204625281281e-08
1941,7.198714939704587e-06,2.066051862925633e-08
1942,8.46545077592964e-06,3.944475324146879e-08
1943,8.192929840333818e-06,2.6129116648121453e-08
1944,8.26752776106332e-06,5.462416652335378e-08
1945,7.20649140362184e-06,4.357008043243127e-08
1946,8.198138345960615e-06,2.227376771912759e-08
1947,8.008440943285677e-06,4.1723047017327985e-08
1948,7.779923038242487e-06,4.348755067162813e-08
1949,6.813003778916027e-06,2.650592179076483e-08
1950,6.765153372612076e-06,5.955802540036359e-08
1951,7.186850893958763e-06,3.4116485636559446e-08
1952,6.238306070827093e-06,2.5307528517259925e-08
1953,7.064398744205391e-06,4.632745842503283e-08
1954,7.362628934970417e-06,3.12721171180641e-08
1955,7.370517749905048e-06,2.5341140741375057e-08
1956,6.643765573244309e-06,4.0117252186888663e-08
1957,7.0865835368749686e-06,3.5340149695528567e-08
1958,6.428360336485639e-06,2.9780076626906293e-08
1959,6.0510089667786815e-06,3.875374088302408e-08
1960,6.669607017784074e-06,3.114374941270981e-08
1961,6.408287276826741e-06,3.5435612832923624e-08
1962,5.8789936900893736e-06,2.473363025501385e-08
1963,6.4770455026064155e-06,1.9398159301076134e-08
1964,6.02860433218666e-06,3.1028239422248305e-08
1965,6.175201150426801e-06,2.6265809083270142e-08
1966,5.8874826436294825e-06,1.717113129462433e-08
1967,5.969650260340131e-06,4.2893918861253155e-08
1968,7.761166784803208e-06,3.5482185523072474e-08
1969,5.260718040744905e-06,1.4079449134341004e-08
1970,6.050082475894669e-06,2.5292987260172595e-08
1971,5.876271444549275e-06,1.7470551227916076e-08
1972,6.541963429640418e-06,3.18069119376041e-08
1973,5.0732499232708506e-06,2.921998071281351e-08
1974,4.585403601709004e-06,1.518904291231138e-08
1975,4.721109391425671e-06,1.4278700888326057e-08
1976,4.519970971728071e-06,1.4855169538918744e-08
1977,4.415226314335996e-06,1.9393379790955123e-08
1978,5.114255031912762e-06,2.4950483568098036e-08
1979,4.951940042019487e-06,1.9311512389208474e-08
1980,5.413400359088882e-06,1.5349906234973787e-08
1981,4.873835862895248e-06,1.2651099334792804e-08
1982,5.115602419891729e-06,1.738100685599875e-08
1983,4.882370973291472e-06,3.410270599246701e-08
1984,5.046877220138413e-06,1.9716629662269725e-08
1985,5.179997273785375e-06,2.105445384703586e-08
1986,5.016185426143238e-06,2.3977942353869963e-08
1987,5.203360785799305e-06,2.1387859316934765e-08
1988,5.178624036261681e-06,1.4391728697660255e-08
1989,5.061695119934484e-06,1.3171493451480387e-08
1990,5.818069581664531e-06,2.0160009439607052e-08
1991,5.1405048679953325e-06,1.3481370075840715e-08
1992,5.452089823165807e-06,1.7631821835895067e-08
1993,5.5995845684719825e-06,1.606370148010683e-08
1994,5.272289257618468e-06,1.1604838756618108e-08
1995,5.391543055566217e-06,2.6570008415660595e-08
1996,5.478483871002027e-06,1.7081894787551732e-08
1997,5.283494147079182e-06,1.4384683666435194e-08
1998,5.590154614765197e-06,1.239713631751016e-08
1999,5.475100977037073e-06,2.010888425219015e-08
2000,5.253481276668026e-06,2.0764748476231887e-08
2001,5.190859752701726e-06,1.0953029233595757e-08
2002,5.641260713673546e-06,2.1906107816604958e-08
2003,5.425333540642896e-06,1.9584537769290478e-08
2004,5.127617541234031e-06,1.8500122545006548e-08
2005,5.461246843196932e-06,1.9366123926722878e-08
2006,5.803754049793497e-06,1.8118715416903797e-08
2007,5.238759641201796e-06,1.5578470069499417e-08
2008,4.852204071426058e-06,2.5118893631770334e-08
2009,4.872139058420544e-06,2.5271419623607017e-08
2010,4.029395540783298e-06,2.8815138275462004e-08
2011,3.671013146799851e-06,3.6327733266006135e-08
2012,3.712337630190632e-06,4.25531601067064e-08
2013,3.5882093101236023e-06,4.7694036497958336e-08
2014,4.054362918282095e-06,4.980523815589777e-08
2015,5.91559656015761e-06,5.075957631994754e-08
2016,3.9347175828652325e-06,5.7997521007990827e-08
2017,3.2094168389562583e-06,4.201070824549902e-08
2018,3.6148277686720576e-06,4.8531572982568605e-08
2019,3.592045850098202e-06,4.821366816898376e-08
