year,certain_ADJ art_NOUN
1966,7.92087675449693e-08
1967,9.416940827122744e-08
1968,9.970943182224801e-08
1969,7.811823365955206e-08
1970,7.7718453894704e-08
1971,1.0019875418265656e-07
1972,8.669947959560886e-08
1973,9.70323839055709e-08
1974,9.113426102658195e-08
1975,9.538172207612661e-08
1976,1.2398353987919108e-07
1977,1.2282474415314937e-07
1978,1.045544095745754e-07
1979,1.3225459838395182e-07
1980,9.323647276460179e-08
1981,1.1765521890083619e-07
1982,1.253915513643733e-07
1983,1.3893695438582654e-07
1984,1.269982874418929e-07
1985,1.2752983025166031e-07
1986,1.456659930454407e-07
1987,1.399377111965805e-07
1988,1.307248709281339e-07
1989,1.317149269652873e-07
1990,1.3676114463123668e-07
1991,1.348137033119201e-07
1992,1.3940159249159478e-07
1993,1.2740177623982163e-07
1994,1.40840541007492e-07
1995,1.236318780684087e-07
1996,1.4039181905900477e-07
1997,1.3042112811945117e-07
1998,1.4209025778200157e-07
1999,1.1379800923805306e-07
2000,1.3254094710646314e-07
2001,1.104065390222786e-07
2002,1.0558743923638758e-07
2003,1.1375699671134498e-07
2004,1.0879834633215069e-07
2005,1.2385311265461496e-07
2006,1.2724279940812266e-07
2007,1.3381506391851872e-07
2008,1.3751530048011773e-07
2009,1.401848663817873e-07
2010,1.2187385323159106e-07
2011,1.1510155673022382e-07
2012,1.0485098300705431e-07
2013,9.09254751491062e-08
2014,1.035082775047158e-07
2015,9.087958829923082e-08
2016,1.0232420066813575e-07
2017,7.647458488690972e-08
2018,9.62887085620423e-08
2019,8.826417285945354e-08
