year,un_DET art_NOUN,un_DET phare_NOUN
1892,7.113507944467301e-06,5.823447928321457e-07
1893,7.298955111423311e-06,6.577188891299102e-07
1894,8.112601548759812e-06,5.570561008028108e-07
1895,7.5918802338037494e-06,4.5681284177589987e-07
1896,7.587707173684066e-06,6.457246488622559e-07
1897,7.34923391121356e-06,6.176316116324188e-07
1898,8.097671347684354e-06,5.65269637320398e-07
1899,7.98348141728411e-06,5.859233009886111e-07
1900,8.474912910116927e-06,5.481751941260882e-07
1901,7.828146571853267e-06,5.50490790729441e-07
1902,6.832168899961744e-06,6.933320513269337e-07
1903,7.733115403141255e-06,4.735993321958176e-07
1904,8.474171977468359e-06,5.723975657900837e-07
1905,8.49254552548473e-06,6.285804303729492e-07
1906,7.982230862069173e-06,6.378788590666318e-07
1907,8.111292416401739e-06,5.261128599443055e-07
1908,8.415174256981572e-06,5.937869307359733e-07
1909,8.778469819503698e-06,6.144598678758939e-07
1910,8.612098561400217e-06,5.857189115943129e-07
1911,8.73924638256085e-06,5.06499620911427e-07
1912,8.946659853847905e-06,5.75120083112779e-07
1913,9.786667455102815e-06,5.774955518234037e-07
1914,8.86380991715896e-06,7.058367614831695e-07
1915,5.1906037725757415e-06,5.08928930997854e-07
1916,6.625439695540081e-06,4.581771708700444e-07
1917,7.173138129701329e-06,4.254972729711426e-07
1918,7.832560150689005e-06,5.559406268673683e-07
1919,8.605655082760677e-06,5.11035597838827e-07
1920,1.0781343306121016e-05,6.398535781215742e-07
1921,1.0497342714188562e-05,5.550823996003373e-07
1922,1.1065427905521119e-05,7.02379480799209e-07
1923,1.0293222842960859e-05,6.029858283795875e-07
1924,1.0095431349554929e-05,5.504723645799459e-07
1925,1.0925590103738614e-05,6.532917815604833e-07
1926,1.0488516423379224e-05,6.409029733589477e-07
1927,1.0802484148086933e-05,6.176670659385763e-07
1928,1.0258299795395942e-05,6.204340365911776e-07
1929,9.840320664977753e-06,6.918192489990815e-07
1930,1.0834467317977214e-05,5.493384911403609e-07
1931,9.405997921874132e-06,5.086789158781357e-07
1932,9.19505090024586e-06,6.04966396977602e-07
1933,9.15358801023558e-06,5.345328339956268e-07
1934,8.17143792630759e-06,5.223968813083957e-07
1935,9.916920632235815e-06,4.619757589807705e-07
1936,8.903177786123706e-06,5.068130768393075e-07
1937,8.593438366233386e-06,5.363816528713983e-07
1938,9.5138746161183e-06,4.991607500670625e-07
1939,9.352311550969716e-06,5.857621410143565e-07
1940,7.571847717713354e-06,3.8543899805176807e-07
1941,8.990277237330702e-06,5.548825150469838e-07
1942,1.036486735017661e-05,4.5209756294184444e-07
1943,1.128487546964152e-05,6.677441213298607e-07
1944,1.0616366864724114e-05,6.522767925787321e-07
1945,1.0435034148770228e-05,5.77303545412633e-07
1946,1.1479342958864436e-05,5.095124038234644e-07
1947,1.1393968762263285e-05,5.340550153221102e-07
1948,1.0808830552377913e-05,6.023025669321669e-07
1949,9.97309909678279e-06,5.222648180591705e-07
1950,9.638827997093813e-06,5.243232941154474e-07
1951,1.0027048617189394e-05,4.89358336963619e-07
1952,8.826001177908438e-06,4.87169952378963e-07
1953,9.958248675445702e-06,4.4064952753331e-07
1954,1.0155619889928857e-05,5.052401093053049e-07
1955,1.0169306236207376e-05,4.955600854117392e-07
1956,1.022292221364296e-05,5.101867959211859e-07
1957,1.0124953632839606e-05,4.6207246029439375e-07
1958,9.349289385340853e-06,5.426591727086816e-07
1959,9.679133810891472e-06,5.402271270327219e-07
1960,1.0014445692263507e-05,5.806579466138828e-07
1961,1.0281191698879866e-05,4.856763382576901e-07
1962,9.445709537203584e-06,4.344240096543217e-07
1963,1.0498930947733243e-05,5.612534259569202e-07
1964,9.463613011462257e-06,4.356121330317819e-07
1965,1.0740526633412628e-05,4.99050358371278e-07
1966,9.136703866374773e-06,4.713752517204739e-07
1967,9.731989237593552e-06,4.526048194009036e-07
1968,1.267836856300164e-05,5.066317250168595e-07
1969,8.701553596779377e-06,4.6053425251102453e-07
1970,9.001084904980416e-06,4.5941261817006307e-07
1971,1.0431460566451278e-05,5.498085542399167e-07
1972,9.407663185356796e-06,4.714604973088399e-07
1973,8.632574804323667e-06,3.726925879021792e-07
1974,7.68003064166578e-06,3.560986865380755e-07
1975,8.199400625130693e-06,3.986613172912712e-07
1976,7.75668409858099e-06,4.0794580868919184e-07
1977,8.221029759170051e-06,3.514315594088657e-07
1978,8.805144304346868e-06,4.087126885821135e-07
1979,8.85813219042575e-06,3.7101510308445995e-07
1980,9.459522132715392e-06,3.5759597594164916e-07
1981,8.54455267784715e-06,4.0167239667709964e-07
1982,8.62966986403535e-06,4.394911652383371e-07
1983,9.102896541435257e-06,4.155477952849651e-07
1984,8.823191151918763e-06,4.482633588764884e-07
1985,9.02333671604083e-06,4.3251863246496214e-07
1986,9.28006281242233e-06,4.453902775480856e-07
1987,9.362993878880843e-06,4.3142368255644215e-07
1988,9.172328361728432e-06,4.4434464818721153e-07
1989,9.715622425687798e-06,4.390497618800282e-07
1990,1.0556761537827697e-05,4.1573207276712765e-07
1991,9.534845162306738e-06,4.7419254300962166e-07
1992,1.0523993040578716e-05,5.306076324984588e-07
1993,1.044749916445653e-05,4.5698461370591303e-07
1994,9.677908018090875e-06,4.641935316129775e-07
1995,1.0629088421865163e-05,4.4518320230224617e-07
1996,1.1026897205113073e-05,4.521364100895653e-07
1997,1.0505134156346685e-05,4.6654322538586257e-07
1998,1.0831282082790494e-05,4.920709439915072e-07
1999,1.0764194982471054e-05,4.6296138123125274e-07
2000,1.0716818650280402e-05,4.84658063015786e-07
2001,1.0991145984462491e-05,4.801808195509238e-07
2002,1.1030600958861214e-05,5.542245276046742e-07
2003,1.070857537399661e-05,4.6586197299802734e-07
2004,1.041292688341855e-05,4.7395552726925416e-07
2005,1.095221837488225e-05,5.134274516649384e-07
2006,1.1067652820884177e-05,5.254427524192806e-07
2007,1.1154583475558866e-05,5.440480954632676e-07
2008,1.037240070900225e-05,6.262693581504664e-07
2009,9.929760764748607e-06,6.136664012501569e-07
2010,8.722955911366626e-06,6.698338488320132e-07
2011,7.825376272307949e-06,8.206244110908756e-07
2012,6.844250115989325e-06,9.586375568915173e-07
2013,6.392395565768538e-06,9.139962990900585e-07
2014,7.225657689957643e-06,9.91124245786068e-07
2015,7.595095553369902e-06,9.885926388619737e-07
2016,7.149023232955187e-06,1.0986387337652559e-06
2017,6.130293225936612e-06,9.282605688554213e-07
2018,6.241212222590775e-06,1.0596920745342686e-06
2019,6.612160056818084e-06,1.0533028813597411e-06
