year,en_ADP enfant_NOUN
1919,1.7034518784431185e-07
1920,1.2645626901175433e-07
1921,1.2267850624247956e-07
1922,1.497720834020555e-07
1923,2.2293490875568978e-07
1924,1.8950687408203493e-07
1925,1.90268474309363e-07
1926,1.939428084796191e-07
1927,2.9545446356138427e-07
1928,1.8281666647190775e-07
1929,1.4928145031234408e-07
1930,1.575540551357335e-07
1931,1.2773999635840028e-07
1932,1.326103938881218e-07
1933,1.2388315751010737e-07
1934,1.3659001574239937e-07
1935,1.9149254626427137e-07
1936,1.5277140885672225e-07
1937,1.523525270386017e-07
1938,1.1539040656316502e-07
1939,2.309401594402516e-07
1940,1.4200383957607698e-07
1941,1.6528414903405064e-07
1942,1.517105943094066e-07
1943,1.5967793864923863e-07
1944,1.3816700672464322e-07
1945,1.6338780994828994e-07
1946,1.6705324501486984e-07
1947,1.8596558959416143e-07
1948,1.5329361713334322e-07
1949,1.7277934061254996e-07
1950,1.5314920753795036e-07
1951,1.9190522870804472e-07
1952,1.6133550451158385e-07
1953,1.863872134411082e-07
1954,1.4756530219983688e-07
1955,1.2013578354341803e-07
1956,1.552363155798986e-07
1957,1.2987504904860003e-07
1958,1.7371710808733454e-07
1959,1.6121555468373572e-07
1960,1.7786541905984166e-07
1961,1.7648324968089213e-07
1962,1.6425667359598606e-07
1963,1.5518527929359038e-07
1964,1.5574959266739796e-07
1965,1.422731230604768e-07
1966,1.8334337881231733e-07
1967,1.6664533791788116e-07
1968,1.5405556252900965e-07
1969,1.2489833367546055e-07
1970,1.448598390130229e-07
1971,1.752193559134696e-07
1972,1.3081874494780266e-07
1973,1.301116078211706e-07
1974,1.0632330793569622e-07
1975,8.85279405338224e-08
1976,1.1255647947017167e-07
1977,1.2576313013212825e-07
1978,1.4495042521822654e-07
1979,1.1996545490333688e-07
1980,9.551053037348822e-08
1981,1.1132966881710615e-07
1982,1.1545953992886382e-07
1983,1.1557028289921334e-07
1984,1.1540026739753628e-07
1985,1.3053760916648116e-07
1986,1.3307757873448622e-07
1987,1.5582583190454358e-07
1988,1.2292935014368567e-07
1989,1.3006849863828052e-07
1990,1.111524806085562e-07
1991,1.066786664560837e-07
1992,1.2066777688168884e-07
1993,1.4457332042638882e-07
1994,1.250157595222845e-07
1995,1.2525860881851258e-07
1996,1.238437326023245e-07
1997,1.4144939186611083e-07
1998,1.3160036793635754e-07
1999,1.092278076875175e-07
2000,1.2017045403212023e-07
2001,1.4545622872841335e-07
2002,1.642958042946674e-07
2003,1.4917584234552805e-07
2004,1.5592960855848048e-07
2005,1.4411998794372494e-07
2006,1.2971353857693657e-07
2007,1.5818139131873465e-07
2008,1.3921828401208813e-07
2009,1.4447623541968824e-07
2010,1.6958416826362566e-07
2011,1.8890421027428772e-07
2012,1.9268070017286476e-07
2013,1.9914352122896162e-07
2014,2.594203387662475e-07
2015,2.411633990284656e-07
2016,2.4234678108747687e-07
2017,1.6376629519143648e-07
2018,2.052266063756747e-07
2019,2.3673166182902605e-07
