year,ancien_ADJ or_NOUN,ancien_ADJ fort_NOUN
1885,1.2891271383708158e-09,7.7347630522695e-09
1886,2.5813855497602844e-09,6.4534639854230136e-09
1887,6.528924623161458e-10,0.0
1888,0.0,1.9021844099853524e-09
1889,6.265136742733546e-10,2.5060546970934183e-09
1890,6.554386478008212e-10,4.5880703680722945e-09
1891,4.461953917456185e-09,1.2748440081367107e-09
1892,2.5074049503359674e-09,1.567128071755519e-08
1893,3.695050043717174e-09,3.0792082772457263e-09
1894,0.0,5.671385583383426e-09
1895,2.4074457982692365e-09,6.018614495673091e-09
1896,4.1279202278587945e-09,7.076434938024789e-09
1897,6.992056267307589e-09,5.826713334045053e-09
1898,5.6583548957434e-10,1.0750873968845553e-08
1899,0.0,3.3165470370022376e-09
1900,2.07642125715779e-09,9.34389543516545e-09
1901,5.588738916095792e-10,2.794369402536745e-09
1902,4.910283846193408e-10,1.1293653123800595e-08
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,5.374625189347171e-10,1.2361637935498493e-08
1905,5.160759042333041e-10,3.6125313851442797e-09
1906,1.0288369045596824e-09,2.0576737536082135e-09
1907,0.0,5.65712765521198e-09
1908,0.0,3.437972351250096e-09
1909,0.0,1.1552065082298668e-08
1910,0.0,1.229154700244095e-08
1911,2.6601871816467337e-09,6.384448969498635e-09
1912,0.0,6.251305584292766e-09
1913,5.30298971401777e-10,5.833288518886093e-09
1914,2.678697486047099e-09,4.018046340092951e-09
1915,1.1780761921542648e-09,2.3561523843085297e-09
1916,0.0,3.2962386153911893e-09
1917,0.0,7.676496771580332e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,9.207848372660976e-10
1920,0.0,4.543339038320937e-09
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,7.377935484775833e-10,7.377935595798135e-09
1923,0.0,4.246379248229459e-09
1924,0.0,6.445812328337297e-09
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,1.0031524944054127e-08
1927,3.344767462998277e-09,1.1149224654616319e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,1.1140405931087116e-08
1930,0.0,7.352522590764465e-09
1931,0.0,6.843213995466613e-09
1932,0.0,5.4797681947604815e-09
1933,1.1470662197865522e-09,6.882397318719313e-09
1934,2.3963160344919743e-09,8.38710612072191e-09
1935,1.196828414151696e-09,1.795242710045386e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,1.0372171899142302e-08
1939,6.117620188206274e-09,6.117620188206274e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,1.742803235060819e-08
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,0.0
1949,0.0,1.0798709038084553e-08
1950,2.1270722960764488e-09,0.0
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,0.0,1.265376459169687e-08
1953,1.0773827385790469e-09,1.5083358673173564e-08
1954,9.772536113672459e-10,7.818028890937967e-09
1955,0.0,7.508486277174597e-09
1956,8.72114158667614e-10,1.3953826094592614e-08
1957,0.0,6.184526502028831e-09
1958,0.0,6.617794756635931e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,6.920833350854139e-10,1.2457499920515147e-08
1961,1.3896318540318475e-09,6.25334317660986e-09
1962,6.341956404476434e-10,3.1709782577493684e-09
1963,2.5864211883330768e-09,1.4225317590543796e-08
1964,1.825190498738749e-09,2.433587276140514e-09
1965,1.6416130121932326e-09,9.302474013317408e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,6.902469706915326e-09
1968,4.4914158503495116e-10,1.3474247273492779e-09
1969,1.8167030935156703e-09,4.995933444718048e-09
1970,9.197450023812337e-10,4.1388523719376735e-09
1971,1.0276794970565106e-09,4.624557625731995e-09
1972,5.130146862875051e-10,4.6171320100540925e-09
1973,1.6539611902288698e-09,8.269805840122046e-09
1974,0.0,1.6876714692415362e-08
1975,0.0,9.138367840222372e-09
1976,1.142705374768127e-09,6.8562320265641574e-09
1977,1.1753563677885381e-09,7.639816779203557e-09
1978,0.0,8.316828115084718e-09
1979,1.7555920051037788e-09,7.60756546647201e-09
1980,1.1370301367108482e-09,4.548120546843393e-09
1981,6.325549528618524e-10,4.427884725544118e-09
1982,3.7245013739806154e-09,1.0552754226011984e-08
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,0.0,9.278413870550395e-09
1985,0.0,8.421781161338515e-09
1986,5.994485463567401e-10,7.1933827783254856e-09
1987,6.110816852533674e-10,7.94406213033838e-09
1988,0.0,4.1975875553212916e-09
1989,1.0976244357863152e-09,7.134558832611049e-09
1990,5.44865097484859e-10,1.0352437129768077e-08
1991,0.0,7.033758298025106e-09
1992,1.1019888335184191e-09,6.060938473329003e-09
1993,1.661762283333701e-09,3.323524566667402e-09
1994,1.0549853213248639e-09,4.747433779428434e-09
1995,5.422450821690461e-10,4.880205572987961e-09
1996,0.0,8.007138063703678e-09
1997,9.58978896292706e-10,4.794894259418925e-09
1998,0.0,4.291316191284977e-09
1999,1.8280804925385752e-09,1.4624643718263997e-08
2000,1.3254094488601709e-09,2.6508187866980393e-09
2001,4.3812117822561447e-10,1.7524847129024579e-09
2002,0.0,3.943099347036849e-09
2003,0.0,3.7502307925763034e-09
2004,4.404791253964646e-10,2.642874724623212e-09
2005,0.0,4.954124444012109e-09
2006,4.1178899179428186e-10,5.353256837814513e-09
2007,3.994479469415779e-10,5.991719037590215e-09
2008,1.2772318758180745e-09,7.663391476953052e-09
2009,2.384096253749135e-09,4.291373256748443e-09
2010,0.0,2.3618964561933353e-09
2011,0.0,2.6767803251726008e-09
2012,3.404252713057332e-10,5.446804396402882e-09
2013,0.0,3.904775003338301e-09
2014,2.1654451842767486e-10,3.248167693148396e-09
2015,4.433150790905671e-10,3.5465205910911735e-09
2016,1.035670049720494e-09,3.5212780746807226e-09
2017,0.0,7.2952728302766445e-09
2018,0.0,1.5488800242380307e-09
2019,7.65296326310505e-10,3.826481798085979e-09
