year,son_DET or_NOUN,son_DET fort_NOUN
2004,2.669303444946536e-07,3.52383291990499e-09
2005,2.751790941779575e-07,3.1526248278623825e-09
2006,2.8536977936255425e-07,4.117890028965121e-09
2007,2.684290274501677e-07,4.793375391054511e-09
2008,3.167535098658192e-07,7.237647536850744e-09
2009,3.0230341163672847e-07,3.814554005998616e-09
2010,2.909856564592417e-07,6.140930985942816e-09
2011,2.829739247367513e-07,3.4415747196536728e-09
2012,3.686805802871618e-07,3.4042526575461807e-09
2013,3.784842546039613e-07,4.741512571460049e-09
2014,4.6795270147725887e-07,2.381989668009954e-08
2015,4.659241614746179e-07,2.1057465646179274e-08
2016,5.132780407368642e-07,3.728412162340433e-09
2017,3.03382727495638e-07,8.049956534694758e-09
2018,3.7689413545649586e-07,1.290733298020541e-09
2019,3.974438851361839e-07,4.336679071403893e-09
