year,bien_ADV in_ADJ,bien_ADV fine_ADJ
1883,2.9068958795619437e-08,1.1564389978957479e-07
1884,2.3766109080725073e-08,7.063815843366683e-08
1885,3.158361394639542e-08,3.8029249083137984e-08
1886,1.936039240035825e-08,3.807543791367607e-08
1887,2.8074376601239237e-08,4.961982824625011e-08
1888,2.599652049184442e-08,4.882273429984707e-08
1889,2.5687061366852504e-08,5.0121094830046786e-08
1890,2.6872983838188702e-08,4.9813337454907014e-08
1891,2.1672347472190268e-08,4.971891698346553e-08
1892,2.2566645441202127e-08,4.8894396087462155e-08
1893,2.278614097406262e-08,5.357822274731916e-08
1894,2.3945849747519787e-08,4.4110773700367645e-08
1895,1.5648398132839247e-08,4.092657945875544e-08
1896,2.4767521367152767e-08,3.125425251937486e-08
1897,2.4472196713531957e-08,6.933789364893528e-08
1898,2.2633418694795182e-08,4.0174320758978865e-08
1899,2.5426860617017155e-08,4.5878898902174114e-08
1900,1.1939421895590385e-08,6.956010878411689e-08
1901,2.235495522029396e-08,3.1855812210324075e-08
1902,2.4060391012881155e-08,3.6827128013783295e-08
1903,1.674068350610014e-08,3.294134387488157e-08
1904,2.364835083312755e-08,2.9022976022474722e-08
1905,1.857873321853276e-08,3.767354073147544e-08
1906,2.1091157265118454e-08,3.4980455865252225e-08
1907,2.0057088434555226e-08,4.165703160197154e-08
1908,1.964555629285769e-08,4.9605031193777904e-08
1909,2.0903737407707013e-08,3.5206294768386215e-08
1910,1.5498036631811374e-08,3.473697773870299e-08
1911,1.4897047151407605e-08,3.1922244403403965e-08
1912,1.8753915753677575e-08,3.4903123946605774e-08
1913,1.96210621083992e-08,3.1287640922528226e-08
1914,2.678697441638178e-08,3.0135346662518714e-08
1915,1.0602685840410686e-08,2.0027295377644805e-08
1916,1.7579939282086343e-08,3.625862632361532e-08
1917,3.070598708632133e-08,1.6449636319748606e-08
1918,1.8378202071289707e-08,2.6418664589300533e-08
1919,2.3940405213807026e-08,4.880159565345821e-08
1920,1.4387239843927091e-08,4.846228307542333e-08
1921,2.0446417892117097e-08,3.4077363153528495e-08
1922,3.32007097370024e-08,2.4347187377316004e-08
1923,2.229349149729387e-08,2.653987074552333e-08
1924,2.9650736976805092e-08,2.836157442231979e-08
1925,1.6497267552040284e-08,3.299453510408057e-08
1926,1.671920735191179e-08,2.5636119005412183e-08
1927,1.5608915049369898e-08,6.466550672712401e-08
1928,2.170947865920425e-08,4.913197670930458e-08
1929,1.2254447234738564e-08,4.567566591617833e-08
1930,2.6259009189288918e-08,4.621585603103995e-08
1931,2.3951248095954725e-08,2.737285598186645e-08
1932,1.53433514782364e-08,2.849479585620429e-08
1933,2.064719240024715e-08,3.555905436769535e-08
1934,2.516131836216573e-08,2.6359476379411717e-08
1935,2.0346082152400413e-08,2.6330225111337313e-08
1936,2.3036957230715416e-08,2.182448710641438e-08
1937,5.0364472592434595e-09,4.406891207509034e-08
1938,1.1668692678767911e-08,3.5006078036303734e-08
1939,1.6823456405745674e-08,2.7529290846928234e-08
1940,3.296517903095264e-08,1.7750480196809804e-08
1941,1.4757512545315876e-08,2.3612020783048138e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,1.4516175816936538e-08,1.4516175816936538e-08
1944,3.213186161588055e-08,3.213186161588055e-08
1945,2.6142048525912287e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,2.5057987684817817e-08
1947,1.549713246618012e-08,3.814678706248742e-08
1948,1.4133454406817236e-08,4.1313175103141475e-08
1949,1.1780409536754632e-08,2.0615717133409817e-08
1950,1.2762433776458693e-08,2.2334258886758107e-08
1951,1.9190522948520083e-08,2.2388944032059044e-08
1952,1.7926167217297007e-08,2.9525450528922192e-08
1953,7.54167928107563e-09,3.016671712430252e-08
1954,1.5636057781875934e-08,2.247683283940205e-08
1955,1.783265446420046e-08,1.6894095011821264e-08
1956,1.3081712602058815e-08,1.5698054411927842e-08
1957,1.767007518083119e-08,3.8874166108371355e-08
1958,1.4890038535497752e-08,1.9853384713997002e-08
1959,9.300897829689347e-09,1.7826719656000023e-08
1960,1.6610000486139143e-08,2.422291700554524e-08
1961,1.042223907177231e-08,1.598076693198891e-08
1962,8.8787386332001e-09,2.2831043722248978e-08
1963,1.0992290633282664e-08,2.0044765847160306e-08
1964,2.1293889318485526e-08,2.5552667537454e-08
1965,9.849678406226303e-09,1.8057743744748223e-08
1966,1.1078149952936656e-08,1.5509408868297214e-08
1967,1.3804939413830652e-08,3.204718268534634e-08
1968,1.3474247495537384e-08,2.4702787371211343e-08
1969,1.2262746373892242e-08,1.544197658631674e-08
1970,1.1496812390987543e-08,2.3913370839068193e-08
1971,2.209510974182649e-08,2.6719666479380066e-08
1972,1.0260293947794707e-08,1.9494558856081312e-08
1973,1.1026407342740185e-08,2.6463379043661917e-08
1974,1.518904291231138e-08,2.025205780853412e-08
1975,1.313640396460869e-08,1.313640396460869e-08
1976,7.427584769459372e-09,1.7140580510499603e-08
1977,1.4104276857551667e-08,1.704266772151186e-08
1978,1.0693064211864112e-08,2.257424647211792e-08
1979,1.462993370893173e-08,2.1067103617156135e-08
1980,6.822181042309694e-09,1.819248218737357e-08
1981,6.325549417596221e-09,2.5934753011824796e-08
1982,2.3588508923921836e-08,2.3588508923921836e-08
1983,8.209910973278056e-09,2.5892795463278162e-08
1984,8.118611560803402e-09,3.421414973558967e-08
1985,6.015557829641693e-09,1.3234227935754461e-08
1986,1.019062523255343e-08,1.8582904104391673e-08
1987,1.1610551631235921e-08,1.0388388815840699e-08
1988,1.3192418713003917e-08,1.199310784016916e-08
1989,8.780995486290522e-09,1.3171493229435782e-08
1990,7.628111475810329e-09,1.198703181159999e-08
1991,7.033758464558559e-09,8.7921980806982e-09
1992,8.264915862810085e-09,1.7080827419135858e-08
1993,7.754890063438324e-09,1.772546376344053e-08
1994,7.912389854425328e-09,1.6879765141197822e-08
1995,9.21816667442954e-09,2.277429267394382e-08
1996,1.0676184380997711e-08,1.3345230698291743e-08
1997,1.5823152565985765e-08,1.7261619689179497e-08
1998,1.5258013519314773e-08,1.4781200263769279e-08
1999,1.2339542720951613e-08,1.6452723627935484e-08
2000,7.95245647111642e-09,1.3695897749244068e-08
2001,8.324302136486494e-09,1.095302959441824e-08
2002,6.571832411594869e-09,2.0153619217921914e-08
2003,9.58392298855415e-09,1.5417615628621206e-08
2004,1.0131019578807354e-08,1.6738207264666016e-08
2005,9.908249332113428e-09,1.8014997493764895e-08
2006,8.235780057930242e-09,1.976587071794711e-08
2007,1.2382886716011399e-08,1.7176262190332636e-08
2008,1.0643598891135753e-08,1.4475294740634581e-08
2009,7.629108011997232e-09,1.5258216023994464e-08
2010,1.0392344762522043e-08,1.369900015646408e-08
2011,1.2619107536693264e-08,2.600300952337875e-08
2012,4.425528388196653e-09,3.812763083033133e-08
2013,7.2517249982695375e-09,2.900689999307815e-08
2014,3.031623174720721e-09,3.4863667508489016e-08
2015,9.087958829923082e-09,3.879006982288047e-08
2016,8.699628573083373e-09,4.204820314157587e-08
2017,6.792150397672003e-09,2.5407674186794793e-08
2018,4.64663996169179e-09,3.123574643382199e-08
2019,5.867272001580659e-09,3.800971626333194e-08
